source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason,decision,reason
/books/OL20507117M,"La divina commedia: ridotta a miglior lezione, coll' aiuto di vari testi a penna",,Dante Alighieri,1,,1860,Giunti Demetra,,0,,,,
/books/OL20622060M,Pamphlets,,Dante Alighieri,1,,1880,[various publishing companies],,0,,,,
/books/OL22448562M,Manuale minimo dell'attore,,Dario Fo,1,9788806147754,1997,Einaudi,,0,,,,
/books/OL37941434M,David Tremlett,,David Tremlett,1,9788862080835,2011,Damiani,,0,,,,
/books/OL32354389M,Lo zoo umano,,Desmond Morris,1,9788804537762,2005,Mondadori,Sciences | Sciences sociales,0,,,,
/books/OL1915930M,Antonio Dias,"Malerei : [Ausstellung] 12. März-16. April 1989, Städtisches Museum Mülheim in der Alten Post","Dias, Antonio",1,9783980202329,1989,Das Museum,Arts | Histoire,0,,,,
/books/OL22509514M,arti di Bisanzio,secoli 6.-15,Ennio Concina,1,9788842497721,2002,B. Mondadori,,0,,,,
/books/OL13429814M,L Arsenale Della Repubblica DI Venezia,Tecniche E Istituzioni Dal Medioevo All'ETA Moderna,Ennio Concina,1,9788843524402,1984,Edizioni Electa,Histoire,0,,,,
/books/OL1771801M,La città degli ebrei,"il ghetto di Venezia, architettura e urbanistica",Ennio Concina,1,9788831754897,1991,Albrizzi editore,Histoire,0,,,,
/books/OL2267321M,Venezia nell'età moderna,struttura e funzioni,Ennio Concina,1,9788831751568,1989,Marsilio editore,Histoire,0,,,,
/books/OL19465043M,Ballat di ogni donna,,Erica Jong,1,9788845246746,,Tascabili Bompiani,Romance,0,,,,
/books/OL18749950M,Vegetio De larte militare,nela commvne lingva novamente tradotto.,Flavius Vegetius Renatus | Friedhelm R. Müller,2,,1524,Per Bernardino di Vitale ...,Poésie,0,,,,
/books/OL16786040M,"""Tabulae Irnitanae""","municipalità e ""ius Romanorum""",Francesca Lamberti,1,9788824310239,1993,E. Jovene,Histoire,0,,,,
/books/OL23447227M,Pitture di vasi fittili,,Francesco Inghirami,1,,1835,"Poligrafia fiesolana , dai torchi dell'autore",,0,,,,
/books/OL14034500M,"Pitture di vasi fittili, esibite dal cav. F. Inghirami per servire di studio alla mitologia ed all storia degli antichi popoli.",,Francesco Inghirami,1,,1835,Poligrafia Fiesolana,,0,,,,
/books/OL14034502M,"Pitture di vasi fittili, esibite dal cav. F. Inghirami per servire di studio alla mitologia ed alla storia degli antichi popoli.",,Francesco Inghirami,1,,1835,Poligrafia Fiesolana,,0,,,,
/books/OL14032542M,Opuscoli politici,,Francesco Orioli,1,,1851,Boniardi-Pogliani,Politique,0,,,,
/books/OL24875306M,I Sette salmi penitenziali,,Francesco Saverio Quadrio | Dante Alighieri,2,,1753,Per Giovanni Gottardi,Poésie,0,,,,
/books/OL18147032M,Victor Horta,,Franco Borsi,1,,1970,"Marc Vokaer, Éditeur",,0,,,,
/books/OL20140192M,Il negoziatore.,,Frederick Forsyth,1,9788804347606,1989,Mondadori,,0,,,,
/books/OL27138573M,I fratelli Karamazov,,Fyodor Dostoyevsky,1,9788804376316,1994,Mondadori,Fiction | Histoire | Politique,0,,,,
/books/OL19736211M,Notizia di un sequestro,,Gabriel García Márquez,1,9788804454229,1998,,,0,,,,
/books/OL61941664M,C. Julii Caesaris Commentarii de bello gallico,Designed as a first Latin reading-book in schools,Gaius Julius Caesar,1,,1879,"Longmans, Green & co.",Histoire,0,,,,
/books/OL23305785M,I dialoghi di Galileo Galilei sui massimi sistemi tolemaico e copernicano,volume unico.,Galileo Galilei,1,,1874,Coi tipi di F. Vigo,Philosophie,0,,,,
/books/OL20358475M,Germaine Richier,,Germaine Richier,1,,1966,Fabbri,Arts | Philosophie,0,,,,
/books/OL13435537M,La Sacrestia del Santo E Il Suo Tesoro Nell'inventario del 1396,Artigianati D'Arte Al Tempo Dei Carraresi,Giovanna Baldissin Molli,1,9788887243741,2002,Il Prato,Arts | Histoire,0,,,,
/books/OL13504985M,"Il feticismo primitivo in Italia, e le sue forme di adattamento.",,Giuseppe Bellucci,1,,1907,Unione Tipografica Cooperativa,,0,,,,
/books/OL6066936M,Tibetan painted scrolls.,,Giuseppe Tucci,1,,1949,Libreria dello Stato,Histoire,0,,,,
