source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason
/books/OL12798737M,"Style and Form in Old-Babylonian Literary Texts (Cuneiform Monographs, 27)",,Nathan Wasserman,1,9789004124042,2003,Brill Academic Publishers,,0,,
/books/OL22651485M,Thucydides' war,accounting for the faces of conflict,Neil Morpeth,1,9783487132563,2006,Olms,Histoire,0,,
/books/OL21592709M,Altruism,,Niall Scott,1,9780335222490,2007,Open University Press,Histoire | Philosophie,0,,
/books/OL12805057M,Monsters and the Monstrous,Myths and Metaphors of Enduring Evil (At the Interface/Probing the Boundaries),Niall Scott,1,9789042022539,2007,Rodopi,,0,,
/books/OL22284376M,Public concerns,philosophical studies of social issues,Nicholas Rescher,1,9780847681259,1995,Rowman & Littlefield,,0,,
/books/OL564278M,Social science in Southeast Asia,from particularism to universalism,Nico Schulte Nordholt,1,9789053834275,1995,VU University Press,Sciences sociales,0,,
/books/OL12321552M,"Nuestra Fantastica Tierra (Discovery Guides (""Our Wonderful World""))",,Nicola Baxter,1,9781587286490,1997,"Two-Can Publishing, Inc.",,0,,
/books/OL658412M,Parallel universe,an interactive time adventure,Nicola Baxter,1,9780531144657,1997,F. Watts/Grolier Pub.,Jeunesse,0,,
/books/OL18818235M,Rocket rescue,,Nicola Baxter,1,9780751328721,2000,Dorling Kindersley,Fiction,0,,
/books/OL812800M,Winter,,Nicola Baxter,1,9780516092775,1996,Children's Press,Jeunesse,0,,
/books/OL12674183M,Knowledge and Religious Authority in the Pseudo-Clementines,Situating the Recognitions in Fourth Century Syria (Wissenschaftliche Untersuchungen Zum Neuen Testament 2. Riehe),Nicole Kelley,1,9783161490361,2006,Mohr Siebeck,Religion,0,,
/books/OL21560306M,Technopolis,social control of the uses of science,Nigel Calder,1,9780586033166,1970,Panther,Sciences | Technologie,0,,
/books/OL12804115M,The Legal Regime of the Turkish Straits (International Straits of the World),,Nihan Unlu,1,9789041119049,2002,Springer,,0,,
/books/OL3405739M,Friedrich Nietzsche on the philosophy of right and the state,,Nikos Kazantzakis | Odysseus Makridis,2,9780791467312,2006,State University of New York Press,,0,,
/books/OL12740058M,The Anglo-Saxons in England During the Early Centuries After the Invasion,,Nils Aberg,1,9783487057231,1975,Georg Olms Publishers,,0,,
/books/OL12854865M,Swedish West Coast Through the Artist's Eye,,Nils-olof Olsson,1,9789163157981,2004,Coronet Books Inc,Histoire,0,,
/books/OL13175178M,Vicradipa of Bhagavatkavi,,Nina Bhavnagari,1,9788180900983,2006,"Bharatiya Kala Prakashan,India",,0,,
/books/OL2778510M,Guide to East Africa,"Kenya, Tanzania, and the Seychelles",Nina Casimati | Nina Cassimati,2,9780902743526,1986,M. Haag,,0,,
