source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason
/books/OL13170221M,Romance of the Ghost Maiden,Ni Xiaoqian,Pu Songung,1,9789813068513,1997,Asiapac Books,,0,,
/books/OL20991580M,Jainism,precepts and practice,Puran Chand Nahar | Krishnachandra Ghosh,2,9788185066189,1988,Caxton Publications,,0,,
/books/OL13126444M,Iqbal and the Western Philosophers,,Qaiser Nazir,1,9789694163048,2001,Iqbal Academy,Philosophie,0,,
/books/OL12766941M,Umweltchemikalien Physikalisch-Chemische Daten,,R Koch,1,9783527300617,1995,Wiley-VCH,Sciences,0,,
/books/OL12852654M,Democratic Practices as Learning Opportunities,,R Van der Veen,1,9789087901295,2007,Sense Publishers,Philosophie | Éducation,0,,
/books/OL12664717M,Common to Body And Soul,Philosophical Approaches to Explaining Living Behaviour,R. A. H. King,1,9783110183337,2006,Walter de Gruyter,Histoire | Philosophie,0,,
/books/OL12776063M,Bioprocesses and Applied Enzymology (Advances in Biochemical Engineering/biotechnology),,R. Blaszczyk,1,9783540527930,1990,Springer,Technologie,0,,
/books/OL19742658M,Minoan crafts,tools and techniques : an introduction,R. D. G. Evely,1,9789170810091,1993,Paul Åström,Histoire,0,,
/books/OL12774542M,Halide Perovskite-type Layer Structures (Landolt-Bornstein),,R. Geick,1,9783540412250,2001,Springer,,0,,
/books/OL12850199M,Global Encounters in the World of Art,Collisions of Tradition and Modernity,R. Lavrijsen,1,9789068322811,1998,KIT Publishers,Arts,0,,
/books/OL12674193M,Angels & Orthodoxy,A Study in Their Development in Syria and Palestine from the Qumran Texts to Ephrem the Syrian (Studies and Texts in Antiquity and Christianity),R. M. M. Tuschling,1,9783161491795,2007,Mohr Siebeck,,0,,
/books/OL691867M,Why science?,,R. Stephen White,1,9781560725312,1998,Nova Science,Sciences,0,,
/books/OL12822384M,Libraries for All,A World of Books and Their Readers,R. Vosper,1,9783598203763,1982,K G Saur Verlag Gmbh & Co,,0,,
/books/OL12800604M,Dewey and His Influence,Essays in Honour of George Ester Barton (Tulane Studies in Philosophy),R.C. Whittemore,1,9789024715657,1899,Springer,Philosophie,0,,
/books/OL12800630M,The Reach of Philosophy,Essays in Honour of J.K. Feibleman (Tulane Studies in Philosophy),R.C. Whittemore,1,9789024719471,1977,Springer,Philosophie,0,,
/books/OL13134764M,Islam,,Rais Siddiqi,1,9788126122226,2005,Anmol Publications Pvt Ltd,,0,,
/books/OL1399260M,Real and imagined women,"gender, culture, and postcolonialism",Rajeswari Sunder Rajan,1,9780415085038,1993,Routledge,Histoire,0,,
/books/OL22646146M,After 1989,"morals, revolution, and civil society",Ralf Dahrendorf,1,9780312176136,1997,"St. Martin's Press in association with St. Antony's College, Oxford",Histoire | Politique | Sciences sociales,0,,
/books/OL12664395M,Niemand Hat Gott Je Gesehen,Traktat Uber Negative Theologie (Theologische Bibliothek Toepelmann),Ralf Stolina,1,9783110168532,2000,Walter De Gruyter Inc,Histoire,0,,
/books/OL18118727M,Breaking away from broken windows,"Baltimore neighborhoods and the nationwide fight against crime, grime, fear, and decline",Ralph B Taylor,1,9780813397580,2001,Westview Press,,0,,
