source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason
/books/OL20672340M,De ogen van Plato,een essay over de grenzen van de schijn,Cornelis Verhoeven,1,9789053525784,2000,Boom,,0,,
/books/OL22925568M,Kaputt,geautoriseerde vertaling uit het Italiaans.,Curzio Malaparte,1,,,A. Manteau,Biographie | Fiction,0,,
/books/OL32365290M,Het Verloren Symbool,,Dan Brown,1,9789024553280,2009,Luitingh,Fiction | Thriller,0,,
/books/OL872653M,De ontdekkers,de zoektocht van de mens naar zichzelf en zijn wereld,Daniel J. Boorstin,1,9789010059314,1987,Elsevier,Biographie | Histoire | Sciences,0,,
/books/OL1178226M,De scheppende mens,artistieke doorbraken in de wereldgeschiedenis,Daniel J. Boorstin,1,9789051571776,1993,Agon,Histoire,0,,
/books/OL16414079M,Het huis aan het strand,,Daphne du Maurier,1,9789022523810,1980,De Boekerij,Fiction,0,,
/books/OL22156610M,Mary Anne,,Daphne du Maurier,1,9789022525050,1982,De Boekerij,Fiction,0,,
/books/OL32990858M,Dog man,,Dav Pilkey,1,9789492899019,2020,Condor,BD et romans graphiques | Fiction,0,,
/books/OL35616429M,Wat is de Wat,de autobiografie van Valentino Achak Deng,Dave Eggers,1,9789049950484,2007,Rotschild & Bach,Fiction | Histoire,0,,
/books/OL35262355M,Zeitoun,,Dave Eggers,1,9789048803057,2009,Lebowski,Biographie | Fiction | Histoire,0,,
/books/OL35616562M,Slangenkuil,,David Almond,1,9789045110783,2010,Querido,Arts | Fiction | Jeunes adultes,0,,
/books/OL4632762M,Het houtsnijwerk in Nederland tijdens de Gothiek en de Renaissance,,David Bierens de Haan,1,9789024719235,1977,M. Nijhoff,,0,,
/books/OL17098025M,Geopolitiek,"""geografisch geweten"" van de buitenlandse politiek?",David Criekemans,1,9789044119695,2006,Garant,Histoire | Politique,0,,
/books/OL22228132M,David Hockney,paintings and photographs of paintings,David Hockney,1,9789069181592,1995,Museum Boymans-van Beuningen,,0,,
/books/OL14027726M,De verhouding tusschen de plaatselijke en de algemeene kerk in de eerste drie eeuwen,Een onderzoek mede ter belichting van den hedendaagschen kerkelijken strijd.,David Jacobs,1,,1927,J. Ginsberg,Histoire,0,,
/books/OL33219801M,De Indische klerk,,David Leavitt,1,9789061698999,2009,De Harmonie,Fiction,0,,
/books/OL31581020M,De jongen in de jurk,,David Walliams,1,9789025745424,2009,Gottmer,Fiction,0,,
/books/OL43020811M,De waanzinnige tandarts,,David Walliams,1,9789044823332,2014,Uitgeverij Clavis,Fiction,0,,
/books/OL37738641M,Begraaf mijn hart bij Wounded Knee,een indiaanse geschiedenis van het Amerikaanse westen,Dee Alexander Brown,1,9789060458983,1975,Hollandia,Histoire,0,,
/books/OL24395388M,De naakte aap,een zoölogische studie van het menselijke dier,Desmond Morris,1,,1968,Bruna,,0,,
/books/OL35340314M,Burp!,het meest nuttige boek over eten,Diane Swanson,1,9789054835752,2005,Biblion,Jeunesse,0,,
/books/OL24381348M,Nijntje,,Dick Bruna,1,9789073991927,1997,Mercis,Fiction,0,,
/books/OL12846189M,HOMERUN,"Krijgsgevangen, Ontsnapt, Soldaat",Didier Pontzeele,1,9789058680594,2003,De Krijger,Biographie | Histoire,0,,
/books/OL12851301M,KRIJGSGEVANGEN,Belgische Officiers in het Kasteel van Colditz 1940 - 1943,Didier Pontzeele,1,9789072547910,2006,De Krijger,Biographie | Histoire,0,,
/books/OL25399965M,Het oproer te Utrecht in 1610,,Dina Albertina Felix,1,,1919,Oosthoek,Histoire,0,,
/books/OL17413526M,De oude apotheek,,Dirk Arnold Wittkop Koning,1,,1966,C.A.J. van Dishoeck,,0,,
/books/OL14753012M,Koning-Stadhouder Willem III en de Zeeuwse Admiraal Cornelis Evertsen,over een Hollands-Zeeuwse vriendschap en een expeditie overzee in 1688,Doeke Roos,1,9789072138026,1988,Koperen Tuin,Biographie | Histoire | Politique,0,,
/books/OL22508725M,"De Stijl toen, J.J.P. Oud nu","de bijdrage van architect J.J.P. Oud aan herdenken, herstellen en bouwen in Nederland (1938-1963)",Dolf Broekhuizen,1,9789056621933,2000,NAi,Histoire,0,,
/books/OL58467822M,Baba Jaga legde een ei,,Dubravka Ugrešić,1,9789038802688,2024,Nijgh & Van Ditmar,Fiction,0,,
/books/OL35329310M,Steffie Steek in de klauwen van het leven,,Dubravka Ugrešić,1,9789067661744,1994,Muntinga,,0,,
