keep_index,source_key,language,title,authors,decision,work_key,cover_id,cover_file,cover_image_url,cover_width,cover_height,cover_bytes,resolved_path,cover_state,sha256,size_bytes
1068,/books/OL35134920M,NL,Lotta uit de Kabaalstraat,Astrid Lindgren,KEEP_TRANSLATION,/works/OL14873023W,436721,ol-cover-436721.jpg,,334,475,43708,data/covers/full/ol-cover-436721.jpg,LOCAL_FILE_OK,258f27ab6ba7e8f8a7ea5f07ffe9a47bcb4320345e9077771839f485a0b285e1,43708
1069,/books/OL24756163M,NL,Rasmus en de landloper,Astrid Lindgren,KEEP_TRANSLATION,/works/OL14872973W,6819336,ol-cover-6819336.jpg,,332,500,22164,data/covers/full/ol-cover-6819336.jpg,LOCAL_FILE_OK,b4f18c32f911c8a3651e817aa773230acff8418332f82f94ca674c2e0787afad,22164
1070,/books/OL26948981M,NL,Ronja de roversdochter,Astrid Lindgren,KEEP_TRANSLATION,/works/OL14872976W,1026597,ol-cover-1026597.jpg,,377,500,56503,data/covers/full/ol-cover-1026597.jpg,LOCAL_FILE_OK,42bb3bfdef61111812d3e0b7443f957dba1206f05172a85a6644184f18befcb0,56503
1071,/books/OL26453010M,NL,Sterfelijk zijn,Atul Gawande,KEEP_TRANSLATION,/works/OL17079567W,8477368,ol-cover-8477368.jpg,,332,500,31537,data/covers/full/ol-cover-8477368.jpg,LOCAL_FILE_OK,95b1a2ed9af04e31bcfea4ecfa7649d682a75df94c24e364097b79e78f72c7da,31537
1072,/books/OL32860414M,NL,Pip en Posy in de sneeuw,Axel Scheffler,KEEP_TRANSLATION,/works/OL16816233W,8450769,ol-cover-8450769.jpg,,500,500,92120,data/covers/full/ol-cover-8450769.jpg,LOCAL_FILE_OK,11f2208c3a6cb32da6a94e2acc65e4a9ca93079d2d79e879bb2409f3feceb1d3,92120
1073,/books/OL25535231M,NL,Beleidseconomie,Barbara Baarsma,KEEP_CORE,/works/OL16917106W,9548347,ol-cover-9548347.jpg,,331,500,35363,data/covers/full/ol-cover-9548347.jpg,LOCAL_FILE_OK,43ab2624acf4358a950822b0f9741a5af880356aca2dd8506977ebac6dda1411,35363
1074,/books/OL25535442M,NL,De sociale cohesie voorbij,Bas van Stokkom,KEEP_CORE,/works/OL16917449W,10009547,ol-cover-10009547.jpg,,337,500,23803,data/covers/full/ol-cover-10009547.jpg,LOCAL_FILE_OK,121bf24db4db390e79c054c5e4b517f6570d09013afd0d537fee76f068d63a04,23803
1075,/books/OL18958977M,NL,De filosofie van het Belcampisme.,Belcampo,KEEP_CORE,/works/OL12195801W,5442814,ol-cover-5442814.jpg,,128,200,3664,data/covers/full/ol-cover-5442814.jpg,LOCAL_FILE_OK,523640cad46d13ef41bf25304d3431efa507177fa4349db8986b379a91b99e2c,3664
1076,/books/OL16161345M,NL,Werktitel,Ben Van Melick,KEEP_CORE,/works/OL11676119W,5317577,ol-cover-5317577.jpg,,128,177,4450,data/covers/full/ol-cover-5317577.jpg,LOCAL_FILE_OK,9e87020a492022c2c90505020f480706caec0374e074faf6ef7076b977d6e75a,4450
1077,/books/OL3889310M,NL,De oudste Middelnederlandse vertaling van de Regula S[ancti] Benedicti,"Benedict Saint, Abbot of Monte Cassino. | Benedict Saint, Abbot of Monte Cassino",KEEP_CORE,/works/OL1086723W,611344,ol-cover-611344.jpg,,305,475,16214,data/covers/full/ol-cover-611344.jpg,LOCAL_FILE_OK,b7a730ca5c3b617930b34cc0ba3aff913d1d3611503f3851b4c8e51d290da4d0,16214
1078,/books/OL35638627M,NL,"Abela, het meisje dat leeuwen zag",Berlie Doherty,KEEP_TRANSLATION,/works/OL14963058W,2989668,ol-cover-2989668.jpg,,316,500,29646,data/covers/full/ol-cover-2989668.jpg,LOCAL_FILE_OK,8f2a23f7e2cd9ad22101c5e38bb2c1ae79b835d85cb161433adbb63cbb1b0200,29646
1079,/books/OL1163209M,NL,De huurders,Bernard Malamud,KEEP_TRANSLATION,/works/OL10470239W,6296465,ol-cover-6296465.jpg,/covers/catalogue/ol-cover-6296465.jpg,315,500,30914,data/covers/full/ol-cover-6296465.jpg,LOCAL_FILE_OK,f239fd960fc4e72f33b923d78855324310acd7d8341de3f516aefeeebaf69909,30914
1080,/books/OL45747398M,NL,De Elfen,Bernhard Hennen | James A. Sullivan,KEEP_TRANSLATION,/works/OL15869591W,8390847,ol-cover-8390847.jpg,,321,500,41376,data/covers/full/ol-cover-8390847.jpg,LOCAL_FILE_OK,d1cca08bc0074da85b0f65e73824d06c6753b7cc3d784b46ac1dee5180dd471c,41376
1081,/books/OL32766657M,NL,Het eerste weekend,Bernhard Schlink,KEEP_TRANSLATION,/works/OL14871125W,9603656,ol-cover-9603656.jpg,,393,500,25884,data/covers/full/ol-cover-9603656.jpg,LOCAL_FILE_OK,38c7d0f3b56313f9e3da94ade558aec3169d64d1d5bb65be490536b08ab85919,25884
1082,/books/OL17155624M,NL,Autobiografie.,Bertrand Russell,KEEP_TRANSLATION,/works/OL1088581W,265953,ol-cover-265953.jpg,,333,500,34535,data/covers/full/ol-cover-265953.jpg,LOCAL_FILE_OK,ab326f7f07ae471ee104a9aa94e1befba3a8c4ddfc2bbcbf088be204bfa67054,34535
1083,/books/OL15441187M,NL,Het ABC van de relativiteit.,Bertrand Russell,KEEP_TRANSLATION,/works/OL1088556W,9321152,ol-cover-9321152.jpg,,330,500,32540,data/covers/full/ol-cover-9321152.jpg,LOCAL_FILE_OK,bae61170c7b1ea32c2fecf2a5c545899c913b1100cd9448f09e5840af364d680,32540
1084,/books/OL23009983M,NL,Rikkie en jijn vriendjes,Beverly Cleary,KEEP_TRANSLATION,/works/OL151966W,9400466,ol-cover-9400466.jpg,,335,500,28779,data/covers/full/ol-cover-9400466.jpg,LOCAL_FILE_OK,f58bfa25dfebd6317e602e542229d869648065775a0c3997a0eeae7dd4254afe,28779
1085,/books/OL23010231M,NL,Rikkie en Ripsie,Beverly Cleary,KEEP_TRANSLATION,/works/OL151924W,15087634,ol-cover-15087634.jpg,,368,500,59783,data/covers/full/ol-cover-15087634.jpg,LOCAL_FILE_OK,5a5f917dd11cef67536f28e569326e258085ecc2e6e64d09bbd3077851675a9e,59783
1086,/books/OL18248043M,NL,Gedachten in glas,Beáta Balgavá,KEEP_CORE,/works/OL12362014W,5406084,ol-cover-5406084.jpg,,128,165,3338,data/covers/full/ol-cover-5406084.jpg,LOCAL_FILE_OK,8597042eff57688810354c4c963ab317a8a0b3ac17690cd284b8f2f219cc53b5,3338
1087,/books/OL37822781M,NL,Een heel kleine geschiedenis van bijna alles,Bill Bryson,KEEP_TRANSLATION,/works/OL14991884W,8276506,ol-cover-8276506.jpg,,359,500,58825,data/covers/full/ol-cover-8276506.jpg,LOCAL_FILE_OK,6ce3f9648b430f839d8efcc5ade523482672d80a69a5a207bfd5c85e9cf07b52,58825
1088,/books/OL37822777M,NL,Een huis vol,Bill Bryson,KEEP_TRANSLATION,/works/OL15100470W,8579619,ol-cover-8579619.jpg,,337,500,32240,data/covers/full/ol-cover-8579619.jpg,LOCAL_FILE_OK,bddd1d6c9f228ef24930be50d2d64716cc7e263da649178aaa681d4b842d0231,32240
1089,/books/OL4371804M,NL,Voorspel en voorspelling,"Blijstra, Reinder",KEEP_CORE,/works/OL1362063W,4392752,ol-cover-4392752.jpg,,128,209,2794,data/covers/full/ol-cover-4392752.jpg,LOCAL_FILE_OK,8460223120961f0ac7d9ec94802e73f7745fe33925b3af41a6eae5dc5d91e6b6,2794
1090,/books/OL12805703M,NL,Drie modellen van het menselijk handelen,Bransen J.,KEEP_CORE,/works/OL10080139W,13811928,ol-cover-13811928.jpg,/covers/catalogue/ol-cover-13811928.jpg,318,500,21964,data/covers/full/ol-cover-13811928.jpg,LOCAL_FILE_OK,ee7bad05b16011d5a71f6e31577e97b2e3d2525d860501fc9f27d7aac0bacdfc,21964
1091,/books/OL35332285M,NL,"Dank je wel, lekker brood!",Brigitte Weninger,KEEP_TRANSLATION,/works/OL17881430W,1363537,ol-cover-1363537.jpg,,414,475,39369,data/covers/full/ol-cover-1363537.jpg,LOCAL_FILE_OK,4c0d916b8aba3adf6100bfe9ad1a45c3516556f229f6a9375aa9e1a2493d48ba,39369
1092,/books/OL25191241M,NL,Johanna de Waanzinnige,"Brouwer, Johannes",KEEP_CORE,/works/OL1233578W,7023403,ol-cover-7023403.jpg,,312,500,44755,data/covers/full/ol-cover-7023403.jpg,LOCAL_FILE_OK,c4c1859528cf87e6bf16378af290361aa7c9495e628cedaa2ecc0d70488a032b,44755
1093,/books/OL24331059M,NL,Inleiding tot de taal-philosophie,C. F. P. Stutterheim,KEEP_CORE,/works/OL12956484W,6458193,ol-cover-6458193.jpg,,343,500,29936,data/covers/full/ol-cover-6458193.jpg,LOCAL_FILE_OK,6706d9debf1389f7e59f44c6e1826a12a9774cdcd60c501bbf7e7ae653f4a84e,29936
1094,/books/OL2278419M,NL,Nederlands cartesianisme,C. Louise Thijssen-Schoute,KEEP_CORE,/works/OL1347249W,13859081,ol-cover-13859081.jpg,,331,500,21410,data/covers/full/ol-cover-13859081.jpg,LOCAL_FILE_OK,84953be5448b52943cf21fe124d69dc3197967e5283b238a40fda227f27f91a3,21410
1095,/books/OL20762810M,NL,Grammaticale interpretatie van zeventiende-eeuwse teksten,C. van de Ketterij,KEEP_CORE,/works/OL11098695W,4391774,ol-cover-4391774.jpg,,128,196,2188,data/covers/full/ol-cover-4391774.jpg,LOCAL_FILE_OK,69e50a7077f422bfc7b4b608c99da0ebf0ce8c0d28f4665172769c2d4abb198a,2188
1096,/books/OL2596210M,NL,Geschiedenis van de seksuele normen,C. van Emde Boas,KEEP_CORE,/works/OL1304599W,4156544,ol-cover-4156544.jpg,,128,174,3005,data/covers/full/ol-cover-4156544.jpg,LOCAL_FILE_OK,481327063d41c8e469974c600b3c87cf8e302b6c4dc667960c09c32fce3e4aa9,3005
1097,/books/OL32708344M,NL,Sterk en zwak,Camilla De la Bédoyère,KEEP_TRANSLATION,/works/OL16189975W,14521917,ol-cover-14521917.jpg,,381,500,51358,data/covers/full/ol-cover-14521917.jpg,LOCAL_FILE_OK,f0f121eb6453226b882a4bd824b4af31ee4ebdf576762bcb85685f356b22e655,51358
1098,/books/OL35330146M,NL,Van ei tot haai,Camilla De la Bédoyère,KEEP_TRANSLATION,/works/OL12826493W,7519995,ol-cover-7519995.jpg,,362,400,21727,data/covers/full/ol-cover-7519995.jpg,LOCAL_FILE_OK,894e855decf74a66255f2c25dc18adef4fabce69a29956f13dfdb608c6b9e9c5,21727
1099,/books/OL49652284M,NL,CARRIES DAGBOEKEN,Candace Bushnell,KEEP_TRANSLATION,/works/OL14961809W,12726078,ol-cover-12726078.jpg,,335,500,59121,data/covers/full/ol-cover-12726078.jpg,LOCAL_FILE_OK,633d8f9a1152b5934a2756642304de5982055c2c50647cd767307da8bf7bae12,59121
1100,/books/OL35327447M,NL,Zomer & de City,Candace Bushnell,KEEP_TRANSLATION,/works/OL15946512W,12726387,ol-cover-12726387.jpg,,307,500,38814,data/covers/full/ol-cover-12726387.jpg,LOCAL_FILE_OK,7def4bdb19d66878703ab78d6c1f96d201b96377b23263aec1de9f3a09fadc32,38814
1101,/books/OL16988480M,NL,Op het kruispunt van de politiek,Carl Devos,KEEP_CORE,/works/OL11999221W,5361086,ol-cover-5361086.jpg,,128,199,5933,data/covers/full/ol-cover-5361086.jpg,LOCAL_FILE_OK,a78ce1fd8f8c75a474f1e49a8748d5e358403004cd91a453b052103c5d9e3279,5933
1102,/books/OL27004395M,NL,Pinocchio,Carlo Collodi,KEEP_TRANSLATION,/works/OL1527356W,8597022,ol-cover-8597022.jpg,,301,500,39070,data/covers/full/ol-cover-8597022.jpg,LOCAL_FILE_OK,4100a930e1fde9dc876e38c1c5522d08a9d8927f1ed516f626688107e254d6ca,39070
1103,/books/OL24235574M,NL,Het hart is een havik,Carson McCullers,KEEP_TRANSLATION,/works/OL11081469W,394799,ol-cover-394799.jpg,,316,475,30565,data/covers/full/ol-cover-394799.jpg,LOCAL_FILE_OK,6d310ffac5d3b67e3d225968715c8d02ec0f11ede46537d00cdc888f44f9e967,30565
1104,/books/OL33221172M,NL,Stad van gevallen engelen,Cassandra Clare,KEEP_TRANSLATION,/works/OL15701782W,8200331,ol-cover-8200331.jpg,,300,451,57492,data/covers/full/ol-cover-8200331.jpg,LOCAL_FILE_OK,fe402a15d6c00a6673c403a0b597e2a29e646b763b1a6647430825528a3ab35e,57492
1105,/books/OL25651840M,NL,Stad van glas,Cassandra Clare,KEEP_TRANSLATION,/works/OL15310172W,6458969,ol-cover-6458969.jpg,,185,277,16718,data/covers/full/ol-cover-6458969.jpg,LOCAL_FILE_OK,4fb83c12b2d903a6942073dbb07139c76b6af109eee9afb0409bb82e87be9a26,16718
1106,/books/OL45924984M,NL,"Ja, ja, ja",Cecily von Ziegesar,KEEP_TRANSLATION,/works/OL15183251W,6440040,ol-cover-6440040.jpg,,375,500,40484,data/covers/full/ol-cover-6440040.jpg,LOCAL_FILE_OK,9f009a7056a52777ebd28ec41fa4dcde1f3dbfec2053d019f8c5fadd5bfe7dcf,40484
1107,/books/OL4952551M,NL,Antieke Oosterse tapijten uit de Collectie Van Aardenne.,"Centraal Museum (Utrecht, Netherlands)",KEEP_CORE,/works/OL1371552W,7079792,ol-cover-7079792.jpg,,329,500,91138,data/covers/full/ol-cover-7079792.jpg,LOCAL_FILE_OK,5d31c89a2d4e3eccd5ddeca115cb76cabdb76f00c436f89becb0213ad43857d9,91138
1108,/books/OL24680029M,NL,De bloemen van het Kwaad,Charles Baudelaire,KEEP_TRANSLATION,/works/OL1158921W,8236412,ol-cover-8236412.jpg,,296,500,31575,data/covers/full/ol-cover-8236412.jpg,LOCAL_FILE_OK,fee743e0fe5b42bd9d8428b0b83268605d7b2e14c130176bf969fc4f347ce0b8,31575
1109,/books/OL5030750M,NL,Onechte paradijzen,Charles Baudelaire,KEEP_TRANSLATION,/works/OL1159124W,365595,ol-cover-365595.jpg,,318,500,23961,data/covers/full/ol-cover-365595.jpg,LOCAL_FILE_OK,ba2dcd7e1b2b45ccfc32513718cfac704defcc52033ff9af98303c637c1a5ab3,23961
1110,/books/OL43771265M,NL,De Klok van Meester Humphrey,Charles Dickens,KEEP_TRANSLATION,/works/OL14869255W,9285598,ol-cover-9285598.jpg,,347,500,64501,data/covers/full/ol-cover-9285598.jpg,LOCAL_FILE_OK,8f1a8d709981643e990d726ec3c58c25d8e6d8aa1617262bd24279f5ee94377b,64501
1111,/books/OL42068330M,NL,De Krekel achter de Haardplaat,Charles Dickens,KEEP_TRANSLATION,/works/OL14868783W,9284868,ol-cover-9284868.jpg,,293,500,55264,data/covers/full/ol-cover-9284868.jpg,LOCAL_FILE_OK,1392e62da5e0f0b8650c106a6a4c076f00251fbacd0c3a52b4b416b47b764e1f,55264
1112,/books/OL43774805M,NL,Dombey en Zoon,Charles Dickens,KEEP_TRANSLATION,/works/OL14868861W,9283920,ol-cover-9283920.jpg,,346,500,65161,data/covers/full/ol-cover-9283920.jpg,LOCAL_FILE_OK,e84896880b4a41634ce3419837516e61dd45753053fffee90b0e580100384b4c,65161
1113,/books/OL43779240M,NL,Het Verlaten Huis,Charles Dickens,KEEP_TRANSLATION,/works/OL14868510W,9279273,ol-cover-9279273.jpg,,301,500,70674,data/covers/full/ol-cover-9279273.jpg,LOCAL_FILE_OK,ad56d16219a6659c9331a7a282e16110a93dcf748e2962117654112b4d8f210d,70674
1114,/books/OL43736164M,NL,Martin Chuzzlewit,Charles Dickens,KEEP_TRANSLATION,/works/OL14869242W,13112817,ol-cover-13112817.jpg,,321,500,70357,data/covers/full/ol-cover-13112817.jpg,LOCAL_FILE_OK,2c34ac7fae59325d91e27f0353e87885553b9a5d3438bea5fb6d0538af22cdcc,70357
1115,/books/OL42086934M,NL,Mopes de kluizenaar,Charles Dickens,KEEP_TRANSLATION,/works/OL14870077W,2759261,ol-cover-2759261.jpg,,333,500,8182,data/covers/full/ol-cover-2759261.jpg,LOCAL_FILE_OK,1df227bea3310fb739a6ad16edc979617e6bf35f4ee5a12ad1c1f14a3533f635,8182
1116,/books/OL42085902M,NL,Nelly,Charles Dickens,KEEP_TRANSLATION,/works/OL14869167W,13119794,ol-cover-13119794.jpg,,296,500,31899,data/covers/full/ol-cover-13119794.jpg,LOCAL_FILE_OK,dfe5a794d08f481e136f615b065141ffe61b93d478b81ff29ce0c290b7e5fe8c,31899
1117,/books/OL43728376M,NL,Nikolaas Nickleby,Charles Dickens,KEEP_TRANSLATION,/works/OL13114895W,9283905,ol-cover-9283905.jpg,,310,500,45553,data/covers/full/ol-cover-9283905.jpg,LOCAL_FILE_OK,ff083fd8902bc0dfc3a20e9c550385bd823fb6466c1e976c314bcc67a45f86f9,45553
1118,/books/OL42227433M,NL,Overdrukken,Charles Dickens,KEEP_TRANSLATION,/works/OL14869518W,1930646,ol-cover-1930646.jpg,,360,475,27593,data/covers/full/ol-cover-1930646.jpg,LOCAL_FILE_OK,3cebbcb9930f2993d79bfb207174fc4f73fc8164c4b9a39bfe1d7d62e33371a5,27593
1119,/books/OL44517531M,NL,Schetsen uit Amerika en Tafereelen uit Italië,Charles Dickens,KEEP_TRANSLATION,/works/OL14868468W,13007713,ol-cover-13007713.jpg,,306,500,50706,data/covers/full/ol-cover-13007713.jpg,LOCAL_FILE_OK,8419279afa919da2ad55c82fadbf8a734c57cbf8e51844e59edd797d67731656,50706
1120,/books/OL40870130M,NL,Tafereelen uit Italie,Charles Dickens,KEEP_TRANSLATION,/works/OL14869503W,9280483,ol-cover-9280483.jpg,,319,500,68239,data/covers/full/ol-cover-9280483.jpg,LOCAL_FILE_OK,110ce4fa65df782ab5f8f6bf31c2fcb67e15fad6009ed45e57dd42ee477a7f57,68239
1121,/books/OL39826355M,NL,Onze wederzijdsche vriend,Charles Dickens | Margeret Tarner | Adam Leverton,KEEP_TRANSLATION,/works/OL13162727W,13136200,ol-cover-13136200.jpg,,301,500,33216,data/covers/full/ol-cover-13136200.jpg,LOCAL_FILE_OK,47a47725ca7c70af403277c609b47ec369cba32db4c509e0685d98707fc25f2e,33216
1122,/books/OL40789568M,NL,Kleine Dorrit,Charles Dickens | Mary Sebag-Montefiore | Adam Leverton,KEEP_TRANSLATION,/works/OL14869215W,13113263,ol-cover-13113263.jpg,,309,500,69260,data/covers/full/ol-cover-13113263.jpg,LOCAL_FILE_OK,f5b9ba68933725373eab222fadc296ec4e1dae2a0092b80ed9cbdcd2a4644761,69260
1123,/books/OL43777386M,NL,"Een reiziger, die geen handel drijft",Charles Dickens | Pedro Tena,KEEP_TRANSLATION,/works/OL14868771W,9284872,ol-cover-9284872.jpg,,341,500,86228,data/covers/full/ol-cover-9284872.jpg,LOCAL_FILE_OK,7ecc3844f9772d8062ee7190ac5fda137fa04efe2046aa9abb5abff84b90be7d,86228
1124,/books/OL35332317M,NL,Dieren,Charlotte Guillain,KEEP_TRANSLATION,/works/OL16126317W,8209106,ol-cover-8209106.jpg,,414,500,24604,data/covers/full/ol-cover-8209106.jpg,LOCAL_FILE_OK,cdaee9701e0ec5ffa934f3d8a4b5dc9d511acaecdf9eb5e31bc0db2107c96300,24604
1125,/books/OL35341610M,NL,Griekse krijgers,Charlotte Guillain,KEEP_TRANSLATION,/works/OL11818125W,12740324,ol-cover-12740324.jpg,,369,500,112221,data/covers/full/ol-cover-12740324.jpg,LOCAL_FILE_OK,38e6601f88fe6cff71f5f6012d20c642d085f4d61b616709ec5971142e88a90e,112221
1126,/books/OL32844066M,NL,Water besparen,Charlotte Guillain,KEEP_TRANSLATION,/works/OL11818170W,10804187,ol-cover-10804187.jpg,,500,437,48534,data/covers/full/ol-cover-10804187.jpg,LOCAL_FILE_OK,eb395ab06f3731a02984d6ee6951a9b49eb18ef0d6d596f22c7b90b207d0771f,48534
1127,/books/OL39804515M,NL,Voedsel voor kleine beestjes,Charlotte Guillain | Rebecca Rissman,KEEP_TRANSLATION,/works/OL11818148W,9784995,ol-cover-9784995.jpg,,500,447,60194,data/covers/full/ol-cover-9784995.jpg,LOCAL_FILE_OK,6c6be221e817c3417e4c1b921e73c857de116ed67149c9c966685c2b4f70790a,60194
1128,/books/OL12848597M,NL,De ontdekking van het onschuldige criminele kind,Chris Leonards,KEEP_CORE,/works/OL10101149W,5216016,ol-cover-5216016.jpg,/covers/catalogue/ol-cover-5216016.jpg,128,202,4530,data/covers/full/ol-cover-5216016.jpg,LOCAL_FILE_OK,16558b6606a9fcf5a9c273a08fae31a0a652d410700f08658ca6b8eed50f6005,4530
1129,/books/OL35341372M,NL,Het computertijdperk,Chris Oxlade,KEEP_TRANSLATION,/works/OL17315983W,1436868,ol-cover-1436868.jpg,,331,475,34584,data/covers/full/ol-cover-1436868.jpg,LOCAL_FILE_OK,c72cc8f9bb26d814ca933d8d975b464d4ace91c7e18eeeb81ae7c832a97f45c1,34584
1130,/books/OL1195244M,NL,"Tegen Piso, voor Plancius, voor Rabirius, voor Milo",Cicero,KEEP_TRANSLATION,/works/OL15733518W,8236472,ol-cover-8236472.jpg,/covers/catalogue/ol-cover-8236472.jpg,363,500,58088,data/covers/full/ol-cover-8236472.jpg,LOCAL_FILE_OK,005e10ef96247dd93e016c1b91ca8d8d5584eb1dfb6f1b696b0130bfbb2348cc,58088
1131,/books/OL5591010M,NL,Sterrekinderen.,Clara Asscher-Pinkhof,KEEP_CORE,/works/OL1377211W,6277015,ol-cover-6277015.jpg,,311,448,22755,data/covers/full/ol-cover-6277015.jpg,LOCAL_FILE_OK,762ed0ff6567be86d6506e11b795fb981d99eb2dd6c7b01ac5f20249a3c9b7f6,22755
1132,/books/OL35333399M,NL,Clara's oorlog,Clara Kramer | Stephen Glantz,KEEP_TRANSLATION,/works/OL11979602W,13638781,ol-cover-13638781.jpg,,324,500,40716,data/covers/full/ol-cover-13638781.jpg,LOCAL_FILE_OK,b25d86f075a3dfaba03752f63fb1d0dba73383ec9b69bee1c6af126044db36be,40716
1133,/books/OL35325944M,NL,Badminton,Clive Gifford,KEEP_TRANSLATION,/works/OL15026172W,8184401,ol-cover-8184401.jpg,,369,500,50658,data/covers/full/ol-cover-8184401.jpg,LOCAL_FILE_OK,a279f85bb6663146df916766fb0f26b82a5eebc0690955298036c885710a5be9,50658
1134,/books/OL35331091M,NL,Karate,Clive Gifford,KEEP_TRANSLATION,/works/OL15026222W,8359678,ol-cover-8359678.jpg,,375,500,44430,data/covers/full/ol-cover-8359678.jpg,LOCAL_FILE_OK,e203be018ba348f322cf76e980bcf25c718312a627e97fb26f541f6d3dc2357d,44430
1135,/books/OL4165822M,NL,De opbouw van de wetenschap,Cornelis Anthonie van Peursen,KEEP_CORE,/works/OL1343424W,4371079,ol-cover-4371079.jpg,,128,221,4909,data/covers/full/ol-cover-4371079.jpg,LOCAL_FILE_OK,e5872c1146a41befe1109f9b239b4488e09c5247321cac38ba3dbf5b2bf68b6b,4909
1136,/books/OL22882221M,NL,Historisch verhael en politique bedeckingen aengaende de bestieringe van staet-en oorloghs-saken,Cornelis de Witt,KEEP_CORE,/works/OL11358401W,7194534,ol-cover-7194534.jpg,,311,500,55727,data/covers/full/ol-cover-7194534.jpg,LOCAL_FILE_OK,b87871baad3e53013681dd4bb31265cd7ced4fd673092c68f5c108f0ad62fe89,55727
1137,/books/OL25588163M,NL,De nederlandsche scheeps-bouw-konst open gestelt,Cornelis van Eyk,KEEP_CORE,/works/OL17016242W,10073077,ol-cover-10073077.jpg,,319,500,47120,data/covers/full/ol-cover-10073077.jpg,LOCAL_FILE_OK,d0942cf400387ec8ba363f9125144cee2db7460503ba2f6adc756de2029adcd6,47120
1138,/books/OL20672340M,NL,De ogen van Plato,Cornelis Verhoeven,KEEP_CORE,/works/OL13192615W,5470046,ol-cover-5470046.jpg,,128,217,4286,data/covers/full/ol-cover-5470046.jpg,LOCAL_FILE_OK,25e0d898e350d4d47ea29e06e66f8e544257655355f00bbf8d0ba6fa9adaad0e,4286
1139,/books/OL22925568M,NL,Kaputt,Curzio Malaparte,KEEP_TRANSLATION,/works/OL1272994W,859171,ol-cover-859171.jpg,,311,500,20600,data/covers/full/ol-cover-859171.jpg,LOCAL_FILE_OK,c83243ccb8d15bb322d76e5af700d75921baedfc7a0b97607e3f6507a051d8e8,20600
1140,/books/OL32365290M,NL,Het Verloren Symbool,Dan Brown,KEEP_TRANSLATION,/works/OL14873315W,8373389,ol-cover-8373389.jpg,,332,500,65523,data/covers/full/ol-cover-8373389.jpg,LOCAL_FILE_OK,3337837fe363783a8c9e833fc06a41553344509795dc91ac970d607ea57f548d,65523
1141,/books/OL872653M,NL,De ontdekkers,Daniel J. Boorstin,KEEP_TRANSLATION,/works/OL1169618W,253601,ol-cover-253601.jpg,,332,475,41152,data/covers/full/ol-cover-253601.jpg,LOCAL_FILE_OK,be76f67ae9830dbd15f550e08158045dac1e3693e95c27cc57bc58f842b2e331,41152
1142,/books/OL1178226M,NL,De scheppende mens,Daniel J. Boorstin,KEEP_TRANSLATION,/works/OL1169617W,4615273,ol-cover-4615273.jpg,/covers/catalogue/ol-cover-4615273.jpg,128,199,4301,data/covers/full/ol-cover-4615273.jpg,LOCAL_FILE_OK,3e39573439231fbc47c3e4e883490403505a334c7db6d887d0f088c13b13e452,4301
1143,/books/OL33221221M,NL,De weg van het hart,Danielle Steel,KEEP_TRANSLATION,/works/OL14873591W,7020326,ol-cover-7020326.jpg,,328,500,26754,data/covers/full/ol-cover-7020326.jpg,LOCAL_FILE_OK,bb8c85150b8a519f4d1176687669cfddddb4f9e3de79aa91c2d85f38748bac18,26754
1144,/books/OL35339723M,NL,Erfenis,Danielle Steel,KEEP_TRANSLATION,/works/OL15091383W,7320654,ol-cover-7320654.jpg,,180,280,16385,data/covers/full/ol-cover-7320654.jpg,LOCAL_FILE_OK,ede2650771adcba5e46ac59059ad67f77cbb722aa9449aa321580b78a29949a9,16385
1145,/books/OL35330312M,NL,Familieband,Danielle Steel,KEEP_TRANSLATION,/works/OL14873409W,7580348,ol-cover-7580348.jpg,,242,400,38986,data/covers/full/ol-cover-7580348.jpg,LOCAL_FILE_OK,5d6644feb51c1d6c7f44707df912ba8b3432e96eeffef12e608d794921d8751f,38986
1146,/books/OL47778476M,NL,Het einde van een zomer,Danielle Steel,KEEP_TRANSLATION,/works/OL10614024W,10338864,ol-cover-10338864.jpg,,299,500,35914,data/covers/full/ol-cover-10338864.jpg,LOCAL_FILE_OK,554b04cd7442fbf33d885f2dc336920b6cbc55e19dcd5841c8e108a5a7bcd1c1,35914
1147,/books/OL27126393M,NL,Het warme Zuiden,Danielle Steel,KEEP_TRANSLATION,/works/OL14873533W,6306015,ol-cover-6306015.jpg,,329,500,39027,data/covers/full/ol-cover-6306015.jpg,LOCAL_FILE_OK,800f30801acfc0901019f6e64a9d8e7e860a4da548e758816e14093d64d471f1,39027
1148,/books/OL47831909M,NL,Winnaars,Danielle Steel,KEEP_TRANSLATION,/works/OL17272308W,7379967,ol-cover-7379967.jpg,,310,500,15260,data/covers/full/ol-cover-7379967.jpg,LOCAL_FILE_OK,f9eba4665e6b123ca020200d1f4ef3dc1aa837699bb184eb075ceda19087410c,15260
1149,/books/OL47163669M,NL,Elke dag is er een / druk 4,Danielle Steel | Luis Murillo Fort,KEEP_TRANSLATION,/works/OL14873505W,7024680,ol-cover-7024680.jpg,,325,500,23062,data/covers/full/ol-cover-7024680.jpg,LOCAL_FILE_OK,dffe8c8970e287adc91d004f4978892c7372baa9ce3b3dafa3a8245e9213ad9b,23062
