duplicate_type,resolved_path,owner_count,source_key,language,title,authors,cover_id,sha256
SAME_FILE,data/covers/full/ol-cover-14828150.jpg,2,/books/OL13268239M,ES,Fantasmas de lo nuevo,Ray Bradbury,14828150,0cb556957dd10fe5776372acb6f3a4c1238b117f0d515d9660051e12ad5e5a97
SAME_FILE,data/covers/full/ol-cover-14828150.jpg,2,/books/OL8864564M,FR,Je chante le corps électrique,Ray Bradbury,14828150,0cb556957dd10fe5776372acb6f3a4c1238b117f0d515d9660051e12ad5e5a97
SAME_FILE,data/covers/full/ol-cover-14828094.jpg,2,/books/OL47506176M,ES,Las doradas manzanas del sol,Ray Bradbury,14828094,44fafd2dee75e76e2bd9534394b8eebb98952b61af5630de3e8b357cd0965a29
SAME_FILE,data/covers/full/ol-cover-14828094.jpg,2,/books/OL32852063M,NL,De gouden appels van de zon,Ray Bradbury,14828094,44fafd2dee75e76e2bd9534394b8eebb98952b61af5630de3e8b357cd0965a29
SAME_FILE,data/covers/full/ol-cover-9346519.jpg,2,/books/OL13268138M,ES,Las maquinarias de la alegría,Ray Bradbury,9346519,596bc0d2c1dadf4c53e51bc075c71d562b5a501fbffd4b5b0310ae29a7c187bb
SAME_FILE,data/covers/full/ol-cover-9346519.jpg,2,/books/OL12451937M,FR,Les machines à bonheur,Ray Bradbury,9346519,596bc0d2c1dadf4c53e51bc075c71d562b5a501fbffd4b5b0310ae29a7c187bb
SAME_FILE,data/covers/full/ol-cover-12617998.jpg,2,/books/OL13201933M,ES,Memoria de Crimenes,Ray Bradbury,12617998,be8f04ccdf7a491b008ecc514d149253077d6c384fab5fc915e94e283209c6a6
SAME_FILE,data/covers/full/ol-cover-12617998.jpg,2,/books/OL27278499M,FR,Monstrueusement vôtre,Ray Bradbury,12617998,be8f04ccdf7a491b008ecc514d149253077d6c384fab5fc915e94e283209c6a6
SAME_FILE,data/covers/full/ol-cover-9346376.jpg,2,/books/OL13268157M,ES,Mucho después de medianoche,Ray Bradbury,9346376,0f609b5644cbc231dbdb6be531e4837dd91899c0ef993f286f60ca568684b089
SAME_FILE,data/covers/full/ol-cover-9346376.jpg,2,/books/OL8864450M,FR,Bien après minuit,Ray Bradbury,9346376,0f609b5644cbc231dbdb6be531e4837dd91899c0ef993f286f60ca568684b089
SAME_FILE,data/covers/full/ol-cover-14828124.jpg,2,/books/OL13268313M,ES,Remedio para melancólicos,Ray Bradbury,14828124,cd497ed9b42e07c1ae6bbf1e0db905f96e1e897f8095a8d457e88ecd99883359
SAME_FILE,data/covers/full/ol-cover-14828124.jpg,2,/books/OL8864559M,FR,Un remède à la mélancolie,Ray Bradbury,14828124,cd497ed9b42e07c1ae6bbf1e0db905f96e1e897f8095a8d457e88ecd99883359
SAME_FILE,data/covers/full/ol-cover-8293120.jpg,3,/books/OL6479060M,ES,El financiero,Theodore Dreiser,8293120,1c73be7cf0c630a8e4fdfa9b3245a1da5dadadb6729e3bbe3c9137900ed9f312
SAME_FILE,data/covers/full/ol-cover-8293120.jpg,3,/books/OL21048575M,DE,Der financier.,Theodore Dreiser,8293120,1c73be7cf0c630a8e4fdfa9b3245a1da5dadadb6729e3bbe3c9137900ed9f312
SAME_FILE,data/covers/full/ol-cover-8293120.jpg,3,/books/OL51733502M,EN,The Financier,Theodore Dreiser,8293120,1c73be7cf0c630a8e4fdfa9b3245a1da5dadadb6729e3bbe3c9137900ed9f312
SAME_FILE,data/covers/full/ol-cover-12728401.jpg,3,/books/OL13275165M,ES,Una tragedia americana (An American Tragedy) (Narrativa (Punto de Lectura)),Theodore Dreiser,12728401,def730f8c6b2131ffa6917185567e26da74afc7025f75a27790cf7cc6dce0429
SAME_FILE,data/covers/full/ol-cover-12728401.jpg,3,/books/OL6715553M,DE,Eine amerikanische Tragödie,Theodore Dreiser,12728401,def730f8c6b2131ffa6917185567e26da74afc7025f75a27790cf7cc6dce0429
SAME_FILE,data/covers/full/ol-cover-12728401.jpg,3,/books/OL37847175M,EN,An American Tragedy,Theodore Dreiser,12728401,def730f8c6b2131ffa6917185567e26da74afc7025f75a27790cf7cc6dce0429
SAME_FILE,data/covers/full/ol-cover-5484189.jpg,2,/books/OL58286432M,ES,Nosotros,Евгений Иванович Замятин,5484189,19eb2ea2d5394300a57d1e7d00104dcabb47333983bbb17e8dd114286783a32d
SAME_FILE,data/covers/full/ol-cover-5484189.jpg,2,/books/OL4419969M,FR,Nous autres,Евгений Иванович Замятин,5484189,19eb2ea2d5394300a57d1e7d00104dcabb47333983bbb17e8dd114286783a32d
SAME_FILE,data/covers/full/ol-cover-448639.jpg,2,/books/OL50528596M,DE,Aliens - Die Rückkehr,Alan Dean Foster,448639,b0e8e97ed546426d3ef7aa8db320bdc06b92fe9dea2a31ce795c1c9af2fde181
SAME_FILE,data/covers/full/ol-cover-448639.jpg,2,/books/OL12514179M,FR,Aliens - Le Retour,Alan Dean Foster,448639,b0e8e97ed546426d3ef7aa8db320bdc06b92fe9dea2a31ce795c1c9af2fde181
SAME_FILE,data/covers/full/ol-cover-6564962.jpg,2,/books/OL9035060M,DE,Star Wars. Skywalkers Rückkehr.,Alan Dean Foster,6564962,39c54d3c492ed51b99a95a17592f231bfd3edd9b9d1ecc1ae3e13bfad4eba006
SAME_FILE,data/covers/full/ol-cover-6564962.jpg,2,/books/OL4558013M,EN,Splinter of the Mind's Eye,Alan Dean Foster,6564962,39c54d3c492ed51b99a95a17592f231bfd3edd9b9d1ecc1ae3e13bfad4eba006
SAME_FILE,data/covers/full/ol-cover-1054459.jpg,3,/books/OL31387258M,DE,Rot ist mein Name,Amankeldī Qūrmet | Orhan Pamuk,1054459,e4c2f8d52042e902ed51ded2dfc5fa62712c408e37a77201ce18d965422c3230
SAME_FILE,data/covers/full/ol-cover-1054459.jpg,3,/books/OL32806048M,NL,Ik heet Karmozijn,Amankeldī Qūrmet | Orhan Pamuk,1054459,e4c2f8d52042e902ed51ded2dfc5fa62712c408e37a77201ce18d965422c3230
SAME_FILE,data/covers/full/ol-cover-1054459.jpg,3,/books/OL8839851M,FR,Mon nom est Rouge,Amankeldī Qūrmet | Orhan Pamuk,1054459,e4c2f8d52042e902ed51ded2dfc5fa62712c408e37a77201ce18d965422c3230
SAME_FILE,data/covers/full/ol-cover-239666.jpg,2,/books/OL9064129M,DE,Die Nacht der Dämonen.,Amelia Atwater-Rhodes,239666,4e434a650ce6eff1159e470103fbbd345af74f01a46eac83ac8af214ee844b89
SAME_FILE,data/covers/full/ol-cover-239666.jpg,2,/books/OL7520052M,EN,Demon in My View (Laurel-Leaf Books),Amelia Atwater-Rhodes,239666,4e434a650ce6eff1159e470103fbbd345af74f01a46eac83ac8af214ee844b89
SAME_FILE,data/covers/full/ol-cover-1470822.jpg,3,/books/OL9064065M,DE,In den Wäldern tiefer Nacht.,Amelia Atwater-Rhodes,1470822,a2564b920877446c8bc565a461581a7d4a41fb70aa618e531bdd07eabcfbfc7f
SAME_FILE,data/covers/full/ol-cover-1470822.jpg,3,/books/OL33003266M,NL,In de wouden van de nacht,Amelia Atwater-Rhodes,1470822,a2564b920877446c8bc565a461581a7d4a41fb70aa618e531bdd07eabcfbfc7f
SAME_FILE,data/covers/full/ol-cover-1470822.jpg,3,/books/OL23243582M,EN,In the forests of the night,Amelia Atwater-Rhodes,1470822,a2564b920877446c8bc565a461581a7d4a41fb70aa618e531bdd07eabcfbfc7f
SAME_FILE,data/covers/full/ol-cover-7267444.jpg,2,/books/OL27467730M,DE,Drachen der Finsternis,Antonia Michaelis,7267444,cecbda1b6b277161a7420c22e338dbe800311ab0c15bb3fd3a8a6f7a275b55c3
SAME_FILE,data/covers/full/ol-cover-7267444.jpg,2,/books/OL23079049M,EN,The Dragons of Darkness,Antonia Michaelis,7267444,cecbda1b6b277161a7420c22e338dbe800311ab0c15bb3fd3a8a6f7a275b55c3
SAME_FILE,data/covers/full/ol-cover-5419665.jpg,2,/books/OL1584964M,DE,"Der einsame Reiter und Babar, König der Elefanten",Ariel Dorfman,5419665,8fc3d8664153c10754d692f85ab4cd82bd05e56ac33c40f018337b6f1819671b
SAME_FILE,data/covers/full/ol-cover-5419665.jpg,2,/books/OL18441028M,EN,The empire's old clothes,Ariel Dorfman,5419665,8fc3d8664153c10754d692f85ab4cd82bd05e56ac33c40f018337b6f1819671b
SAME_FILE,data/covers/full/ol-cover-409356.jpg,3,/books/OL12689524M,DE,Der blonde Vampir. ( Unheimlicher Roman),Christopher Pike,409356,d6566d758d4f42913cade3d7d1e67f41873390036ae83aaba062c60e6562d168
SAME_FILE,data/covers/full/ol-cover-409356.jpg,3,/books/OL7667117M,EN,The LAST VAMPIRE (LAST VAMPIRE 1),Christopher Pike,409356,d6566d758d4f42913cade3d7d1e67f41873390036ae83aaba062c60e6562d168
SAME_FILE,data/covers/full/ol-cover-409356.jpg,3,/books/OL12508738M,FR,La Vampire - La promesse,Christopher Pike,409356,d6566d758d4f42913cade3d7d1e67f41873390036ae83aaba062c60e6562d168
SAME_FILE,data/covers/full/ol-cover-4034038.jpg,2,/books/OL9025851M,DE,Sati. Mystischer Thriller.,Christopher Pike,4034038,345438adde98a14e61fa686e084e0d2ef159a38b489855e23657df5d02b0b5fb
SAME_FILE,data/covers/full/ol-cover-4034038.jpg,2,/books/OL1881664M,EN,Sati,Christopher Pike,4034038,345438adde98a14e61fa686e084e0d2ef159a38b489855e23657df5d02b0b5fb
SAME_FILE,data/covers/full/ol-cover-406345.jpg,2,/books/OL31887217M,DE,Spook City,Christopher Pike,406345,a5013a67a56918c2e6c7804a144895d4cebf589cdd72a721d4de6fd4d1b2e395
SAME_FILE,data/covers/full/ol-cover-406345.jpg,2,/books/OL32945912M,EN,The Deadly Past,Christopher Pike,406345,a5013a67a56918c2e6c7804a144895d4cebf589cdd72a721d4de6fd4d1b2e395
SAME_FILE,data/covers/full/ol-cover-855212.jpg,2,/books/OL32200218M,DE,Das Grüne Millennium,Fritz Leiber,855212,22a65a2289d5027850ae9e9b0ce46bb24aa3bc0a0dbc7af8782e088beea2745e
SAME_FILE,data/covers/full/ol-cover-855212.jpg,2,/books/OL27266065M,FR,Le Millénaire vert,Fritz Leiber,855212,22a65a2289d5027850ae9e9b0ce46bb24aa3bc0a0dbc7af8782e088beea2745e
SAME_FILE,data/covers/full/ol-cover-10544920.jpg,2,/books/OL27305287M,DE,Ein Gespenst sucht Texas heim,Fritz Leiber,10544920,df98315145681f38a32abc912280a8fbf00316d7410490d96d252dcb4c8e4e35
SAME_FILE,data/covers/full/ol-cover-10544920.jpg,2,/books/OL31858514M,FR,Un spectre hante le Texas,Fritz Leiber,10544920,df98315145681f38a32abc912280a8fbf00316d7410490d96d252dcb4c8e4e35
SAME_FILE,data/covers/full/ol-cover-6637857.jpg,2,/books/OL25572908M,DE,Ritter und Knappe des Schwerts,Fritz Leiber | Neil Gaiman | Jonathan Davis,6637857,1e5a47ab2b1eaf6a61e86bad67e420f1df37d8130fd73061b3d3714184ccf321
SAME_FILE,data/covers/full/ol-cover-6637857.jpg,2,/books/OL7525799M,EN,The Knight and Knave of Swords,Fritz Leiber | Neil Gaiman | Jonathan Davis,6637857,1e5a47ab2b1eaf6a61e86bad67e420f1df37d8130fd73061b3d3714184ccf321
SAME_FILE,data/covers/full/ol-cover-13760653.jpg,2,/books/OL47792145M,DE,Wirst du da sein?,Guillaume Musso,13760653,6a1d9ae2d697b3112951699f501fd2ad3f53ec10c8c1143bbebb9609a35760cd
SAME_FILE,data/covers/full/ol-cover-13760653.jpg,2,/books/OL35442742M,FR,Seras-tu là?,Guillaume Musso,13760653,6a1d9ae2d697b3112951699f501fd2ad3f53ec10c8c1143bbebb9609a35760cd
SAME_FILE,data/covers/full/ol-cover-7996284.jpg,2,/books/OL9036327M,DE,Pierre. Oder die Doppeldeutigkeiten.,Herman Melville,7996284,cf17c5036ec590816442b6778b96864b136507e6cd9e5702f83c02e6f4862405
SAME_FILE,data/covers/full/ol-cover-7996284.jpg,2,/books/OL8839239M,FR,Pierre ou les ambiguïtés,Herman Melville,7996284,cf17c5036ec590816442b6778b96864b136507e6cd9e5702f83c02e6f4862405
SAME_FILE,data/covers/full/ol-cover-9337669.jpg,2,/books/OL21077185M,DE,"Weissjacke, oder, Die Welt auf einem Kriegsschiff",Herman Melville,9337669,61870a4b98978523e6b61ea89616c7cd35b4de986cfbc9e6f85d936e1fe91619
SAME_FILE,data/covers/full/ol-cover-9337669.jpg,2,/books/OL5656987M,FR,La Vareuse blanche.,Herman Melville,9337669,61870a4b98978523e6b61ea89616c7cd35b4de986cfbc9e6f85d936e1fe91619
SAME_FILE,data/covers/full/ol-cover-44077.jpg,3,/books/OL27029179M,DE,Das Spiel Azad,Iain Banks,44077,23a1d527c91116a406c86fe505a82c1d792baa1322481b57e4fda638a57fe49c
SAME_FILE,data/covers/full/ol-cover-44077.jpg,3,/books/OL2052117M,EN,The player of games,Iain Banks,44077,23a1d527c91116a406c86fe505a82c1d792baa1322481b57e4fda638a57fe49c
SAME_FILE,data/covers/full/ol-cover-44077.jpg,3,/books/OL27034747M,FR,L'homme des jeux,Iain Banks,44077,23a1d527c91116a406c86fe505a82c1d792baa1322481b57e4fda638a57fe49c
SAME_FILE,data/covers/full/ol-cover-1174791.jpg,3,/books/OL26733101M,DE,Die Sphären,Iain Banks,1174791,7e6a03c16a9a1a90fe88c6b2c4d60399e223091830aaea36e1aa66db5be8233a
SAME_FILE,data/covers/full/ol-cover-1174791.jpg,3,/books/OL27078657M,EN,Matter,Iain Banks,1174791,7e6a03c16a9a1a90fe88c6b2c4d60399e223091830aaea36e1aa66db5be8233a
SAME_FILE,data/covers/full/ol-cover-1174791.jpg,3,/books/OL37754032M,FR,Trames,Iain Banks,1174791,7e6a03c16a9a1a90fe88c6b2c4d60399e223091830aaea36e1aa66db5be8233a
SAME_FILE,data/covers/full/ol-cover-369628.jpg,2,/books/OL47516910M,DE,Förchtbar Maschien,Iain Banks,369628,3f4d8733a69e85eee3e0da8dad8048ccd7fe638120057fe4310ae2e848a4c2d3
SAME_FILE,data/covers/full/ol-cover-369628.jpg,2,/books/OL1272822M,EN,Feersum endjinn,Iain Banks,369628,3f4d8733a69e85eee3e0da8dad8048ccd7fe638120057fe4310ae2e848a4c2d3
SAME_FILE,data/covers/full/ol-cover-6617349.jpg,2,/books/OL62086423M,DE,Die Tochter des Hirsch-Clans,Joan Wolf,6617349,c238fea2c6ccae01642685ee4cd665ef6ecb7bbbccfacc27344e547500c9eb54
SAME_FILE,data/covers/full/ol-cover-6617349.jpg,2,/books/OL1534957M,EN,Daughter of the Red Deer,Joan Wolf,6617349,c238fea2c6ccae01642685ee4cd665ef6ecb7bbbccfacc27344e547500c9eb54
SAME_FILE,data/covers/full/ol-cover-223259.jpg,2,/books/OL9066279M,DE,Das neue Leben.,Orhan Pamuk,223259,b5a08fbd6bc264764153fbb884ac35521fcf5986f1b4f36d3c7977c520666ef0
SAME_FILE,data/covers/full/ol-cover-223259.jpg,2,/books/OL8839436M,FR,La Vie nouvelle,Orhan Pamuk,223259,b5a08fbd6bc264764153fbb884ac35521fcf5986f1b4f36d3c7977c520666ef0
SAME_FILE,data/covers/full/ol-cover-6878773.jpg,2,/books/OL9066111M,DE,Das schwarze Buch.,Orhan Pamuk,6878773,f954c77ee4b6450ac40a7094a6aa8e208340a7eaef957b12b216703e3c49917f
SAME_FILE,data/covers/full/ol-cover-6878773.jpg,2,/books/OL8838989M,FR,Le Livre noir,Orhan Pamuk,6878773,f954c77ee4b6450ac40a7094a6aa8e208340a7eaef957b12b216703e3c49917f
SAME_FILE,data/covers/full/ol-cover-5273368.jpg,2,/books/OL50528416M,DE,Das stille Haus,Orhan Pamuk,5273368,f4ddb37fe150bddb72acfbfc99673de600423c1fd78dcedb5a959cc540709651
SAME_FILE,data/covers/full/ol-cover-5273368.jpg,2,/books/OL36693177M,NL,Het huis van de stilte,Orhan Pamuk,5273368,f4ddb37fe150bddb72acfbfc99673de600423c1fd78dcedb5a959cc540709651
SAME_FILE,data/covers/full/ol-cover-590257.jpg,3,/books/OL27948709M,DE,Die Weiße Festung,Orhan Pamuk,590257,54553ca71d48c6ca7cfd4ebcaccbefbab4a4f1c8fd2c9789a31404ac577ecffd
SAME_FILE,data/covers/full/ol-cover-590257.jpg,3,/books/OL34852484M,NL,De witte vesting,Orhan Pamuk,590257,54553ca71d48c6ca7cfd4ebcaccbefbab4a4f1c8fd2c9789a31404ac577ecffd
SAME_FILE,data/covers/full/ol-cover-590257.jpg,3,/books/OL8839332M,FR,Le Château blanc,Orhan Pamuk,590257,54553ca71d48c6ca7cfd4ebcaccbefbab4a4f1c8fd2c9789a31404ac577ecffd
SAME_FILE,data/covers/full/ol-cover-9327854.jpg,2,/books/OL2114307M,DE,Bufo & Spallanzani,Rubem Fonseca,9327854,0d7701883b51ccae1f74d09feee59136388feff7c695c61b825738d02e73c405
SAME_FILE,data/covers/full/ol-cover-9327854.jpg,2,/books/OL2203817M,EN,Bufo & Spallanzani,Rubem Fonseca,9327854,0d7701883b51ccae1f74d09feee59136388feff7c695c61b825738d02e73c405
SAME_FILE,data/covers/full/ol-cover-8369941.jpg,2,/books/OL16335199M,DE,"Das ""genie,"" roman.",Theodore Dreiser,8369941,3c4cad9f80e5f12262391411decdf74dc26d81105e1e466aa4b8e428b837b898
SAME_FILE,data/covers/full/ol-cover-8369941.jpg,2,/books/OL32060731M,EN,The Genius,Theodore Dreiser,8369941,3c4cad9f80e5f12262391411decdf74dc26d81105e1e466aa4b8e428b837b898
SAME_FILE,data/covers/full/ol-cover-5905674.jpg,2,/books/OL15149185M,DE,Das Buch über mich selbst,Theodore Dreiser,5905674,bde5e1b031f102b518cce474e6332d30653f356cf7932c274cd2b71bb1244864
SAME_FILE,data/covers/full/ol-cover-5905674.jpg,2,/books/OL24178983M,EN,A book about myself,Theodore Dreiser,5905674,bde5e1b031f102b518cce474e6332d30653f356cf7932c274cd2b71bb1244864
SAME_FILE,data/covers/full/ol-cover-9330147.jpg,2,/books/OL6726711M,DE,Der Titan,Theodore Dreiser,9330147,47810c8abc3035d0eb48751f5a375a82a0e91a147e662be4a50ab20c6850ca23
SAME_FILE,data/covers/full/ol-cover-9330147.jpg,2,/books/OL32060649M,EN,The Titan,Theodore Dreiser,9330147,47810c8abc3035d0eb48751f5a375a82a0e91a147e662be4a50ab20c6850ca23
SAME_FILE,data/covers/full/ol-cover-9330051.jpg,2,/books/OL14261765M,DE,Der unentwegte,Theodore Dreiser,9330051,c0dbdc6af209e6c5f9dbda21779f9e529a23cc2874091e5fef7274d2c4cd41bc
SAME_FILE,data/covers/full/ol-cover-9330051.jpg,2,/books/OL6515095M,EN,The stoic.,Theodore Dreiser,9330051,c0dbdc6af209e6c5f9dbda21779f9e529a23cc2874091e5fef7274d2c4cd41bc
SAME_FILE,data/covers/full/ol-cover-8293201.jpg,2,/books/OL13717918M,DE,Jennie Gerhardt.,Theodore Dreiser,8293201,21f63232fb1e329b20c84ed16ba7b8604f5feeb04a5804aeafaaa584f0d3ce80
SAME_FILE,data/covers/full/ol-cover-8293201.jpg,2,/books/OL32060640M,EN,Jennie Gerhardt,Theodore Dreiser,8293201,21f63232fb1e329b20c84ed16ba7b8604f5feeb04a5804aeafaaa584f0d3ce80
SAME_FILE,data/covers/full/ol-cover-6742526.jpg,2,/books/OL12824718M,DE,Das dunkle Herz.,Timothy Findley,6742526,76f45afa8abc35f2ffa2e83aa9c0111496a30d14d848fa80462833813b69808e
SAME_FILE,data/covers/full/ol-cover-6742526.jpg,2,/books/OL17957042M,FR,Chasseur de t^etes,Timothy Findley,6742526,76f45afa8abc35f2ffa2e83aa9c0111496a30d14d848fa80462833813b69808e
SAME_FILE,data/covers/full/ol-cover-22826.jpg,3,/books/OL12811675M,DE,Der Gesandte,Timothy Findley,22826,536a858f0b5d740c01f42fed8563b78581068cd73b2ce64ecedc0e5591c5812f
SAME_FILE,data/covers/full/ol-cover-22826.jpg,3,/books/OL19920334M,NL,Pelgrim,Timothy Findley,22826,536a858f0b5d740c01f42fed8563b78581068cd73b2ce64ecedc0e5591c5812f
SAME_FILE,data/covers/full/ol-cover-22826.jpg,3,/books/OL32133443M,FR,Pilgrim,Timothy Findley,22826,536a858f0b5d740c01f42fed8563b78581068cd73b2ce64ecedc0e5591c5812f
SAME_FILE,data/covers/full/ol-cover-9325224.jpg,2,/books/OL17397934M,DE,Krieg und die Kröte,Timothy Findley,9325224,d8c2d9e7d34eb062a6649418875e1e5f8a7e38d5be67c8bb2f170c73e61fa691
SAME_FILE,data/covers/full/ol-cover-9325224.jpg,2,/books/OL20166471M,FR,Guerres,Timothy Findley,9325224,d8c2d9e7d34eb062a6649418875e1e5f8a7e38d5be67c8bb2f170c73e61fa691
SAME_FILE,data/covers/full/ol-cover-5309092.jpg,2,/books/OL12811678M,DE,Mauberleys Ende,Timothy Findley,5309092,3059884b6159b0732709f9a0f68bd3004ba69177c0a2a2c1edd33e59a2bc8845
SAME_FILE,data/covers/full/ol-cover-5309092.jpg,2,/books/OL32117088M,FR,Le Grand Elysium Hôtel,Timothy Findley,5309092,3059884b6159b0732709f9a0f68bd3004ba69177c0a2a2c1edd33e59a2bc8845
SAME_FILE,data/covers/full/ol-cover-8148374.jpg,2,/books/OL26388363M,NL,Gestolen leven,Adam Johnson,8148374,cbbe6c96068dffa5486cb73ddb3766802e6083c212a244a77163e3ae4269c3da
SAME_FILE,data/covers/full/ol-cover-8148374.jpg,2,/books/OL26388382M,FR,La Vie volée de Jun Do,Adam Johnson,8148374,cbbe6c96068dffa5486cb73ddb3766802e6083c212a244a77163e3ae4269c3da
SAME_FILE,data/covers/full/ol-cover-7284069.jpg,2,/books/OL25448735M,NL,Het ijs,Anna Kavan,7284069,615b24aeab07c3eb492062b257c8f8962394fd93f18bd389c42807fc27afb3b8
SAME_FILE,data/covers/full/ol-cover-7284069.jpg,2,/books/OL25448722M,FR,Neige,Anna Kavan,7284069,615b24aeab07c3eb492062b257c8f8962394fd93f18bd389c42807fc27afb3b8
SAME_FILE,data/covers/full/ol-cover-6296465.jpg,2,/books/OL1163209M,NL,De huurders,Bernard Malamud,6296465,f239fd960fc4e72f33b923d78855324310acd7d8341de3f516aefeeebaf69909
SAME_FILE,data/covers/full/ol-cover-6296465.jpg,2,/books/OL1163204M,FR,Les locataires,Bernard Malamud,6296465,f239fd960fc4e72f33b923d78855324310acd7d8341de3f516aefeeebaf69909
SAME_FILE,data/covers/full/ol-cover-6515025.jpg,2,/books/OL16414079M,NL,Het huis aan het strand,Daphne du Maurier,6515025,f5e46c0588035832ebe5f279922ff05a9ad0d7fedfe1c2bba3b44a292e66a4a0
SAME_FILE,data/covers/full/ol-cover-6515025.jpg,2,/books/OL15946692M,FR,"La maison sur le rivage, ou, L'elixir de double vie",Daphne du Maurier,6515025,f5e46c0588035832ebe5f279922ff05a9ad0d7fedfe1c2bba3b44a292e66a4a0
SAME_FILE,data/covers/full/ol-cover-4459037.jpg,2,/books/OL22156610M,NL,Mary Anne,Daphne du Maurier,4459037,f9a4711e45e8e8aa16edf8e054c9d9795cfbcb644c4f80ba275c4bfc4859be0a
SAME_FILE,data/covers/full/ol-cover-4459037.jpg,2,/books/OL8984044M,FR,Mary Anne,Daphne du Maurier,4459037,f9a4711e45e8e8aa16edf8e054c9d9795cfbcb644c4f80ba275c4bfc4859be0a
SAME_FILE,data/covers/full/ol-cover-12887819.jpg,2,/books/OL24395388M,NL,De naakte aap,Desmond Morris,12887819,426b41dcd134cc409843eadee674a86df4b2a4e8a84b0771ba2994ba9d6c0bc1
SAME_FILE,data/covers/full/ol-cover-12887819.jpg,2,/books/OL22193808M,FR,Le singe nu,Desmond Morris,12887819,426b41dcd134cc409843eadee674a86df4b2a4e8a84b0771ba2994ba9d6c0bc1
SAME_FILE,data/covers/full/ol-cover-7560524.jpg,2,/books/OL33336086M,NL,De avonturen van Marco Polo,Elisabetta Dami,7560524,113cfc2aa83a5389e3e66af31ab92b71900a1d0f213f90391976f0bce0c6adfe
SAME_FILE,data/covers/full/ol-cover-7560524.jpg,2,/books/OL32362247M,FR,Les aventures de Marco Polo,Elisabetta Dami,7560524,113cfc2aa83a5389e3e66af31ab92b71900a1d0f213f90391976f0bce0c6adfe
SAME_FILE,data/covers/full/ol-cover-9258937.jpg,2,/books/OL26443638M,NL,Duivels,Fyodor Dostoyevsky,9258937,7c471089ab0f8bea18d32314e705596178bcd85076def254ad2fd4ecb983aafb
SAME_FILE,data/covers/full/ol-cover-9258937.jpg,2,/books/OL46542082M,FR,Les possédés,Fyodor Dostoyevsky,9258937,7c471089ab0f8bea18d32314e705596178bcd85076def254ad2fd4ecb983aafb
SAME_FILE,data/covers/full/ol-cover-2891112.jpg,2,/books/OL25892052M,NL,Memoires Van De Gallische Oorlog,Gaius Julius Caesar,2891112,1b1e5c3a1f67119ae4bdd1f51065b07372a726ea8d22b865d92ce9f6e190df48
SAME_FILE,data/covers/full/ol-cover-2891112.jpg,2,/books/OL13961083M,FR,La guerre des Gaules,Gaius Julius Caesar,2891112,1b1e5c3a1f67119ae4bdd1f51065b07372a726ea8d22b865d92ce9f6e190df48
SAME_FILE,data/covers/full/ol-cover-1230419.jpg,2,/books/OL35328799M,NL,Schipbreuk,Gordon Korman,1230419,1ef4838d4dad3222d17fee9440dfd9e2aff121c94a6402019db08fcb319bdfbf
SAME_FILE,data/covers/full/ol-cover-1230419.jpg,2,/books/OL32128424M,FR,Naufragés,Gordon Korman,1230419,1ef4838d4dad3222d17fee9440dfd9e2aff121c94a6402019db08fcb319bdfbf
SAME_FILE,data/covers/full/ol-cover-4220427.jpg,2,/books/OL16569395M,NL,Monseigneur Quichot,Graham Greene,4220427,7413dc16b4ba471a20fd9ad5f8add0504453f1741644478f96b86a76c5d35880
SAME_FILE,data/covers/full/ol-cover-4220427.jpg,2,/books/OL28935327M,FR,Monsignor Quichotte,Graham Greene,4220427,7413dc16b4ba471a20fd9ad5f8add0504453f1741644478f96b86a76c5d35880
SAME_FILE,data/covers/full/ol-cover-5329124.jpg,2,/books/OL21376719M,NL,Stamboel expres,Graham Greene,5329124,fadfede901ff04716d45da94650d34593ad8e8a5bce9796a12aba49936cc48e3
SAME_FILE,data/covers/full/ol-cover-5329124.jpg,2,/books/OL20332707M,FR,Orient-express,Graham Greene,5329124,fadfede901ff04716d45da94650d34593ad8e8a5bce9796a12aba49936cc48e3
SAME_FILE,data/covers/full/ol-cover-3872981.jpg,2,/books/OL32361177M,NL,Kolkende kloof,Gregory Benford,3872981,d7b21c12661bb36fe684ae26e5c9679365e48cfceba0b741c280a79dff4fe2fb
SAME_FILE,data/covers/full/ol-cover-3872981.jpg,2,/books/OL8887906M,FR,Les Profondeurs furieuses,Gregory Benford,3872981,d7b21c12661bb36fe684ae26e5c9679365e48cfceba0b741c280a79dff4fe2fb
SAME_FILE,data/covers/full/ol-cover-6005610.jpg,2,/books/OL13490057M,NL,De slavernij.,Harriet Stowe | Harriet Beecher Stowe,6005610,e8c257e8ed99fba85fdcc5d24b2771e39f4418b0ad5b50615682bea4d8c1ccc6
SAME_FILE,data/covers/full/ol-cover-6005610.jpg,2,/books/OL25400903M,FR,La clef de la case l'Oncle Tom,Harriet Stowe | Harriet Beecher Stowe,6005610,e8c257e8ed99fba85fdcc5d24b2771e39f4418b0ad5b50615682bea4d8c1ccc6
SAME_FILE,data/covers/full/ol-cover-2786155.jpg,2,/books/OL45912730M,NL,De vierde seconde / druk 1,James Patterson | Maxine Paetro,2786155,5fad7c0604fa7dc88344bb4607ff6779314aa4bbb3449181424f139bfde74b9f
