duplicate_type,resolved_path,owner_count,source_key,language,title,authors,cover_id,sha256
SAME_FILE,data/covers/full/ol-cover-4842395.jpg,3,/books/OL1179244M,IT,Parole di un ribelle,Peter Kropotkin,4842395,ca1354a7c19fcf2cabdd0c7ae759a4cba1835f34bd5f48d23de975d02e98f8da
SAME_FILE,data/covers/full/ol-cover-4842395.jpg,3,/books/OL13239831M,ES,Palabras de Un Rebelde,Peter Kropotkin,4842395,ca1354a7c19fcf2cabdd0c7ae759a4cba1835f34bd5f48d23de975d02e98f8da
SAME_FILE,data/covers/full/ol-cover-4842395.jpg,3,/books/OL39820204M,FR,Paroles d'un révolté,Peter Kropotkin,4842395,ca1354a7c19fcf2cabdd0c7ae759a4cba1835f34bd5f48d23de975d02e98f8da
SAME_FILE,data/covers/full/ol-cover-9346537.jpg,3,/books/OL57490083M,IT,Cronache Marziane,Ray Bradbury,9346537,231277607fbd73f74e99672cbace8abff99697169e562a65eea7573fca3bfd76
SAME_FILE,data/covers/full/ol-cover-9346537.jpg,3,/books/OL45645957M,ES,Crónicas marcianas,Ray Bradbury,9346537,231277607fbd73f74e99672cbace8abff99697169e562a65eea7573fca3bfd76
SAME_FILE,data/covers/full/ol-cover-9346537.jpg,3,/books/OL49539821M,FR,Chroniques martiennes,Ray Bradbury,9346537,231277607fbd73f74e99672cbace8abff99697169e562a65eea7573fca3bfd76
SAME_FILE,data/covers/full/ol-cover-12993656.jpg,4,/books/OL49226330M,IT,Fahrenheit 451,Ray Bradbury,12993656,7dad5b635f43fb8a117e65e1f8f127441cd147f3c8029c645cf2190a61b23f50
SAME_FILE,data/covers/full/ol-cover-12993656.jpg,4,/books/OL32062901M,ES,Fahrenheit 451,Ray Bradbury,12993656,7dad5b635f43fb8a117e65e1f8f127441cd147f3c8029c645cf2190a61b23f50
SAME_FILE,data/covers/full/ol-cover-12993656.jpg,4,/books/OL26437277M,NL,Fahrenheit 451,Ray Bradbury,12993656,7dad5b635f43fb8a117e65e1f8f127441cd147f3c8029c645cf2190a61b23f50
SAME_FILE,data/covers/full/ol-cover-12993656.jpg,4,/books/OL44791038M,FR,Fahrenheit 451,Ray Bradbury,12993656,7dad5b635f43fb8a117e65e1f8f127441cd147f3c8029c645cf2190a61b23f50
SAME_FILE,data/covers/full/ol-cover-9346340.jpg,4,/books/OL20652038M,IT,Il popolo dell'autunno,Ray Bradbury,9346340,74617b76fb6980a7d8ec3e0dfd5c6c50dc205af65202431c62203f16c9053526
SAME_FILE,data/covers/full/ol-cover-9346340.jpg,4,/books/OL27578906M,ES,La feria de las tinieblas,Ray Bradbury,9346340,74617b76fb6980a7d8ec3e0dfd5c6c50dc205af65202431c62203f16c9053526
SAME_FILE,data/covers/full/ol-cover-9346340.jpg,4,/books/OL53722322M,EN,Something Wicked This Way Comes,Ray Bradbury,9346340,74617b76fb6980a7d8ec3e0dfd5c6c50dc205af65202431c62203f16c9053526
SAME_FILE,data/covers/full/ol-cover-9346340.jpg,4,/books/OL8864610M,FR,La foire des ténèbres,Ray Bradbury,9346340,74617b76fb6980a7d8ec3e0dfd5c6c50dc205af65202431c62203f16c9053526
SAME_FILE,data/covers/full/ol-cover-8236442.jpg,2,/books/OL19312233M,IT,Discorso sul metodo,René Descartes,8236442,b1a54a544e090edb6d4d048bc0deaf62f4e10bf590c87ad8f0b1d109bc77d9ad
SAME_FILE,data/covers/full/ol-cover-8236442.jpg,2,/books/OL24191905M,FR,Discours de la méthode,René Descartes,8236442,b1a54a544e090edb6d4d048bc0deaf62f4e10bf590c87ad8f0b1d109bc77d9ad
SAME_FILE,data/covers/full/ol-cover-2281714.jpg,3,/books/OL21011362M,IT,I principj della filosofia di Renato Des-Cartes,René Descartes,2281714,ad6482b337286ae8eaf060c7e135ce95352686531ec58b810d76670c818959c6
SAME_FILE,data/covers/full/ol-cover-2281714.jpg,3,/books/OL6534730M,NL,Principia Philosophiae,René Descartes,2281714,ad6482b337286ae8eaf060c7e135ce95352686531ec58b810d76670c818959c6
SAME_FILE,data/covers/full/ol-cover-2281714.jpg,3,/books/OL15340521M,FR,Les principes de la philosophie,René Descartes,2281714,ad6482b337286ae8eaf060c7e135ce95352686531ec58b810d76670c818959c6
SAME_FILE,data/covers/full/ol-cover-911109.jpg,2,/books/OL61523125M,IT,Io sono leggenda,Richard Matheson,911109,aa06222a3c3f3800251018fb74e0b6270fe32e45c9530d4d0e8249e751e92a39
SAME_FILE,data/covers/full/ol-cover-911109.jpg,2,/books/OL25443566M,FR,Je suis une légende,Richard Matheson,911109,aa06222a3c3f3800251018fb74e0b6270fe32e45c9530d4d0e8249e751e92a39
SAME_FILE,data/covers/full/ol-cover-3797057.jpg,3,/books/OL18461182M,IT,Questioni naturali,Seneca the Younger,3797057,b71fd11be63dacb7a9d28ea93fc755013ac00a97e726acc4f420b4bf35991a1f
SAME_FILE,data/covers/full/ol-cover-3797057.jpg,3,/books/OL7239924M,EN,Physical science in the time of Nero,Seneca the Younger,3797057,b71fd11be63dacb7a9d28ea93fc755013ac00a97e726acc4f420b4bf35991a1f
SAME_FILE,data/covers/full/ol-cover-3797057.jpg,3,/books/OL18635781M,FR,Questions naturelles ...,Seneca the Younger,3797057,b71fd11be63dacb7a9d28ea93fc755013ac00a97e726acc4f420b4bf35991a1f
SAME_FILE,data/covers/full/ol-cover-12313764.jpg,2,/books/OL27088255M,IT,Solaris,Stanisław Lem,12313764,d6bdbb09a56dddddb4933ee28e9efed855d7788f3701d9809df41abf488c8065
SAME_FILE,data/covers/full/ol-cover-12313764.jpg,2,/books/OL62337020M,FR,Solaris,Stanisław Lem,12313764,d6bdbb09a56dddddb4933ee28e9efed855d7788f3701d9809df41abf488c8065
SAME_FILE,data/covers/full/ol-cover-9330145.jpg,4,/books/OL25311040M,IT,Nostra Sorella Carrie,Theodore Dreiser,9330145,0658d777c1e0e806d4b21fd3f31d921c067db2a12a1a4650ff16535cb1e15989
SAME_FILE,data/covers/full/ol-cover-9330145.jpg,4,/books/OL13323674M,ES,Nuestra Carrie (Clasica Maior),Theodore Dreiser,9330145,0658d777c1e0e806d4b21fd3f31d921c067db2a12a1a4650ff16535cb1e15989
SAME_FILE,data/covers/full/ol-cover-9330145.jpg,4,/books/OL6732895M,DE,"Schwester Carrie, roman.",Theodore Dreiser,9330145,0658d777c1e0e806d4b21fd3f31d921c067db2a12a1a4650ff16535cb1e15989
SAME_FILE,data/covers/full/ol-cover-9330145.jpg,4,/books/OL58736393M,EN,Sister Carrie,Theodore Dreiser,9330145,0658d777c1e0e806d4b21fd3f31d921c067db2a12a1a4650ff16535cb1e15989
SAME_FILE,data/covers/full/ol-cover-12995614.jpg,2,/books/OL56058556M,IT,Le avventure di Mademoiselle de Maupin,Théophile Gautier,12995614,cf96c737a3a99229673f4c3503c376a86ab64ad025414656ab2fc6010aabcf78
SAME_FILE,data/covers/full/ol-cover-12995614.jpg,2,/books/OL6049782M,FR,Mademoiselle de Maupin.,Théophile Gautier,12995614,cf96c737a3a99229673f4c3503c376a86ab64ad025414656ab2fc6010aabcf78
SAME_FILE,data/covers/full/ol-cover-4209835.jpg,3,/books/OL15138118M,IT,A bordo con Noè,Timothy Findley,4209835,8842c5763cdd6680accde89e2e808e9fd5304317243bc1f0fc66971035900999
SAME_FILE,data/covers/full/ol-cover-4209835.jpg,3,/books/OL22623830M,DE,Die letzte Flut,Timothy Findley,4209835,8842c5763cdd6680accde89e2e808e9fd5304317243bc1f0fc66971035900999
SAME_FILE,data/covers/full/ol-cover-4209835.jpg,3,/books/OL32132051M,FR,Passagers clandestins,Timothy Findley,4209835,8842c5763cdd6680accde89e2e808e9fd5304317243bc1f0fc66971035900999
SAME_FILE,data/covers/full/ol-cover-6949557.jpg,3,/books/OL32114009M,IT,La figlia del pianista,Timothy Findley,6949557,9f0c515a67c26588dad367ad6088a68d7f17dbe1eba450bf4c9818892f754a48
SAME_FILE,data/covers/full/ol-cover-6949557.jpg,3,/books/OL9063919M,DE,Die Tochter des Klavierspielers.,Timothy Findley,6949557,9f0c515a67c26588dad367ad6088a68d7f17dbe1eba450bf4c9818892f754a48
SAME_FILE,data/covers/full/ol-cover-6949557.jpg,3,/books/OL12622241M,FR,La fille de l'homme au piano,Timothy Findley,6949557,9f0c515a67c26588dad367ad6088a68d7f17dbe1eba450bf4c9818892f754a48
SAME_FILE,data/covers/full/ol-cover-12736044.jpg,6,/books/OL32083596M,IT,"Candido, ovvero, L'ottimismo",Voltaire,12736044,1e48571d4782f5edecdf87cd867f41df1c6187473739ca896f768cf3c2abc6c8
SAME_FILE,data/covers/full/ol-cover-12736044.jpg,6,/books/OL35354523M,ES,Cándido,Voltaire,12736044,1e48571d4782f5edecdf87cd867f41df1c6187473739ca896f768cf3c2abc6c8
SAME_FILE,data/covers/full/ol-cover-12736044.jpg,6,/books/OL17475171M,DE,"Kandide, oder, Die beste Welt",Voltaire,12736044,1e48571d4782f5edecdf87cd867f41df1c6187473739ca896f768cf3c2abc6c8
SAME_FILE,data/covers/full/ol-cover-12736044.jpg,6,/books/OL24328781M,NL,"Candide, of Het optimisme",Voltaire,12736044,1e48571d4782f5edecdf87cd867f41df1c6187473739ca896f768cf3c2abc6c8
SAME_FILE,data/covers/full/ol-cover-12736044.jpg,6,/books/OL39806707M,EN,Candide,Voltaire,12736044,1e48571d4782f5edecdf87cd867f41df1c6187473739ca896f768cf3c2abc6c8
SAME_FILE,data/covers/full/ol-cover-12736044.jpg,6,/books/OL37862101M,FR,"Candide, ou L'optimisme",Voltaire,12736044,1e48571d4782f5edecdf87cd867f41df1c6187473739ca896f768cf3c2abc6c8
SAME_FILE,data/covers/full/ol-cover-1645072.jpg,2,/books/OL13115765M,ES,"Bisa Bea, Bisa Bel",Ana Maria Machado,1645072,75f86ed996cdbbb64f196b3279d08e66076a16d2f62bed7bb14b59ddd032ac13
SAME_FILE,data/covers/full/ol-cover-1645072.jpg,2,/books/OL8212153M,EN,Me in the Middle,Ana Maria Machado,1645072,75f86ed996cdbbb64f196b3279d08e66076a16d2f62bed7bb14b59ddd032ac13
SAME_FILE,data/covers/full/ol-cover-12971015.jpg,3,/books/OL40214646M,ES,La habitación adoptiva,Antonia Michaelis,12971015,e8eb662ad8b1f4140ddfc35570b0ff79456b3728a42d21224e8cd0155e0004ee
SAME_FILE,data/covers/full/ol-cover-12971015.jpg,3,/books/OL23069832M,DE,Das Adoptivzimmer,Antonia Michaelis,12971015,e8eb662ad8b1f4140ddfc35570b0ff79456b3728a42d21224e8cd0155e0004ee
SAME_FILE,data/covers/full/ol-cover-12971015.jpg,3,/books/OL29668388M,EN,The Secret Room,Antonia Michaelis,12971015,e8eb662ad8b1f4140ddfc35570b0ff79456b3728a42d21224e8cd0155e0004ee
SAME_FILE,data/covers/full/ol-cover-7003402.jpg,3,/books/OL27582920M,ES,Nuestra señora de las tinieblas,Charles Busch | Fritz Leiber,7003402,b5911289fff4221f53fc725a4ce8da45fa22b292f7c96896db01e52ef1166044
SAME_FILE,data/covers/full/ol-cover-7003402.jpg,3,/books/OL35666376M,DE,Herrin der Dunkelheit,Charles Busch | Fritz Leiber,7003402,b5911289fff4221f53fc725a4ce8da45fa22b292f7c96896db01e52ef1166044
SAME_FILE,data/covers/full/ol-cover-7003402.jpg,3,/books/OL27251942M,FR,Notre-dame des ténèbres,Charles Busch | Fritz Leiber,7003402,b5911289fff4221f53fc725a4ce8da45fa22b292f7c96896db01e52ef1166044
SAME_FILE,data/covers/full/ol-cover-5279493.jpg,2,/books/OL4015360M,ES,Clarice Lispector,Clarice Lispector,5279493,0629edf344e2fad9316517cc79dfae9baa242a825adacd7ac2752e34320ea382
SAME_FILE,data/covers/full/ol-cover-5279493.jpg,2,/books/OL16474067M,FR,Clarice Lispector,Clarice Lispector,5279493,0629edf344e2fad9316517cc79dfae9baa242a825adacd7ac2752e34320ea382
SAME_FILE,data/covers/full/ol-cover-650866.jpg,3,/books/OL13311252M,ES,La hora de la estrella (Libros del Tiempo),Clarice Lispector,650866,37aa6017eaaf9f3c36b6c14b3ce70249d8d8c56c9eaa8a8a2d06ee107ab33b95
SAME_FILE,data/covers/full/ol-cover-650866.jpg,3,/books/OL24896411M,EN,The hour of the star,Clarice Lispector,650866,37aa6017eaaf9f3c36b6c14b3ce70249d8d8c56c9eaa8a8a2d06ee107ab33b95
SAME_FILE,data/covers/full/ol-cover-650866.jpg,3,/books/OL12529834M,FR,L'heure de l'étoile,Clarice Lispector,650866,37aa6017eaaf9f3c36b6c14b3ce70249d8d8c56c9eaa8a8a2d06ee107ab33b95
SAME_FILE,data/covers/full/ol-cover-4141933.jpg,2,/books/OL35067067M,ES,La pasión según G. H.,Clarice Lispector,4141933,3880775620a9ee87d0be47de9ebb2693ec01b4d9512adf1b926e6a23bb5ba958
SAME_FILE,data/covers/full/ol-cover-4141933.jpg,2,/books/OL2529359M,EN,The passion according to G.H.,Clarice Lispector,4141933,3880775620a9ee87d0be47de9ebb2693ec01b4d9512adf1b926e6a23bb5ba958
SAME_FILE,data/covers/full/ol-cover-4493253.jpg,2,/books/OL22935401M,ES,Lazos de familia,Clarice Lispector,4493253,b6fb615b320b9a0675dbe8ce571256a9640a67e29693f43031403e1ead72b3e8
SAME_FILE,data/covers/full/ol-cover-4493253.jpg,2,/books/OL5282268M,EN,Family ties.,Clarice Lispector,4493253,b6fb615b320b9a0675dbe8ce571256a9640a67e29693f43031403e1ead72b3e8
SAME_FILE,data/covers/full/ol-cover-7958146.jpg,3,/books/OL26368422M,ES,"Un aprendizaje, o, El libro de los placeres",Clarice Lispector,7958146,685e303f40e3b50b163f36ecdb11b8b197fe4b812b11e7dc562cd54d5e1c7f97
SAME_FILE,data/covers/full/ol-cover-7958146.jpg,3,/books/OL2708763M,EN,"An apprenticeship, or, The book of delights",Clarice Lispector,7958146,685e303f40e3b50b163f36ecdb11b8b197fe4b812b11e7dc562cd54d5e1c7f97
SAME_FILE,data/covers/full/ol-cover-7958146.jpg,3,/books/OL12529856M,FR,"Un apprentissage, ou, Le livre des plaisirs",Clarice Lispector,7958146,685e303f40e3b50b163f36ecdb11b8b197fe4b812b11e7dc562cd54d5e1c7f97
SAME_FILE,data/covers/full/ol-cover-630847.jpg,2,/books/OL25558182M,ES,Marx y su concepto del hombre,Erich Fromm,630847,51bdb987bb10f9f08f8bba230f065018fb1e64e24b3283bc9e0d160bec4a879b
SAME_FILE,data/covers/full/ol-cover-630847.jpg,2,/books/OL32113529M,FR,La conception de l'homme chez Marx,Erich Fromm,630847,51bdb987bb10f9f08f8bba230f065018fb1e64e24b3283bc9e0d160bec4a879b
SAME_FILE,data/covers/full/ol-cover-5257313.jpg,3,/books/OL13191095M,ES,¿Qué es una nación?,Ernest Renan,5257313,4128416d51e883806c7325a1c8f6e28a5f136e4d3aed317c203b68230bcf057f
SAME_FILE,data/covers/full/ol-cover-5257313.jpg,3,/books/OL31281956M,NL,Wat is een natie?,Ernest Renan,5257313,4128416d51e883806c7325a1c8f6e28a5f136e4d3aed317c203b68230bcf057f
SAME_FILE,data/covers/full/ol-cover-5257313.jpg,3,/books/OL8889807M,FR,Qu’est-ce qu’une nation?,Ernest Renan,5257313,4128416d51e883806c7325a1c8f6e28a5f136e4d3aed317c203b68230bcf057f
SAME_FILE,data/covers/full/ol-cover-347047.jpg,2,/books/OL13321693M,ES,La Naturaleza Y Los Griegos,Erwin Schrödinger | Roger Penrose,347047,a3259b146dca2730d70edc9743fd9d6f9057e86acfa967802d62eb824233ec6a
SAME_FILE,data/covers/full/ol-cover-347047.jpg,2,/books/OL8834258M,FR,La nature et les Grecs,Erwin Schrödinger | Roger Penrose,347047,a3259b146dca2730d70edc9743fd9d6f9057e86acfa967802d62eb824233ec6a
SAME_FILE,data/covers/full/ol-cover-477766.jpg,2,/books/OL13226768M,ES,Espadas contra la Muerte,Fritz Leiber,477766,fccfdc1a5a2dcbaf9c40f54fc7c8b37b119cbdd41263027444ee0511cf1d103e
SAME_FILE,data/covers/full/ol-cover-477766.jpg,2,/books/OL26805470M,FR,Épées et mort,Fritz Leiber,477766,fccfdc1a5a2dcbaf9c40f54fc7c8b37b119cbdd41263027444ee0511cf1d103e
SAME_FILE,data/covers/full/ol-cover-14192616.jpg,2,/books/OL22915766M,ES,Espadas entre la niebla,Fritz Leiber,14192616,ede73942f29eecefbfa81d645828b0f8fe1ee90fe861e6d6cc7c92e4f1735e63
SAME_FILE,data/covers/full/ol-cover-14192616.jpg,2,/books/OL36689762M,DE,Schwerter im Nebel,Fritz Leiber,14192616,ede73942f29eecefbfa81d645828b0f8fe1ee90fe861e6d6cc7c92e4f1735e63
SAME_FILE,data/covers/full/ol-cover-4362486.jpg,2,/books/OL25570472M,ES,Ha gase la oscuridad!,Fritz Leiber | Jonathan Davis,4362486,89ff76342a801834e14bf4e854cc0625535e31382d52a770c319019c1ea6ed69
SAME_FILE,data/covers/full/ol-cover-4362486.jpg,2,/books/OL47326522M,DE,Das Licht der Finsternis,Fritz Leiber | Jonathan Davis,4362486,89ff76342a801834e14bf4e854cc0625535e31382d52a770c319019c1ea6ed69
SAME_FILE,data/covers/full/ol-cover-6935763.jpg,2,/books/OL13226844M,ES,Soldado de Arete,Gene Wolfe,6935763,860f87696081d5e55b46ea66e9b0970fd0f41cba7fa23abcb414a23bf075a6d6
SAME_FILE,data/covers/full/ol-cover-6935763.jpg,2,/books/OL8864595M,FR,Soldat d'Aretê,Gene Wolfe,6935763,860f87696081d5e55b46ea66e9b0970fd0f41cba7fa23abcb414a23bf075a6d6
SAME_FILE,data/covers/full/ol-cover-10793645.jpg,3,/books/OL13231391M,ES,Los orígenes del totalitarismo,Hannah Arendt,10793645,503c9475eab3067fe26ddeb9117431199293abdf3bca7bfc602d4932a904c23d
SAME_FILE,data/covers/full/ol-cover-10793645.jpg,3,/books/OL59620159M,NL,Totalitarisme,Hannah Arendt,10793645,503c9475eab3067fe26ddeb9117431199293abdf3bca7bfc602d4932a904c23d
SAME_FILE,data/covers/full/ol-cover-10793645.jpg,3,/books/OL15219427M,FR,Les origines du totalitarianisme,Hannah Arendt,10793645,503c9475eab3067fe26ddeb9117431199293abdf3bca7bfc602d4932a904c23d
SAME_FILE,data/covers/full/ol-cover-3222803.jpg,2,/books/OL26478934M,ES,Diablillo,Heike Hohlbein | Wolfgang Hohlbein,3222803,880acf16638408e824b695f42aee0bd5f74f573e8ab52e64ff6313a1410a71aa
SAME_FILE,data/covers/full/ol-cover-3222803.jpg,2,/books/OL12763460M,DE,Teufelchen,Heike Hohlbein | Wolfgang Hohlbein,3222803,880acf16638408e824b695f42aee0bd5f74f573e8ab52e64ff6313a1410a71aa
SAME_FILE,data/covers/full/ol-cover-10544254.jpg,3,/books/OL38574734M,ES,Moby Dick,Herman Melville,10544254,9ffd7e95ec40730edda8dfddb42e6591ca0bcc80fbf768a1e107c63f4ddf9810
SAME_FILE,data/covers/full/ol-cover-10544254.jpg,3,/books/OL24353780M,NL,"Moby Dick, of De witte walvisch",Herman Melville,10544254,9ffd7e95ec40730edda8dfddb42e6591ca0bcc80fbf768a1e107c63f4ddf9810
SAME_FILE,data/covers/full/ol-cover-10544254.jpg,3,/books/OL32370097M,FR,Moby Dick,Herman Melville,10544254,9ffd7e95ec40730edda8dfddb42e6591ca0bcc80fbf768a1e107c63f4ddf9810
SAME_FILE,data/covers/full/ol-cover-471091.jpg,2,/books/OL13263794M,ES,Complice,Iain Banks,471091,2efa269d12d3636908710789da361e6d821b9993cea185ae2b9ee00c95cf61bf
SAME_FILE,data/covers/full/ol-cover-471091.jpg,2,/books/OL31829235M,FR,Un homme de glace,Iain Banks,471091,2efa269d12d3636908710789da361e6d821b9993cea185ae2b9ee00c95cf61bf
SAME_FILE,data/covers/full/ol-cover-5258763.jpg,3,/books/OL13191821M,ES,Homo ludens (COLECCION HISTORIA) (Historias / History),Johan Huizinga,5258763,1f333561506af8ad27f0eea7d2442c582c3ace47226c39492546ddf111a46960
SAME_FILE,data/covers/full/ol-cover-5258763.jpg,3,/books/OL27043909M,NL,Homo ludens,Johan Huizinga,5258763,1f333561506af8ad27f0eea7d2442c582c3ace47226c39492546ddf111a46960
SAME_FILE,data/covers/full/ol-cover-5258763.jpg,3,/books/OL20402061M,FR,Homo ludens,Johan Huizinga,5258763,1f333561506af8ad27f0eea7d2442c582c3ace47226c39492546ddf111a46960
SAME_FILE,data/covers/full/ol-cover-6276933.jpg,2,/books/OL13264724M,ES,Donde Esta Carmen Sandiego?,John Peel,6276933,868ec72682c5c4f2e8ab7171478706167f50a7d19a470eda3352def644bb92a8
SAME_FILE,data/covers/full/ol-cover-6276933.jpg,2,/books/OL1752022M,EN,Where in America's past is Carmen Sandiego?,John Peel,6276933,868ec72682c5c4f2e8ab7171478706167f50a7d19a470eda3352def644bb92a8
SAME_FILE,data/covers/full/ol-cover-675806.jpg,2,/books/OL13192916M,ES,El utilitarismo,John Stuart Mill,675806,5e4bbcfac8b5a67377a508bb93ffaac2ad9f37d95e9ce66d0ddc4e2f0a16e9e8
SAME_FILE,data/covers/full/ol-cover-675806.jpg,2,/books/OL32122746M,FR,L'utilitarisme,John Stuart Mill,675806,5e4bbcfac8b5a67377a508bb93ffaac2ad9f37d95e9ce66d0ddc4e2f0a16e9e8
SAME_FILE,data/covers/full/ol-cover-966821.jpg,3,/books/OL13356935M,ES,Ensayo Sobre La Libertad,John Stuart Mill,966821,b9f77adda733e61d344eb3ab605bf99006ebb3579fb7a3731feb3a48e55cfa58
SAME_FILE,data/covers/full/ol-cover-966821.jpg,3,/books/OL37044660M,EN,On Liberty,John Stuart Mill,966821,b9f77adda733e61d344eb3ab605bf99006ebb3579fb7a3731feb3a48e55cfa58
SAME_FILE,data/covers/full/ol-cover-966821.jpg,3,/books/OL8837549M,FR,De la liberté,John Stuart Mill,966821,b9f77adda733e61d344eb3ab605bf99006ebb3579fb7a3731feb3a48e55cfa58
SAME_FILE,data/covers/full/ol-cover-4127091.jpg,2,/books/OL25337613M,ES,La lógica de las ciencias morales,John Stuart Mill,4127091,ed046fdff0ccee79df729e090fd67392b4225cc8466aca75ef2b5e75cbf3c66b
SAME_FILE,data/covers/full/ol-cover-4127091.jpg,2,/books/OL5953169M,EN,On the logic of the moral sciences.,John Stuart Mill,4127091,ed046fdff0ccee79df729e090fd67392b4225cc8466aca75ef2b5e75cbf3c66b
SAME_FILE,data/covers/full/ol-cover-3330410.jpg,2,/books/OL13311455M,ES,La ciudad situada / The Situated City (Libros Del Tiempo / Books of Time),Johnny Lorenz | Clarice Lispector,3330410,d7b37966a15df6f80e6128705bf79fc2c973d61f019dc75ea7c790677eed515e
SAME_FILE,data/covers/full/ol-cover-3330410.jpg,2,/books/OL27342607M,EN,The Besieged City,Johnny Lorenz | Clarice Lispector,3330410,d7b37966a15df6f80e6128705bf79fc2c973d61f019dc75ea7c790677eed515e
SAME_FILE,data/covers/full/ol-cover-12749276.jpg,2,/books/OL487112M,ES,La formación de las almas,José Murilo de Carvalho,12749276,d2e1b728e51970c582c8788c6c9e6589dc7c4b09f63893218394154f5aa142e4
SAME_FILE,data/covers/full/ol-cover-12749276.jpg,2,/books/OL25367293M,EN,The formation of souls,José Murilo de Carvalho,12749276,d2e1b728e51970c582c8788c6c9e6589dc7c4b09f63893218394154f5aa142e4
SAME_FILE,data/covers/full/ol-cover-12958803.jpg,3,/books/OL57353418M,ES,Por siempre Ambar,Kathleen Winsor,12958803,c97f98b2f45cb2be8dfeedc05b500dc3993306a0d253f1ee5fca2af6e4d1bf1c
SAME_FILE,data/covers/full/ol-cover-12958803.jpg,3,/books/OL48567381M,EN,Forever Amber / Kathleen Winsor,Kathleen Winsor,12958803,c97f98b2f45cb2be8dfeedc05b500dc3993306a0d253f1ee5fca2af6e4d1bf1c
SAME_FILE,data/covers/full/ol-cover-12958803.jpg,3,/books/OL32076705M,FR,Ambre,Kathleen Winsor,12958803,c97f98b2f45cb2be8dfeedc05b500dc3993306a0d253f1ee5fca2af6e4d1bf1c
SAME_FILE,data/covers/full/ol-cover-8242341.jpg,2,/books/OL17868882M,ES,Seis personajes en busca de autor,Luigi Pirandello,8242341,52de70765f02d9cf42e7040be189e3ffd1488f94e551fa4f642cdff53ad4ca12
SAME_FILE,data/covers/full/ol-cover-8242341.jpg,2,/books/OL37044617M,EN,Six Characters in Search of an Author,Luigi Pirandello,8242341,52de70765f02d9cf42e7040be189e3ffd1488f94e551fa4f642cdff53ad4ca12
SAME_FILE,data/covers/full/ol-cover-6254568.jpg,2,/books/OL13116267M,ES,Gravedad Artificial,M. T. Anderson,6254568,15e9fd169045b06f73e2397963149ad1c6f228e1823a11f7ece42a1f1fb37a72
SAME_FILE,data/covers/full/ol-cover-6254568.jpg,2,/books/OL39492463M,FR,Interface,M. T. Anderson,6254568,15e9fd169045b06f73e2397963149ad1c6f228e1823a11f7ece42a1f1fb37a72
SAME_FILE,data/covers/full/ol-cover-647501.jpg,3,/books/OL26906847M,ES,Don Casmurro,Machado de Assis,647501,c5085aa7cbfdf71269e6677d84e5681c21b6fa787d82c0c3c3320796afde02fa
SAME_FILE,data/covers/full/ol-cover-647501.jpg,3,/books/OL22170762M,EN,Dom Casmurro,Machado de Assis,647501,c5085aa7cbfdf71269e6677d84e5681c21b6fa787d82c0c3c3320796afde02fa
SAME_FILE,data/covers/full/ol-cover-647501.jpg,3,/books/OL12634777M,FR,Dom Casmurro et les yeux de ressac,Machado de Assis,647501,c5085aa7cbfdf71269e6677d84e5681c21b6fa787d82c0c3c3320796afde02fa
SAME_FILE,data/covers/full/ol-cover-647504.jpg,2,/books/OL13279231M,ES,El Alienista,Machado de Assis,647504,9323b3490c888a83ab91c35581430eb67e75ea13ec934a864347b30d5a2fd289
SAME_FILE,data/covers/full/ol-cover-647504.jpg,2,/books/OL30660494M,EN,The alienist,Machado de Assis,647504,9323b3490c888a83ab91c35581430eb67e75ea13ec934a864347b30d5a2fd289
SAME_FILE,data/covers/full/ol-cover-123420.jpg,2,/books/OL39334884M,ES,Quincas Borba,Machado de Assis,123420,57ccb755dac008cbf09059898e0793c7b1f16a5eb0532b02eaa611abff872bd2
SAME_FILE,data/covers/full/ol-cover-123420.jpg,2,/books/OL681114M,EN,Quincas Borba,Machado de Assis,123420,57ccb755dac008cbf09059898e0793c7b1f16a5eb0532b02eaa611abff872bd2
SAME_FILE,data/covers/full/ol-cover-12726168.jpg,2,/books/OL51153409M,ES,El príncipe,Niccolò Machiavelli,12726168,633153e94a12c977db74906fdfdf98f024cc7c673ec55cfb8471d1611b4bbeb3
SAME_FILE,data/covers/full/ol-cover-12726168.jpg,2,/books/OL20602176M,FR,Le prince,Niccolò Machiavelli,12726168,633153e94a12c977db74906fdfdf98f024cc7c673ec55cfb8471d1611b4bbeb3
SAME_FILE,data/covers/full/ol-cover-9345484.jpg,2,/books/OL49348350M,ES,El hombre ilustrado,Ray Bradbury,9345484,f4937a275ae9ac2b2ab7a30ad99025acfe19cdc14afede6b7b5a048cacb8f6fe
SAME_FILE,data/covers/full/ol-cover-9345484.jpg,2,/books/OL47830245M,NL,De Geïllustreerde Man,Ray Bradbury,9345484,f4937a275ae9ac2b2ab7a30ad99025acfe19cdc14afede6b7b5a048cacb8f6fe
SAME_FILE,data/covers/full/ol-cover-14831327.jpg,2,/books/OL60471607M,ES,El vino del estío,Ray Bradbury,14831327,4886c4b542e911550bc1d9fd010b9455005a7b39a1fd07744611df9717a43d80
SAME_FILE,data/covers/full/ol-cover-14831327.jpg,2,/books/OL59424849M,FR,Le Vin de l'été,Ray Bradbury,14831327,4886c4b542e911550bc1d9fd010b9455005a7b39a1fd07744611df9717a43d80
