row_index,language,title,authors,decision,cover_reference_count,cover_references
1,LA,Æsopi Phrygis Fabulæ,Aesop,KEEP_TRANSLATION,0,
2,LA,Aesopi Phrygis fabulatoris celeberrimi lepidissimae fabulae Graecè & Latinè,Aesop | Joseph Jacobs | Percy J. Billinghurst | Roger L'Estrange,KEEP_TRANSLATION,0,
3,LA,Regulus,Antoine de Saint-Exupéry,KEEP_TRANSLATION,0,
4,LA,St. Augustine's Confessions,Augustine of Hippo,KEEP_CORE,0,
5,LA,Euphormionis Lusinini Satyricon.,"Barclay, John",KEEP_CORE,0,
6,LA,Fabula de Petro Cuniculo.,Beatrix Potter,KEEP_TRANSLATION,0,
7,LA,Ieremia Piscatore,Beatrix Potter,KEEP_TRANSLATION,0,
8,LA,Fabula de Jemima Anate-Aquatica,Beatrix Potter | Colin Twinn,KEEP_TRANSLATION,0,
9,LA,Ludovici Montaltii Litterae provinciales,Blaise Pascal,KEEP_TRANSLATION,0,
10,LA,Boethius' Consolation of philosophy,Boethius,KEEP_CORE,0,
11,LA,Pinoculus Latinus,Carlo Collodi,KEEP_TRANSLATION,0,
12,LA,Cicero,Cicero,KEEP_CORE,0,
13,LA,The letters of January to April 43 BC,Cicero,KEEP_CORE,0,
14,LA,Carmina,Claudius Claudianus,KEEP_CORE,0,
15,LA,Virent ova! Viret perna!!,Dr. Seuss,KEEP_TRANSLATION,0,
16,LA,Cattus petasatus,Dr. Seuss | Simon Mugford,KEEP_TRANSLATION,0,
17,LA,Expositiones Sequentiarum,Erika Kihlman,KEEP_CORE,0,
18,LA,Ysengrimus,Ernst Voigt | Nivardus,KEEP_CORE,0,
19,LA,Corpvs Inscriptionvm Latinarvm,Evgenivs Bormann,KEEP_CORE,0,
20,LA,De genere Byrsonima ...,Franz Niedenzu,KEEP_CORE,0,
21,LA,"Historiae florentinae Nicolai Machiavelli, civis et secretarii florentini",Félix Fernández Murga | Félix Gilbert | Giovanni Battista Niccolini | Niccolò Machiavelli | Peter Whithorne,KEEP_TRANSLATION,0,
22,LA,Collectio psalterii Bedae Venerabili adscripta,Gerald Browne,KEEP_CORE,0,
23,LA,"Aeneid, IV",H.E. Gould | J.L. Whiteley | Publius Vergilius Maro,KEEP_CORE,0,
24,LA,Petrulus Hirrutus: Der Struwwelpeter,Heinrich Hoffmann,KEEP_TRANSLATION,0,
25,LA,Heliodori Aethiopicae historiae libri decem,Heliodorus of Emesa,KEEP_TRANSLATION,0,
26,LA,De Sigaris Pharaonis,Hergé,KEEP_TRANSLATION,0,
27,LA,Olivia,Ian Falconer,KEEP_TRANSLATION,0,
28,LA,Dictata ad ius Hodiernum,Jacobus Voorda,KEEP_CORE,0,
29,LA,"De eclipsi solari anno MDCLIV die XII Augusti, in Europa, a pluribus spectata tubo optico, nunc iterum à Jacobo Balde è Societate Jesu tubo satyrico perlustrata, libri duo.",Jakob Balde,KEEP_CORE,0,
30,LA,Robinson Crusoëus,Joachim Heinrich Campe,KEEP_TRANSLATION,0,
31,LA,Polistoria de Virtutibus et Dotibus Romanorum,Joannes Caballinus de Cerronibus,KEEP_CORE,0,
32,LA,Magus mirabilis in Oz,L. Frank Baum,KEEP_TRANSLATION,0,
33,LA,Alicia in Terra Mirabili,Lewis Carroll,KEEP_TRANSLATION,0,
34,LA,Aliciae per speculum transitus (Quaeque ibi invenit),Lewis Carroll,KEEP_TRANSLATION,0,
35,LA,"Constitutiones et acta publica imperatorum et regum, Bd.1, 911-1197",Ludwig Weiland,KEEP_CORE,0,
36,LA,L Apulei Metamorphoseon Libri Xi,Maaike Zimmerman,KEEP_CORE,0,
37,LA,Erik 14,Magnus Karlsson,KEEP_CORE,0,
38,LA,Maria Poppina ab A ad Z.,Mary Shepard | Pamela L. Travers,KEEP_TRANSLATION,0,
39,LA,A Bear Called Paddington (BCP Latin Texts),Michael Bond,KEEP_TRANSLATION,0,
40,LA,Nithardi Historiarum libri 4.,Nithard,KEEP_CORE,0,
41,LA,Metamorphoses,Ovid,KEEP_CORE,0,
42,LA,"Tristia, III",Ovid,KEEP_CORE,0,
43,LA,Short Latin stories,Philip Dunlop,KEEP_CORE,0,
44,LA,"Naturalis Historiae, vol. I",Pliny the Elder,KEEP_CORE,0,
45,LA,"Naturalis Historiae, vol. II",Pliny the Elder,KEEP_CORE,0,
46,LA,"Naturalis Historiae, vol. V",Pliny the Elder,KEEP_CORE,0,
47,LA,"Naturalis Historiae, vol. VI",Pliny the Elder,KEEP_CORE,0,
48,LA,P. Vergili Maronis Opera omnia,Publius Vergilius Maro,KEEP_CORE,0,
49,LA,Apocolocyntosis divi Claudii,Seneca the Younger,KEEP_CORE,0,
50,LA,L. Annaei Senecae Oedipus,Seneca the Younger,KEEP_CORE,0,
51,LA,Thyestes,Seneca the Younger,KEEP_CORE,0,
52,LA,Tragoediae,Seneca the Younger,KEEP_CORE,0,
53,LA,The Utopia of Sir Thomas More,Thomas More,KEEP_CORE,0,
54,LA,A selection of Latin stories,Thomas Wright,KEEP_CORE,0,
55,LA,"Books V, VI, and VII",Titus Livius,KEEP_CORE,0,
56,LA,Nonius Marcellus: De compendiosa doctrina libri XX,Wallace Lindsay,KEEP_CORE,0,
57,IT,Gli Eredi di Gilgamesh,Abdullah Öcalan | Klaus Happel,KEEP_TRANSLATION,0,
58,IT,Diario della guerra del maiale,Adolfo Bioy Casares,KEEP_TRANSLATION,0,
59,IT,Oresteia,Aeschylus,KEEP_TRANSLATION,0,
60,IT,Alien Nation,Alan Dean Foster,KEEP_TRANSLATION,0,
61,IT,Filogenesi,Alan Dean Foster,KEEP_TRANSLATION,0,
62,IT,Flinx nella terra di mezzo,Alan Dean Foster,KEEP_TRANSLATION,0,
63,IT,Incontri pericolosi,Alan Dean Foster,KEEP_TRANSLATION,0,
64,IT,Krull,Alan Dean Foster,KEEP_TRANSLATION,0,
65,IT,La fine della vicenda,Alan Dean Foster,KEEP_TRANSLATION,0,
66,IT,Stella orfana,Alan Dean Foster,KEEP_TRANSLATION,0,
67,IT,Terra di Mezzo,Alan Dean Foster,KEEP_TRANSLATION,0,
68,IT,Le Muse a Los Angeles,Alberto Arbasino,KEEP_CORE,0,
69,IT,Orologi da polso,Alberto Uglietti,KEEP_CORE,0,
70,IT,Il cromosoma Calcutta,Amitav Ghosh,KEEP_TRANSLATION,0,
71,IT,Mare di Papaveri,Amitav Ghosh,KEEP_TRANSLATION,0,
72,IT,beata riva,Angelo Conti,KEEP_CORE,0,
73,IT,Gli anni,Annie Ernaux,KEEP_TRANSLATION,0,
74,IT,Il posto,Annie Ernaux,KEEP_TRANSLATION,0,
75,IT,La vergogna,Annie Ernaux,KEEP_TRANSLATION,0,
76,IT,Il Piccolo Principe,Antoine de Saint-Exupéry,KEEP_TRANSLATION,0,
77,IT,Pilota di guerra,Antoine de Saint-Exupéry,KEEP_TRANSLATION,0,
78,IT,Volo di notte,Antoine de Saint-Exupéry,KEEP_TRANSLATION,0,
79,IT,Manuale di storia dell'arte,Anton Heinrich Springer,KEEP_CORE,0,
80,IT,Antoni Tàpies.,Antoni Tàpies,KEEP_TRANSLATION,0,
81,IT,"La disciplina pe' grandi teatri, ossia, i precetti regolamentarii pel servizio interno de' medesimi",Antonio Larussa,KEEP_CORE,0,
82,IT,Il dio delle piccole cose,Arundhati Roy,KEEP_TRANSLATION,0,
83,IT,Autorità e individuo.,Bertrand Russell,KEEP_TRANSLATION,0,
84,IT,L' ABC della relatività.,Bertrand Russell,KEEP_TRANSLATION,0,
85,IT,L' analisi della materia.,Bertrand Russell,KEEP_TRANSLATION,0,
86,IT,Le arti figurative nell'arte di Gabriele d'Annunzio,Bianca Tamassia Mazzarotto,KEEP_CORE,0,
87,IT,I Colori del Divino,Biblioteca Riccardiana,KEEP_CORE,0,
88,IT,Nei limiti del compasso,Brunella Casalini,KEEP_CORE,0,
89,IT,Bruno Ceccobelli,Bruno Ceccobelli,KEEP_CORE,0,
90,IT,Machiavelli e le sue opere,Carlo Gioda,KEEP_CORE,0,
91,IT,Affari di famiglia,Catherine Gaskin,KEEP_TRANSLATION,0,
92,IT,Argenti da Tavola e Posate,Christina Venutia,KEEP_CORE,0,
93,IT,Giacomo Leopardi e il pensiero scientifico,"Convegno ""Leopardi e il pensiero scientifico"" (1998 Rome, Italy)",KEEP_CORE,0,
94,IT,Storia delle conquiste umane,Daniel J. Boorstin,KEEP_TRANSLATION,0,
95,IT,Canzoni d'amore e madrigali,Dante Alighieri,KEEP_CORE,0,
96,IT,"Commedia di Dante Allighieri, preceduta dalla vita e da studi preparatori illustrativi, esposta e commentata da Antonio Lubin.",Dante Alighieri,KEEP_CORE,0,
97,IT,Commento di Francesco da Buti sopra la Divina comedia di Dante Allighieri,Dante Alighieri,KEEP_CORE,0,
98,IT,"Dante, di giorno in giorno",Dante Alighieri,KEEP_CORE,0,
99,IT,La divina commedia di Dante Allighieri,Dante Alighieri,KEEP_CORE,0,
100,IT,"La divina commedia: ridotta a miglior lezione, coll' aiuto di vari testi a penna",Dante Alighieri,KEEP_CORE,0,
101,IT,Manuale minimo dell'attore,Dario Fo,KEEP_CORE,0,
102,IT,David Tremlett,David Tremlett,KEEP_CORE,0,
103,IT,Lo zoo umano,Desmond Morris,KEEP_TRANSLATION,0,
104,IT,arti di Bisanzio,Ennio Concina,KEEP_CORE,0,
105,IT,L Arsenale Della Repubblica DI Venezia,Ennio Concina,KEEP_CORE,0,
106,IT,La città degli ebrei,Ennio Concina,KEEP_CORE,0,
107,IT,Venezia nell'età moderna,Ennio Concina,KEEP_CORE,0,
108,IT,Vegetio De larte militare,Flavius Vegetius Renatus | Friedhelm R. Müller,KEEP_TRANSLATION,0,
109,IT,"""Tabulae Irnitanae""",Francesca Lamberti,KEEP_CORE,0,
110,IT,Pitture di vasi fittili,Francesco Inghirami,KEEP_CORE,0,
111,IT,Opuscoli politici,Francesco Orioli,KEEP_CORE,0,
112,IT,Il negoziatore.,Frederick Forsyth,KEEP_TRANSLATION,0,
113,IT,I fratelli Karamazov,Fyodor Dostoyevsky,KEEP_TRANSLATION,0,
114,IT,Notizia di un sequestro,Gabriel García Márquez,KEEP_TRANSLATION,0,
115,IT,I dialoghi di Galileo Galilei sui massimi sistemi tolemaico e copernicano,Galileo Galilei,KEEP_CORE,0,
116,IT,1984,George Orwell,KEEP_TRANSLATION,0,
117,IT,La fattoria degli animali,George Orwell,KEEP_TRANSLATION,0,
118,IT,Germaine Richier,Germaine Richier,KEEP_CORE,0,
119,IT,La Sacrestia del Santo E Il Suo Tesoro Nell'inventario del 1396,Giovanna Baldissin Molli,KEEP_CORE,0,
120,IT,"Il feticismo primitivo in Italia, e le sue forme di adattamento.",Giuseppe Bellucci,KEEP_CORE,0,
121,IT,Le mura di Adrianopoli,Guido Cervo,KEEP_CORE,0,
122,IT,L'uomo che credeva di non avere più tempo,Guillaume Musso,KEEP_TRANSLATION,0,
123,IT,Quando si ama non scende mai la notte,Guillaume Musso,KEEP_TRANSLATION,0,
124,IT,Ritorno a casa,Hamilton Basso,KEEP_TRANSLATION,0,
125,IT,Sulla violenza,Hannah Arendt,KEEP_TRANSLATION,0,
126,IT,Vita activa,Hannah Arendt,KEEP_TRANSLATION,0,
127,IT,Betsy,Harold Robbins,KEEP_TRANSLATION,0,
128,IT,I mercanti di sogni,Harold Robbins,KEEP_TRANSLATION,0,
129,IT,Bartleby lo scrivano,Herman Melville,KEEP_TRANSLATION,0,
130,IT,Billy Budd il marinaio,Herman Melville,KEEP_TRANSLATION,0,
131,IT,Taipi,Herman Melville,KEEP_TRANSLATION,0,
132,IT,Pisa,Igino Benvenuto Supino,KEEP_CORE,0,
133,IT,"Dell'azione del caso nelle invenzioni, e dell'influsso, degli astri ne' corpi terrestri dissertazioni due",Jacopo Belgrado,KEEP_CORE,0,
134,IT,Magritte,Jacques Dopagne,KEEP_TRANSLATION,0,
135,IT,Ensor,James Ensor,KEEP_TRANSLATION,0,
136,IT,James Ensor (1860-1949),James Ensor,KEEP_CORE,0,
137,IT,James Ensor,Joachim Heusinger von Waldegg | Rudolf Schmitz | Xavier Tricot | James Ensor,KEEP_TRANSLATION,0,
138,IT,Finzioni,Jorge Luis Borges,KEEP_TRANSLATION,0,
139,IT,Il manoscritto di Brodie,Jorge Luis Borges,KEEP_TRANSLATION,0,
140,IT,Il giro del mondo in ottanta giorni,Jules Verne,KEEP_TRANSLATION,0,
141,IT,Viaggio al centro della terra,Jules Verne,KEEP_TRANSLATION,0,
142,IT,Ombre bruciate,Kamila Shamsie,KEEP_TRANSLATION,0,
143,IT,Candido,Leonardo Sciascia,KEEP_CORE,0,
144,IT,"Della Costruzione e Del Regolamento Di una Pubblica Universale Biblioteca, con la Pianta Dimostrativa",Leopoldo Della Santa,KEEP_CORE,0,
145,IT,Boccaccio in Francia nel Cinquecento,Lionello Sozzi,KEEP_CORE,0,
146,IT,Dafni e Cloe,Longus,KEEP_TRANSLATION,0,
147,IT,Il cammino di madonna Oretta,Luca Badini Confalonieri,KEEP_CORE,0,
148,IT,L' umorismo,Luigi Pirandello,KEEP_CORE,0,
149,IT,L'Esclusa,Luigi Pirandello,KEEP_CORE,0,
150,IT,"Uno, nessuno e centomila",Luigi Pirandello,KEEP_CORE,0,
151,IT,Arrivano i Fortune! = The good fortunes gang,Margaret Mahy,KEEP_TRANSLATION,0,
152,IT,"Alexis, o, Il trattato della lotta vana",Marguerite Yourcenar,KEEP_TRANSLATION,0,
153,IT,Tigri e teoremi,Maria Rosa Menzio,KEEP_CORE,0,
154,IT,"La Biennale Di Venezia, Documenta Di Kassel",Marilena Vecco,KEEP_CORE,0,
155,IT,Estetica,Mario Pilo,KEEP_CORE,0,
156,IT,Capolavori della pittura italiana,Mario Ursino,KEEP_CORE,0,
157,IT,Uomini,Marisa Volpi,KEEP_CORE,0,
158,IT,Anelli tutti di una sola catena,Massimo Naro,KEEP_CORE,0,
159,IT,"Catalogo di alcune opere attinenti alle scienze, alle arti e ad altri bisogni dell'uomo, le ...",Michele Colombo,KEEP_CORE,0,
160,IT,Matematica generale con il calcolatore (UNITEXT / La Matematica per il 3+2),Michele Impedovo,KEEP_CORE,0,
161,IT,Amori ridicoli.,Milan Kundera,KEEP_TRANSLATION,0,
162,IT,Lo scherzo,Milan Kundera,KEEP_TRANSLATION,0,
163,IT,Matematica e cultura in Europa,Mirella Manaresi,KEEP_CORE,0,
164,IT,Il mirabile e l'artificio,Monica Pugliara,KEEP_CORE,0,
165,IT,Occasione d'amore,Nadine Gordimer,KEEP_TRANSLATION,0,
166,IT,Un matrimonio benedetto,Ngũgĩ wa Thiongʼo,KEEP_TRANSLATION,0,
167,IT,Accompagnatrice,Nina Nikolaevna Berberova,KEEP_TRANSLATION,0,
168,IT,La Chiesa Abbaziale Florense di San Giovanni in Fiore,Pasquale Lopetrone,KEEP_CORE,0,
169,IT,La conquista del pane,Peter Kropotkin,KEEP_TRANSLATION,0,
170,IT,La scienza moderna e l'anarchia,Peter Kropotkin,KEEP_TRANSLATION,0,
171,IT,Parole di un ribelle,Peter Kropotkin,KEEP_TRANSLATION,0,
172,IT,Memoria totale.,Philip K. Dick | Phil Gigante,KEEP_TRANSLATION,0,
173,IT,Il Menage a Quattro,Pierpaolo Antonello,KEEP_CORE,0,
174,IT,"Di Polidoro Virgilio da Vrbino de gli inventori delle cose, libri otto",Polydore Vergil,KEEP_TRANSLATION,0,
175,IT,Cronache Marziane,Ray Bradbury,KEEP_TRANSLATION,0,
176,IT,Fahrenheit 451,Ray Bradbury,KEEP_TRANSLATION,0,
177,IT,Il popolo dell'autunno,Ray Bradbury,KEEP_TRANSLATION,0,
178,IT,Discorso sul metodo,René Descartes,KEEP_TRANSLATION,0,
179,IT,I principj della filosofia di Renato Des-Cartes,René Descartes,KEEP_TRANSLATION,0,
180,IT,Io sono leggenda,Richard Matheson,KEEP_TRANSLATION,0,
181,IT,Atti della prima Riunione degli scienziati italiani,"Riunione degli scienziati italiani (1st 1839 Pisa, Italy)",KEEP_CORE,0,
182,IT,Tutti i racconti,Roald Dahl,KEEP_TRANSLATION,0,
183,IT,Urbano VIII e Galileo Galilei,Sante Pieralisi,KEEP_CORE,0,
184,IT,La sparizione,Saul Bellow,KEEP_TRANSLATION,0,
185,IT,Questioni naturali,Seneca the Younger,KEEP_TRANSLATION,0,
186,IT,Tieste [di] Seneca.,Seneca the Younger,KEEP_TRANSLATION,0,
187,IT,Il mondo Sfavillante,"Shailesh Kori | Margaret Cavendish, Duchess of Newcastle | Ian Randal Strock | Erika Garcia",KEEP_TRANSLATION,0,
188,IT,Parole E Immagini Futuriste,Silvia Barisione,KEEP_CORE,0,
189,IT,Alcuni principi di strategia marittima,Sir Julian Stafford Corbett,KEEP_TRANSLATION,0,
190,IT,Bollettino della Società dei naturalisti in Napoli,Società dei naturalisti in Napoli.,KEEP_CORE,0,
191,IT,Solaris,Stanisław Lem,KEEP_TRANSLATION,0,
192,IT,Nostra Sorella Carrie,Theodore Dreiser,KEEP_TRANSLATION,0,
193,IT,Le avventure di Mademoiselle de Maupin,Théophile Gautier,KEEP_TRANSLATION,0,
194,IT,A bordo con Noè,Timothy Findley,KEEP_TRANSLATION,0,
195,IT,La figlia del pianista,Timothy Findley,KEEP_TRANSLATION,0,
196,IT,"Memorie dei più insigni pittori, scultori e architetti domenicani",Vincenzo Fortunato Marchese,KEEP_CORE,0,
197,IT,Teorica del sovrannaturale,Vincenzo Gioberti,KEEP_CORE,0,
198,IT,La pace è allegrezza,Vittorio Luisa Beonio-Brocchieri,KEEP_CORE,0,
199,IT,"Candido, ovvero, L'ottimismo",Voltaire,KEEP_TRANSLATION,0,
200,ES,Los Funerales De Dios/ the Funerals of God (El Ojo Infalible),A. N. Nilson,KEEP_CORE,0,
201,ES,Poder y Opinion Publica,Adrian Ventura,KEEP_CORE,0,
202,ES,Geopoliticas de Ficcion,Adriana G. Culasso,KEEP_CORE,0,
203,ES,La ciudad de los elegidos,Adriana María Suárez Mayorga,KEEP_CORE,0,
204,ES,La Orestía,Aeschylus,KEEP_TRANSLATION,0,
205,ES,"Bunuel, Lorca, Dali, El Enigma Sin Fin",Agustín Sánchez,KEEP_CORE,0,
206,ES,"Ciencia, Cine E Historia",Alberto Elena Diaz,KEEP_CORE,0,
207,ES,Los trazos de mercurio,Alcides Beretta Curi,KEEP_CORE,0,
208,ES,El Latino,Alejandro Giménez Rodríguez,KEEP_CORE,0,
209,ES,"Montevideo, genio y figura",Alejandro Giménez Rodríguez,KEEP_CORE,0,
210,ES,El escudo de plata,Alejandro Paternain,KEEP_CORE,0,
211,ES,La cacería,Alejandro Paternain,KEEP_CORE,0,
212,ES,Tratado de Fileteado Porteno,Alfredo Genovese,KEEP_CORE,0,
213,ES,Callejones y mansiones,Alicia del Aguila Peralta,KEEP_CORE,0,
214,ES,El testimonio peruano oral y las ciencias sociales,Alicia G Andreu,KEEP_CORE,0,
215,ES,Coleccion Fotografica del Museo Nacional de Bellas Artes,Amigos del Museo Nacional de Asociacion,KEEP_CORE,0,
216,ES,Regina y Marcelo,Ana Maria Cabrera,KEEP_CORE,0,
217,ES,"Ah, Pajarita Si Yo Pudiera",Ana Maria Machado,KEEP_TRANSLATION,0,
218,ES,"Bisa Bea, Bisa Bel",Ana Maria Machado,KEEP_TRANSLATION,0,
219,ES,El Canto de la Plaza,Ana Maria Machado,KEEP_TRANSLATION,0,
220,ES,Historia Medio Al Reves,Ana Maria Machado,KEEP_TRANSLATION,0,
221,ES,La tortuga sabia y el mono entrometido/ The Wise Turtle and the Fresh Monkey,Ana Maria Machado,KEEP_TRANSLATION,0,
222,ES,Un Pajarito Me Conto/ a Little Bird Told Me,Ana Maria Machado,KEEP_TRANSLATION,0,
223,ES,Imagineria y piedad privada en el interior del Virreinato rioplatense,Ana María Martínez de Sánchez,KEEP_CORE,0,
224,ES,La seducción de un orden,Ana María Stuven,KEEP_CORE,0,
225,ES,Izquierda y Derecha En El Electorado Brasileno,Andres Singer,KEEP_CORE,0,
226,ES,Introduccion a la Quimica Industrial,Angel Vian Ortuno,KEEP_CORE,0,
227,ES,Entre El Liberalismo y La Socialdemocracia,Angeles J. Perona,KEEP_CORE,0,
228,ES,En Vez De Ver La Tele/ Instead of Watching TV (Familia),Anna Huete,KEEP_CORE,0,
229,ES,"Galileo, Ciencia Y Religion",Antoni Beltran Mari,KEEP_CORE,0,
230,ES,La habitación adoptiva,Antonia Michaelis,KEEP_TRANSLATION,0,
231,ES,El Guante / The Glove,Antonio Larreta,KEEP_CORE,0,
232,ES,Volavérunt,Antonio Larreta,KEEP_CORE,0,
233,ES,Cría ojos,Ariel Dorfman,KEEP_CORE,0,
234,ES,Hacia LA Liberacion Del Lector Latinoamericano,Ariel Dorfman,KEEP_CORE,0,
235,ES,Konfidenz,Ariel Dorfman,KEEP_CORE,0,
236,ES,La muerte y la doncella,Ariel Dorfman,KEEP_CORE,0,
237,ES,Los sueños nucleares de Reagan,Ariel Dorfman,KEEP_CORE,0,
238,ES,Reader's nuestro que estás en la tierra,Ariel Dorfman,KEEP_CORE,0,
239,ES,Terapia,Ariel Dorfman,KEEP_CORE,0,
240,ES,Conflictos por el poder,Arturo Carrillo Rojas,KEEP_CORE,0,
241,ES,Pragmatismo y voluntad,Arturo Claudio Laguado Duca,KEEP_CORE,0,
242,ES,Las Guerras Que Vienen/the Wars to Come,Baltasar Garzón | Ana Maria Salazar,KEEP_CORE,0,
243,ES,"De las partes de la tierra y de diversas provincias, o, las versiones castellanas del libro XV de ""De proprietatibus rerum""",Bartholomaeus Anglicus,KEEP_CORE,0,
244,ES,de Rabelais a Dali - La Imagen Grotesca del Cuerpo,Beatriz Fernandez Ruiz,KEEP_CORE,0,
245,ES,La Manzana En La Oscuridad,Benjamin Moser | Elena Losada | Clarice Lispector,KEEP_TRANSLATION,0,
246,ES,Autoridad E Individuo,Bertrand Russell,KEEP_TRANSLATION,0,
247,ES,Introducción a los accidentes geográficos,Bobbie Kalman,KEEP_TRANSLATION,0,
248,ES,"Don Pedro I de Brasil, posible rey de España",Braz Augusto Aquino Brancato,KEEP_CORE,0,
249,ES,Guia Practica Para Invitar a Casa,C. Alvo Alonso,KEEP_CORE,0,
250,ES,Fin De Milenio : Nuevos Artistas Cubanos / End Of The Millenium : New Cuban Artists,Carina Pino-Santos,KEEP_CORE,0,
251,ES,Borges y La Ciencia Ficcion,Carlos Abraham,KEEP_CORE,0,
252,ES,Introduccion a la historia del arte,Carlos Alvear,KEEP_CORE,0,
253,ES,La Patria en el Paseo de la Reforma,Carlos Martinez Assad,KEEP_CORE,0,
254,ES,Desde el corazón de América,Carlos Pineiro Iniguez,KEEP_CORE,0,
255,ES,El Evangelio De Evita (Narrativas Historicas del Siglo XX),Carlos R. Balmaceda,KEEP_CORE,0,
256,ES,Escritura e identidad criollas,Carmen de Mora,KEEP_CORE,0,
257,ES,Descubriendo los colores/ Discovering the Colors,Carolina Micha,KEEP_CORE,0,
258,ES,Enciclopedia De Las Ciencias,Catherine Headlam,KEEP_TRANSLATION,0,
259,ES,Trabajos de La Memoria,Cecilia Macon,KEEP_CORE,0,
260,ES,Historias de La Ciencia Argentina II,Cesa Lorenzano,KEEP_CORE,0,
261,ES,Nuestra señora de las tinieblas,Charles Busch | Fritz Leiber,KEEP_TRANSLATION,0,
262,ES,El arte del Islam,Clara Delgado,KEEP_CORE,0,
263,ES,Clarice Lispector,Clarice Lispector,KEEP_TRANSLATION,0,
264,ES,La hora de la estrella (Libros del Tiempo),Clarice Lispector,KEEP_TRANSLATION,0,
265,ES,La mujer que mató a los peces,Clarice Lispector,KEEP_TRANSLATION,0,
266,ES,La pasión según G. H.,Clarice Lispector,KEEP_TRANSLATION,0,
267,ES,Lazos de familia,Clarice Lispector,KEEP_TRANSLATION,0,
268,ES,"Un aprendizaje, o, El libro de los placeres",Clarice Lispector,KEEP_TRANSLATION,0,
269,ES,La etnoeducación en la construcción de sentidos sociales,"Congreso Nacional Universitario de Etnoeducación (2nd 2000 Popayán, Colombia)",KEEP_CORE,0,
270,ES,Descubre los sentidos,D. Suzuki,KEEP_TRANSLATION,0,
271,ES,Buenos Aires Arte Publico,Daniel Gonzalo Tejo,KEEP_CORE,0,
272,ES,La Furia De Buenos Aires / The Fury of Buenos Aires,Daniel Larriqueta,KEEP_CORE,0,
273,ES,Moluscos Magallánicos. Guía de moluscos de Patagonia y Sur de Chile,Daniel Oscar Forcelli | Daniel Forcelli,KEEP_CORE,0,
274,ES,Ambiciones imperiales,David Barsamian | David Barsamian | Noam Chomsky | Anna Llisterri Boix,KEEP_TRANSLATION,0,
275,ES,El zoo humano,Desmond Morris,KEEP_TRANSLATION,0,
276,ES,Historias Del Arte/art Histories,Diana Aisenberg,KEEP_CORE,0,
277,ES,María de Sanabria,Diego Bracco,KEEP_CORE,0,
278,ES,Escritos,Edgardo Juan Trucco,KEEP_CORE,0,
279,ES,Manualidades con Marina,Editores | Marina Orcoyen,KEEP_CORE,0,
280,ES,"La Cosa Politica, O, El Acecho de Lo Real",Eduardo Gruner,KEEP_CORE,0,
281,ES,Taekwondo - Itf,Eduardo Kuper,KEEP_CORE,0,
282,ES,Ruptura y Oposicion,Elisa Servin,KEEP_CORE,0,
283,ES,Vanguardias y Neovanguardias Artisticas,Elizabeth Sanchez Garay,KEEP_CORE,0,
284,ES,Calamarí,Emilio Ruiz Barrachina,KEEP_CORE,0,
285,ES,"Plano, El",Emmanuel Siety,KEEP_TRANSLATION,0,
286,ES,Diversidad cultural e interculturalidad,"Encuentros sobre ""Diversidad Cultural e Interculturalidad"" (2001 Universidad Nacional de General Sarmiento)",KEEP_CORE,0,
287,ES,La máscara de los poderosos,Enrique González Duro,KEEP_CORE,0,
288,ES,Kohunlich,Enrique Nalda,KEEP_CORE,0,
289,ES,Nacar En Manos Otomies,Enriqueta M. Olguin,KEEP_CORE,0,
290,ES,Marx y su concepto del hombre,Erich Fromm,KEEP_TRANSLATION,0,
291,ES,¿Qué es una nación?,Ernest Renan,KEEP_TRANSLATION,0,
292,ES,La Naturaleza Y Los Griegos,Erwin Schrödinger | Roger Penrose,KEEP_TRANSLATION,0,
293,ES,Buenos Aires,Fabio Grementieri | Xavier Verstraeten | Mimi Bohm,KEEP_CORE,0,
294,ES,La Ultima Odalisca,Faycal Bey | Fayçal Bey.,KEEP_TRANSLATION,0,
295,ES,El fantasma del populismo,Felipe De Lara Burbano,KEEP_CORE,0,
296,ES,Edén,Felipe Hernández,KEEP_CORE,0,
297,ES,"Iconografia, Identidad Nacional y Cambio de Siglo XIX-XX",Fernando Guzman Schiappacasse,KEEP_CORE,0,
298,ES,Ciencia Politica y Teoria Politica Contemporaneas,Fernando Harto De Vera,KEEP_CORE,0,
299,ES,En torno al estado y al desarrollo,Fernando Henrique Cardoso,KEEP_CORE,0,
300,ES,Teoría del poema,Fernando y German GULLON CABO ASEGUINOLAZA,KEEP_CORE,0,
301,ES,Arte Argentino del Siglo XX,Fiaar,KEEP_CORE,0,
302,ES,"Hombre, política, y sociedad en nuestro mundo",Francisco Rodríguez Adrados,KEEP_CORE,0,
303,ES,Ibero-America y el Cine (Foro Hispanico 10),Francisco Y Guido Podestá Lasarte,KEEP_CORE,0,
304,ES,El Sol del Poder,Francois Correa Rubio,KEEP_CORE,0,
305,ES,Espadas contra la Muerte,Fritz Leiber,KEEP_TRANSLATION,0,
306,ES,Espadas entre la niebla,Fritz Leiber,KEEP_TRANSLATION,0,
307,ES,Ha gase la oscuridad!,Fritz Leiber | Jonathan Davis,KEEP_TRANSLATION,0,
308,ES,XII Jornadas de Historia del Pensamiento Cientifico Argentino: Actas: La Mujer Cientifica,Fundaci on Para El Estudio del Pensamien,KEEP_CORE,0,
309,ES,Y Ahora Traeme... (Caminadores),G. Keselman Porter,KEEP_CORE,0,
