source_key,language,quality_bucket,quality_score,original_title,original_authors,rescue_state
/books/OL21262847M,DE,PROMISING,5,Vom Pionier zum Diplom-Pädagogen,Cathleen Grunert,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21262897M,DE,PROMISING,5,Die neue Hässlichkeit,Max Herfert,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21264063M,DE,PROMISING,5,Industrie im geteilten Berlin (1945-1990),Johannes Bähr,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21296548M,DE,PROMISING,5,Eliteverhalten und Unternehmertum im Transformationsprozess,Martin Rahe,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21352996M,DE,PROMISING,5,Littérature féminine?,Alexandra König,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21359749M,DE,PROMISING,5,Jüdische Seidenunternehmer und die soziale Ordnung zur Zeit Friedrichs II.,Brigitte Meier,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21391152M,DE,PROMISING,5,Crucifixae,Jürgen Zänker,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21416922M,DE,PROMISING,5,Singen als schöpferischer Akt,Peter Keller,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21590467M,DE,PROMISING,5,Untiefen,Daniel Tyradellis,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21611668M,DE,PROMISING,5,Die Ganzheit der Geschichte: historische Romane im 19. Jahrhundert,Barbara Potthast-Jutkeit,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21611926M,DE,PROMISING,5,Mediengeschichte vor und nach Gutenberg,Horst Wenzel,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21663289M,DE,PROMISING,5,"Politik, Hermeneutik, Humanität",Jürgen Gebhardt,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21669073M,DE,PROMISING,5,Spielzeug aus dem Erzgebirge,Botho G. Wagner,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21727634M,DE,PROMISING,5,Der Goldhandel der Dresdner Bank im Zweiten Weltkrieg,Johannes Bähr,NO_VALID_PHYSICAL_COVER
/books/OL21727670M,DE,PROMISING,5,Methode und Inhalt,Peter Joch,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21739701M,DE,PROMISING,5,Berufsbildung in der deutschen Kreditwirtschaft,Günter Ashauer,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21813772M,DE,PROMISING,5,Das Grundeigentum in Mesopotamien.,B. Brentjes,NO_MATCHING_WORK
/books/OL21831175M,DE,PROMISING,5,Zur Kunst der pragmatischen Orientierung,Klaus Peter Müller,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21831205M,DE,PROMISING,5,Simone de Beauvoir,Barbara Brüning,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21837403M,DE,PROMISING,5,Die deutsche Novelle im 19. Jahrhundert,Josef Kunz,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21884097M,DE,PROMISING,5,Deutsche Reichsbahn in Österreich,Roland Beier,NO_VALID_PHYSICAL_COVER
/books/OL21989639M,DE,PROMISING,5,"KOMPENDIUM DER GRUNDLAGENSTATISTIK FÜR SOZIOLOGEN, PÄDAGOGEN, PSYCHOLOGEN, VOLKSWIRTE.",Hans-Werner Müller,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL21992726M,DE,PROMISING,5,Die Methode der wissenschaftlichen Revolution,Michael Jäger,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22027568M,DE,PROMISING,5,Sizilien,Brigit Carnabuci,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22058821M,DE,PROMISING,5,Versailles als Nationaldenkmal,Thomas W. Gaethgens,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22156353M,DE,PROMISING,5,Weltversionen,Volker Böhnigk,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22259122M,DE,PROMISING,5,Telemann und Paris,Hans-Jürgen Becker,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22319308M,DE,PROMISING,5,Penthesilea,Beat Schneider,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22348908M,DE,PROMISING,5,Angelika Kauffmann,Jutta Rebmann,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22386906M,DE,PROMISING,5,Fremdheit und Integration,Erol Yildiz,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22427430M,DE,PROMISING,5,Skulptur als Feld,Julia Otto,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22464503M,DE,PROMISING,5,"Die nationalsozialistische Kunstzeitschrift 'Das Bild', 'Monatsschrift für das Deutsche Kunstschaffen in Vergangenheit und Gegenwart'",Annette Ludwig,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22464744M,DE,PROMISING,5,"""Your own voice""",Jean-Pierre Reinle,NO_MATCHING_WORK
/books/OL22466900M,DE,PROMISING,5,Kreativität und Geschlecht,Maike Christadler,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22494187M,DE,PROMISING,5,Das römische Reich,Hans Peter L'Orange | Hans Peter LOrange,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22495216M,DE,PROMISING,5,Unsere Schule war ein KZ,Jörg Wollenberg,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22519369M,DE,PROMISING,5,Geschenkt!,Westfälisches Landesmuseum für Kunst und Kulturgeschichte Münster.,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22548645M,DE,PROMISING,5,Die Reichsarbeitsgemeinschaft für Raumforschung (RAG) und die reichsdeutsche Raumplanung seit ihrer Entstehung bis zum Ende des Zweiten Weltkrieges 1945,Michael Venhoff,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22587104M,DE,PROMISING,5,Unbegreifliche Sünde,Hans-Peter Willi,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22587971M,DE,PROMISING,5,"Schweizerische Wertpapiergeschäfte mit dem ""Dritten Reich""",Hanspeter Lussy | Barbara Bonhage | Christian Horn,NO_MATCHING_WORK
/books/OL22588601M,DE,PROMISING,5,Pieter Bruegels d.Ä. Landschaft mit pflügendem Bauern und Ikarussturz,Christian Vöhringer,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22592536M,DE,PROMISING,5,"Diskurs, Macht und Geschichte",Michael Maset,NO_VALID_PHYSICAL_COVER
/books/OL22592753M,DE,PROMISING,5,Jan Gossaert,Ariane Mensger,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22592791M,DE,PROMISING,5,Reden von Gewalt,Kristin Platt,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22660315M,DE,PROMISING,5,Der Wissenschaftsrat,Olaf Bartz,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22727605M,DE,PROMISING,5,Outre Newton,Bertrand Hespel,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22733206M,DE,PROMISING,5,Postmoderne/postkoloniale Konzepte der Autobiographie in der französischen und maghrebinischen Literatur,Claudia Gronemann,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22741265M,DE,PROMISING,5,Schatzhäuser Deutschlands,Wilfried Rogasch,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22765985M,DE,PROMISING,5,Individualität Im Komischen Roman Der Frühen Neuezeit,Ansgar Thiele,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL22942558M,DE,PROMISING,5,Keine Angst vor Mister Dobermann,Ingrid Kötter,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL23010181M,DE,PROMISING,5,Der Tiger von Mysore,Claudia Urbanovsky,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL23029980M,DE,PROMISING,5,Piggeldy und Frederick,Dieter Loewe | Elke Loewe,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL23054550M,DE,PROMISING,5,Schattenbrüder,Udo Röbel,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL23064829M,DE,PROMISING,5,Die kiste,Lorenz Pauli,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL23069115M,DE,PROMISING,5,Wenn Fuchs und Hase sich Gute Nacht sagen,Kathrin Schärer,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL23069888M,DE,STRONG,7,Fuchs und Storch,Karl Rühmann,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL23072224M,DE,PROMISING,5,Frau Bund und Hund,Helga Bansch,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL23081277M,DE,PROMISING,5,Willi wünscht sich einen Bruder,Bernhard Lins,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL23169295M,DE,PROMISING,5,Die berufliche Spezialisierung in Handel und Handwerk,Kai Ruffing,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL23696403M,DE,PROMISING,5,Sehen als Praxis,Eva Schürmann,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL2443268M,DE,PROMISING,5,Ins Universum der technischen Bilder,Vilém Flusser,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL2806757M,DE,PROMISING,5,Freundeskreis des Westfälischen Landesmuseums für Kunst und Kulturgeschichte Münster,Westfälisches Landesmuseum für Kunst und Kulturgeschichte Münster.,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL29410015M,DE,PROMISING,5,Die Reputation Einer Zentralbank,Iris Henning,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL29410261M,DE,PROMISING,5,Konzeptionelle Grundfragen Eines Kinderleistungsausgleichs Im Rahmen Einer Umlagefinanzierten Zwangsweisen Rentenversicherung,Eckart Bauer,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL31887433M,DE,STRONG,7,Pandora im Kongo,Albert Sánchez Piñol,NO_MATCHING_WORK
/books/OL3278099M,DE,PROMISING,5,Oscar Niemeyer,Mauro Cavalcanti | Julia Peyton-Jones | Oscar Niemeyer,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL3463131M,DE,PROMISING,5,Framework for science education in Germany,Kurt Riquarts,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL35916801M,DE,PROMISING,5,Rechtsphilosophie,Dietmar von der Pfordten,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL37151794M,DE,PROMISING,5,Europa Auf Dem Weg Nach Rechts?,Susanne Rippl,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL37271770M,DE,PROMISING,5,Grundzüge der Politikwissenschaft,Arno Mohr,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL3830698M,DE,PROMISING,5,"Fichtes ""System der Freiheit""",Manfred O. Hinz,NO_MATCHING_WORK
/books/OL4011707M,DE,PROMISING,5,Renaissance und Barock,Westfälisches Landesmuseum für Kunst und Kulturgeschichte Münster.,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL483550M,DE,PROMISING,5,"Henry Moore, animals",Henry Moore,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL50323792M,DE,PROMISING,5,Schatten über München,Reinhart Hoffmeister,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL50586347M,DE,PROMISING,5,Normbegründung und Politische Legitimität,Frank Grunert,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL50606518M,DE,PROMISING,5,Ambivalente Gesellschaftlichkeit,Matthias Junge,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL51029273M,DE,PROMISING,5,Demokratische Konsolidierung Im Postsozialistischen Europa,Timm Beichelt,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL537354M,DE,PROMISING,5,Die Stiftung Bernhard und Ilse Rensch,Westfälisches Landesmuseum für Kunst und Kulturgeschichte Münster.,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL57547271M,DE,PROMISING,5,Johann Georg Hamann und David Hume,Thomas Brose,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL58241152M,DE,PROMISING,5,Lautlos wandert der Schatten,Roland Breitenbach,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL9077406M,DE,PROMISING,5,Ich Bitte Dringend Um ein Happyend,Katja B. Zaich,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10070873M,EN,PROMISING,5,The Ap Professional Fuzzy Logic Cd-Rom Library/Cd-Rom,AP Professional | Academic Press,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10070899M,EN,PROMISING,5,"Genetics and Biology of the Drosophila, Part D (Genetics & Biology of Drosophilia)",M. Ashburner | H. L. Carson,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10072151M,EN,PROMISING,5,Applied Optics and Optical Engineering (Vol 13),Shannon | Robert R. Shannon,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10072289M,EN,PROMISING,5,Database of Palladium Chemistry (CD-ROM Version 1.1),Jean-Luc Malleron | Alain Juin,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10072989M,EN,PROMISING,5,The Biochemistry of Plants: A Comprehensive Treatise,David D. Davies,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10073141M,EN,PROMISING,5,The Mollusca,N. H. Verdonk | J. A. M. Van Den Biggelaar,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10073199M,EN,PROMISING,5,Fundamentals of Optical Engineering,Francis T.S. Yu | Ching-Cherng Sun,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10073844M,EN,PROMISING,5,Foundation of American Education & Surving the First Year of Teaching,Webb,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10073847M,EN,PROMISING,5,Life on Earth/Science on Earth,Teresa Audesirk | Bruce E. Byers | Gerald Audesirk,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10074100M,EN,PROMISING,5,Intermediate Algebra for College Students/How to Study Math,Allen R. Angel,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10074818M,EN,PROMISING,5,General Science Third Edition,Globe Fearon | Philip Altshuler,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10074916M,EN,PROMISING,5,Concepts and Challeneges in Life Science,Na,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10075024M,EN,PROMISING,5,2000 Media Update Astronomy,Eric Chaisson | S. McMillan,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10075045M,EN,PROMISING,5,Virtual Fieldtrips for Physical Geography (standalone version),Larry Onesti | Jeremy Dunning,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10075088M,EN,PROMISING,5,Practical Approach to Digital Electronics + Becoming an Electronics Technician,Alan C. Dixon | James L. Antonakos,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10075185M,EN,PROMISING,5,Sociololgy for the 21th Century,Timothy J. Curry | Kent Schwirian | Robert M. Jibou,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10075299M,EN,PROMISING,5,"HomeLink Reader, English For Me! (Book/Audio cassette Package), Scott Foresman ESL Kindergarten Level, Second Edition",Jim Cummins | Anna Uhl Chamot,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10075369M,EN,PROMISING,5,American Express Guide to Tokyo,American Express | Mitchell Beazley,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10075410M,EN,PROMISING,5,Succeeding in Mechanical Engineering,Mark N. Horenstein | James,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10075414M,EN,PROMISING,5,Engineering Computations,David C. Kuncicky | Schwartz,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10075447M,EN,PROMISING,5,Concepts of Genetics : Science on the Internet,William S. Klug | Michael R. Cummings,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10075635M,EN,PROMISING,5,Engineering Experimentation,Ronald W. Larsen | John T. Sears | Royce Wilkinson,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076157M,EN,PROMISING,5,Spanish Supervisor's Guide to Food Safety and Sanitation,Nancy R. Rue | Richard Linton | David R. McSwane | Anna Graf Williams,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076177M,EN,PROMISING,5,Western Civilization and Culture,Virginia Brown | Mark A. Kishlansky | David Blackbourn | James Hankins,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076239M,EN,PROMISING,5,Writing and Grammar: Standardized Test Prep Copper Level 6 (Prentice Hall Writing and Grammar:Communication in Action),Gary Forlini | Edward E. Wilson | Joyce Armstrong Carroll,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076241M,EN,PROMISING,5,Writing and Grammar: Standardized Test Prep Silver Level 8 (Prentice Hall Writing and Grammar: Communication in Action),Gary Forlini | Edward E. Wilson | Joyce Armstrong Carroll,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076302M,EN,PROMISING,5,Writing And Grammar Hands-on Activity Book 8,Gary Forlini | Edward E. Wilson | Joyce Armstrong Carroll,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076432M,EN,PROMISING,5,Student Study Guide,Paynter | Daugherty,NO_MATCHING_WORK
/books/OL10076531M,EN,PROMISING,5,College Physics,W. Christian | Gregor Novak | Andrew Gavrin,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076532M,EN,PROMISING,5,Fluid Mechanics in the Human Circulation,K.B. Chandran | Ajit P Yoganathan | Stanley Rittgers,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076540M,EN,PROMISING,5,Spss-X User's Guide,Inc. Spss,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076661M,EN,PROMISING,5,"Student Book, Level A, Shining Star",Jann Huizenga | P. Hartmann | Anna Uhl Chamot,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076729M,EN,PROMISING,5,"Prentice Hall Simulations and Data Graphing for Economics, Government, Civics",Sheffrin | O'Sullivan,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076748M,EN,PROMISING,5,Algebra Tools for a Changing World Volume 2,Suzanne H. Chapin | Sadie Bragg | Allan E. Bellman | Theodore J. Gardella | William G. Handlin | Edward Manfre | Bettye C. Hall,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076832M,EN,PROMISING,5,Algebra 1 -skills Intervention Kit,Smith,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076844M,EN,PROMISING,5,"Red Tides: Biology, Environmental Science, and Toxicology",Tomotoshi Okaichi | Donald M. Anderson,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10076938M,EN,PROMISING,5,Writing And Grammar Reading Support Practice Book,Gary Forlini | Edward E. Wilson | Joyce Armstrong Carroll,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10077153M,EN,PROMISING,5,Baedeker Map of Belgium/Luxembourg,Jarrold Baedeker,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10077155M,EN,PROMISING,5,Baedeker Map of Caribbean,Jarrold Baedeker,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10077160M,EN,PROMISING,5,Baedeker Map of Japan,Jarrold Baedeker,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10077175M,EN,PROMISING,5,Baedeker Map of Switzerland,Jarrold Baedeker,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10077184M,EN,PROMISING,5,Baedeker Map of Yugoslavia,Jarrold Baedeker,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10077197M,EN,PROMISING,5,Chemistry Connections to Changing World,Lemay | Beall | Brower | Robblee,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10077298M,EN,PROMISING,5,Baedeker Map of Yugoslavia/Bulgaria/Romania/Hungary,Jarrold Baedeker,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10077863M,EN,PROMISING,5,A First Course in Applied Mathematics,Peter J. Olver | Cheri Shakiban,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10078075M,EN,PROMISING,5,Beginning Writing,Carolyn Fink | John Fink,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10078189M,EN,PROMISING,5,Principles of Engineering Graphics Solid Works Student Des Ctr Pk,Frederick E. Giesecke,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10078218M,EN,PROMISING,5,Life on Earth Learning System Edition with CourseCompass (2nd Edition),Teresa Audesirk | Audesirk,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10078401M,EN,PROMISING,5,Agi Lab Manual,Agi | Nagt,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10078567M,EN,PROMISING,5,"The Blair Handbook, 1998 Mla & Apa Guidelines for Documenting On-Line Sources",Toby Fulwiler | Alan R. Hayakawa,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10078591M,EN,PROMISING,5,Pocket Handbook of Separation Method Instrumental Techniques for Analytical Chemistry,Mary Janes Van Sant | Mary Jane Van Sant,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10078761M,EN,PROMISING,5,Biological Electron Transport Processes,M. Malik | G. Yu. Riznichenko | A. Rubin,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10079047M,EN,PROMISING,5,Applied Weed Science (3rd Edition),Merrill A. Ross | Carol A. Lembi,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10079649M,EN,PROMISING,5,Workbook for Machine Tool Practices,Richard R. Kibbe | Warren T. White | Roland O. Meyer | John E. Neely,NO_MATCHING_WORK
/books/OL10079754M,EN,PROMISING,5,Pre-Hospital Emergency Care and Anthrax,Karren | Hafen,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10079770M,EN,PROMISING,5,"Kirk's Fire Investigation, Valuepack",Daniel Limmer | John D. DeHaan,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10080321M,EN,PROMISING,5,Civics Itext,James E. Davis | Phyllis Maxey Fernlund,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10080335M,EN,PROMISING,5,Civics Itext,James E. Davis | Phyllis Maxey Fernlund,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10080344M,EN,PROMISING,5,Medieval Times to Today,Michal L. LaVasseur | Hiedi Hayes Jacob,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10080435M,EN,PROMISING,5,Carbon Disulfide in Organic Chemistry (Ellis Horwood Books in Organic Chemistry),A. D. Dunn | W. D. Rudorf,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10080532M,EN,PROMISING,5,Both Sides of the Bars,Richard P. Seiter | Kevin Walsh,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10080792M,EN,PROMISING,5,Chemistry Small-scale Lab Manual 5-pack,Antony C. Wilbraham | Dennis D. Staley | Edward L. Waterman | Michael S. Matta,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10080936M,EN,PROMISING,5,Thinking Through Design,Edward McDonald | Henry Sayre,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10081740M,EN,PROMISING,5,"Anywhere, Anytime Chemistry",Doris R Kimbrough | James H Reeves,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10081831M,EN,PROMISING,5,AutoCAD 2005 Interior Design & AutoCAD 2005 180 Day Student Edition,James M. Kirkpatrick | Beverly L. Kirkpatrick,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10081877M,EN,PROMISING,5,Gousha Colorado Road Atlas,Susan Farewell | H.M. Gousha Co. | Mary T. Mulkerin,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10082381M,EN,PROMISING,5,Prentice Hall Writing And Grammar - Grade 8,D. Lapp | J. Flood,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10082725M,EN,PROMISING,5,Mech Vibrtn&Intro Matlab (4th Edition),RAO,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10083108M,EN,PROMISING,5,Solid Modeling with Inventor,Sheryl A. Sorby | John Zarling,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10083174M,EN,PROMISING,5,Drafters' Guide to Autocad,Jon M. Duff | William A. Ross,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10083428M,EN,PROMISING,5,Chemical Building Blocks - Interactive Textbook (6 Year Online Access),Michael J. Padilla | Ioannis Miaoulis | Martha Cyr,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10083634M,EN,PROMISING,5,"PH Reference Guide Updated MLA 2003 & Companion Website & Rogets Package, Fifth Edition",Muriel Harris | Muriel G. Harris,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10083677M,EN,PROMISING,5,"Here We Go, Pre-Primary Book",Ellen L. Leeder | PH Regents,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10083678M,EN,PROMISING,5,"Here We Go, Level One, Pupil Edition",Ellen L. Leeder | PH Regents,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10083812M,EN,PROMISING,5,A Handbook for Understanding Global Issues 2nd Ed. + World Religion Special Edition + Time Special Edition,Ann Kelleher | Laura Klein,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10083894M,EN,PROMISING,5,"Science Explorer, Environmental Science",Padilla | Cyr | Miaoulis,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10083917M,EN,PROMISING,5,"Science Explorer, Earth Science",Michael J. Padilla | Cyr | Miaoulis,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10083927M,EN,PROMISING,5,"Science Explorer, Physical Science",Michael J. Padilla | Cyr | Miaoulis,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10083946M,EN,PROMISING,5,Biology+Lab Manual+CD-ROM,Neil Allison Campbell | Brad Williamson | Robin Heyden,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10083947M,EN,PROMISING,5,Chemistry - Textbook With 6-year Online Access,Edward L. Waterman | Anthony C. Wilbraham | Dennis C. Staley | Michael S. Matta,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10084449M,EN,PROMISING,5,With Yellow Shoes,Thomas Keneally,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10084659M,EN,PROMISING,5,Digital Electronics Circuit Analysis (Ellis Horwood Series in Electrical and Electronic Engineering),Richardson,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10084707M,EN,PROMISING,5,Instructor's manual with selected solutions for Discrete structures,Fletcher R. Norris,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10084948M,EN,PROMISING,5,COLL PHYSICS& STUDY GD& SELECT SOLS MNL PKG,WILSON,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10084983M,EN,PROMISING,5,Prentice Hall Reference to Practical Grammar and Usage,Muriel Harris | Harris,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10085057M,EN,PROMISING,5,Language Arts for Young Children,Gail E. Tompkins,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10085710M,EN,PROMISING,5,"World History, Survey Edition",Esler | Elizabeth Ellis,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10086126M,EN,PROMISING,5,The Handbook of Wildlife Management,Paul R. Krausman,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10086172M,EN,PROMISING,5,"Test item file, third edition, environmental science",Bernard J. Nebel,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10086494M,EN,PROMISING,5,Art Since the Mid-Century,Wheeler. | Reid,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10086692M,EN,PROMISING,5,Fibre Failure and Wear of Materials,J. W. S. Hearle | B. Lomas | W. D. Cooke | I. J. Duerdon,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10086808M,EN,PROMISING,5,Florida Road Atlas and Visitor's Guide (Gousha State Atlases),Susan Farewell | H.M. Gousha Co. | Naomi Cutner,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10086931M,EN,PROMISING,5,Baedeker Map of France,Jarrold Baedeker,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL10086977M,EN,PROMISING,5,Fundamentals of English (2nd Edition),Torrey | Sloat,NO_LANGUAGE_EDITION_WITH_COVER
