source_key,language,quality_bucket,quality_score,preservation_reason,original_title,original_authors,original_isbn,original_publication_year,original_publisher,rescue_state,candidate_count,error
/books/OL1167532M,DE,PROMISING,5,EDITORIAL_CORE,Lob der Oberflächlichkeit,Vilém Flusser,9783927901360,1993,Bollmann,NO_MATCHING_EDITION,0,
/books/OL12644473M,DE,PROMISING,5,EDITORIAL_CORE,Zur Beschreibung und Klassifizierung von Ubersetzungsverfahren (Travaux du Centre de traduction literaire),Kathe Henschelmann,9782883570177,1993,Institut fur Ubersetzen und Dolmetschen der Universitat Heidelberg,NO_MATCHING_EDITION,0,
/books/OL12659365M,DE,PROMISING,5,EDITORIAL_CORE,Natchez. Das Sonnenkönigstum am Mississippi.,Helmut von Papen,9783000098772,2002,Edition Vogelsang,NO_MATCHING_EDITION,0,
/books/OL12659775M,DE,PROMISING,5,EDITORIAL_CORE,Totengräber der Demokratie.,Marianne Leemann,9783034005715,2003,"Chronos Verlag, Zürich",NO_MATCHING_EDITION,0,
/books/OL12659783M,DE,PROMISING,5,EDITORIAL_CORE,"Veröffentlichungen der Unabhängigen Expertenkommission Schweiz (UEK) - Zweiter Weltkrieg; Publications de la Commission, Bd.2, Interhandel",Mario König,9783034006026,2001,Gva & Frieden,NO_MATCHING_EDITION,0,
/books/OL12660133M,DE,PROMISING,5,EDITORIAL_CORE,Klezmer,Georg Winkler,9783039101269,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660135M,DE,PROMISING,5,EDITORIAL_CORE,Poetische Gartner Und Phaetonische Himmelsflieger,Marc Spani,9783039101283,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660163M,DE,PROMISING,5,EDITORIAL_CORE,Der St. Galler Botanicus Ein Fr¨ Hmittelalterliches Herbar,Monica Niederer,9783039101955,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660169M,DE,PROMISING,5,EDITORIAL_CORE,Basler Missionare In Brasilien,Marlon Ronald Fluck,9783039102051,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660194M,DE,PROMISING,5,EDITORIAL_CORE,Die Literarische Identitat Des Drehbuchs,Birgit Schmid,9783039102464,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660259M,DE,PROMISING,5,EDITORIAL_CORE,Das Kunstlerinterview,Christoph Lichtin,9783039103461,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660316M,DE,PROMISING,5,EDITORIAL_CORE,Das Denken Der Hand,Kai Eikels,9783039104352,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660320M,DE,PROMISING,5,EDITORIAL_CORE,Spiegel Des Neuen,Nikolaus Urbanek,9783039104451,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660340M,DE,PROMISING,5,EDITORIAL_CORE,Sehnsucht Nach Illusion?,Simone MC,9783039104789,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660426M,DE,PROMISING,5,EDITORIAL_CORE,Guan Ren,Matthias Richter,9783039106349,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660436M,DE,PROMISING,5,EDITORIAL_CORE,"Polyphones Erzahlen: Zum Phanomen Der Erlebten Rede in Deutschen Romanen Der Jahrhundertwende (Europaische Hochschulschriften: Reihe 1, Deutsche Sprache Un)",Lucia Salvato,9783039106455,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660448M,DE,PROMISING,5,EDITORIAL_CORE,Ein Kunstwerk Im Dienst Der Republik,Karin Fuchs,9783039106714,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660497M,DE,PROMISING,5,EDITORIAL_CORE,Wie Kinder Witze Erzahlen,Stefan Hauser,9783039107667,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660505M,DE,PROMISING,5,EDITORIAL_CORE,Vom Kulturlosen Volk Zur Europaischen Avantgarde,Erwin Kostler,9783039107780,2006,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12660710M,DE,PROMISING,5,EDITORIAL_CORE,Rechtslehre - Schriften Zur Rechtsphilosophie (Philosophiehistorische Texte),I. Kant,9783050002279,1988,Akademie Verlag,NO_MATCHING_EDITION,0,
/books/OL12660821M,DE,PROMISING,5,EDITORIAL_CORE,"August Der Starke (Sitzungsberichte Der Saechsischen Akademie Der Wissenschaften Zu Leipzig, Phil.-hist. Klasse)",K. Czok,9783050010625,1991,Wiley-VCH,NO_MATCHING_EDITION,0,
/books/OL12660829M,DE,PROMISING,5,EDITORIAL_CORE,Gottfried Wilhelm Leibniz Im Philosophischen Diskurs Ueber Geometrie Und Erfahrung,H. Hecht,9783050011257,1991,Akademie Verlag,NO_MATCHING_EDITION,0,
/books/OL12660941M,DE,PROMISING,5,EDITORIAL_CORE,"Das Sorbische Und Der Stand Seiner Erforschung (Sitzungsberichte Der Saechsischen Akademie Der Wissenschaften Zu Leipzig, Phil.-hist. Klasse)",H. Schuster-Sewc,9783050017785,1991,Akademie Verlag,NO_MATCHING_EDITION,0,
/books/OL12660959M,DE,PROMISING,5,EDITORIAL_CORE,Der Semantische Wertbegriff in Sprachtheorien Vom 18. Bis Zum 20. Jahrhundert,G. Hassler,9783050018263,1991,Wiley-VCH,NO_MATCHING_EDITION,0,
/books/OL12660982M,DE,PROMISING,5,EDITORIAL_CORE,Der Gehalt Der Sprachform,Janette Friedrich,9783050019383,1993,Wiley-VCH,NO_MATCHING_EDITION,0,
/books/OL12661092M,DE,PROMISING,5,EDITORIAL_CORE,Sowjetische Forschungen (1917 Bis 1991) Zur Geschichte Der Deutsch-Russischen Beziehungen Von Den Anfaengen Bis 1949 (Publikationen Der Historischen Kommission Zu Berlin),Karin Borck,9783050023847,1993,Wiley-VCH,NO_MATCHING_EDITION,0,
/books/OL12661129M,DE,PROMISING,5,EDITORIAL_CORE,"Medizin, Effizienz Und Oekonomie Im Griechischen Denken Der Klassischen Zeit (Sitzungsberichte Der Saechsischen Akademie Der Wissenschaften Zu Liepzig, Philologisch-historische Klasse)",Carl Werner Mueller,9783050025780,1994,Akademie Verlag,NO_MATCHING_EDITION,0,
/books/OL12661260M,DE,PROMISING,5,EDITORIAL_CORE,"Kommentar Zu ""De Revolutionibus""",Schmeidler,9783050031231,1998,Wiley-VCH,NO_MATCHING_EDITION,0,
/books/OL12661355M,DE,PROMISING,5,EDITORIAL_CORE,Aby Warburgs Theorie der Kultur. Detail und Sinnhorizont.,Bernd Villhauer,9783050036588,2002,Akademie-Verlag,NO_VALID_PHYSICAL_COVER,1,
/books/OL12661537M,DE,PROMISING,5,EDITORIAL_CORE,"Lichtmikroskopie (Sitzungsberichte Der Saechsischen Akademie Der Wissenschaften Zu Leipzig, Math.-naturwiss. Klasse)",Bernd Wilhelmi,9783055012761,1991,Wiley-VCH,NO_MATCHING_EDITION,0,
/books/OL12661567M,DE,PROMISING,5,EDITORIAL_CORE,Mathematik Und Wirklichkeit,Ulrich Roeseberg,9783055013492,1991,Wiley-VCH,NO_MATCHING_EDITION,0,
/books/OL12662715M,DE,PROMISING,5,EDITORIAL_CORE,Die deutsche Sparkassenorganisation 1924 bis 1934 (Sparkassen in der Geschichte),Jens Piorkowski,9783093039294,1997,Deutscher Sparkassenverlag,NO_MATCHING_EDITION,0,
/books/OL12663500M,DE,PROMISING,5,EDITORIAL_CORE,Handbuch Der Germanischen Philologie,Friedrich Stroh,9783110104974,1985,Walter De Gruyter Inc,NO_MATCHING_EDITION,0,
/books/OL12663687M,DE,PROMISING,5,EDITORIAL_CORE,Grundlagen Einer Theorie Der Wahrheit (Foundations of Communication),Lorenz Bruno Puntel,9783110120790,1990,Walter De Gruyter Inc,NO_MATCHING_EDITION,0,
/books/OL12663779M,DE,PROMISING,5,EDITORIAL_CORE,"Die Politische Und Soziale Bedeutung Der Naqsbandiyya in Mittelasien Im 15. Jahrhundert (Studien Zur Sprache, Geschichte Und Kultur Des Islamischen Orients, Nf)",Jurgen Paul,9783110127201,1991,Walter De Gruyter Inc,NO_MATCHING_EDITION,0,
/books/OL12664815M,DE,PROMISING,5,EDITORIAL_CORE,Theodori Scutariotae Chronica,Raimondo Tocci,9783110189469,2007,Walter De Gruyter Inc,NO_MATCHING_EDITION,0,
/books/OL12665878M,DE,PROMISING,5,EDITORIAL_CORE,Literarische Kreativität,Norbert Kellner,9783123113802,1999,Klett,NO_MATCHING_EDITION,0,
/books/OL12674906M,DE,PROMISING,5,EDITORIAL_CORE,Bartholomäus Zeitblom,Dietlinde Bosch,9783170163836,1999,Kohlhammer,NO_MATCHING_EDITION,0,
/books/OL12674914M,DE,PROMISING,5,EDITORIAL_CORE,Geschichte im Fragment. Grundelemente einer Theologie der Geschichte.,Karl F. Grimmer,9783170164246,2000,Kohlhammer,NO_MATCHING_EDITION,0,
/books/OL12675207M,DE,PROMISING,5,EDITORIAL_CORE,Durchbruch der Tiefenphänomenologie. Die Neue Vorsokratik.,Jose Sanchez de Murillo,9783170173682,2002,Kohlhammer,NO_MATCHING_EDITION,0,
/books/OL12678459M,DE,PROMISING,5,EDITORIAL_CORE,Psychologie und Kunst,Wolfgang Tunner,9783211833100,1999,Springer,NO_MATCHING_EDITION,0,
/books/OL12679270M,DE,PROMISING,5,EDITORIAL_CORE,Mit Leier und Schwert. Die Habsburger und die Musik.,Elisabeth Theresia Hilscher,9783222128165,2000,Styria,NO_MATCHING_EDITION,0,
/books/OL12680579M,DE,PROMISING,5,EDITORIAL_CORE,Toleranz ohne Grenzen? Globale Realitäten und die politische Kultur der Schweiz.,Katja Gentinetta,9783258064499,2002,"Paul Haupt, Bern",NO_VALID_PHYSICAL_COVER,1,
/books/OL12684251M,DE,PROMISING,5,EDITORIAL_CORE,Geschichten aus dem Bett.,Andre Herzberg,9783359009924,2000,Eulenspiegel,NO_MATCHING_EDITION,0,
/books/OL12686919M,DE,PROMISING,5,EDITORIAL_CORE,Alkidamas,Ruth Mariß,9783402054154,2002,"Aschendorff, Münster",NO_MATCHING_EDITION,0,
/books/OL12686921M,DE,PROMISING,5,EDITORIAL_CORE,Der Dom von Münster in alten Ansichten.,Geza Jaszai,9783402054253,2001,Aschendorff Verlag,NO_MATCHING_EDITION,0,
/books/OL12687077M,DE,PROMISING,5,EDITORIAL_CORE,"Pädagogisches Handeln bei Hugo Gaudig, Maria Montessori und Peter Petersen.",Leopold Kratochwil,9783403021414,1992,Auer,NO_MATCHING_EDITION,0,
/books/OL12689246M,DE,PROMISING,5,EDITORIAL_CORE,Beethoven. Leben und Werk des großen Komponisten. ( Biographie).,Felix Huch,9783404610945,1979,Lübbe,NO_VALID_PHYSICAL_COVER,1,
/books/OL12691522M,DE,PROMISING,5,EDITORIAL_CORE,Staat als Argument.,Christoph Möllers,9783406468605,2000,C.H. Beck Verlag,NO_VALID_PHYSICAL_COVER,1,
/books/OL12691899M,DE,PROMISING,5,EDITORIAL_CORE,'Nieder mit den schwarzen Paragrafenhengsten!',Erich Dittmann,9783406485879,2002,Beck Juristischer Verlag,NO_MATCHING_EDITION,0,
/books/OL12696718M,DE,PROMISING,5,EDITORIAL_CORE,SCHAUFENSTER KUNST; BERLIN UND NEW YORK,Nina Schleif,9783412029036,2004,Bohlau Verlag Koln & Wien,NO_MATCHING_EDITION,0,
/books/OL12696728M,DE,PROMISING,5,EDITORIAL_CORE,Geschichtsbegriff und Historisches Denken bei Hannah Arendt.,Annette Vowinckel,9783412034016,2001,Böhlau,NO_MATCHING_EDITION,0,
/books/OL12696767M,DE,PROMISING,5,EDITORIAL_CORE,Geschichte im Kulturprozess.,Jörn Rüsen,9783412060022,2002,Böhlau,NO_VALID_PHYSICAL_COVER,1,
/books/OL12696778M,DE,PROMISING,5,EDITORIAL_CORE,Die Bürgerbewegung in Dresden 1989/90.,Karin Urich,9783412070014,2001,Böhlau,NO_MATCHING_EDITION,0,
/books/OL12696801M,DE,PROMISING,5,EDITORIAL_CORE,"Bildung, Militär und Gesellschaft in Deutschland. Studien zur Entwicklung im 19. Jahrhundert.",Heinz Stübig,9783412087937,1998,Böhlau,NO_MATCHING_EDITION,0,
/books/OL12696813M,DE,PROMISING,5,EDITORIAL_CORE,Historische Orientierung.,Jörn Rüsen,9783412094928,1994,Böhlau,NO_MATCHING_EDITION,0,
/books/OL12696854M,DE,PROMISING,5,EDITORIAL_CORE,Berufsausbildung im Grossherzogum Baden,Robert Hasfeld,9783412125967,1996,In Kommission bei Bohlau,NO_MATCHING_EDITION,0,
/books/OL12698756M,DE,PROMISING,5,EDITORIAL_CORE,Künstlerwanderungen nach Berlin. Vor Schinkel und danach.,Helmut Börsch-Supan,9783422063280,2001,Deutscher Kunstverlag,NO_MATCHING_EDITION,0,
/books/OL12698758M,DE,PROMISING,5,EDITORIAL_CORE,Genealogie als Monument und Argument,Kilian Heck,9783422063389,2002,Deutscher Kunstverlag,NO_MATCHING_EDITION,0,
/books/OL12698759M,DE,PROMISING,5,EDITORIAL_CORE,Lucas Cranach d. Ä. und der deutsche Humanismus,Edgar Bierende,9783422063396,2002,Deutscher Kunstverlag,NO_VALID_PHYSICAL_COVER,1,
/books/OL12699625M,DE,PROMISING,5,EDITORIAL_CORE,Klopf nicht an diese Wand. Roman.,Mira Magen,9783423129671,2002,Dtv,NO_VALID_PHYSICAL_COVER,1,
/books/OL12699987M,DE,PROMISING,5,EDITORIAL_CORE,denkmalimkopf.,Dörte Franke,9783423205672,2002,Dtv,NO_VALID_PHYSICAL_COVER,1,
/books/OL12700077M,DE,PROMISING,5,EDITORIAL_CORE,Das vereinigte Paradies. Nachrichten vom ost-westlichen Divan.,Marcia Zuckermann,9783423241861,1999,Dtv,NO_VALID_PHYSICAL_COVER,1,
/books/OL12700353M,DE,PROMISING,5,EDITORIAL_CORE,Die nackte Frau in der Kunst. Von der Antike bis zur Renaissance,Evangelia Kelperi,9783423307932,2000,Dtv,NO_VALID_PHYSICAL_COVER,1,
/books/OL12703973M,DE,PROMISING,5,EDITORIAL_CORE,"Natur, Herrschaft, Recht. Das Recht der ersten Natur in der zweiten",Mathias Becker,9783428086818,1997,Duncker & Humblot GmbH,NO_MATCHING_EDITION,0,
/books/OL12704008M,DE,PROMISING,5,EDITORIAL_CORE,Wissenschaft und Freiheit in der Risikogesellschaft. Eine grundrechtsdogmatische Untersuchung zum Normbereich von Art. 5 Abs. 3 Satz 1 des Grundgesetzes. (Schriften zum Öffentlichen Recht; SÖR 745),Ralf Kleindiek,9783428092215,1998,Duncker & Humblot GmbH,NO_MATCHING_EDITION,0,
/books/OL12704031M,DE,PROMISING,5,EDITORIAL_CORE,Die Zeitlichkeit des positiven Rechts und die Geschichtlichkeit des Rechtsbewusstseins,Stephan Kirste,9783428093182,1998,Duncker & Humblot,NO_MATCHING_EDITION,0,
/books/OL12704101M,DE,PROMISING,5,EDITORIAL_CORE,"Rechtsphilosophische Aspekte der ""Mauerschützen""-Prozesse. (Schriften zur Rechtstheorie; RT 189)",Knut Seidel,9783428097487,1999,Duncker & Humblot GmbH,NO_MATCHING_EDITION,0,
/books/OL12704146M,DE,PROMISING,5,EDITORIAL_CORE,"Zeitgeschichtliche Forschungen, Bd.8, Vom sozialistischen Realismus zur Kunst im Sozialismus",Ulrike Goeschen,9783428100897,2001,Duncker & Humblot GmbH,NO_MATCHING_EDITION,0,
/books/OL12704307M,DE,PROMISING,5,EDITORIAL_CORE,Kritik der Verfassung Deutschlands. Hegels Vermächtnis 1801 und 2001. (Beiträge zur Politischen Wissenschaft; BPW 123),Werner Mäder,9783428108176,2002,Duncker & Humblot,NO_MATCHING_EDITION,0,
/books/OL12705944M,DE,PROMISING,5,EDITORIAL_CORE,Welten im Kopf. Das 20. Jahrhundert- Projekt,Ingeborg Breuer,9783434530541,2001,Rotbuch Verlag,NO_MATCHING_EDITION,0,
/books/OL12710319M,DE,PROMISING,5,EDITORIAL_CORE,Eine Liebe in Afrika. Roman zum Film.,Julia Bach,9783442359653,2003,Goldmann,NO_VALID_PHYSICAL_COVER,1,
/books/OL12712906M,DE,STRONG,7,EDITORIAL_CORE,Die Luft an der Spitze des Pinsels. Kritische Spaziergänge durch Bildersäle.,Willibald Sauerländer,9783446202283,2002,Hanser,NO_VALID_PHYSICAL_COVER,1,
/books/OL12713545M,DE,PROMISING,5,EDITORIAL_CORE,Erneuerungsversuch und Ende der Sowjetphilosophie in der Spatphase der Perestroika (Philosophische und soziologische Veroffentlichungen der Freien Universitat Berlin),Seong-Paik Lee,9783447039956,1998,Harrassowitz,NO_MATCHING_EDITION,0,
/books/OL12714639M,DE,PROMISING,5,EDITORIAL_CORE,Gemeinwohl und Gerechtigkeit.,Christian Kissling,9783451231858,1997,"Herder, Freiburg",NO_MATCHING_EDITION,0,
/books/OL12714882M,DE,PROMISING,5,EDITORIAL_CORE,Montessori- Pädagogik in der Diskussion. Aktuelle Forschungen und internationale Entwicklungen.,Harald. Ludwig,9783451267642,1999,"Herder, Freiburg",NO_MATCHING_EDITION,0,
/books/OL12726844M,DE,PROMISING,5,EDITORIAL_CORE,Gesprach Eines Philosophen,P Abailard,9783458167280,1995,Insel Verlag Anton Kippenberg,NO_MATCHING_EDITION,0,
/books/OL12727380M,DE,PROMISING,5,EDITORIAL_CORE,"Die Kunst des Lebens. Aus seinen Werken, Briefen und Gesprächen.",Johann Wolfgang von Goethe,9783458340003,1999,"Insel, Frankfurt",NO_VALID_PHYSICAL_COVER,1,
/books/OL12736098M,DE,PROMISING,5,EDITORIAL_CORE,Literatur für das Philosophiestudium.,Norbert Retlich,9783476103086,1998,Metzler,NO_VALID_PHYSICAL_COVER,1,
/books/OL12736136M,DE,PROMISING,5,EDITORIAL_CORE,Denker ohne Gott und Vater,Benjamin M. Schmidt,9783476452542,2001,Metzler,NO_MATCHING_EDITION,0,
/books/OL12737780M,DE,PROMISING,5,EDITORIAL_CORE,"Picasso, Kokoschka und all die anderen... Meine abenteuerlichen Jahre für die Kunst.",Peter A. Ade,9783485008723,2001,Nymphenburger,NO_VALID_PHYSICAL_COVER,1,
/books/OL12737815M,DE,PROMISING,5,EDITORIAL_CORE,Silber im Saum.,Katja von Glan,9783485009171,2002,Nymphenburger,NO_VALID_PHYSICAL_COVER,1,
/books/OL12739173M,DE,PROMISING,5,EDITORIAL_CORE,Wissenschaftliches Arbeiten in Bibliotheken. Einführung für Studierende.,Harald Jele,9783486273274,2003,Oldenbourg,NO_VALID_PHYSICAL_COVER,1,
/books/OL12741493M,DE,PROMISING,5,EDITORIAL_CORE,Allein zu sein bedarf es wenig. Ein Lesebuch für Solitäre.,Petra Reinfelder,9783492224451,2001,Piper,NO_MATCHING_EDITION,0,
/books/OL12741943M,DE,PROMISING,5,EDITORIAL_CORE,Tropfen auf kalten Stein. Roman.,Ulla Schneider,9783492236928,2003,Piper,NO_MATCHING_EDITION,0,
/books/OL12742142M,DE,PROMISING,5,EDITORIAL_CORE,Die vierte Tochter. Kriminalroman.,Krystyna Kuhn,9783492270526,2003,Piper,NO_VALID_PHYSICAL_COVER,1,
/books/OL12742688M,DE,PROMISING,5,EDITORIAL_CORE,Wissen und Bewerten. Unterwegs zu einer Ethik der Naturwissenschaften.,Wedig Kolster,9783495480885,2003,Alber,NO_MATCHING_EDITION,0,
/books/OL12742758M,DE,PROMISING,5,EDITORIAL_CORE,Fluxus - Flirt - Feminismus? Carolee Schneemanns Körperkunst und die Avantgarde.,Anette Kubitza,9783496012641,2002,Reimer,NO_MATCHING_EDITION,0,
/books/OL12742759M,DE,PROMISING,5,EDITORIAL_CORE,"Kunst am Computer. Ästhetik, Bildtheorie und Praxis des Computerbildes.",Karin Guminski,9783496012658,2002,Reimer,NO_MATCHING_EDITION,0,
/books/OL12744172M,DE,PROMISING,5,EDITORIAL_CORE,All die schönen Sünden. Ein erotisches Lesebuch.,Bettina Hesse,9783499233586,2003,Rowohlt Tb.,NO_VALID_PHYSICAL_COVER,1,
/books/OL12765484M,DE,PROMISING,5,EDITORIAL_CORE,Das Phaenomen Zeit in Kunst Und Wissenschaft (Acta Humaniora S.),Hannelore Paflik-Huber,9783527175635,1987,Wiley-VCH,NO_MATCHING_EDITION,0,
/books/OL12765494M,DE,PROMISING,5,EDITORIAL_CORE,Der Abentheuerliche Simplicissimus Teutsch Und Continuatio DES Abentheuerlichen Simplicissimi,H J Von Grimmels,9783527175987,1988,Wiley-VCH,NO_MATCHING_EDITION,0,
/books/OL12765529M,DE,PROMISING,5,EDITORIAL_CORE,Peter Behrens in Duesseldorf,Gisela Moeller,9783527177264,1991,Wiley-VCH,NO_MATCHING_EDITION,0,
/books/OL12766518M,DE,PROMISING,5,EDITORIAL_CORE,Vom Wasser Band V90 1998,Fachgruppe,9783527288922,1998,Vch Verlagsgesellschaft Mbh,NO_MATCHING_EDITION,0,
/books/OL12767683M,DE,PROMISING,5,EDITORIAL_CORE,"Biographisch-Literarisches Handwoerterbuch Der Exakten Band Viii, Teil 1 Installment 3",Johann Christian Poggendorff,9783527400911,1996,Vch Verlagsgesellschaft Mbh,NO_MATCHING_EDITION,0,
/books/OL12770204M,DE,PROMISING,5,EDITORIAL_CORE,Moral und Erziehung in der pluralistischen Gesellschaft.,Hans-Joachim Werner,9783534160266,2002,Wissenschaftliche Buchgesellschaft,NO_MATCHING_EDITION,0,
/books/OL12770214M,DE,PROMISING,5,EDITORIAL_CORE,"Transformation, Reflexion und Heterogenität.",Andreas Küker,9783534166718,2002,Wissenschaftliche Buchgesellschaft,NO_MATCHING_EDITION,0,
/books/OL12811674M,DE,STRONG,7,EDITORIAL_CORE,Die Fälscherin,Beate Rygiert,9783546001946,2001,Claassen Verlag,NO_MATCHING_EDITION,0,
/books/OL12811711M,DE,PROMISING,5,EDITORIAL_CORE,Zwei hinterm Limes. Roman.,Peter Untucht,9783546003124,2002,Claassen Verlag,NO_VALID_PHYSICAL_COVER,1,
/books/OL12812105M,DE,PROMISING,5,EDITORIAL_CORE,Der Brautmörder.,Beatrix Mannel,9783548247960,2000,Ullstein Tb,NO_MATCHING_EDITION,0,
/books/OL12816356M,DE,PROMISING,5,EDITORIAL_CORE,Der Klub der sieben Raben und die Petroglyphen. UNDERGROUND- Krimi.,Margit Grassi,9783570212035,2003,"Bertelsmann, München",NO_MATCHING_EDITION,0,
/books/OL12820289M,DE,PROMISING,5,EDITORIAL_CORE,Geschichten schreiben mit Foucault.,Jürgen Martschukat,9783593371146,2003,Campus Fachbuch,NO_VALID_PHYSICAL_COVER,1,
/books/OL12820301M,DE,PROMISING,5,EDITORIAL_CORE,Bioethik,Johann S. Ach | Christa Runtenberg | Kurt Bayertz,9783593371276,2003,Campus Fachbuch,NO_VALID_PHYSICAL_COVER,1,
/books/OL12822238M,DE,PROMISING,5,EDITORIAL_CORE,Einsatz Neuer Technologien Im Bibliothekswesen,Ute Krauss-Leichert,9783598109706,1990,K G Saur Verlag Gmbh & Co,NO_MATCHING_EDITION,0,
/books/OL12823685M,DE,PROMISING,5,EDITORIAL_CORE,"Stephen King. Das Wunder, das Böse und der Tod.",Burkhard Müller,9783608918885,1998,Klett-Cotta,NO_VALID_PHYSICAL_COVER,1,
/books/OL12826710M,DE,PROMISING,5,EDITORIAL_CORE,Vom Rand der Welt.,Christa Hein,9783627001001,2003,Frankfurter Verlagsanstalt,NO_VALID_PHYSICAL_COVER,1,
/books/OL12827140M,DE,PROMISING,5,EDITORIAL_CORE,Bewussteinskonflikte von Madchen im naturwissenschaftlichen Unterricht,Katrin Meuche,9783631304655,1997,P. Lang,NO_MATCHING_EDITION,0,
/books/OL12827158M,DE,PROMISING,5,EDITORIAL_CORE,Vergleich von multivariaten statistischen Analyseverfahren und kunstlichen neuronalen Netzen zur Klassifikation bei Entscheidungsproblemen in der Wirtschaft (Schriften zur Wirtschaftsinformatik),Helge Petersohn,9783631309919,1997,P. Lang,NO_MATCHING_EDITION,0,
/books/OL12827170M,DE,PROMISING,5,EDITORIAL_CORE,Social Support und Gesundheit bei alteren Frauen,Ute Zimmermann,9783631313213,1997,P. Lang,NO_MATCHING_EDITION,0,
/books/OL12827200M,DE,PROMISING,5,EDITORIAL_CORE,Alternativer Landbau Und Feministische Naturwissenschaftskritik,Maren Landschulze,9783631317358,1997,P. Lang,NO_MATCHING_EDITION,0,
/books/OL12827226M,DE,PROMISING,5,EDITORIAL_CORE,Europaorientiertes Lernen und transnationale Integration,Peter Hellmann,9783631319949,1997,P. Lang,NO_MATCHING_EDITION,0,
/books/OL12827234M,DE,PROMISING,5,EDITORIAL_CORE,Determinanten der Effektivitat der Umweltpolitik,Christian Ricken,9783631320716,1997,P. Lang,NO_MATCHING_EDITION,0,
/books/OL12827238M,DE,PROMISING,5,EDITORIAL_CORE,Sozialwissenschaftliche Methoden in der klinischen Forschung,Hans-Christian Waldmann,9783631320907,1997,P. Lang,NO_MATCHING_EDITION,0,
/books/OL12827312M,DE,PROMISING,5,EDITORIAL_CORE,Adaptive neuronale Netze zur Losung von Klassifikationsproblemen im Marketing,Andreas Polifke,9783631324660,1998,P. Lang,NO_MATCHING_EDITION,0,
/books/OL12827367M,DE,PROMISING,5,EDITORIAL_CORE,"Die Akquisition Betriebswirtschaftlichen Wissens Zum Aufbau Von Wissensbasierten Entscheidungsunterstutzungssystemen (Europaische Hochschulschriften. Reihe V, Volks- Und Betriebs)",Detlev Frick,9783631328538,1998,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12827378M,DE,PROMISING,5,EDITORIAL_CORE,"Aspekte Des Raumes Und Ihre Bedeutung Im Werk Bernhard Heiligers (Europaische Hochschulschriften. Reihe XXVIII, Kunstgeschicht)",Stephan Diederich,9783631329313,1998,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12827415M,DE,PROMISING,5,EDITORIAL_CORE,Die Bekampfung der Steuerumgehung (Finanzwissenschaftliche Schriften),Ralf Oberheide,9783631331644,1998,P. Lang,NO_MATCHING_EDITION,0,
/books/OL12827451M,DE,PROMISING,5,EDITORIAL_CORE,Erlebnispadagogik als Moglichkeit zur Kompensation von Verhaltensdefiziten,Heribert Felten,9783631334768,1998,P. Lang,NO_MATCHING_EDITION,0,
/books/OL12827465M,DE,PROMISING,5,EDITORIAL_CORE,"Untersuchungen Zu Den Politika Des Aristoteles (Salzburger Studien Zum Europaischen Privatrecht,)",Markus Frank,9783631335857,1999,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12827524M,DE,PROMISING,5,EDITORIAL_CORE,Christliche Adversus-Judaeos-Bilder,Heinz Schrechenberg,9783631339893,2003,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12827553M,DE,PROMISING,5,EDITORIAL_CORE,Die Natur Und Ihr Gegenteil,Gunther Sandner,9783631341292,1999,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12827590M,DE,PROMISING,5,EDITORIAL_CORE,"Die Staatphilosophie Giovanni Gentiles Und Fie Versuche Ihrer Verwirklichung Im Faschistischen Italien (Frankfurter Kriminalwissenschaftliche Studien,)",Sebastian Schattenfroh,9783631343456,1999,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12827616M,DE,PROMISING,5,EDITORIAL_CORE,Wirtschaftliche Integration und Kooperation Im Asiatisch-Pazifischen Raum. die APEC,Antje Marielle Gerhold,9783631345047,1999,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12827634M,DE,PROMISING,5,EDITORIAL_CORE,Tizian in England,Sophie Reinhardt,9783631345924,1999,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12827658M,DE,PROMISING,5,EDITORIAL_CORE,Eliten,Harald Leipertz,9783631346877,1999,Peter Lang Publishing,NO_MATCHING_EDITION,0,
