source_key,language,quality_bucket,quality_score,preservation_reason,original_title,original_authors,original_isbn,original_publication_year,original_publisher,rescue_state,candidate_count,error
/books/OL31887433M,DE,STRONG,7,EDITORIAL_CORE,Pandora im Kongo,Albert Sánchez Piñol,9783100616036,2007,S. Fischer,NO_MATCHING_EDITION,0,
/books/OL3278099M,DE,PROMISING,5,EDITORIAL_CORE,Oscar Niemeyer,Mauro Cavalcanti | Julia Peyton-Jones | Oscar Niemeyer,9783887251253,1982,Frölich & Kaufmann,NO_MATCHING_EDITION,0,
/books/OL3463131M,DE,PROMISING,5,EDITORIAL_CORE,Framework for science education in Germany,Kurt Riquarts,9783890881546,2003,IPN,NO_MATCHING_EDITION,0,
/books/OL35916801M,DE,PROMISING,5,EDITORIAL_CORE,Rechtsphilosophie,Dietmar von der Pfordten,9783406644856,2013,C. H. Beck'sch Verlagsbuchhandlung,NO_MATCHING_EDITION,0,
/books/OL37151794M,DE,PROMISING,5,EDITORIAL_CORE,Europa Auf Dem Weg Nach Rechts?,Susanne Rippl,9783531902821,2008,VS Verlag fur Sozialwissenschaften GmbH,NO_MATCHING_EDITION,0,
/books/OL37271770M,DE,PROMISING,5,EDITORIAL_CORE,Grundzüge der Politikwissenschaft,Arno Mohr,9783486793505,2015,"de Gruyter GmbH, Walter",NO_MATCHING_EDITION,0,
/books/OL3830698M,DE,PROMISING,5,EDITORIAL_CORE,"Fichtes ""System der Freiheit""",Manfred O. Hinz,9783129122006,1981,Klett-Cotta,NO_MATCHING_EDITION,0,
/books/OL4011707M,DE,PROMISING,5,EDITORIAL_CORE,Renaissance und Barock,Westfälisches Landesmuseum für Kunst und Kulturgeschichte Münster.,9783887891374,2000,Das Landesmuseum,NO_MATCHING_EDITION,0,
/books/OL483550M,DE,PROMISING,5,EDITORIAL_CORE,"Henry Moore, animals",Henry Moore,9783924412289,1997,Gerhard Marcks-Stiftung,NO_MATCHING_EDITION,0,
/books/OL50323792M,DE,PROMISING,5,EDITORIAL_CORE,Schatten über München,Reinhart Hoffmeister,9783784419121,1981,Langen,NO_MATCHING_EDITION,0,
/books/OL50586347M,DE,PROMISING,5,EDITORIAL_CORE,Normbegründung und Politische Legitimität,Frank Grunert,9783111830025,2000,"De Gruyter, Inc.",NO_MATCHING_EDITION,0,
/books/OL50606518M,DE,PROMISING,5,EDITORIAL_CORE,Ambivalente Gesellschaftlichkeit,Matthias Junge,9783322932136,2013,VS Verlag fur Sozialwissenschaften GmbH,NO_MATCHING_EDITION,0,
/books/OL51029273M,DE,PROMISING,5,EDITORIAL_CORE,Demokratische Konsolidierung Im Postsozialistischen Europa,Timm Beichelt,9783663095866,2013,VS Verlag fur Sozialwissenschaften GmbH,NO_MATCHING_EDITION,0,
/books/OL537354M,DE,PROMISING,5,EDITORIAL_CORE,Die Stiftung Bernhard und Ilse Rensch,Westfälisches Landesmuseum für Kunst und Kulturgeschichte Münster.,9783887891152,1994,Westfälisches Landesmuseum für Kunst und Kulturgeschichte,NO_MATCHING_EDITION,0,
/books/OL57547271M,DE,PROMISING,5,EDITORIAL_CORE,Johann Georg Hamann und David Hume,Thomas Brose,9783631905739,2006,"Lang GmbH, Internationaler Verlag der Wissenschaften, Peter",NO_MATCHING_EDITION,0,
/books/OL58241152M,DE,PROMISING,5,EDITORIAL_CORE,Lautlos wandert der Schatten,Roland Breitenbach,9783926300034,1990,Maier,NO_MATCHING_EDITION,0,
/books/OL9077406M,DE,PROMISING,5,EDITORIAL_CORE,Ich Bitte Dringend Um ein Happyend,Katja B. Zaich,9783631374405,2001,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL10070873M,EN,PROMISING,5,EDITORIAL_CORE,The Ap Professional Fuzzy Logic Cd-Rom Library/Cd-Rom,AP Professional | Academic Press,9780120597550,1995,Academic Press,NO_MATCHING_EDITION,0,
/books/OL10070899M,EN,PROMISING,5,EDITORIAL_CORE,"Genetics and Biology of the Drosophila, Part D (Genetics & Biology of Drosophilia)",M. Ashburner | H. L. Carson,9780120649488,1984,Academic Press,NO_MATCHING_EDITION,0,
/books/OL10072151M,EN,PROMISING,5,EDITORIAL_CORE,Applied Optics and Optical Engineering (Vol 13),Shannon | Robert R. Shannon,9780124086135,2002,Academic Pr,NO_MATCHING_EDITION,0,
/books/OL10072289M,EN,PROMISING,5,EDITORIAL_CORE,Database of Palladium Chemistry (CD-ROM Version 1.1),Jean-Luc Malleron | Alain Juin,9780124667617,1999,Academic Press,NO_MATCHING_EDITION,0,
/books/OL10072989M,EN,PROMISING,5,EDITORIAL_CORE,The Biochemistry of Plants: A Comprehensive Treatise,David D. Davies,9780126754117,1987,Academic Press,NO_MATCHING_EDITION,0,
/books/OL10073141M,EN,PROMISING,5,EDITORIAL_CORE,The Mollusca,N. H. Verdonk | J. A. M. Van Den Biggelaar,9780127514031,1983,Academic Press,NO_MATCHING_EDITION,0,
/books/OL10073199M,EN,PROMISING,5,EDITORIAL_CORE,Fundamentals of Optical Engineering,Francis T.S. Yu | Ching-Cherng Sun,9780127748122,2005,Academic Press,NO_MATCHING_EDITION,0,
/books/OL10073844M,EN,PROMISING,5,EDITORIAL_CORE,Foundation of American Education & Surving the First Year of Teaching,Webb,9780130132864,1998,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10073847M,EN,PROMISING,5,EDITORIAL_CORE,Life on Earth/Science on Earth,Teresa Audesirk | Bruce E. Byers | Gerald Audesirk,9780130133472,1998,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10074100M,EN,PROMISING,5,EDITORIAL_CORE,Intermediate Algebra for College Students/How to Study Math,Allen R. Angel,9780130161499,1999,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10074818M,EN,PROMISING,5,EDITORIAL_CORE,General Science Third Edition,Globe Fearon | Philip Altshuler,9780130234346,2001,Globe Fearon,NO_VALID_PHYSICAL_COVER,1,
/books/OL10074916M,EN,PROMISING,5,EDITORIAL_CORE,Concepts and Challeneges in Life Science,Na,9780130238504,2002,Globe Fearon Co,NO_MATCHING_EDITION,0,
/books/OL10075024M,EN,PROMISING,5,EDITORIAL_CORE,2000 Media Update Astronomy,Eric Chaisson | S. McMillan,9780130254238,1999,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10075045M,EN,PROMISING,5,EDITORIAL_CORE,Virtual Fieldtrips for Physical Geography (standalone version),Larry Onesti | Jeremy Dunning,9780130257734,1999,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10075088M,EN,PROMISING,5,EDITORIAL_CORE,Practical Approach to Digital Electronics + Becoming an Electronics Technician,Alan C. Dixon | James L. Antonakos,9780130261373,1999,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10075185M,EN,PROMISING,5,EDITORIAL_CORE,Sociololgy for the 21th Century,Timothy J. Curry | Kent Schwirian | Robert M. Jibou,9780130273338,1999,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10075299M,EN,PROMISING,5,EDITORIAL_CORE,"HomeLink Reader, English For Me! (Book/Audio cassette Package), Scott Foresman ESL Kindergarten Level, Second Edition",Jim Cummins | Anna Uhl Chamot,9780130283771,2000,Pearson ESL,NO_MATCHING_EDITION,0,
/books/OL10075369M,EN,PROMISING,5,EDITORIAL_CORE,American Express Guide to Tokyo,American Express | Mitchell Beazley,9780130287960,1992,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10075410M,EN,PROMISING,5,EDITORIAL_CORE,Succeeding in Mechanical Engineering,Mark N. Horenstein | James,9780130294647,1999,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10075414M,EN,PROMISING,5,EDITORIAL_CORE,Engineering Computations,David C. Kuncicky | Schwartz,9780130295125,1999,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10075447M,EN,PROMISING,5,EDITORIAL_CORE,Concepts of Genetics : Science on the Internet,William S. Klug | Michael R. Cummings,9780130300218,1998,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10075635M,EN,PROMISING,5,EDITORIAL_CORE,Engineering Experimentation,Ronald W. Larsen | John T. Sears | Royce Wilkinson,9780130328359,2007,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10076157M,EN,PROMISING,5,EDITORIAL_CORE,Spanish Supervisor's Guide to Food Safety and Sanitation,Nancy R. Rue | Richard Linton | David R. McSwane | Anna Graf Williams,9780130424044,2007,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10076177M,EN,PROMISING,5,EDITORIAL_CORE,Western Civilization and Culture,Virginia Brown | Mark A. Kishlansky | David Blackbourn | James Hankins,9780130428417,2002,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10076239M,EN,PROMISING,5,EDITORIAL_CORE,Writing and Grammar: Standardized Test Prep Copper Level 6 (Prentice Hall Writing and Grammar:Communication in Action),Gary Forlini | Edward E. Wilson | Joyce Armstrong Carroll,9780130435156,2001,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10076241M,EN,PROMISING,5,EDITORIAL_CORE,Writing and Grammar: Standardized Test Prep Silver Level 8 (Prentice Hall Writing and Grammar: Communication in Action),Gary Forlini | Edward E. Wilson | Joyce Armstrong Carroll,9780130435170,2001,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10076302M,EN,PROMISING,5,EDITORIAL_CORE,Writing And Grammar Hands-on Activity Book 8,Gary Forlini | Edward E. Wilson | Joyce Armstrong Carroll,9780130439154,2003,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10076432M,EN,PROMISING,5,EDITORIAL_CORE,Student Study Guide,Paynter | Daugherty,9780130450555,1996,Pearson US Imports & PHIPEs,NO_MATCHING_EDITION,0,
/books/OL10076531M,EN,PROMISING,5,EDITORIAL_CORE,College Physics,W. Christian | Gregor Novak | Andrew Gavrin,9780130471895,2002,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10076532M,EN,PROMISING,5,EDITORIAL_CORE,Fluid Mechanics in the Human Circulation,K.B. Chandran | Ajit P Yoganathan | Stanley Rittgers,9780130472076,2005,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10076540M,EN,PROMISING,5,EDITORIAL_CORE,Spss-X User's Guide,Inc. Spss,9780130474247,1985,Spss,NO_MATCHING_EDITION,0,
/books/OL10076661M,EN,PROMISING,5,EDITORIAL_CORE,"Student Book, Level A, Shining Star",Jann Huizenga | P. Hartmann | Anna Uhl Chamot,9780130499523,2003,Pearson Education,NO_MATCHING_EDITION,0,
/books/OL10076729M,EN,PROMISING,5,EDITORIAL_CORE,"Prentice Hall Simulations and Data Graphing for Economics, Government, Civics",Sheffrin | O'Sullivan,9780130505552,2000,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10076748M,EN,PROMISING,5,EDITORIAL_CORE,Algebra Tools for a Changing World Volume 2,Suzanne H. Chapin | Sadie Bragg | Allan E. Bellman | Theodore J. Gardella | William G. Handlin | Edward Manfre | Bettye C. Hall,9780130507075,2000,Pearson Prentice Hall,NO_VALID_PHYSICAL_COVER,1,
/books/OL10076832M,EN,PROMISING,5,EDITORIAL_CORE,Algebra 1 -skills Intervention Kit,Smith,9780130518521,2001,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10076844M,EN,PROMISING,5,EDITORIAL_CORE,"Red Tides: Biology, Environmental Science, and Toxicology",Tomotoshi Okaichi | Donald M. Anderson,9780130521019,1989,Appleton & Lange,NO_MATCHING_EDITION,0,
/books/OL10076938M,EN,PROMISING,5,EDITORIAL_CORE,Writing And Grammar Reading Support Practice Book,Gary Forlini | Edward E. Wilson | Joyce Armstrong Carroll,9780130532145,2001,"Prentice Hall, Inc.",NO_MATCHING_EDITION,0,
/books/OL10077153M,EN,PROMISING,5,EDITORIAL_CORE,Baedeker Map of Belgium/Luxembourg,Jarrold Baedeker,9780130569790,1989,Baedeker Guides,NO_MATCHING_EDITION,0,
/books/OL10077155M,EN,PROMISING,5,EDITORIAL_CORE,Baedeker Map of Caribbean,Jarrold Baedeker,9780130569875,1989,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10077160M,EN,PROMISING,5,EDITORIAL_CORE,Baedeker Map of Japan,Jarrold Baedeker,9780130571007,1989,MacMillan Publishing Company,NO_MATCHING_EDITION,0,
/books/OL10077175M,EN,PROMISING,5,EDITORIAL_CORE,Baedeker Map of Switzerland,Jarrold Baedeker,9780130576965,1989,MacMillan Publishing Company,NO_MATCHING_EDITION,0,
/books/OL10077184M,EN,PROMISING,5,EDITORIAL_CORE,Baedeker Map of Yugoslavia,Jarrold Baedeker,9780130579447,1989,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10077197M,EN,PROMISING,5,EDITORIAL_CORE,Chemistry Connections to Changing World,Lemay | Beall | Brower | Robblee,9780130580658,2001,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10077298M,EN,PROMISING,5,EDITORIAL_CORE,Baedeker Map of Yugoslavia/Bulgaria/Romania/Hungary,Jarrold Baedeker,9780130589750,1990,Baedekers Guides,NO_MATCHING_EDITION,0,
/books/OL10077863M,EN,PROMISING,5,EDITORIAL_CORE,A First Course in Applied Mathematics,Peter J. Olver | Cheri Shakiban,9780130674807,2007,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10078075M,EN,PROMISING,5,EDITORIAL_CORE,Beginning Writing,Carolyn Fink | John Fink,9780130721334,1989,National book company,NO_MATCHING_EDITION,0,
/books/OL10078189M,EN,PROMISING,5,EDITORIAL_CORE,Principles of Engineering Graphics Solid Works Student Des Ctr Pk,Frederick E. Giesecke,9780130748966,1994,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10078218M,EN,PROMISING,5,EDITORIAL_CORE,Life on Earth Learning System Edition with CourseCompass (2nd Edition),Teresa Audesirk | Audesirk,9780130761019,2001,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10078401M,EN,PROMISING,5,EDITORIAL_CORE,Agi Lab Manual,Agi | Nagt,9780130808035,1999,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10078567M,EN,PROMISING,5,EDITORIAL_CORE,"The Blair Handbook, 1998 Mla & Apa Guidelines for Documenting On-Line Sources",Toby Fulwiler | Alan R. Hayakawa,9780130824929,1998,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10078591M,EN,PROMISING,5,EDITORIAL_CORE,Pocket Handbook of Separation Method Instrumental Techniques for Analytical Chemistry,Mary Janes Van Sant | Mary Jane Van Sant,9780130826879,2001,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10078761M,EN,PROMISING,5,EDITORIAL_CORE,Biological Electron Transport Processes,M. Malik | G. Yu. Riznichenko | A. Rubin,9780130846822,1990,Not Avail,NO_MATCHING_EDITION,0,
/books/OL10079047M,EN,PROMISING,5,EDITORIAL_CORE,Applied Weed Science (3rd Edition),Merrill A. Ross | Carol A. Lembi,9780130888709,2005,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10079649M,EN,PROMISING,5,EDITORIAL_CORE,Workbook for Machine Tool Practices,Richard R. Kibbe | Warren T. White | Roland O. Meyer | John E. Neely,9780130996718,1998,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10079754M,EN,PROMISING,5,EDITORIAL_CORE,Pre-Hospital Emergency Care and Anthrax,Karren | Hafen,9780131022157,2000,Prentice Hall Health,NO_MATCHING_EDITION,0,
/books/OL10079770M,EN,PROMISING,5,EDITORIAL_CORE,"Kirk's Fire Investigation, Valuepack",Daniel Limmer | John D. DeHaan,9780131026681,2002,Prentice Hall Health,NO_MATCHING_EDITION,0,
/books/OL10080321M,EN,PROMISING,5,EDITORIAL_CORE,Civics Itext,James E. Davis | Phyllis Maxey Fernlund,9780131159594,2004,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10080335M,EN,PROMISING,5,EDITORIAL_CORE,Civics Itext,James E. Davis | Phyllis Maxey Fernlund,9780131160279,2004,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10080344M,EN,PROMISING,5,EDITORIAL_CORE,Medieval Times to Today,Michal L. LaVasseur | Hiedi Hayes Jacob,9780131160620,2003,Pearson Prentice Hall,NO_VALID_PHYSICAL_COVER,1,
/books/OL10080435M,EN,PROMISING,5,EDITORIAL_CORE,Carbon Disulfide in Organic Chemistry (Ellis Horwood Books in Organic Chemistry),A. D. Dunn | W. D. Rudorf,9780131165670,1989,Ellis Horwood Ltd,NO_MATCHING_EDITION,0,
/books/OL10080532M,EN,PROMISING,5,EDITORIAL_CORE,Both Sides of the Bars,Richard P. Seiter | Kevin Walsh,9780131184909,2006,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10080792M,EN,PROMISING,5,EDITORIAL_CORE,Chemistry Small-scale Lab Manual 5-pack,Antony C. Wilbraham | Dennis D. Staley | Edward L. Waterman | Michael S. Matta,9780131255937,2004,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10080936M,EN,PROMISING,5,EDITORIAL_CORE,Thinking Through Design,Edward McDonald | Henry Sayre,9780131281172,2001,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10081740M,EN,PROMISING,5,EDITORIAL_CORE,"Anywhere, Anytime Chemistry",Doris R Kimbrough | James H Reeves,9780131472341,2005,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10081831M,EN,PROMISING,5,EDITORIAL_CORE,AutoCAD 2005 Interior Design & AutoCAD 2005 180 Day Student Edition,James M. Kirkpatrick | Beverly L. Kirkpatrick,9780131496583,2004,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10081877M,EN,PROMISING,5,EDITORIAL_CORE,Gousha Colorado Road Atlas,Susan Farewell | H.M. Gousha Co. | Mary T. Mulkerin,9780131512757,1993,Gousha,NO_MATCHING_EDITION,0,
/books/OL10082381M,EN,PROMISING,5,EDITORIAL_CORE,Prentice Hall Writing And Grammar - Grade 8,D. Lapp | J. Flood,9780131650015,2003,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10082725M,EN,PROMISING,5,EDITORIAL_CORE,Mech Vibrtn&Intro Matlab (4th Edition),RAO,9780131673014,2004,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10083108M,EN,PROMISING,5,EDITORIAL_CORE,Solid Modeling with Inventor,Sheryl A. Sorby | John Zarling,9780131777224,2007,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10083174M,EN,PROMISING,5,EDITORIAL_CORE,Drafters' Guide to Autocad,Jon M. Duff | William A. Ross,9780131786905,2005,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10083428M,EN,PROMISING,5,EDITORIAL_CORE,Chemical Building Blocks - Interactive Textbook (6 Year Online Access),Michael J. Padilla | Ioannis Miaoulis | Martha Cyr,9780131812673,2006,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10083634M,EN,PROMISING,5,EDITORIAL_CORE,"PH Reference Guide Updated MLA 2003 & Companion Website & Rogets Package, Fifth Edition",Muriel Harris | Muriel G. Harris,9780131847880,2003,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10083677M,EN,PROMISING,5,EDITORIAL_CORE,"Here We Go, Pre-Primary Book",Ellen L. Leeder | PH Regents,9780131860247,1994,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10083678M,EN,PROMISING,5,EDITORIAL_CORE,"Here We Go, Level One, Pupil Edition",Ellen L. Leeder | PH Regents,9780131860322,1994,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10083812M,EN,PROMISING,5,EDITORIAL_CORE,A Handbook for Understanding Global Issues 2nd Ed. + World Religion Special Edition + Time Special Edition,Ann Kelleher | Laura Klein,9780131890435,2006,Not Avail,NO_MATCHING_EDITION,0,
/books/OL10083894M,EN,PROMISING,5,EDITORIAL_CORE,"Science Explorer, Environmental Science",Padilla | Cyr | Miaoulis,9780131902596,2004,Pearson Prentice Hall,NO_VALID_PHYSICAL_COVER,1,
/books/OL10083917M,EN,PROMISING,5,EDITORIAL_CORE,"Science Explorer, Earth Science",Michael J. Padilla | Cyr | Miaoulis,9780131903029,2004,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10083927M,EN,PROMISING,5,EDITORIAL_CORE,"Science Explorer, Physical Science",Michael J. Padilla | Cyr | Miaoulis,9780131903265,2004,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10083946M,EN,PROMISING,5,EDITORIAL_CORE,Biology+Lab Manual+CD-ROM,Neil Allison Campbell | Brad Williamson | Robin Heyden,9780131904286,2004,Pearson Prentice Hall,NO_VALID_PHYSICAL_COVER,1,
/books/OL10083947M,EN,PROMISING,5,EDITORIAL_CORE,Chemistry - Textbook With 6-year Online Access,Edward L. Waterman | Anthony C. Wilbraham | Dennis C. Staley | Michael S. Matta,9780131904323,2004,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10084449M,EN,PROMISING,5,EDITORIAL_CORE,With Yellow Shoes,Thomas Keneally,9780132021692,1992,Prentice Hall Trade,NO_MATCHING_EDITION,0,
/books/OL10084659M,EN,PROMISING,5,EDITORIAL_CORE,Digital Electronics Circuit Analysis (Ellis Horwood Series in Electrical and Electronic Engineering),Richardson,9780132112109,1999,Ellis Horwood Ltd,NO_MATCHING_EDITION,0,
/books/OL10084707M,EN,PROMISING,5,EDITORIAL_CORE,Instructor's manual with selected solutions for Discrete structures,Fletcher R. Norris,9780132152785,1985,Prentice-Hall,NO_MATCHING_EDITION,0,
/books/OL10084948M,EN,PROMISING,5,EDITORIAL_CORE,COLL PHYSICS& STUDY GD& SELECT SOLS MNL PKG,WILSON,9780132248297,2006,Benjamin Cummings,NO_MATCHING_EDITION,0,
/books/OL10084983M,EN,PROMISING,5,EDITORIAL_CORE,Prentice Hall Reference to Practical Grammar and Usage,Muriel Harris | Harris,9780132260930,1994,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10085057M,EN,PROMISING,5,EDITORIAL_CORE,Language Arts for Young Children,Gail E. Tompkins,9780132284462,2005,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10085710M,EN,PROMISING,5,EDITORIAL_CORE,"World History, Survey Edition",Esler | Elizabeth Ellis,9780132514750,2006,Pearson Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10086126M,EN,PROMISING,5,EDITORIAL_CORE,The Handbook of Wildlife Management,Paul R. Krausman,9780132808279,2005,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10086172M,EN,PROMISING,5,EDITORIAL_CORE,"Test item file, third edition, environmental science",Bernard J. Nebel,9780132822527,1990,Prentice Hal,NO_MATCHING_EDITION,0,
/books/OL10086494M,EN,PROMISING,5,EDITORIAL_CORE,Art Since the Mid-Century,Wheeler. | Reid,9780133050950,1991,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10086692M,EN,PROMISING,5,EDITORIAL_CORE,Fibre Failure and Wear of Materials,J. W. S. Hearle | B. Lomas | W. D. Cooke | I. J. Duerdon,9780133132977,1989,Ellis Horwood Ltd,NO_MATCHING_EDITION,0,
/books/OL10086808M,EN,PROMISING,5,EDITORIAL_CORE,Florida Road Atlas and Visitor's Guide (Gousha State Atlases),Susan Farewell | H.M. Gousha Co. | Naomi Cutner,9780133217537,1990,Gousha,NO_MATCHING_EDITION,0,
/books/OL10086931M,EN,PROMISING,5,EDITORIAL_CORE,Baedeker Map of France,Jarrold Baedeker,9780133294750,1989,Prentice Hall Trade,NO_MATCHING_EDITION,0,
/books/OL10086977M,EN,PROMISING,5,EDITORIAL_CORE,Fundamentals of English (2nd Edition),Torrey | Sloat,9780133327502,1987,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10087000M,EN,PROMISING,5,EDITORIAL_CORE,San Francisco with Kids (Frommer's Family Travel Guides),George McDonald | Charlene M. Solomon | Marmer Solomon,9780133333459,1992,Prentice-Hall,NO_MATCHING_EDITION,0,
/books/OL10087004M,EN,PROMISING,5,EDITORIAL_CORE,Seattle and Portland (Frommer's City Guides),George McDonald | Karl Samson,9780133334029,1992,"Hungry Minds Inc,U.S.",NO_MATCHING_EDITION,0,
/books/OL10087005M,EN,PROMISING,5,EDITORIAL_CORE,"Frommer's Guide to Arizona, 1992",George McDonald | Karl Samson,9780133334104,1992,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10087037M,EN,PROMISING,5,EDITORIAL_CORE,Virginia (Frommer's Comprehensive Travel Guides),George McDonald | Rena Bulkin,9780133346329,1992,"Hungry Minds Inc,U.S.",NO_MATCHING_EDITION,0,
/books/OL10087040M,EN,PROMISING,5,EDITORIAL_CORE,Frmr NW Zeal 92,Poole | Poole Susan,9780133348309,1992,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10087076M,EN,PROMISING,5,EDITORIAL_CORE,Mexico City and Acapulco (Frommer's City Guides),George McDonald | Arthur Frommer,9780133370980,1991,"Hungry Minds Inc,U.S.",NO_MATCHING_EDITION,0,
/books/OL10087303M,EN,PROMISING,5,EDITORIAL_CORE,Baedeker Map of Germany,Jarrold Baedeker,9780133549942,1989,MacMillan Publishing Company,NO_MATCHING_EDITION,0,
/books/OL10087339M,EN,PROMISING,5,EDITORIAL_CORE,Gousha Charlotte Street Atlas,H.M. Gousha Co. | Gousha,9780133581850,1994,Gousha,NO_MATCHING_EDITION,0,
/books/OL10087425M,EN,PROMISING,5,EDITORIAL_CORE,Gousha Kansas City Street Atlas,Gousha | Ozark Map Co,9780133621877,1992,Ozark Map Co.,NO_MATCHING_EDITION,0,
/books/OL10087585M,EN,PROMISING,5,EDITORIAL_CORE,American Government Action,Schultz - undifferentiated,9780133725582,1996,Prentice Hall College Div,NO_MATCHING_EDITION,0,
/books/OL10087593M,EN,PROMISING,5,EDITORIAL_CORE,Digital Fundamentals/Keys to Success,Floyd,9780133733747,1995,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10088753M,EN,PROMISING,5,EDITORIAL_CORE,Human Geography,David Stephens | Stephens,9780134452487,1989,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10089118M,EN,PROMISING,5,EDITORIAL_CORE,Insight South East Asia (Insight Guide),Joseph R. Yogerst,9780134654935,1992,"Hungry Minds Inc,U.S.",NO_MATCHING_EDITION,0,
/books/OL10089121M,EN,PROMISING,5,EDITORIAL_CORE,Egypt (Insight Guide Egypt),Insight Guides | Apa Productions,9780134656755,1990,"Hungry Minds Inc,U.S.",NO_MATCHING_EDITION,0,
/books/OL10089142M,EN,PROMISING,5,EDITORIAL_CORE,Nepal-Insight Guide (Insight Guide Nepal),Insight Guides | Apa Productions,9780134664347,1989,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10089167M,EN,PROMISING,5,EDITORIAL_CORE,Insight Guide Eastern Europe,Insight Guides | Hofer Communications,9780134669472,1991,Prentice Hall,NO_MATCHING_EDITION,0,
/books/OL10089169M,EN,PROMISING,5,EDITORIAL_CORE,Insight Los Angeles (Insight Guide Los Angeles),Insight Guides | Apa Publications,9780134669885,1992,"Hungry Minds Inc,U.S.",NO_MATCHING_EDITION,0,
/books/OL10089207M,EN,PROMISING,5,EDITORIAL_CORE,Instant Byline (Ibm Version 1.1),Steven J. Bennett | Peter G. Randall | Kate Hatsy Thompson,9780134680262,1988,Brady Publishing,NO_MATCHING_EDITION,0,
/books/OL10089296M,EN,PROMISING,5,EDITORIAL_CORE,Insight Tokyo (Insight City Guide Tokyo),Insight Guides | Apa Publications,9780134719139,1992,"Hungry Minds Inc,U.S.",NO_MATCHING_EDITION,0,
/books/OL10089425M,EN,PROMISING,5,EDITORIAL_CORE,Introduction to the Design and Analysis of Algorithms,Lee,9780134807737,2002,Prentice Hall Trade,NO_MATCHING_EDITION,0,
