row_index,language,author,title,work_key,edition_key,cover_id,cover_local_path,cover_image_url,resolved_path,cover_state,sha256,size_bytes,source_file
823,EN,Colson Whitehead,Crook Manifesto,/works/OL28736458W,/books/OL51350912M,14600763,data/cache/en-mass-editorial-engine/covers/EN-OL51350912M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL51350912M.jpeg,LOCAL_FILE_OK,fa0051f9a756755fd186a78ec4f4f0f7b72c3f016804b574145470f08e782e1d,56887,data/audit/en-fast-v2-selected-pagecount.csv
824,EN,Colson Whitehead,Harlem Shuffle,/works/OL24151553W,/books/OL34709636M,12412871,data/cache/en-mass-editorial-engine/covers/EN-OL34709636M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL34709636M.jpeg,LOCAL_FILE_OK,6e4fdd41ba8a52d41e402785cd698a01fc4fa475851138d52d164aeb943eff0c,42089,data/audit/en-fast-v2-selected-pagecount.csv
825,EN,Cormac McCarthy,Blood Meridian,/works/OL40879W,/books/OL1566695M,15248079,data/cache/en-mass-editorial-engine/covers/EN-OL1566695M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL1566695M.jpeg,LOCAL_FILE_OK,3b230d8d85e238306a09dbda9fa078c12a1888bd5d1e602b50ef641955528fef,57623,data/audit/en-fast-v2-selected-pagecount.csv
826,EN,Cormac McCarthy,Child of God,/works/OL40878W,/books/OL42848625M,14633657,data/cache/en-mass-editorial-engine/covers/EN-OL42848625M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL42848625M.jpeg,LOCAL_FILE_OK,08f194c2aa767e6607d7ce16f844bf781b7a4da7d6329961dc841b9b82f23476,75083,data/audit/en-fast-v2-selected-pagecount.csv
827,EN,Cormac McCarthy,Cities of the Plain,/works/OL40869W,/books/OL22326475M,9158767,data/cache/en-mass-editorial-engine/covers/EN-OL22326475M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL22326475M.jpeg,LOCAL_FILE_OK,4e1d533f6af379691fd38bf541d6beb4da056ece27b0226009c0d15c72905a2a,30777,data/audit/en-fast-v2-selected-pagecount.csv
828,EN,Cormac McCarthy,Cormac Mccarthy : Vol I,/works/OL36072548W,/books/OL48730222M,15254489,data/cache/en-mass-editorial-engine/covers/EN-OL48730222M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL48730222M.jpeg,LOCAL_FILE_OK,180dc7b33d3087409281ac845759ed578511db9ae9c853cb20e4de1c4b38aa49,58404,data/audit/en-fast-v2-selected-pagecount.csv
829,EN,David Mitchell,A 'peculiar' place,/works/OL482448W,/books/OL1801970M,13237267,data/cache/en-mass-editorial-engine/covers/EN-OL1801970M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL1801970M.jpeg,LOCAL_FILE_OK,6e4837d9ede377062e51e29cd8ba657012e8223ca7ffe4c43c493d3246ae2b19,49974,data/audit/en-fast-v2-selected-pagecount.csv
830,EN,David Mitchell,Black Swan Green,/works/OL271982W,/books/OL32830092M,11462094,data/cache/en-mass-editorial-engine/covers/EN-OL32830092M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL32830092M.jpeg,LOCAL_FILE_OK,3788fadb4a479f83972d5e1e714ca592a403931fe69a1645a2f872e62be82204,64848,data/audit/en-fast-v2-selected-pagecount.csv
831,EN,David Mitchell,British Railways Past and Present,/works/OL271978W,/books/OL12042906M,3011158,data/cache/en-mass-editorial-engine/covers/EN-OL12042906M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL12042906M.jpeg,LOCAL_FILE_OK,b50ac83472365d2f9c0024919b5c785aa30161e9756ab90a12e531647f552eca,41970,data/audit/en-fast-v2-selected-pagecount.csv
832,EN,David Mitchell,Cloud Atlas,/works/OL482454W,/books/OL32980593M,11605519,data/cache/en-mass-editorial-engine/covers/EN-OL32980593M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL32980593M.jpeg,LOCAL_FILE_OK,8db9fa7083862ec110cbf4839b04032740140c698baa8102dc92cd0e1194eebd,43522,data/audit/en-fast-v2-selected-pagecount.csv
833,EN,David Mitchell,Complete Origami,/works/OL18569460W,/books/OL23963357M,12195146,data/cache/en-mass-editorial-engine/covers/EN-OL23963357M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL23963357M.jpeg,LOCAL_FILE_OK,a7b7d4343f34e74115ed22834026e71691b7b57d500d17afd59597cd59c8e489,53330,data/audit/en-fast-v2-selected-pagecount.csv
834,EN,David Mitchell,David Mitchell,/works/OL22135354W,/books/OL32885642M,11516881,data/cache/en-mass-editorial-engine/covers/EN-OL32885642M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL32885642M.jpeg,LOCAL_FILE_OK,7c007af7d05c616afa0e8c39e43d0565c74fd2d14d1d33a1d1a17134dcfcdc1a,50683,data/audit/en-fast-v2-selected-pagecount.csv
835,EN,David Mitchell,Dishonesty is the Second-Best Policy and Other Rules to Live By,/works/OL21338542W,/books/OL29467670M,14670261,data/cache/en-mass-editorial-engine/covers/EN-OL29467670M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL29467670M.jpeg,LOCAL_FILE_OK,43f17029999476ccb4eb45c469c6a5e4db95bd056949d09745c9cee9fae6d319,29524,data/audit/en-fast-v2-selected-pagecount.csv
836,EN,Don DeLillo,Amazons,/works/OL6345194W,/books/OL4123639M,15120473,data/cache/en-mass-editorial-engine/covers/EN-OL4123639M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL4123639M.jpeg,LOCAL_FILE_OK,9b3155a7e3648a41b3b8127120ab19e8ea342f1b44744459d23579e3ebbdaec9,27822,data/audit/en-fast-v2-selected-pagecount.csv
837,EN,Don DeLillo,Americana,/works/OL1921186W,/books/OL4768711M,15181775,data/cache/en-mass-editorial-engine/covers/EN-OL4768711M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL4768711M.jpeg,LOCAL_FILE_OK,781b40584aa7931e8e42a2f4b54200948646dc2e080d8d4197ffee8d29efdfd7,32121,data/audit/en-fast-v2-selected-pagecount.csv
838,EN,Don DeLillo,Andreas Gursky,/works/OL15401751W,/books/OL9546836M,2260201,data/cache/en-mass-editorial-engine/covers/EN-OL9546836M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL9546836M.jpeg,LOCAL_FILE_OK,40fbd8d478fda6386543691ca5f92b9120229c6ba9a046cff9e8c86e9f2760e0,77113,data/audit/en-fast-v2-selected-pagecount.csv
839,EN,Don DeLillo,Conversations with Don DeLillo,/works/OL1921159W,/books/OL3309851M,834157,data/cache/en-mass-editorial-engine/covers/EN-OL3309851M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL3309851M.jpeg,LOCAL_FILE_OK,418a58ab978f3f36b36c8a002a078018c1bb471e249d00536052e22e40c5e8b6,30876,data/audit/en-fast-v2-selected-pagecount.csv
840,EN,Don DeLillo,Cosmopolis,/works/OL1921194W,/books/OL30726136M,11610974,data/cache/en-mass-editorial-engine/covers/EN-OL30726136M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL30726136M.jpeg,LOCAL_FILE_OK,995fdfbcaec28352f8731995aeb4af800588a8a38923ee5848de477888e00e25,35529,data/audit/en-fast-v2-selected-pagecount.csv
841,EN,Don DeLillo,Dial H-I-S-T-O-R-Y (Hatje Cantz),/works/OL15401752W,/books/OL9101717M,1025716,data/cache/en-mass-editorial-engine/covers/EN-OL9101717M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL9101717M.jpeg,LOCAL_FILE_OK,08a0bbd6b1d21d4407935e11f9a9e4d5241d8fb3198f98872f28f7fc6d63e8e1,38067,data/audit/en-fast-v2-selected-pagecount.csv
842,EN,Don DeLillo,End Zone,/works/OL1921195W,/books/OL18307147M,6494509,data/cache/en-mass-editorial-engine/covers/EN-OL18307147M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL18307147M.jpeg,LOCAL_FILE_OK,c6785cce0e37bcd89fbf502b8432d608b08985b5bb3cd402cf5af61b1c826a57,23141,data/audit/en-fast-v2-selected-pagecount.csv
843,EN,Don DeLillo,Grand Street 73,/works/OL15401753W,/books/OL8704165M,932781,data/cache/en-mass-editorial-engine/covers/EN-OL8704165M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL8704165M.jpeg,LOCAL_FILE_OK,f551f5bc6a31a9e968faa00f1bf69d467975f472d3987a3f7e3650d85dad5dd7,75219,data/audit/en-fast-v2-selected-pagecount.csv
844,EN,Don DeLillo,Great Jones Street,/works/OL1921187W,/books/OL1047480M,96950,data/cache/en-mass-editorial-engine/covers/EN-OL1047480M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL1047480M.jpeg,LOCAL_FILE_OK,604e01d9a9e52304997f570a94d908fea6fd1eaa1c4c91360b72e31fe962b229,25218,data/audit/en-fast-v2-selected-pagecount.csv
845,EN,George Saunders,A Swim in a Pond in the Rain,/works/OL21207049W,/books/OL28719190M,10351216,data/cache/en-mass-editorial-engine/covers/EN-OL28719190M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL28719190M.jpeg,LOCAL_FILE_OK,2ad5ad5b3d452c42c6fd1ec076260120b0c7f91684644b1b17daf4acc906f335,56124,data/audit/en-fast-v2-selected-pagecount.csv
846,EN,George Saunders,Casebook of the Bizarre,/works/OL3288091W,/books/OL11657545M,13317059,data/cache/en-mass-editorial-engine/covers/EN-OL11657545M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL11657545M.jpeg,LOCAL_FILE_OK,d445a084c4fafde281ecaa906f9a63d9886d05cadd7e48544ab7e8f239aecd50,23059,data/audit/en-fast-v2-selected-pagecount.csv
847,EN,George Saunders,CivilWarLand in Bad Decline,/works/OL3288097W,/books/OL991850M,14822436,data/cache/en-mass-editorial-engine/covers/EN-OL991850M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL991850M.jpeg,LOCAL_FILE_OK,3ff9dfc7285f6798df22187e376d9dd7195a910a493bd46092b05aac2fc0737a,50579,data/audit/en-fast-v2-selected-pagecount.csv
848,EN,George Saunders,"Congratulations, by the way",/works/OL19709448W,/books/OL26922606M,14351058,data/cache/en-mass-editorial-engine/covers/EN-OL26922606M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL26922606M.jpeg,LOCAL_FILE_OK,c0f7c04c3ce9af1a2f7cdecfbe5f3724ad906c3ae37579ff6814087bc1572bf1,44241,data/audit/en-fast-v2-selected-pagecount.csv
849,EN,George Saunders,Fox 8,/works/OL19654176W,/books/OL34489227M,12870013,data/cache/en-mass-editorial-engine/covers/EN-OL34489227M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL34489227M.jpeg,LOCAL_FILE_OK,8c2ee77c635ae4e7d2a4b7789635c1bdb6a25241e04c07a6845863e6e10fe89c,36774,data/audit/en-fast-v2-selected-pagecount.csv
850,EN,Hilary Mantel,A Change of Climate,/works/OL464520W,/books/OL32800501M,11433173,data/cache/en-mass-editorial-engine/covers/EN-OL32800501M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL32800501M.jpeg,LOCAL_FILE_OK,59d67c3a7303496e3323bab2679c5c4a729b3bbd7d42b94c18b70907f3675bb5,35485,data/audit/en-fast-v2-selected-pagecount.csv
851,EN,Hilary Mantel,A Place of Greater Safety,/works/OL464517W,/books/OL25563973M,11149328,data/cache/en-mass-editorial-engine/covers/EN-OL25563973M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL25563973M.jpeg,LOCAL_FILE_OK,095d9446fb147e3cc8b41bba3a36a3425486d0fb30323e2cc67a9d17cbad0285,39497,data/audit/en-fast-v2-selected-pagecount.csv
852,EN,Hilary Mantel,An Experiment in Love,/works/OL464519W,/books/OL34629515M,12044402,data/cache/en-mass-editorial-engine/covers/EN-OL34629515M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL34629515M.jpeg,LOCAL_FILE_OK,9d330fc46f97e9928a966f8e76a7a32b207910aeb5b441e07d24fe9084963b59,36990,data/audit/en-fast-v2-selected-pagecount.csv
853,EN,Hilary Mantel,Beyond Black,/works/OL464511W,/books/OL32496277M,11149868,data/cache/en-mass-editorial-engine/covers/EN-OL32496277M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL32496277M.jpeg,LOCAL_FILE_OK,68fad6e7263f0df02e4a58e60a6b07c495d6db801bb411155a2ed3bc482254df,52370,data/audit/en-fast-v2-selected-pagecount.csv
854,EN,Hilary Mantel,Bring Up the Bodies,/works/OL16547664W,/books/OL29649401M,11149452,data/cache/en-mass-editorial-engine/covers/EN-OL29649401M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL29649401M.jpeg,LOCAL_FILE_OK,f21ef7f90ed461d0538f2c63bbc4cfa597f516e67b56172d036b1290b50bfdc1,65296,data/audit/en-fast-v2-selected-pagecount.csv
855,EN,Hilary Mantel,Eight months on Ghazzah Street,/works/OL464513W,/books/OL28422520M,10321594,data/cache/en-mass-editorial-engine/covers/EN-OL28422520M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL28422520M.jpeg,LOCAL_FILE_OK,80f2815e52ed01e5713fc7e986c73d148826cb5fd0ce8057923136969d18ebc1,41068,data/audit/en-fast-v2-selected-pagecount.csv
856,EN,Hilary Mantel,Every day is Mother's Day,/works/OL464514W,/books/OL17470377M,12387500,data/cache/en-mass-editorial-engine/covers/EN-OL17470377M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL17470377M.jpeg,LOCAL_FILE_OK,6a2de9d8194f2a192fa13dbc313bf6385088ff325a62ff8adfae5945be0d29dc,43884,data/audit/en-fast-v2-selected-pagecount.csv
857,EN,Ian McEwan,Amsterdam,/works/OL1855943W,/books/OL35456924M,12389881,data/cache/en-mass-editorial-engine/covers/EN-OL35456924M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL35456924M.jpeg,LOCAL_FILE_OK,4bccd979386280c7619ade64021cd0210dda71695e47b33a96f772c090da7cfb,42001,data/audit/en-fast-v2-selected-pagecount.csv
858,EN,Ian McEwan,Atonement,/works/OL1855944W,/books/OL34972111M,12059765,data/cache/en-mass-editorial-engine/covers/EN-OL34972111M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL34972111M.jpeg,LOCAL_FILE_OK,4a185fcc52606a33beb0cec001109845140cc38a24d0a265239ca2715bc88b1e,59660,data/audit/en-fast-v2-selected-pagecount.csv
859,EN,Ian McEwan,Black Dogs,/works/OL1855885W,/books/OL7440455M,10541463,data/cache/en-mass-editorial-engine/covers/EN-OL7440455M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL7440455M.jpeg,LOCAL_FILE_OK,635bf15959ed24985040351bbead8562a8efe6b69fedf4a95d5390f9ac5449f9,42107,data/audit/en-fast-v2-selected-pagecount.csv
860,EN,Ian McEwan,Conversations with Ian McEwan,/works/OL15567499W,/books/OL24520009M,10542277,data/cache/en-mass-editorial-engine/covers/EN-OL24520009M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL24520009M.jpeg,LOCAL_FILE_OK,debe218c5565367164cf283d7a08f203892aa1168d06d97d4bfd3405e524d6f0,33889,data/audit/en-fast-v2-selected-pagecount.csv
861,EN,Ian McEwan,Enduring Love,/works/OL1855937W,/books/OL32651426M,14656631,data/cache/en-mass-editorial-engine/covers/EN-OL32651426M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL32651426M.jpeg,LOCAL_FILE_OK,a9aff6075871c4f5d3a53e6520493f8cf2d73cdd04490a55b37721c79333c56a,30283,data/audit/en-fast-v2-selected-pagecount.csv
862,EN,Ian McEwan,"First Love, Last Rites",/works/OL1855895W,/books/OL7319916M,10542185,data/cache/en-mass-editorial-engine/covers/EN-OL7319916M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL7319916M.jpeg,LOCAL_FILE_OK,6db37c349350982fab42d9d59145bc9a567294d332f3061efa335415af45db2b,38398,data/audit/en-fast-v2-selected-pagecount.csv
863,EN,Jeanette Winterson,12 Bytes,/works/OL24512857W,/books/OL35883890M,13553602,data/cache/en-mass-editorial-engine/covers/EN-OL35883890M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL35883890M.jpeg,LOCAL_FILE_OK,8904222225afb07da578363ac83029c747b3bc6b2396f69a00f77a011e7f9070,45185,data/audit/en-fast-v2-selected-pagecount.csv
864,EN,Jeanette Winterson,Art Objects,/works/OL1918833W,/books/OL22121044M,15004383,data/cache/en-mass-editorial-engine/covers/EN-OL22121044M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL22121044M.jpeg,LOCAL_FILE_OK,d0687942eefe0db2e982147d7fc0095721036790a433025c7ff0170d802c351d,50819,data/audit/en-fast-v2-selected-pagecount.csv
865,EN,Jeanette Winterson,Boating for beginners,/works/OL1918828W,/books/OL2241452M,4100570,data/cache/en-mass-editorial-engine/covers/EN-OL2241452M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL2241452M.jpeg,LOCAL_FILE_OK,4db7d87183e57235556ca3bd255b8f357a5557df52b0d2d9246823f33fd63e0f,2205,data/audit/en-fast-v2-selected-pagecount.csv
866,EN,Jeanette Winterson,Christmas Days: 12 Stories and 12 Feasts for 12 Days,/works/OL19623943W,/books/OL27221756M,9691042,data/cache/en-mass-editorial-engine/covers/EN-OL27221756M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL27221756M.jpeg,LOCAL_FILE_OK,e5356b6ae96ef0e3d2becbdebfa7ac917b0a08e20d2158210533a04bd2c8441e,52860,data/audit/en-fast-v2-selected-pagecount.csv
867,EN,Jeanette Winterson,Fit for the Future,/works/OL1918822W,/books/OL2102265M,14433522,data/cache/en-mass-editorial-engine/covers/EN-OL2102265M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL2102265M.jpeg,LOCAL_FILE_OK,adcedd8e460036e46579e3ffeb61455f3cfe65be3657f3ee4fdbafcdb951ed50,46391,data/audit/en-fast-v2-selected-pagecount.csv
868,EN,Jeanette Winterson,Frankissstein,/works/OL20118357W,/books/OL28275095M,10202071,data/cache/en-mass-editorial-engine/covers/EN-OL28275095M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL28275095M.jpeg,LOCAL_FILE_OK,7c5202e31247cccc6c5722d5ad4639b55b8fc7b8cc6ab6a7d05425fc2be77afc,38846,data/audit/en-fast-v2-selected-pagecount.csv
869,EN,Jeanette Winterson,Gut symmetries,/works/OL1918829W,/books/OL26283141M,14838215,data/cache/en-mass-editorial-engine/covers/EN-OL26283141M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL26283141M.jpeg,LOCAL_FILE_OK,b6e1c7b2321c50c72a517ca7ad7ff2bbeb763779123004ac5fd0866e2143df74,63815,data/audit/en-fast-v2-selected-pagecount.csv
870,EN,Jesmyn Ward,Dust tracks on a road,/works/OL1890346W,/books/OL2853733M,14812379,data/cache/en-mass-editorial-engine/covers/EN-OL2853733M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL2853733M.jpeg,LOCAL_FILE_OK,3b2332861113a15592a5bc6b945f6dc4470883d69aed1a62155a9505306554a6,51701,data/audit/en-fast-v2-selected-pagecount.csv
871,EN,Jonathan Franzen,Crossroads,/works/OL24181730W,/books/OL32254461M,10884246,data/cache/en-mass-editorial-engine/covers/EN-OL32254461M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL32254461M.jpeg,LOCAL_FILE_OK,99020e53c8266013ae1c77e56eb4691e66f026edfb7dfb305885c5ba06e24f56,57273,data/audit/en-fast-v2-selected-pagecount.csv
872,EN,Jonathan Franzen,Crossroads Chapter Sampler,/works/OL25921832W,/books/OL34987288M,12431773,data/cache/en-mass-editorial-engine/covers/EN-OL34987288M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL34987288M.jpeg,LOCAL_FILE_OK,bae53fbbe67e2cff69045b78a47bc322d04884afcc2675844940202b0abbe57b,35233,data/audit/en-fast-v2-selected-pagecount.csv
873,EN,Jonathan Franzen,Farther away,/works/OL16342549W,/books/OL25131852M,9720443,data/cache/en-mass-editorial-engine/covers/EN-OL25131852M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL25131852M.jpeg,LOCAL_FILE_OK,32567fa497abd5778d6f530ceed3540561b5c30c6ecce47e40f00f3d06ff8d9e,35349,data/audit/en-fast-v2-selected-pagecount.csv
874,EN,Joyce Carol Oates,A Bloodsmoor romance,/works/OL14958408W,/books/OL15512241M,11597075,data/cache/en-mass-editorial-engine/covers/EN-OL15512241M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL15512241M.jpeg,LOCAL_FILE_OK,2200cabb8cca0148314e97a083ab9ceeb54d1ec55fdb0dc11d3b278f62153e97,56395,data/audit/en-fast-v2-selected-pagecount.csv
875,EN,Joyce Carol Oates,A fair maiden,/works/OL14958231W,/books/OL16989911M,14578484,data/cache/en-mass-editorial-engine/covers/EN-OL16989911M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL16989911M.jpeg,LOCAL_FILE_OK,c371d334b97c37c6dfe58434eb4211fc4c4577886e41d58cd63c27eec118238f,36454,data/audit/en-fast-v2-selected-pagecount.csv
876,EN,Joyce Carol Oates,A garden of earthly delights,/works/OL14958466W,/books/OL3565364M,606068,data/cache/en-mass-editorial-engine/covers/EN-OL3565364M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL3565364M.jpeg,LOCAL_FILE_OK,30da00fda0abece605aa6ca92e0fb25669e6df30c4adcd0221c82b452f915553,29479,data/audit/en-fast-v2-selected-pagecount.csv
877,EN,Joyce Carol Oates,"After the wreck, I picked myself up, spread my wings, and flew away",/works/OL14958382W,/books/OL3412941M,33484,data/cache/en-mass-editorial-engine/covers/EN-OL3412941M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL3412941M.jpeg,LOCAL_FILE_OK,cf38799910927c3a1c5e94500a9ce2d17d787ae954b3abdf3c06c3cbd2d49f84,37050,data/audit/en-fast-v2-selected-pagecount.csv
878,EN,Joyce Carol Oates,American appetites,/works/OL14958421W,/books/OL2218710M,6651868,data/cache/en-mass-editorial-engine/covers/EN-OL2218710M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL2218710M.jpeg,LOCAL_FILE_OK,42f8cee213abcc3c3f922179b8c575100b9481f262a646f0cfb58e6bc3c1b22d,36096,data/audit/en-fast-v2-selected-pagecount.csv
879,EN,Joyce Carol Oates,American gothic tales,/works/OL16480149W,/books/OL988521M,14673877,data/cache/en-mass-editorial-engine/covers/EN-OL988521M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL988521M.jpeg,LOCAL_FILE_OK,d0275f16b3343014af0183989fab74091d0fbe6ec26bea319bdd192181a56bee,32166,data/audit/en-fast-v2-selected-pagecount.csv
880,EN,Joyce Carol Oates,Angel of light,/works/OL14958441W,/books/OL4255385M,6615668,data/cache/en-mass-editorial-engine/covers/EN-OL4255385M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL4255385M.jpeg,LOCAL_FILE_OK,975901e1b1ef59ba3b842b575b0e4635f22d9c497d57ed467deec5d9d6fa274b,40615,data/audit/en-fast-v2-selected-pagecount.csv
881,EN,Joyce Carol Oates,Beasts,/works/OL14958442W,/books/OL8141044M,543089,data/cache/en-mass-editorial-engine/covers/EN-OL8141044M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL8141044M.jpeg,LOCAL_FILE_OK,72575a3737b41d613cdb13bf5a0a1c9cfbf3bcf2b8d4b34f7453ca9e0116b7af,26795,data/audit/en-fast-v2-selected-pagecount.csv
882,EN,Joyce Carol Oates,"Because it is bitter, and because it is my heart",/works/OL14958423W,/books/OL18350723M,5414593,data/cache/en-mass-editorial-engine/covers/EN-OL18350723M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL18350723M.jpeg,LOCAL_FILE_OK,e67231d9b3bd67317007e7a81ea7d3bc4266dccf9fc967566cdd8e2249349762,6446,data/audit/en-fast-v2-selected-pagecount.csv
883,EN,Joyce Carol Oates,Bellefleur,/works/OL14958460W,/books/OL18466302M,9324306,data/cache/en-mass-editorial-engine/covers/EN-OL18466302M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL18466302M.jpeg,LOCAL_FILE_OK,0ca973897e8e63386f51141228c498bd672e37fa2d68ee29ebea98076ae52ac4,26210,data/audit/en-fast-v2-selected-pagecount.csv
884,EN,Julian Barnes,A History of the World in 10 1/2 Chapters,/works/OL1984731W,/books/OL1888717M,6658386,data/cache/en-mass-editorial-engine/covers/EN-OL1888717M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL1888717M.jpeg,LOCAL_FILE_OK,8c129a99f3557c10034b38bdd1e79d0ec96ec587496feac34f60c22b4dfaac86,40692,data/audit/en-fast-v2-selected-pagecount.csv
885,EN,Julian Barnes,Arthur and George,/works/OL1984729W,/books/OL8364574M,747466,data/cache/en-mass-editorial-engine/covers/EN-OL8364574M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL8364574M.jpeg,LOCAL_FILE_OK,d3f330394512e4c60c39327974c9bf26295374d805a4178bc0c5cd241180cf7a,36034,data/audit/en-fast-v2-selected-pagecount.csv
886,EN,Julian Barnes,Arthur & George,/works/OL11129741W,/books/OL22377421M,6620080,data/cache/en-mass-editorial-engine/covers/EN-OL22377421M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL22377421M.jpeg,LOCAL_FILE_OK,11db081cb151880e341d54edd0fc35e820f51bb76c221b9a232c28c8f49323a9,33223,data/audit/en-fast-v2-selected-pagecount.csv
887,EN,Julian Barnes,Arthur & George (Sound Library),/works/OL1984716W,/books/OL7811913M,558459,data/cache/en-mass-editorial-engine/covers/EN-OL7811913M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL7811913M.jpeg,LOCAL_FILE_OK,178e9f3bef3ce0973eafdb99a9cd87713f656dee6cbe2f7aff61a611f8f89c4f,37770,data/audit/en-fast-v2-selected-pagecount.csv
888,EN,Julian Barnes,Before she met me,/works/OL1984730W,/books/OL2717441M,11594447,data/cache/en-mass-editorial-engine/covers/EN-OL2717441M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL2717441M.jpeg,LOCAL_FILE_OK,cf1a7bdf2192d9e22f8536661fc96fc93b22b04763750915da03d586d540a820,36995,data/audit/en-fast-v2-selected-pagecount.csv
889,EN,Julian Barnes,Cross channel,/works/OL1984723W,/books/OL15509190M,9774449,data/cache/en-mass-editorial-engine/covers/EN-OL15509190M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL15509190M.jpeg,LOCAL_FILE_OK,cef05e939659b451dde80b8019742345874512977dd755371328b6ca2557b59b,41585,data/audit/en-fast-v2-selected-pagecount.csv
890,EN,Julian Barnes,Death,/works/OL21150872W,/books/OL28633202M,14456908,data/cache/en-mass-editorial-engine/covers/EN-OL28633202M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL28633202M.jpeg,LOCAL_FILE_OK,df6b3096f569ace7e861e1217f2e2d07473be5b2ad23c5b1f7cc15ab0b31d9b4,22924,data/audit/en-fast-v2-selected-pagecount.csv
891,EN,Julian Barnes,Departure(s),/works/OL44922433W,/books/OL61303516M,15169816,data/cache/en-mass-editorial-engine/covers/EN-OL61303516M.jpeg,,data/cache/en-mass-editorial-engine/covers/EN-OL61303516M.jpeg,LOCAL_FILE_OK,fa532520d8aff48eb755f801705e7819c953899eedb6921df88c632ecbc56ef4,24310,data/audit/en-fast-v2-selected-pagecount.csv
