language,source_stage,target_index,category,target_author,target_work,work_key,edition_key,edition_title,edition_languages,isbn,publisher,publish_date,page_count,cover_id,cover_state,cover_local_path,page_count_state,page_count_source
DE,INITIAL,89,PHILOSOPHY_ESSAYS,Hannah Arendt,Vita activa,/works/OL10460638W,/books/OL15267196M,Vita Activa,ger,3492005179,R. Piper & Co.,1985,375,14331070,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-089-OL15267196M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,INITIAL,90,PHILOSOPHY_ESSAYS,Hannah Arendt,Elemente und Ursprünge totaler Herrschaft,/works/OL10460635W,/books/OL21843653M,Elemente und Ursprünge totaler Herrschaft.,ger,3548131824,Ullstein,1975,,8090678,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-090-OL21843653M.jpeg,NO_PAGE_COUNT,
DE,INITIAL,91,PHILOSOPHY_ESSAYS,Walter Benjamin,Das Kunstwerk im Zeitalter seiner technischen Reproduzierbarkeit,/works/OL156203W,/books/OL32626196M,Das Kunstwerk im Zeitalter seiner technischen Reproduzierbarkeit,ger,9783518100288,Suhrkamp,2018,107,11260612,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-091-OL32626196M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,INITIAL,93,PHILOSOPHY_ESSAYS,Jürgen Habermas,Strukturwandel der Öffentlichkeit,/works/OL15682223W,/books/OL35348922M,Strukturwandel der Öffentlichkeit,ger,9783472610250,Luchterhand,1976,399,12186124,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-093-OL35348922M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,INITIAL,94,PHILOSOPHY_ESSAYS,Sigmund Freud,Das Unbehagen in der Kultur,/works/OL17910901W,/books/OL26486124M,Das Unbehagen in der Kultur,ger,9783596902071,Fischer Taschenbuch Verlag,2015,190,8230692,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-094-OL26486124M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,INITIAL,95,PHILOSOPHY_ESSAYS,Karl Marx,Das Kapital,/works/OL27710906W,/books/OL10500600M,Das Kapital,ger,9780543779267,Adamant Media Corporation,"April 2, 2002",532,2474705,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-095-OL10500600M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,INITIAL,99,HISTORY_SOCIETY,Golo Mann,Deutsche Geschichte des 19. und 20. Jahrhunderts,/works/OL754768W,/books/OL15250052M,Deutsche Geschichte des 19. und 20. Jahrhunderts.,ger,3103479018,S. Fischer,1971,,8384250,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-099-OL15250052M.jpeg,NO_PAGE_COUNT,
DE,INITIAL,102,HISTORY_SOCIETY,Marion Gräfin Dönhoff,Kindheit in Ostpreußen,/works/OL969883W,/books/OL2262662M,Kindheit in Ostpreussen,ger,3886803325,Siedler,1988,221,2252752,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-102-OL2262662M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,INITIAL,104,YOUTH,Erich Kästner,Emil und die Detektive,/works/OL18900172W,/books/OL17214518M,Emil und die Detektive,ger,8711088230,Aschehoug,1994,96,13066498,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-104-OL17214518M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,INITIAL,105,YOUTH,Erich Kästner,Das doppelte Lottchen,/works/OL970185W,/books/OL8935789M,Das Doppelte Lottchen,ger,9783791530116,Cecilie Dressler Verlag,1998,169,1027358,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-105-OL8935789M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,INITIAL,106,YOUTH,Michael Ende,Momo,/works/OL43430453W,/books/OL59170678M,Momo,ger,9783522460514,"Thienemann [Stuttgart, Wien, Bern]",2023,32,15088802,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-106-OL59170678M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,INITIAL,108,YOUTH,Otfried Preußler,Krabat,/works/OL30329043W,/books/OL41692444M,Krabat - Schulausgabe,ger,9783522202275,Thienemanns (K.) Verlag,"Jul 15, 2016",272,14571604,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-108-OL41692444M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,INITIAL,109,SCIENCE_CULTURE,Alexander von Humboldt,Kosmos,/works/OL1554090W,/books/OL13568056M,Kosmos,ger,,Cotta,1845,,8242805,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-109-OL13568056M.jpeg,NO_PAGE_COUNT,
DE,INITIAL,112,SCIENCE_CULTURE,Konrad Lorenz,Das sogenannte Böse,/works/OL3506031W,/books/OL19612684M,Das sogenannte Böse.,ger,3423010002,Deutscher Taschbuch Verlaf,1985,261,14941296,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-112-OL19612684M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,INITIAL,113,SCIENCE_CULTURE,Werner Heisenberg,Der Teil und das Ganze,/works/OL16991054W,/books/OL25569705M,Der Teil und das Ganze,ger,9783492030809,Piper,1986,336,8637010,VALID_COVER,data/audit/reconstruction-DE-candidate-covers/DE-113-OL25569705M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,RECOVERY,3,GERMAN_LANGUAGE_CANON,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,/works/OL37823773W,/books/OL51035711M,Wilhelm Meisters Lehrjahre,ger,9781911495321,"Bollinger, Max",2016,560,14670130,VALID_COVER,data/audit/reconstruction-DE-recovery-covers/DE-recovery-003-OL51035711M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:pagination
DE,RECOVERY,4,GERMAN_LANGUAGE_CANON,Johann Wolfgang von Goethe,Wahlverwandtschaften,/works/OL29845013W,/books/OL41607262M,Die Wahlverwandtschaften,ger,9781697822137,Independently Published,2019,267,13696875,VALID_COVER,data/audit/reconstruction-DE-recovery-covers/DE-recovery-004-OL41607262M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,RECOVERY,7,GERMAN_LANGUAGE_CANON,Friedrich Schiller,Maria Stuart,/works/OL28461899W,/books/OL38988824M,Maria Stuart,ger,9780274121953,"Creative Media Partners, LLC",2018,274,13891050,VALID_COVER,data/audit/reconstruction-DE-recovery-covers/DE-recovery-007-OL38988824M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,RECOVERY,36,TWENTIETH_CENTURY,Thomas Mann,Der Zauberberg,/works/OL15381708W,/books/OL12985146M,Der Zauberberg. 8 Cassetten.,ger,9783895848131,HÖR Verlag,"November 30, 2000",,3281186,VALID_COVER,data/audit/reconstruction-DE-recovery-covers/DE-recovery-036-OL12985146M.jpeg,NO_PAGE_COUNT,
DE,RECOVERY,38,TWENTIETH_CENTURY,Hermann Hesse,Der Steppenwolf,/works/OL872773W,/books/OL32986439M,Der Steppenwolf,ger,,Suhrkamp,1961,266,14851503,VALID_COVER,data/audit/reconstruction-DE-recovery-covers/DE-recovery-038-OL32986439M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,RECOVERY,39,TWENTIETH_CENTURY,Hermann Hesse,Das Glasperlenspiel,/works/OL872724W,/books/OL45617050M,Das Glasperlenspiel,ger,,Suhrkamp,1962,774,14941168,VALID_COVER,data/audit/reconstruction-DE-recovery-covers/DE-recovery-039-OL45617050M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,RECOVERY,40,TWENTIETH_CENTURY,Alfred Döblin,Berlin Alexanderplatz,/works/OL15681816W,/books/OL12739745M,"Oldenbourg Interpretationen, Bd.74, Berlin Alexanderplatz",ger,9783486886733,Oldenbourg Schulbuchverlag,"January 1, 1995",158,3214068,VALID_COVER,data/audit/reconstruction-DE-recovery-covers/DE-recovery-040-OL12739745M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,RECOVERY,42,TWENTIETH_CENTURY,Bertolt Brecht,Mutter Courage und ihre Kinder,/works/OL15117155W,/books/OL9042726M,"Mutter Courage und ihre Kinder, 2 Cassetten",ger,9783464614587,Cornelsen,"January 1, 2001",,2207304,VALID_COVER,data/audit/reconstruction-DE-recovery-covers/DE-recovery-042-OL9042726M.jpeg,NO_PAGE_COUNT,
DE,RECOVERY,58,TWENTIETH_CENTURY,Joseph Roth,Radetzkymarsch,/works/OL466942W,/books/OL5312884M,The Radetzky march,eng | ger,0879510153,Overlook Press,1974,318,6555394,VALID_COVER,data/audit/reconstruction-DE-recovery-covers/DE-recovery-058-OL5312884M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,RECOVERY,92,PHILOSOPHY_ESSAYS,Theodor W. Adorno,Minima Moralia,/works/OL542175W,/books/OL21197997M,Mi nima moralia,ger | eng,3518065114,Suhrkamp,1997,302,11395718,VALID_COVER,data/audit/reconstruction-DE-recovery-covers/DE-recovery-092-OL21197997M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,RECOVERY,98,HISTORY_SOCIETY,Joachim Fest,Hitler,/works/OL2004994W,/books/OL9445890M,Hitler. Die Propyläen- Biographie,ger,9783549074183,Propyläen,"September 1, 1995",1190,2230925,VALID_COVER,data/audit/reconstruction-DE-recovery-covers/DE-recovery-098-OL9445890M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,SCIENCE_CULTURE,Alexander von Humboldt,Ansichten der Natur,/works/OL27699036W,/books/OL37779866M,Ansichten der Natur,ger,978-3868204490,Nikol,05. Januar 2018,168,12687222,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-SCIENCE_CULTURE-01-OL37779866M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,TWENTIETH_CENTURY,Anna Seghers,Transit,/works/OL8769633W,/books/OL16387546M,Transit,ger,,Luchterhand,1963,290,9672443,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-TWENTIETH_CENTURY-03-OL16387546M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,CONTEMPORARY,Bernhard Schlink,Liebesfluchten,/works/OL14871150W,/books/OL3989865M,Liebesfluchten,ger,3257062303,Diogenes,2000,307,998484,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-CONTEMPORARY-02-OL3989865M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,CONTEMPORARY,Christian Kracht,Faserland,/works/OL3123543W,/books/OL47310153M,Faserland,ger,9783423129824,Deutscher Taschenbuch Verlag,2009-03,157,13774825,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-CONTEMPORARY-13-OL47310153M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,CONTEMPORARY,Daniel Kehlmann,Ruhm,/works/OL991404W,/books/OL39819657M,Ruhm,ger,9783498035433,Rowohlt Verlag GmbH,2009,203,12942846,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-CONTEMPORARY-03-OL39819657M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,CONTEMPORARY,Elfriede Jelinek,Die Kinder der Toten,/works/OL72161W,/books/OL1025058M,Die Kinder der Toten,ger,349803328X,Rowohlt,1995,666,3865562,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-CONTEMPORARY-06-OL1025058M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,HISTORY_SOCIETY,Golo Mann,Wallenstein,/works/OL754765W,/books/OL5354530M,Wallenstein,ger,3100479033,S. Fischer,1971,1367,14574060,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-HISTORY_SOCIETY-04-OL5354530M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,HISTORY_SOCIETY,Heinrich August Winkler,Der lange Weg nach Westen,/works/OL2843438W,/books/OL16477283M,Der lange Weg nach Westen,ger,3893314636,Bundeszentrale für Politische Bildung,2002,,5341115,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-HISTORY_SOCIETY-06-OL16477283M.jpeg,NO_PAGE_COUNT,
DE,REPLACEMENT,,TWENTIETH_CENTURY,Heinrich Böll,Billard um halb zehn,/works/OL16042102W,/books/OL24943189M,Billard um Halb zehn,ger,9783426000083,Droemer Knaur,1963,213,6949059,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-TWENTIETH_CENTURY-04-OL24943189M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,CONTEMPORARY,Herta Müller,Der Mensch ist ein großer Fasan auf der Welt,/works/OL9271128W,/books/OL26535984M,Der Mensch ist ein grosser Fasan auf der Welt,ger,9783596181612,Fischer-Taschenbuch-Verlag,2009,110,9676237,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-CONTEMPORARY-07-OL26535984M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,CONTEMPORARY,Judith Hermann,"Sommerhaus, später",/works/OL689589W,/books/OL61153299M,Sommerhaus später,ger,3596223946,S. Fischer,1998-12,187,15163279,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-CONTEMPORARY-12-OL61153299M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,CONTEMPORARY,Juli Zeh,Spieltrieb,/works/OL11748753W,/books/OL24377574M,Spieltrieb,ger,9783442733699,btb,2006,565,6627982,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-CONTEMPORARY-14-OL24377574M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,SCIENCE_CULTURE,Konrad Lorenz,"Er redete mit dem Vieh, den Vögeln und den Fischen",/works/OL3506028W,/books/OL19630075M,"Er redete mit dem Vieh, den Vögeln und den Fischen",ger,3423001739,Deutscher Taschenbuch Verlag,1964,145,8223486,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-SCIENCE_CULTURE-04-OL19630075M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,GERMAN_LANGUAGE_CANON,Novalis,Heinrich von Ofterdingen,/works/OL24269113W,/books/OL35722481M,Heinrich von Ofterdingen,ger,9783518188804,Suhrkamp,2007,253,12458798,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-GERMAN_LANGUAGE_CANON-01-OL35722481M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,YOUTH,Otfried Preußler,Die kleine Hexe,/works/OL2589222W,/books/OL23042013M,Die kleine Hexe,ger,352210580X,K. Thienemanns,1957,127,7393510,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-YOUTH-01-OL23042013M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,HISTORY_SOCIETY,Sebastian Haffner,Anmerkungen zu Hitler,/works/OL1167202W,/books/OL4333220M,Anmerkungen zu Hitler,ger,3463007193,Kindler,1978,203,10564404,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-HISTORY_SOCIETY-01-OL4333220M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,TWENTIETH_CENTURY,Stefan Zweig,Die Welt von Gestern,/works/OL20358185W,/books/OL28200925M,Die Welt von Gestern,ger,9783100024091,"FISCHER, S.","Nov 01, 2017",700,10136386,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-TWENTIETH_CENTURY-01-OL28200925M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,HISTORY_SOCIETY,Victor Klemperer,Ich will Zeugnis ablegen bis zum letzten,/works/OL801444W,/books/OL9024805M,Ich will Zeugnis ablegen bis zum letzten,ger,9783351023409,Aufbau-Verlag,1998,1691,999642,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-HISTORY_SOCIETY-02-OL9024805M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
DE,REPLACEMENT,,HISTORY_SOCIETY,Willy Brandt,Links und frei,/works/OL402049W,/books/OL3198527M,Links und frei,ger,3455087434,Hoffmann und Campe,1982,462,4235604,VALID_COVER,data/audit/reconstruction-DE-replacement-covers/DE-replacement-HISTORY_SOCIETY-05-OL3198527M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,2,SPANISH_CANON,Miguel de Cervantes,Novelas ejemplares,/works/OL14873259W,/books/OL9118235M,Novelas Ejemplares,spa,9788423905676,Espasa-Calpe,1983,,7260401,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-002-OL9118235M.jpeg,NO_PAGE_COUNT,
ES,INITIAL,3,SPANISH_CANON,Miguel de Cervantes,La Galatea,/works/OL793640W,/books/OL32359319M,La galatea,spa,,Rodriguez,1914,361,11781757,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-003-OL32359319M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,4,SPANISH_CANON,Miguel de Cervantes,Los trabajos de Persiles y Sigismunda,/works/OL793870W,/books/OL4471560M,Los trabajos de Persiles y Sigismunda,spa,,Editorial Castalia,1969,480,5813083,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-004-OL4471560M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,5,SPANISH_CANON,Lope de Vega,Fuenteovejuna,/works/OL8089380W,/books/OL13193330M,Fuenteovejuna,spa,9788420726335,Continental Book Company,June 1998,,5259164,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-005-OL13193330M.jpeg,NO_PAGE_COUNT,
ES,INITIAL,6,SPANISH_CANON,Lope de Vega,El perro del hortelano,/works/OL914694W,/books/OL26692389M,El perro del hortelano,spa,9788497404310,Castalia,2011,217,8361295,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-006-OL26692389M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,7,SPANISH_CANON,Lope de Vega,La dama boba,/works/OL914552W,/books/OL353542M,Lady Nitwit,eng | spa,0927534746,Bilingual Press,1998,182,12367615,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-007-OL353542M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,8,SPANISH_CANON,Pedro Calderón de la Barca,La vida es sueño,/works/OL22161450W,/books/OL31048303M,La vida es sueño,spa,9788497404105,Editorial Castalia,2012,285,14595213,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-008-OL31048303M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,9,SPANISH_CANON,Pedro Calderón de la Barca,El alcalde de Zalamea,/works/OL10252233W,/books/OL22158214M,El alcalde de Zalamea,spa,8420727776,Anaya,1987,,5258940,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-009-OL22158214M.jpeg,NO_PAGE_COUNT,
ES,INITIAL,10,SPANISH_CANON,Pedro Calderón de la Barca,El gran teatro del mundo,/works/OL9114919W,/books/OL4840103M,El gran teatro del mundo,spa,8437600294,Ediciones Cátedra,1974,156,1047420,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-010-OL4840103M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,11,SPANISH_CANON,Tirso de Molina,El burlador de Sevilla,/works/OL638607W,/books/OL317343M,El burlador de Sevilla y convidado de piedra,spa,8470397737,Editorial Castalia,1997,231,11022292,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-011-OL317343M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,12,SPANISH_CANON,Fernando de Rojas,La Celestina,/works/OL8302251W,/books/OL13234064M,LA Celestina,spa,9788432069802,"Espasa Calpe Mexicana, S.A.",September 1995,,12667644,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-012-OL13234064M.jpeg,NO_PAGE_COUNT,
ES,INITIAL,13,SPANISH_CANON,Garcilaso de la Vega,Églogas,/works/OL9008675W,/books/OL13365123M,Églogas,spa,9788498162394,Linkgua S.L.,"January 1, 2007",108,3335736,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-013-OL13365123M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,14,SPANISH_CANON,San Juan de la Cruz,Cántico espiritual,/works/OL9122588W,/books/OL9153812M,Cantico espiritual,spa,9788496290174,Linkgua US,"January 24, 2007",220,2273042,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-014-OL9153812M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,17,SPANISH_CANON,Francisco de Quevedo,Sueños,/works/OL144959W,/books/OL1523600M,Sueños y discursos,spa,8470396641,Editorial Castalia,1993,1786,3960936,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-017-OL1523600M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,18,SPANISH_CANON,Luis de Góngora,Soledades,/works/OL9114997W,/books/OL9130082M,Soledades / Loneliness,spa,9788437601991,Ediciones Catedra S.A.,"June 30, 2004",174,2270380,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-018-OL9130082M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,19,SPANISH_CANON,Luis de Góngora,Fábula de Polifemo y Galatea,/works/OL2208037W,/books/OL3235091M,Fábula de Polifemo y Galatea,spa,843760379X,Cátedra,1983,173,4909765,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-019-OL3235091M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,20,SPANISH_CANON,José Cadalso,Cartas marruecas,/works/OL7567258W,/books/OL22450063M,Cartas marruecas / Noches lúgubres,spa,8437601452,Cátedra,1981,348,9246576,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-020-OL22450063M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,21,SPANISH_CANON,Leandro Fernández de Moratín,El sí de las niñas,/works/OL9117884W,/books/OL13056777M,El Si de Las Ninas,spa,9789561313767,Andres Bello,September 1998,,14632569,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-021-OL13056777M.jpeg,NO_PAGE_COUNT,
ES,INITIAL,22,SPANISH_CANON,Gustavo Adolfo Bécquer,Rimas y leyendas,/works/OL23779668W,/books/OL35328792M,Rimas y leyendas,spa,9789706271228,Época,1997,270,12146387,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-022-OL35328792M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,23,SPANISH_CANON,Benito Pérez Galdós,Fortunata y Jacinta,/works/OL815451W,/books/OL17918771M,Fortunata y Jacinta,spa | eng,8430621695,Taurus,1986,409,5388859,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-023-OL17918771M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,24,SPANISH_CANON,Benito Pérez Galdós,Misericordia,/works/OL7999209W,/books/OL9149202M,Misericordia,spa,9789561311824,Edicomunicacion,February 1998,,4916067,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-024-OL9149202M.jpeg,NO_PAGE_COUNT,
ES,INITIAL,25,SPANISH_CANON,Benito Pérez Galdós,Doña Perfecta,/works/OL16251424W,/books/OL22124910M,Dona Perfecta,spa,,D.C. Heath and company,1940,200,11010753,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-025-OL22124910M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,26,SPANISH_CANON,Benito Pérez Galdós,Tristana,/works/OL815443W,/books/OL14637522M,Tristana,spa,,Impr. de la Guirnalda,1892,252,9540696,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-026-OL14637522M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,28,SPANISH_CANON,Emilia Pardo Bazán,Los pazos de Ulloa,/works/OL637777W,/books/OL16169748M,Los Pazos de Ulloa,spa,0821911295,Universidad de Salamanca,1994,120,6661403,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-028-OL16169748M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,29,SPANISH_CANON,Emilia Pardo Bazán,La madre naturaleza,/works/OL637715W,/books/OL23309112M,La madre naturaleza,spa,,V. Prieto y Compañia,1910,375,6528155,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-029-OL23309112M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,30,SPANISH_CANON,Vicente Blasco Ibáñez,La barraca,/works/OL8253743W,/books/OL13192527M,La Barraca/ The Shack,spa,9788420657844,Alianza Editorial,"June 30, 2004",198,5258705,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-030-OL13192527M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,31,SPANISH_CANON,Vicente Blasco Ibáñez,Cañas y barro,/works/OL12416301W,/books/OL18444312M,Cañas y Barro,spa,8481302600,Bibliotex,2011,,7387161,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-031-OL18444312M.jpeg,NO_PAGE_COUNT,
ES,INITIAL,32,SPANISH_CANON,Miguel de Unamuno,Niebla,/works/OL9124012W,/books/OL9199641M,Niebla,spa,9789871187201,Terramar Ediciones,July 2005,239,1055752,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-032-OL9199641M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,33,SPANISH_CANON,Miguel de Unamuno,"San Manuel Bueno, mártir",/works/OL503616W,/books/OL25002204M,"San Manuel Bueno, mártir",spa | eng,9781589770591,Cervantes & Co,2009,101,13346195,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-033-OL25002204M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,34,SPANISH_CANON,Miguel de Unamuno,Abel Sánchez,/works/OL9124014W,/books/OL13198361M,Abel Sanchez,spa,9789872160340,Santiago Rueda,December 2004,95,3360362,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-034-OL13198361M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
ES,INITIAL,35,SPANISH_CANON,Pío Baroja,El árbol de la ciencia,/works/OL745027W,/books/OL11040483M,El árbol de la ciencia,spa,9780785950073,French & European Publications,1990,256,15153890,VALID_COVER,data/audit/reconstruction-ES-candidate-covers/ES-035-OL11040483M.jpeg,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages
