sha256,group_type,owner_count,source_type,source_identity,language,title,authors,edition_key,source_path,canonical_cover_file
f428e205582b58640af783ae9dcdcdaf9c3b3c4b9e15a801975e8f5d5e587386,WITHIN_KEEP,2,KEEP,/books/OL2720457M,LA,Magus mirabilis in Oz,L. Frank Baum,,data/covers/full/ol-cover-552443.jpg,data/covers/final/cover-f428e205582b58640af783ae9dcdcdaf9c3b3c4b9e15a801975e8f5d5e587386.jpg
f428e205582b58640af783ae9dcdcdaf9c3b3c4b9e15a801975e8f5d5e587386,WITHIN_KEEP,2,KEEP,/books/OL39481818M,NL,De tovenaar van Oz,L. Frank Baum,,data/covers/full/ol-cover-552443.jpg,data/covers/final/cover-f428e205582b58640af783ae9dcdcdaf9c3b3c4b9e15a801975e8f5d5e587386.jpg
5aff8135fd461a567e26075fe1835558e6fe6cce4ce8b71b8e851e02bd6d6bbd,WITHIN_KEEP,2,KEEP,/books/OL5919462M,LA,Alicia in Terra Mirabili,Lewis Carroll,,data/covers/full/ol-cover-10527843.jpg,data/covers/final/cover-5aff8135fd461a567e26075fe1835558e6fe6cce4ce8b71b8e851e02bd6d6bbd.jpg
5aff8135fd461a567e26075fe1835558e6fe6cce4ce8b71b8e851e02bd6d6bbd,WITHIN_KEEP,2,KEEP,/books/OL25414595M,NL,De avonturen van Alice in Wonderland,Lewis Carroll,,data/covers/full/ol-cover-10527843.jpg,data/covers/final/cover-5aff8135fd461a567e26075fe1835558e6fe6cce4ce8b71b8e851e02bd6d6bbd.jpg
d0e5e443e80fce2ac40cc2708a4db14b1e12bb76048f28849c2f6bcd23e064c3,WITHIN_KEEP,2,KEEP,/books/OL5437082M,LA,Apocolocyntosis divi Claudii,Seneca the Younger,,data/covers/full/ol-cover-332367.jpg,data/covers/final/cover-d0e5e443e80fce2ac40cc2708a4db14b1e12bb76048f28849c2f6bcd23e064c3.jpg
d0e5e443e80fce2ac40cc2708a4db14b1e12bb76048f28849c2f6bcd23e064c3,WITHIN_KEEP,2,KEEP,/books/OL23338171M,EN,The satire of Seneca on the Apotheosis of Claudius commonly called the Apocolocyntosis,Seneca the Younger,,data/covers/full/ol-cover-332367.jpg,data/covers/final/cover-d0e5e443e80fce2ac40cc2708a4db14b1e12bb76048f28849c2f6bcd23e064c3.jpg
2f5c31545ffc4c72987ae6b619eec342a5dbc635e3dd2cb0ad7beefdb7707e52,WITHIN_KEEP,2,KEEP,/books/OL13868653M,LA,L. Annaei Senecae Oedipus,Seneca the Younger,,data/covers/full/ol-cover-5493539.jpg,data/covers/final/cover-2f5c31545ffc4c72987ae6b619eec342a5dbc635e3dd2cb0ad7beefdb7707e52.jpg
2f5c31545ffc4c72987ae6b619eec342a5dbc635e3dd2cb0ad7beefdb7707e52,WITHIN_KEEP,2,KEEP,/books/OL15148768M,NL,"Oedipus, drama.",Seneca the Younger,,data/covers/full/ol-cover-5493539.jpg,data/covers/final/cover-2f5c31545ffc4c72987ae6b619eec342a5dbc635e3dd2cb0ad7beefdb7707e52.jpg
ebce723da341aee366f9bf5c96a6380311c7be6432a6aa00ce581f260c836ca6,WITHIN_KEEP,2,KEEP,/books/OL3055507M,LA,Thyestes,Seneca the Younger,,data/covers/full/ol-cover-4757201.jpg,data/covers/final/cover-ebce723da341aee366f9bf5c96a6380311c7be6432a6aa00ce581f260c836ca6.jpg
ebce723da341aee366f9bf5c96a6380311c7be6432a6aa00ce581f260c836ca6,WITHIN_KEEP,2,KEEP,/books/OL18227264M,IT,Tieste [di] Seneca.,Seneca the Younger,,data/covers/full/ol-cover-4757201.jpg,data/covers/final/cover-ebce723da341aee366f9bf5c96a6380311c7be6432a6aa00ce581f260c836ca6.jpg
600f7fe0a0fca7ec195e62bab61790f22153e5841c4e6bb58c7e1ce1842c5547,WITHIN_KEEP,3,KEEP,/books/OL23349269M,LA,Tragoediae,Seneca the Younger,,data/covers/full/ol-cover-5935378.jpg,data/covers/final/cover-600f7fe0a0fca7ec195e62bab61790f22153e5841c4e6bb58c7e1ce1842c5547.jpg
600f7fe0a0fca7ec195e62bab61790f22153e5841c4e6bb58c7e1ce1842c5547,WITHIN_KEEP,3,KEEP,/books/OL23349236M,EN,Tragedies.,Seneca the Younger,,data/covers/full/ol-cover-5935378.jpg,data/covers/final/cover-600f7fe0a0fca7ec195e62bab61790f22153e5841c4e6bb58c7e1ce1842c5547.jpg
600f7fe0a0fca7ec195e62bab61790f22153e5841c4e6bb58c7e1ce1842c5547,WITHIN_KEEP,3,KEEP,/books/OL21048892M,FR,... Tragédies ...,Seneca the Younger,,data/covers/full/ol-cover-5935378.jpg,data/covers/final/cover-600f7fe0a0fca7ec195e62bab61790f22153e5841c4e6bb58c7e1ce1842c5547.jpg
5b8f39575024daa3d66e9eca2ae6f6764678bdef469bad9224877a6846c95348,WITHIN_KEEP,3,KEEP,/books/OL7105458M,LA,The Utopia of Sir Thomas More,Thomas More,,data/covers/full/ol-cover-7222976.jpg,data/covers/final/cover-5b8f39575024daa3d66e9eca2ae6f6764678bdef469bad9224877a6846c95348.jpg
5b8f39575024daa3d66e9eca2ae6f6764678bdef469bad9224877a6846c95348,WITHIN_KEEP,3,KEEP,/books/OL24353152M,NL,"Het onbekend en wonderlijk eyland, Utopia",Thomas More,,data/covers/full/ol-cover-7222976.jpg,data/covers/final/cover-5b8f39575024daa3d66e9eca2ae6f6764678bdef469bad9224877a6846c95348.jpg
5b8f39575024daa3d66e9eca2ae6f6764678bdef469bad9224877a6846c95348,WITHIN_KEEP,3,KEEP,/books/OL4766475M,FR,La description de l'isle d'Utopie.,Thomas More,,data/covers/full/ol-cover-7222976.jpg,data/covers/final/cover-5b8f39575024daa3d66e9eca2ae6f6764678bdef469bad9224877a6846c95348.jpg
8acd6fe1c9b57c325ffcc7e6b502d8b68878b7950330a2c8d4b62ca7c0de3e45,WITHIN_KEEP,2,KEEP,/books/OL17496380M,IT,Diario della guerra del maiale,Adolfo Bioy Casares,,data/covers/full/ol-cover-5375062.jpg,data/covers/final/cover-8acd6fe1c9b57c325ffcc7e6b502d8b68878b7950330a2c8d4b62ca7c0de3e45.jpg
8acd6fe1c9b57c325ffcc7e6b502d8b68878b7950330a2c8d4b62ca7c0de3e45,WITHIN_KEEP,2,KEEP,/books/OL12467090M,FR,Journal de la guerre au cochon,Adolfo Bioy Casares,,data/covers/full/ol-cover-5375062.jpg,data/covers/final/cover-8acd6fe1c9b57c325ffcc7e6b502d8b68878b7950330a2c8d4b62ca7c0de3e45.jpg
4b6401fdf04df21bb1b7ee2d3f8190b1dc7a83d45d1f1dbe54b1fda5a5006402,WITHIN_KEEP,3,KEEP,/books/OL59568075M,IT,Oresteia,Aeschylus,,data/covers/full/ol-cover-6548168.jpg,data/covers/final/cover-4b6401fdf04df21bb1b7ee2d3f8190b1dc7a83d45d1f1dbe54b1fda5a5006402.jpg
4b6401fdf04df21bb1b7ee2d3f8190b1dc7a83d45d1f1dbe54b1fda5a5006402,WITHIN_KEEP,3,KEEP,/books/OL4465364M,ES,La Orestía,Aeschylus,,data/covers/full/ol-cover-6548168.jpg,data/covers/final/cover-4b6401fdf04df21bb1b7ee2d3f8190b1dc7a83d45d1f1dbe54b1fda5a5006402.jpg
4b6401fdf04df21bb1b7ee2d3f8190b1dc7a83d45d1f1dbe54b1fda5a5006402,WITHIN_KEEP,3,KEEP,/books/OL24180265M,EN,The Oresteia of Aeschylus,Aeschylus,,data/covers/full/ol-cover-6548168.jpg,data/covers/final/cover-4b6401fdf04df21bb1b7ee2d3f8190b1dc7a83d45d1f1dbe54b1fda5a5006402.jpg
09dfca3d96b73821912e75d82b46d384b0000a80fb8364411cd6bd06ec513b30,WITHIN_KEEP,2,KEEP,/books/OL62359759M,IT,Terra di Mezzo,Alan Dean Foster,,data/covers/full/ol-cover-207513.jpg,data/covers/final/cover-09dfca3d96b73821912e75d82b46d384b0000a80fb8364411cd6bd06ec513b30.jpg
09dfca3d96b73821912e75d82b46d384b0000a80fb8364411cd6bd06ec513b30,WITHIN_KEEP,2,KEEP,/books/OL27031284M,DE,Die denkenden Wälder,Alan Dean Foster,,data/covers/full/ol-cover-207513.jpg,data/covers/final/cover-09dfca3d96b73821912e75d82b46d384b0000a80fb8364411cd6bd06ec513b30.jpg
a41afdee866bf7ffa10eac97e30b382a60c78e881098931800b60f9c62d03b9d,WITHIN_KEEP,3,KEEP,/books/OL39813735M,IT,Gli anni,Annie Ernaux,,data/covers/full/ol-cover-968944.jpg,data/covers/final/cover-a41afdee866bf7ffa10eac97e30b382a60c78e881098931800b60f9c62d03b9d.jpg
a41afdee866bf7ffa10eac97e30b382a60c78e881098931800b60f9c62d03b9d,WITHIN_KEEP,3,KEEP,/books/OL12709707M,DE,Sich verlieren,Annie Ernaux,,data/covers/full/ol-cover-968944.jpg,data/covers/final/cover-a41afdee866bf7ffa10eac97e30b382a60c78e881098931800b60f9c62d03b9d.jpg
a41afdee866bf7ffa10eac97e30b382a60c78e881098931800b60f9c62d03b9d,WITHIN_KEEP,3,KEEP,/books/OL47301676M,NL,De jaren,Annie Ernaux,,data/covers/full/ol-cover-968944.jpg,data/covers/final/cover-a41afdee866bf7ffa10eac97e30b382a60c78e881098931800b60f9c62d03b9d.jpg
ac64dee5ab97b45823cdf367ffdc8431eb44ac96c4465548ab4dff2309bd0492,WITHIN_KEEP,3,KEEP,/books/OL32132773M,IT,Il posto,Annie Ernaux,,data/covers/full/ol-cover-3949712.jpg,data/covers/final/cover-ac64dee5ab97b45823cdf367ffdc8431eb44ac96c4465548ab4dff2309bd0492.jpg
ac64dee5ab97b45823cdf367ffdc8431eb44ac96c4465548ab4dff2309bd0492,WITHIN_KEEP,3,KEEP,/books/OL32582674M,DE,Der Platz,Annie Ernaux,,data/covers/full/ol-cover-3949712.jpg,data/covers/final/cover-ac64dee5ab97b45823cdf367ffdc8431eb44ac96c4465548ab4dff2309bd0492.jpg
ac64dee5ab97b45823cdf367ffdc8431eb44ac96c4465548ab4dff2309bd0492,WITHIN_KEEP,3,KEEP,/books/OL33646900M,FR,La place,Annie Ernaux,,data/covers/full/ol-cover-3949712.jpg,data/covers/final/cover-ac64dee5ab97b45823cdf367ffdc8431eb44ac96c4465548ab4dff2309bd0492.jpg
ed091261152a0c1315ad083b5dfb89c458e950ea0805d147abb42488a20f85dc,WITHIN_KEEP,3,KEEP,/books/OL47519662M,IT,La vergogna,Annie Ernaux,,data/covers/full/ol-cover-970078.jpg,data/covers/final/cover-ed091261152a0c1315ad083b5dfb89c458e950ea0805d147abb42488a20f85dc.jpg
ed091261152a0c1315ad083b5dfb89c458e950ea0805d147abb42488a20f85dc,WITHIN_KEEP,3,KEEP,/books/OL47317785M,DE,Die Scham,Annie Ernaux,,data/covers/full/ol-cover-970078.jpg,data/covers/final/cover-ed091261152a0c1315ad083b5dfb89c458e950ea0805d147abb42488a20f85dc.jpg
ed091261152a0c1315ad083b5dfb89c458e950ea0805d147abb42488a20f85dc,WITHIN_KEEP,3,KEEP,/books/OL746592M,FR,La honte,Annie Ernaux,,data/covers/full/ol-cover-970078.jpg,data/covers/final/cover-ed091261152a0c1315ad083b5dfb89c458e950ea0805d147abb42488a20f85dc.jpg
ebfde3a94a617a3423956b50a92da418c965ea93329dedf91cd35e23cb8c9807,WITHIN_KEEP,2,KEEP,/books/OL47938633M,IT,Pilota di guerra,Antoine de Saint-Exupéry,,data/covers/full/ol-cover-2210130.jpg,data/covers/final/cover-ebfde3a94a617a3423956b50a92da418c965ea93329dedf91cd35e23cb8c9807.jpg
ebfde3a94a617a3423956b50a92da418c965ea93329dedf91cd35e23cb8c9807,WITHIN_KEEP,2,KEEP,/books/OL36594772M,DE,Flug nach Arras,Antoine de Saint-Exupéry,,data/covers/full/ol-cover-2210130.jpg,data/covers/final/cover-ebfde3a94a617a3423956b50a92da418c965ea93329dedf91cd35e23cb8c9807.jpg
e26103651f4745f1b542ade4239bd3b13b335153ac5ede5c2ae602a03700152a,WITHIN_KEEP,4,KEEP,/books/OL38212484M,IT,Volo di notte,Antoine de Saint-Exupéry,,data/covers/full/ol-cover-116397.jpg,data/covers/final/cover-e26103651f4745f1b542ade4239bd3b13b335153ac5ede5c2ae602a03700152a.jpg
e26103651f4745f1b542ade4239bd3b13b335153ac5ede5c2ae602a03700152a,WITHIN_KEEP,4,KEEP,/books/OL9066682M,DE,Nachtflug. Roman. ( Erzähler- Bibliothek).,Antoine de Saint-Exupéry,,data/covers/full/ol-cover-116397.jpg,data/covers/final/cover-e26103651f4745f1b542ade4239bd3b13b335153ac5ede5c2ae602a03700152a.jpg
e26103651f4745f1b542ade4239bd3b13b335153ac5ede5c2ae602a03700152a,WITHIN_KEEP,4,KEEP,/books/OL24328789M,NL,Nachtvlucht,Antoine de Saint-Exupéry,,data/covers/full/ol-cover-116397.jpg,data/covers/final/cover-e26103651f4745f1b542ade4239bd3b13b335153ac5ede5c2ae602a03700152a.jpg
e26103651f4745f1b542ade4239bd3b13b335153ac5ede5c2ae602a03700152a,WITHIN_KEEP,4,KEEP,/books/OL27783416M,FR,Vol de nuit,Antoine de Saint-Exupéry,,data/covers/full/ol-cover-116397.jpg,data/covers/final/cover-e26103651f4745f1b542ade4239bd3b13b335153ac5ede5c2ae602a03700152a.jpg
228d9990ea3cf499669b35c026988ddbe23dcf04d3347eab07c5c71a0882289b,WITHIN_KEEP,2,KEEP,/books/OL22939038M,IT,Il dio delle piccole cose,Arundhati Roy,,data/covers/full/ol-cover-10513792.jpg,data/covers/final/cover-228d9990ea3cf499669b35c026988ddbe23dcf04d3347eab07c5c71a0882289b.jpg
228d9990ea3cf499669b35c026988ddbe23dcf04d3347eab07c5c71a0882289b,WITHIN_KEEP,2,KEEP,/books/OL35687461M,NL,De god van kleine dingen,Arundhati Roy,,data/covers/full/ol-cover-10513792.jpg,data/covers/final/cover-228d9990ea3cf499669b35c026988ddbe23dcf04d3347eab07c5c71a0882289b.jpg
7dff9e5e0451bf44d488f1413f855bc363f6d536fef8920d44ee546215f8f4e6,CROSS_KEEP_ACQUISITION,3,KEEP,/books/OL16522151M,IT,Autorità e individuo.,Bertrand Russell,,data/covers/full/ol-cover-8242875.jpg,data/covers/final/cover-7dff9e5e0451bf44d488f1413f855bc363f6d536fef8920d44ee546215f8f4e6.jpg
7dff9e5e0451bf44d488f1413f855bc363f6d536fef8920d44ee546215f8f4e6,CROSS_KEEP_ACQUISITION,3,KEEP,/books/OL13115373M,ES,Autoridad E Individuo,Bertrand Russell,,data/covers/full/ol-cover-8242875.jpg,data/covers/final/cover-7dff9e5e0451bf44d488f1413f855bc363f6d536fef8920d44ee546215f8f4e6.jpg
7dff9e5e0451bf44d488f1413f855bc363f6d536fef8920d44ee546215f8f4e6,CROSS_KEEP_ACQUISITION,3,ACQUISITION,/books/OL9227848M,EN,Authority and the Individual,Bertrand Russell,/books/OL9227848M,data/cache/en-mass-editorial-engine/covers/EN-OL9227848M.jpeg,data/covers/final/cover-7dff9e5e0451bf44d488f1413f855bc363f6d536fef8920d44ee546215f8f4e6.jpg
bae61170c7b1ea32c2fecf2a5c545899c913b1100cd9448f09e5840af364d680,WITHIN_KEEP,3,KEEP,/books/OL15457632M,IT,L' ABC della relatività.,Bertrand Russell,,data/covers/full/ol-cover-9321152.jpg,data/covers/final/cover-bae61170c7b1ea32c2fecf2a5c545899c913b1100cd9448f09e5840af364d680.jpg
bae61170c7b1ea32c2fecf2a5c545899c913b1100cd9448f09e5840af364d680,WITHIN_KEEP,3,KEEP,/books/OL15441187M,NL,Het ABC van de relativiteit.,Bertrand Russell,,data/covers/full/ol-cover-9321152.jpg,data/covers/final/cover-bae61170c7b1ea32c2fecf2a5c545899c913b1100cd9448f09e5840af364d680.jpg
bae61170c7b1ea32c2fecf2a5c545899c913b1100cd9448f09e5840af364d680,WITHIN_KEEP,3,KEEP,/books/OL15441198M,FR,ABC de la relativité.,Bertrand Russell,,data/covers/full/ol-cover-9321152.jpg,data/covers/final/cover-bae61170c7b1ea32c2fecf2a5c545899c913b1100cd9448f09e5840af364d680.jpg
a52d92c906d7f805ec9a3332cbef4976e25342f6356b790e9e8ec81b4dd7eca4,WITHIN_KEEP,2,KEEP,/books/OL16197094M,IT,L' analisi della materia.,Bertrand Russell,,data/covers/full/ol-cover-1601265.jpg,data/covers/final/cover-a52d92c906d7f805ec9a3332cbef4976e25342f6356b790e9e8ec81b4dd7eca4.jpg
a52d92c906d7f805ec9a3332cbef4976e25342f6356b790e9e8ec81b4dd7eca4,WITHIN_KEEP,2,KEEP,/books/OL20575117M,FR,L' analyse de la matiere.,Bertrand Russell,,data/covers/full/ol-cover-1601265.jpg,data/covers/final/cover-a52d92c906d7f805ec9a3332cbef4976e25342f6356b790e9e8ec81b4dd7eca4.jpg
be76f67ae9830dbd15f550e08158045dac1e3693e95c27cc57bc58f842b2e331,WITHIN_KEEP,3,KEEP,/books/OL878284M,IT,Storia delle conquiste umane,Daniel J. Boorstin,,data/covers/full/ol-cover-253601.jpg,data/covers/final/cover-be76f67ae9830dbd15f550e08158045dac1e3693e95c27cc57bc58f842b2e331.jpg
be76f67ae9830dbd15f550e08158045dac1e3693e95c27cc57bc58f842b2e331,WITHIN_KEEP,3,KEEP,/books/OL872653M,NL,De ontdekkers,Daniel J. Boorstin,,data/covers/full/ol-cover-253601.jpg,data/covers/final/cover-be76f67ae9830dbd15f550e08158045dac1e3693e95c27cc57bc58f842b2e331.jpg
be76f67ae9830dbd15f550e08158045dac1e3693e95c27cc57bc58f842b2e331,WITHIN_KEEP,3,KEEP,/books/OL872022M,FR,Les découvreurs,Daniel J. Boorstin,,data/covers/full/ol-cover-253601.jpg,data/covers/final/cover-be76f67ae9830dbd15f550e08158045dac1e3693e95c27cc57bc58f842b2e331.jpg
bd1a54999192f6a2d71fc5fec209c21ac54602f2988442aa5afd96c854653675,WITHIN_KEEP,3,KEEP,/books/OL32354389M,IT,Lo zoo umano,Desmond Morris,,data/covers/full/ol-cover-76492.jpg,data/covers/final/cover-bd1a54999192f6a2d71fc5fec209c21ac54602f2988442aa5afd96c854653675.jpg
bd1a54999192f6a2d71fc5fec209c21ac54602f2988442aa5afd96c854653675,WITHIN_KEEP,3,KEEP,/books/OL32817808M,ES,El zoo humano,Desmond Morris,,data/covers/full/ol-cover-76492.jpg,data/covers/final/cover-bd1a54999192f6a2d71fc5fec209c21ac54602f2988442aa5afd96c854653675.jpg
bd1a54999192f6a2d71fc5fec209c21ac54602f2988442aa5afd96c854653675,WITHIN_KEEP,3,KEEP,/books/OL47848270M,FR,Le zoo humain,Desmond Morris,,data/covers/full/ol-cover-76492.jpg,data/covers/final/cover-bd1a54999192f6a2d71fc5fec209c21ac54602f2988442aa5afd96c854653675.jpg
f3e80af5e96858f1da4e7243667d6dc6963e85c0d6bce025889fc5f318187bac,WITHIN_KEEP,2,KEEP,/books/OL20140192M,IT,Il negoziatore.,Frederick Forsyth,,data/covers/full/ol-cover-7398079.jpg,data/covers/final/cover-f3e80af5e96858f1da4e7243667d6dc6963e85c0d6bce025889fc5f318187bac.jpg
f3e80af5e96858f1da4e7243667d6dc6963e85c0d6bce025889fc5f318187bac,WITHIN_KEEP,2,KEEP,/books/OL21792313M,FR,Le négociateur,Frederick Forsyth,,data/covers/full/ol-cover-7398079.jpg,data/covers/final/cover-f3e80af5e96858f1da4e7243667d6dc6963e85c0d6bce025889fc5f318187bac.jpg
99091e24e5d04e65691054ca359e8c6498500cc515ad25d4d7905b3076aefae7,WITHIN_KEEP,3,KEEP,/books/OL27138573M,IT,I fratelli Karamazov,Fyodor Dostoyevsky,,data/covers/full/ol-cover-8272336.jpg,data/covers/final/cover-99091e24e5d04e65691054ca359e8c6498500cc515ad25d4d7905b3076aefae7.jpg
99091e24e5d04e65691054ca359e8c6498500cc515ad25d4d7905b3076aefae7,WITHIN_KEEP,3,KEEP,/books/OL37044481M,EN,The Brothers Karamazov,Fyodor Dostoyevsky,,data/covers/full/ol-cover-8272336.jpg,data/covers/final/cover-99091e24e5d04e65691054ca359e8c6498500cc515ad25d4d7905b3076aefae7.jpg
99091e24e5d04e65691054ca359e8c6498500cc515ad25d4d7905b3076aefae7,WITHIN_KEEP,3,KEEP,/books/OL26605105M,FR,Les frères Karamazov,Fyodor Dostoyevsky,,data/covers/full/ol-cover-8272336.jpg,data/covers/final/cover-99091e24e5d04e65691054ca359e8c6498500cc515ad25d4d7905b3076aefae7.jpg
2a1234fca7dc34f50e3ad40ef8dc3b839db28fb095bc4354507b7b79b13f758e,WITHIN_KEEP,3,KEEP,/books/OL19736211M,IT,Notizia di un sequestro,Gabriel García Márquez,,data/covers/full/ol-cover-10096625.jpg,data/covers/final/cover-2a1234fca7dc34f50e3ad40ef8dc3b839db28fb095bc4354507b7b79b13f758e.jpg
2a1234fca7dc34f50e3ad40ef8dc3b839db28fb095bc4354507b7b79b13f758e,WITHIN_KEEP,3,KEEP,/books/OL32130886M,NL,Ontvoeringsbericht,Gabriel García Márquez,,data/covers/full/ol-cover-10096625.jpg,data/covers/final/cover-2a1234fca7dc34f50e3ad40ef8dc3b839db28fb095bc4354507b7b79b13f758e.jpg
2a1234fca7dc34f50e3ad40ef8dc3b839db28fb095bc4354507b7b79b13f758e,WITHIN_KEEP,3,KEEP,/books/OL12467882M,FR,Journal d'un enlèvement,Gabriel García Márquez,,data/covers/full/ol-cover-10096625.jpg,data/covers/final/cover-2a1234fca7dc34f50e3ad40ef8dc3b839db28fb095bc4354507b7b79b13f758e.jpg
7a8c05a1fc021c4438286a10e766ddf5a93ac3e343e15467f3514c4b7cf03221,WITHIN_KEEP,3,KEEP,/books/OL35719243M,IT,1984,George Orwell,,data/covers/full/ol-cover-9267242.jpg,data/covers/final/cover-7a8c05a1fc021c4438286a10e766ddf5a93ac3e343e15467f3514c4b7cf03221.jpg
7a8c05a1fc021c4438286a10e766ddf5a93ac3e343e15467f3514c4b7cf03221,WITHIN_KEEP,3,KEEP,/books/OL24636613M,NL,1984,George Orwell,,data/covers/full/ol-cover-9267242.jpg,data/covers/final/cover-7a8c05a1fc021c4438286a10e766ddf5a93ac3e343e15467f3514c4b7cf03221.jpg
7a8c05a1fc021c4438286a10e766ddf5a93ac3e343e15467f3514c4b7cf03221,WITHIN_KEEP,3,KEEP,/books/OL8837183M,FR,1984,George Orwell,,data/covers/full/ol-cover-9267242.jpg,data/covers/final/cover-7a8c05a1fc021c4438286a10e766ddf5a93ac3e343e15467f3514c4b7cf03221.jpg
26ea9fe52fc1b2574706bb5be7e478c963764c80a18e04e15ea93200eb9b9551,WITHIN_KEEP,3,KEEP,/books/OL27068301M,IT,La fattoria degli animali,George Orwell,,data/covers/full/ol-cover-11261770.jpg,data/covers/final/cover-26ea9fe52fc1b2574706bb5be7e478c963764c80a18e04e15ea93200eb9b9551.jpg
26ea9fe52fc1b2574706bb5be7e478c963764c80a18e04e15ea93200eb9b9551,WITHIN_KEEP,3,KEEP,/books/OL25874368M,ES,Rebelión en la granja,George Orwell,,data/covers/full/ol-cover-11261770.jpg,data/covers/final/cover-26ea9fe52fc1b2574706bb5be7e478c963764c80a18e04e15ea93200eb9b9551.jpg
26ea9fe52fc1b2574706bb5be7e478c963764c80a18e04e15ea93200eb9b9551,WITHIN_KEEP,3,KEEP,/books/OL18430168M,NL,Dierenboerderij,George Orwell,,data/covers/full/ol-cover-11261770.jpg,data/covers/final/cover-26ea9fe52fc1b2574706bb5be7e478c963764c80a18e04e15ea93200eb9b9551.jpg
5cbca6a15e3f14954b9e30c92c29ef9e6e863084e1704dddee095881cca4ba1c,WITHIN_KEEP,2,KEEP,/books/OL36691977M,IT,L'uomo che credeva di non avere più tempo,Guillaume Musso,,data/covers/full/ol-cover-13223338.jpg,data/covers/final/cover-5cbca6a15e3f14954b9e30c92c29ef9e6e863084e1704dddee095881cca4ba1c.jpg
5cbca6a15e3f14954b9e30c92c29ef9e6e863084e1704dddee095881cca4ba1c,WITHIN_KEEP,2,KEEP,/books/OL31951800M,FR,Et après...,Guillaume Musso,,data/covers/full/ol-cover-13223338.jpg,data/covers/final/cover-5cbca6a15e3f14954b9e30c92c29ef9e6e863084e1704dddee095881cca4ba1c.jpg
ed821db0a1bfda253bd691367d087aa4b8a91c13eb2b35f681996535726794b0,WITHIN_KEEP,2,KEEP,/books/OL27083962M,IT,Quando si ama non scende mai la notte,Guillaume Musso,,data/covers/full/ol-cover-12866283.jpg,data/covers/final/cover-ed821db0a1bfda253bd691367d087aa4b8a91c13eb2b35f681996535726794b0.jpg
ed821db0a1bfda253bd691367d087aa4b8a91c13eb2b35f681996535726794b0,WITHIN_KEEP,2,KEEP,/books/OL47064723M,FR,Parce que je t'aime,Guillaume Musso,,data/covers/full/ol-cover-12866283.jpg,data/covers/final/cover-ed821db0a1bfda253bd691367d087aa4b8a91c13eb2b35f681996535726794b0.jpg
8b6d7bf749aba6aa2862b5ac43e5248dadf31b5c2c8f005d72de35825ddbfab4,WITHIN_KEEP,3,KEEP,/books/OL25562053M,IT,Sulla violenza,Hannah Arendt,,data/covers/full/ol-cover-6705630.jpg,data/covers/final/cover-8b6d7bf749aba6aa2862b5ac43e5248dadf31b5c2c8f005d72de35825ddbfab4.jpg
8b6d7bf749aba6aa2862b5ac43e5248dadf31b5c2c8f005d72de35825ddbfab4,WITHIN_KEEP,3,KEEP,/books/OL13192650M,ES,Sobre la violencia,Hannah Arendt,,data/covers/full/ol-cover-6705630.jpg,data/covers/final/cover-8b6d7bf749aba6aa2862b5ac43e5248dadf31b5c2c8f005d72de35825ddbfab4.jpg
8b6d7bf749aba6aa2862b5ac43e5248dadf31b5c2c8f005d72de35825ddbfab4,WITHIN_KEEP,3,KEEP,/books/OL19850467M,FR,Du mensonge à la violence : essai de politique contemporaine,Hannah Arendt,,data/covers/full/ol-cover-6705630.jpg,data/covers/final/cover-8b6d7bf749aba6aa2862b5ac43e5248dadf31b5c2c8f005d72de35825ddbfab4.jpg
cf29cc37fef71c876e967c3e5ca40a2b7d930193ed7b014190b559210c648a03,WITHIN_KEEP,4,KEEP,/books/OL16607252M,IT,Vita activa,Hannah Arendt,,data/covers/full/ol-cover-5746840.jpg,data/covers/final/cover-cf29cc37fef71c876e967c3e5ca40a2b7d930193ed7b014190b559210c648a03.jpg
cf29cc37fef71c876e967c3e5ca40a2b7d930193ed7b014190b559210c648a03,WITHIN_KEEP,4,KEEP,/books/OL47439639M,ES,La condición humana,Hannah Arendt,,data/covers/full/ol-cover-5746840.jpg,data/covers/final/cover-cf29cc37fef71c876e967c3e5ca40a2b7d930193ed7b014190b559210c648a03.jpg
cf29cc37fef71c876e967c3e5ca40a2b7d930193ed7b014190b559210c648a03,WITHIN_KEEP,4,KEEP,/books/OL46914490M,EN,The Human Condition,Hannah Arendt,,data/covers/full/ol-cover-5746840.jpg,data/covers/final/cover-cf29cc37fef71c876e967c3e5ca40a2b7d930193ed7b014190b559210c648a03.jpg
cf29cc37fef71c876e967c3e5ca40a2b7d930193ed7b014190b559210c648a03,WITHIN_KEEP,4,KEEP,/books/OL22183641M,FR,Condition de l'homme moderne =,Hannah Arendt,,data/covers/full/ol-cover-5746840.jpg,data/covers/final/cover-cf29cc37fef71c876e967c3e5ca40a2b7d930193ed7b014190b559210c648a03.jpg
f73f565f79c059cb8ae373ee591f4bfa0953cecdf2e97f56af895826acf788c7,WITHIN_KEEP,3,KEEP,/books/OL31955606M,IT,Bartleby lo scrivano,Herman Melville,,data/covers/full/ol-cover-10521439.jpg,data/covers/final/cover-f73f565f79c059cb8ae373ee591f4bfa0953cecdf2e97f56af895826acf788c7.jpg
