target_index,language,category,priority,target_author,target_work,query_mode,work_key,work_title,work_authors,edition_key,edition_title,edition_subtitle,edition_languages,isbn,publisher,publish_date,page_count,cover_id,title_score,author_score,candidate_score,cover_state,cover_width,cover_height,cover_format,cover_local_path,candidate_state,acquisition_search_state
11,IT,ITALIAN_CANON,1,Ludovico Ariosto,Satire,BROAD,/works/OL2899843W,Delle satire e rime,Lodovico Ariosto,/books/OL16942953M,Delle satire e rime,di M. Ludovico Ariosto libri due.,ita,,per Giovanni Pickard,1716,,,0.95,0.9375,0.85775,NOT_PROBED,,,,,REJECTED_CANDIDATE,
11,IT,ITALIAN_CANON,1,Ludovico Ariosto,Satire,BROAD,/works/OL2899848W,Le satire di Ludovico Ariosto,Lodovico Ariosto,/books/OL21325586M,Le satire di Ludovico Ariosto,,ita,,Sansoni,1942,,,0.95,0.9375,0.85775,NOT_PROBED,,,,,REJECTED_CANDIDATE,
11,IT,ITALIAN_CANON,1,Ludovico Ariosto,Satire,BROAD,/works/OL10501310W,The satires of Ludovico Ariosto,Lodovico Ariosto,/books/OL22174372M,The satires of Ludovico Ariosto,a Renaissance autobiography,eng | ita,0821401718,Ohio University Press,1976,,,0.95,0.9375,0.88775,NOT_PROBED,,,,,REJECTED_CANDIDATE,
12,IT,ITALIAN_CANON,1,Torquato Tasso,Gerusalemme liberata,TITLE_AUTHOR,/works/OL20121848W,La Gerusalemme liberata,Torquato Tasso,/books/OL27301793M,La Gerusalemme liberata,,ita,,Edoardo Perino,1890,,8776143,0.95,1.0,0.929,VALID_COVER,349,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-012-OL27301793M.jpeg,USABLE_CANDIDATE,
12,IT,ITALIAN_CANON,1,Torquato Tasso,Gerusalemme liberata,TITLE_ONLY,/works/OL36887490W,Gerusalemme liberata,Torquato Tasso | Lanfranco Caretti,/books/OL49823506M,Gerusalemme liberata,,ita,9788804563013,Laterza,1961,,,1.0,1.0,0.93,NOT_PROBED,,,,,REJECTED_CANDIDATE,
12,IT,ITALIAN_CANON,1,Torquato Tasso,Gerusalemme liberata,TITLE_AUTHOR,/works/OL43754246W,La Gerusalemme liberata,Torquato Tasso | Giambattista Bodoni,/books/OL59756230M,La Gerusalemme liberata,,ita,,G. C. Sansoni,1890,,,0.95,1.0,0.874,NOT_PROBED,,,,,REJECTED_CANDIDATE,
12,IT,ITALIAN_CANON,1,Torquato Tasso,Gerusalemme liberata,TITLE_AUTHOR,/works/OL43952309W,La Gerusalemme liberata,Torquato Tasso,/books/OL60026454M,La Gerusalemme liberata,,ita,,Nella stamperia di Luigi Chambeau ...,1764,,,0.95,1.0,0.874,NOT_PROBED,,,,,REJECTED_CANDIDATE,
12,IT,ITALIAN_CANON,1,Torquato Tasso,Gerusalemme liberata,TITLE_AUTHOR,/works/OL44485627W,La Gerusalemme liberata,Torquato Tasso,/books/OL60990458M,La Gerusalemme liberata,,ita,,Appresso i Fratelli Walther,1786,,,0.95,1.0,0.874,NOT_PROBED,,,,,REJECTED_CANDIDATE,
12,IT,ITALIAN_CANON,1,Torquato Tasso,Gerusalemme liberata,TITLE_AUTHOR,/works/OL44697432W,La Gerusalemme liberata,Torquato Tasso,/books/OL61133400M,La Gerusalemme liberata,,ita,,"Si vende in Livorno, presso Gio. Tomo. Masi e com.",1778,,,0.95,1.0,0.874,NOT_PROBED,,,,,REJECTED_CANDIDATE,
12,IT,ITALIAN_CANON,1,Torquato Tasso,Gerusalemme liberata,TITLE_AUTHOR,/works/OL44922637W,La Gerusalemme liberata,Torquato Tasso | Giovanni Gherardini,/books/OL61320794M,La Gerusalemme liberata,,ita,,,1881,,,0.95,1.0,0.849,NOT_PROBED,,,,,REJECTED_CANDIDATE,
13,IT,ITALIAN_CANON,1,Torquato Tasso,Aminta,TITLE_AUTHOR,/works/OL28198321W,Aminta e Rime,Torquato Tasso,/books/OL38604542M,Aminta e Rime,,ita,,G. Einaudi,1976,,,0.95,1.0,0.874,NOT_PROBED,,,,,REJECTED_CANDIDATE,
13,IT,ITALIAN_CANON,1,Torquato Tasso,Aminta,TITLE_AUTHOR,/works/OL502804W,Aminta e Rime,Torquato Tasso,/books/OL4996996M,Aminta e Rime,,ita,,G. Einaudi,1976,,,0.95,1.0,0.874,NOT_PROBED,,,,,REJECTED_CANDIDATE,
13,IT,ITALIAN_CANON,1,Torquato Tasso,Aminta,BROAD,/works/OL19815817W,Opere di Torquato Tasso,Torquato Tasso | Angelo Fabroni | Giovanni Gherardini,/books/OL50887722M,Opere Di Torquato Tasso,L'aminta e le Poesie Amorose...,ita,9781021590923,"Creative Media Partners, LLC",2023,,,0.95,1.0,0.904,NOT_PROBED,,,,,REJECTED_CANDIDATE,
13,IT,ITALIAN_CANON,1,Torquato Tasso,Aminta,TITLE_AUTHOR,/works/OL44295236W,Aminta,Torquato Tasso | Giulio Marzot,/books/OL60760095M,Aminta,,ita,,G.C. Sansoni,1928,,,1.0,1.0,0.9,NOT_PROBED,,,,,REJECTED_CANDIDATE,
13,IT,ITALIAN_CANON,1,Torquato Tasso,Aminta,TITLE_AUTHOR,/works/OL44697407W,Aminta,Torquato Tasso,/books/OL61042737M,Aminta,favola boschereccia,ita,,Per Vittorio Baldinj.,1581,,,1.0,1.0,0.9,NOT_PROBED,,,,,REJECTED_CANDIDATE,
13,IT,ITALIAN_CANON,1,Torquato Tasso,Aminta,BROAD,/works/OL44697407W,Aminta,Torquato Tasso,/books/OL61099049M,Aminta,favola boschereccia,ita,,Impresso co'caratteri Bodoniani,1792,,,1.0,1.0,0.9,NOT_PROBED,,,,,REJECTED_CANDIDATE,
13,IT,ITALIAN_CANON,1,Torquato Tasso,Aminta,TITLE_AUTHOR,/works/OL37748890W,Aminta,Torquato Tasso,/books/OL62263971M,Aminta,,ita,,F. Vallardi,1936,,,1.0,1.0,0.9,NOT_PROBED,,,,,REJECTED_CANDIDATE,
14,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Il Principe,TITLE_AUTHOR,/works/OL15390915W,Il principe e le deche,Niccolò Machiavelli,/books/OL24368954M,Il principe e le deche,,ita,,Instituto editoriale italiano,19uu,,6600736,0.95,1.0,0.929,VALID_COVER,318,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-014-OL24368954M.jpeg,USABLE_CANDIDATE,
14,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Il Principe,TITLE_AUTHOR,/works/OL15983W,Il principe e altri scritti,Niccolò Machiavelli,/books/OL5344658M,Il principe e altri scritti.,,ita,,Laterza,1962,,,0.95,1.0,0.874,NOT_PROBED,,,,,REJECTED_CANDIDATE,
14,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Il Principe,TITLE_AUTHOR,/works/OL42237825W,Il Principe,Niccolò Machiavelli,/books/OL57458182M,Il principe,,ita,,Giulio Einaudi,1977,,,1.0,1.0,0.9,NOT_PROBED,,,,,REJECTED_CANDIDATE,
14,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Il Principe,TITLE_AUTHOR,/works/OL45300540W,Il principe,Niccolò Machiavelli | Giuseppe Lisio,/books/OL61750709M,Il principe,,ita,,G.C. Sansoni,1935,,,1.0,1.0,0.9,NOT_PROBED,,,,,REJECTED_CANDIDATE,
15,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Discorsi sopra la prima deca di Tito Livio,BROAD,/works/OL1089260W,Discourses on Livy,Niccolò Machiavelli | Harvey C. Mansfield | Nathan Tarcov | Alissa Ardito | Ninian Hill Thomson | Henry Neville,/books/OL2500577M,Discorsi sopra la prima deca di Tito Livio,,ita,8817124753,Biblioteca universale Rizzoli,1984,,4139575,1.0,1.0,0.9850000000000001,VALID_COVER,128,212,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-015-OL2500577M.jpeg,USABLE_CANDIDATE,
15,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Discorsi sopra la prima deca di Tito Livio,TITLE_AUTHOR,/works/OL15980W,Discorsi sopra la prima deca di Tito Livio,Niccolò Machiavelli,/books/OL25091186M,Discorsi sopra la prima deca di Tito Livio,,ita,,,1824,,6965833,1.0,1.0,0.93,VALID_COVER,332,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-015-OL25091186M.jpeg,USABLE_CANDIDATE,
15,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Discorsi sopra la prima deca di Tito Livio,TITLE_AUTHOR,/works/OL28992290W,Principe,Niccolò Machiavelli,/books/OL46305279M,Principe,E Discorsi Sopra la Prima Deca Di Tito Livio,ita,9781016684361,"Creative Media Partners, LLC",2022,,,0.95,1.0,0.904,NOT_PROBED,,,,,REJECTED_CANDIDATE,
15,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Discorsi sopra la prima deca di Tito Livio,TITLE_AUTHOR,/works/OL39877049W,Discorsi Sopra la Prima Deca Di Tito Livio,Niccolò Machiavelli,/books/OL54305700M,Discorsi Sopra la Prima Deca Di Tito Livio,,ita,9781477662502,CreateSpace Independent Publishing Platform,2012,,,1.0,1.0,0.93,NOT_PROBED,,,,,REJECTED_CANDIDATE,
15,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Discorsi sopra la prima deca di Tito Livio,TITLE_AUTHOR,/works/OL40568682W,Discorsi Sopra la Prima Deca Di Tito Livio,Niccolò Machiavelli,/books/OL55421503M,Discorsi Sopra la Prima Deca Di Tito Livio,,ita,9781514124611,The Perfect Library,2015,,,1.0,1.0,0.93,NOT_PROBED,,,,,REJECTED_CANDIDATE,
15,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Discorsi sopra la prima deca di Tito Livio,TITLE_AUTHOR,/works/OL41167763W,Discorsi Sopra la Prima Deca Di Tito Livio,Niccolò Machiavelli,/books/OL55927513M,Discorsi Sopra la Prima Deca Di Tito Livio,,ita,9781981644902,CreateSpace Independent Publishing Platform,2017,,,1.0,1.0,0.93,NOT_PROBED,,,,,REJECTED_CANDIDATE,
15,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Discorsi sopra la prima deca di Tito Livio,TITLE_AUTHOR,/works/OL42217265W,Discorsi sopra la prima deca di Tito Livio,Niccolò Machiavelli,/books/OL57270465M,Discorsi sopra la prima deca di Tito Livio,,ita,,Successori Le Monnier,1887,,,1.0,1.0,0.9,NOT_PROBED,,,,,REJECTED_CANDIDATE,
15,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Discorsi sopra la prima deca di Tito Livio,TITLE_AUTHOR,/works/OL42850518W,Discorsi sopra la prima deca di Tito Livio,Niccolò Machiavelli,/books/OL58379457M,Discorsi sopra la prima deca di Tito Livio,,ita,,Successori Le Monnier,1912,,,1.0,1.0,0.9,NOT_PROBED,,,,,REJECTED_CANDIDATE,
15,IT,ITALIAN_CANON,1,Niccolò Machiavelli,Discorsi sopra la prima deca di Tito Livio,TITLE_AUTHOR,/works/OL44776504W,Discorsi sopra la prima deca di Tito Livio,Niccolò Machiavelli,/books/OL61134271M,Discorsi sopra la prima deca di Tito Livio,,ita,,Sonzogno,1931,,,1.0,1.0,0.9,NOT_PROBED,,,,,REJECTED_CANDIDATE,
16,IT,ITALIAN_CANON,1,Niccolò Machiavelli,La Mandragola,TITLE_AUTHOR,/works/OL27720052W,Principe ; La mandragola ; Clizia,Niccolò Machiavelli,/books/OL15476925M,Il principe,La mandragola ; Clizia,ita,,I libri di Gulliver,1986,,,0.95,1.0,0.874,NOT_PROBED,,,,,REJECTED_CANDIDATE,
16,IT,ITALIAN_CANON,1,Niccolò Machiavelli,La Mandragola,TITLE_AUTHOR,/works/OL15021781W,Le commedie,Niccolò Machiavelli,/books/OL16361701M,Le commedie,(La mandragola-Glizia),ita,,Unione Tipografico-Editrice Torinese,1900,,,0.95,1.0,0.874,NOT_PROBED,,,,,REJECTED_CANDIDATE,
