target_index,language,category,priority,target_author,target_work,query_mode,work_key,work_title,work_authors,edition_key,edition_title,edition_subtitle,edition_languages,isbn,publisher,publish_date,page_count,cover_id,title_score,author_score,candidate_score,cover_state,cover_width,cover_height,cover_format,cover_local_path,candidate_state,acquisition_search_state
38,IT,ITALIAN_CANON,1,Carlo Collodi,Le avventure di Pinocchio,TITLE_AUTHOR,/works/OL24205632W,Le avventure di Pinocchio,Carlo Collodi | Attilio Mussino,/books/OL31972103M,Le avventure di Pinocchio,storia di un burattino,ita,9788809205321,Giunti,1994,,10649332,1.0,1.0,0.9850000000000001,VALID_COVER,326,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-038-OL31972103M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
39,IT,ITALIAN_CANON,1,Edmondo De Amicis,Cuore,TITLE_AUTHOR,/works/OL8347320W,Cuore,Edmondo De Amicis,/books/OL9315206M,Cuore,Libro per i ragazzi,ita,9780543888792,Adamant Media Corporation,"August 24, 2001",,1276954,1.0,1.0,0.9850000000000001,VALID_COVER,318,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-039-OL9315206M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
40,IT,ITALIAN_CANON,1,Gabriele D'Annunzio,Il piacere,TITLE_AUTHOR,/works/OL27679291W,Il Piacere,Gabriele D'Annunzio,/books/OL38211551M,Il piacere,,ita,9788879837699,Newton Compton,1995,,12758237,1.0,1.0,0.9850000000000001,VALID_COVER,281,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-040-OL38211551M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
41,IT,ITALIAN_CANON,1,Gabriele D'Annunzio,Alcyone,TITLE_AUTHOR,/works/OL36887933W,Alcyone,Gabriele D'Annunzio,/books/OL49823969M,Alcyone,,ita,9788804500001,Oscar Mondadori,1982,,14866041,1.0,1.0,0.9850000000000001,VALID_COVER,298,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-041-OL49823969M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
42,IT,ITALIAN_CANON,1,Giovanni Pascoli,Myricae,TITLE_AUTHOR,/works/OL979197W,Tutte le poesie,Giovanni Pascoli,/books/OL22513224M,Tutte le poesie,"Myricae, Primi poemetti, Nuovi poemetti, Canti di Castelvecchio ...",ita,8882893367,Grandi tascabili economici Newton,2001,,4251174,0.95,1.0,0.9590000000000001,VALID_COVER,128,193,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-042-OL22513224M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
43,IT,ITALIAN_CANON,1,Giovanni Pascoli,Canti di Castelvecchio,TITLE_AUTHOR,/works/OL13160294W,Canti di Castelvecchio,Giovanni Pascoli,/books/OL20554002M,Canti di Castelvecchio,,ita,,N. Zanichelli,1905,,9756268,1.0,1.0,0.9550000000000001,VALID_COVER,328,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-043-OL20554002M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
44,IT,ITALIAN_CANON,1,Antonio Fogazzaro,Piccolo mondo antico,TITLE_AUTHOR,/works/OL2068288W,Piccolo mondo antico,Antonio Fogazzaro,/books/OL13502334M,The patriot =,(Piccolo mondo antico),eng | ita,,Copp Clark,1906,,5932116,1.0,1.0,0.9550000000000001,VALID_COVER,333,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-044-OL13502334M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
45,IT,ITALIAN_CANON,1,Grazia Deledda,Canne al vento,TITLE_AUTHOR,/works/OL1438050W,Canne al vento,Grazia Deledda | Qem Classic | A. Tuccillo | Martha King | Dolores Turchi | Guro Verlag,/books/OL39485072M,Canne al vento,,ita,9788823902756,Orsa Maggiore,1993,,12890201,1.0,1.0,0.9850000000000001,VALID_COVER,300,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-045-OL39485072M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
46,IT,ITALIAN_CANON,1,Grazia Deledda,Elias Portolu,TITLE_AUTHOR,/works/OL24463802W,Elias Portolu,Grazia Deledda,/books/OL32406019M,Elias Portolu,,ita,9788804093671,Mondadori,1994,,11067984,1.0,1.0,0.9850000000000001,VALID_COVER,284,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-046-OL32406019M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
47,IT,ITALIAN_CANON,1,Italo Svevo,Una vita,,,,,,,,,,,,,,,,,,,,,,,NO_USABLE_CANDIDATE
