target_index,language,category,priority,target_author,target_work,query_mode,work_key,work_title,work_authors,edition_key,edition_title,edition_subtitle,edition_languages,isbn,publisher,publish_date,page_count,cover_id,title_score,author_score,candidate_score,cover_state,cover_width,cover_height,cover_format,cover_local_path,candidate_state,acquisition_search_state
23,ES,SPANISH_CANON,1,Benito Pérez Galdós,Fortunata y Jacinta,TITLE_AUTHOR,/works/OL815451W,Fortunata y Jacinta,Benito Pérez Galdós,/books/OL17918771M,Fortunata y Jacinta,,spa | eng,8430621695,Taurus,1986,,5388859,1.0,1.0,0.9850000000000001,VALID_COVER,128,204,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-023-OL17918771M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
24,ES,SPANISH_CANON,1,Benito Pérez Galdós,Misericordia,TITLE_AUTHOR,/works/OL7999209W,Misericordia,Benito Pérez Galdós,/books/OL9149202M,Misericordia,,spa,9789561311824,Edicomunicacion,February 1998,,4916067,1.0,1.0,0.9850000000000001,VALID_COVER,128,201,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-024-OL9149202M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
25,ES,SPANISH_CANON,1,Benito Pérez Galdós,Doña Perfecta,TITLE_AUTHOR,/works/OL16251424W,Dona Perfecta,Benito Pérez Galdós,/books/OL22124910M,Dona Perfecta,"adapted for early reading with notes, exercises, and vocabulary",spa,,D.C. Heath and company,1940,,11010753,1.0,1.0,0.9550000000000001,VALID_COVER,314,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-025-OL22124910M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
26,ES,SPANISH_CANON,1,Benito Pérez Galdós,Tristana,TITLE_AUTHOR,/works/OL815443W,Tristana,Benito Pérez Galdós,/books/OL14637522M,Tristana,,spa,,Impr. de la Guirnalda,1892,,9540696,1.0,1.0,0.9550000000000001,VALID_COVER,324,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-026-OL14637522M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
27,ES,SPANISH_CANON,1,Leopoldo Alas Clarín,La Regenta,,,,,,,,,,,,,,,,,,,,,,,NO_USABLE_CANDIDATE
28,ES,SPANISH_CANON,1,Emilia Pardo Bazán,Los pazos de Ulloa,TITLE_AUTHOR,/works/OL637777W,Los Pazos de Ulloa,Emilia Pardo Bazán,/books/OL16169748M,Los Pazos de Ulloa,,spa,0821911295,Universidad de Salamanca,1994,,6661403,1.0,1.0,0.9850000000000001,VALID_COVER,301,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-028-OL16169748M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
29,ES,SPANISH_CANON,1,Emilia Pardo Bazán,La madre naturaleza,TITLE_AUTHOR,/works/OL637715W,La madre naturaleza,Emilia Pardo Bazán,/books/OL23309112M,La madre naturaleza,,spa,,V. Prieto y Compañia,1910,,6528155,1.0,1.0,0.9550000000000001,VALID_COVER,285,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-029-OL23309112M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
30,ES,SPANISH_CANON,1,Vicente Blasco Ibáñez,La barraca,TITLE_AUTHOR,/works/OL8253743W,La Barraca/ The Shack,Vicente Blasco Ibáñez,/books/OL13192527M,La Barraca/ The Shack,,spa,9788420657844,Alianza Editorial,"June 30, 2004",,5258705,0.95,1.0,0.9590000000000001,VALID_COVER,128,200,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-030-OL13192527M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
31,ES,SPANISH_CANON,1,Vicente Blasco Ibáñez,Cañas y barro,BROAD,/works/OL12416301W,Cañas y barro,Vicente Blasco Ibáñez,/books/OL18444312M,Cañas y Barro,,spa,8481302600,Bibliotex,2011,,7387161,1.0,1.0,0.9850000000000001,VALID_COVER,296,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-031-OL18444312M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
32,ES,SPANISH_CANON,1,Miguel de Unamuno,Niebla,TITLE_AUTHOR,/works/OL9124012W,Niebla,Miguel de Unamuno,/books/OL9199641M,Niebla,,spa,9789871187201,Terramar Ediciones,July 2005,,1055752,1.0,1.0,0.9850000000000001,VALID_COVER,347,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-032-OL9199641M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
33,ES,SPANISH_CANON,1,Miguel de Unamuno,"San Manuel Bueno, mártir",TITLE_AUTHOR,/works/OL503616W,"San Manuel Bueno, mártir",Miguel de Unamuno,/books/OL25002204M,"San Manuel Bueno, mártir",,spa | eng,9781589770591,Cervantes & Co,2009,,13346195,1.0,1.0,0.9850000000000001,VALID_COVER,336,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-033-OL25002204M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
34,ES,SPANISH_CANON,1,Miguel de Unamuno,Abel Sánchez,TITLE_AUTHOR,/works/OL9124014W,Abel Sanchez,Miguel de Unamuno,/books/OL13198361M,Abel Sanchez,,spa,9789872160340,Santiago Rueda,December 2004,,3360362,1.0,1.0,0.9850000000000001,VALID_COVER,128,180,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-034-OL13198361M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
35,ES,SPANISH_CANON,1,Pío Baroja,El árbol de la ciencia,TITLE_AUTHOR,/works/OL745027W,El árbol de la ciencia,Pío Baroja,/books/OL11040483M,El árbol de la ciencia,,spa,9780785950073,French & European Publications,1990,,15153890,1.0,1.0,0.9850000000000001,VALID_COVER,336,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-035-OL11040483M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
36,ES,SPANISH_CANON,1,Pío Baroja,Zalacaín el aventurero,,,,,,,,,,,,,,,,,,,,,,,NO_USABLE_CANDIDATE
37,ES,SPANISH_CANON,1,Ramón del Valle-Inclán,Luces de bohemia,TITLE_AUTHOR,/works/OL26419966W,Luces de bohemia,Ramón del Valle-Inclán,/books/OL10293903M,Luces De Bohemia = Bohemian Lights,Esperpento (Edinburgh Bilingual Library ; 10),eng | spa,9780292746107,Univ of Texas Press,June 1976,,10577773,1.0,1.0,0.9850000000000001,VALID_COVER,274,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-037-OL10293903M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
38,ES,SPANISH_CANON,1,Ramón del Valle-Inclán,Sonata de otoño,,,,,,,,,,,,,,,,,,,,,,,NO_USABLE_CANDIDATE
39,ES,SPANISH_CANON,1,Antonio Machado,Campos de Castilla,TITLE_AUTHOR,/works/OL6359127W,Campos de Castilla,Antonio Machado,/books/OL9130317M,Campos de Castilla,,spa,9788437608662,Ediciones Catedra S.A.,"June 30, 2006",,1047499,1.0,1.0,0.9850000000000001,VALID_COVER,316,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-039-OL9130317M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
40,ES,SPANISH_CANON,1,Antonio Machado,"Soledades, galerías y otros poemas",TITLE_AUTHOR,/works/OL1344066W,Soledades / Galerías / Otros poemas,Antonio Machado,/books/OL33212864M,"Soledades, Galerías y otros poemas",,spa,,Calpe,1919,,11923533,1.0,1.0,0.9550000000000001,VALID_COVER,314,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-040-OL33212864M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
41,ES,SPANISH_CANON,1,Juan Ramón Jiménez,Platero y yo,TITLE_AUTHOR,/works/OL27155514W,Platero y yo,Juan Ramón Jiménez | Concha Lopez Narvaez,/books/OL13276149M,Platero y yo,contado por Concha López Narváez,spa,9788466751865,Anaya,2006,,7289997,1.0,1.0,0.9850000000000001,VALID_COVER,129,164,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-041-OL13276149M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
