language,category,policy_author,tier,max_selected,max_total,work_key,work_title,work_authors,author_score,first_publish_year,edition_key,edition_title,edition_subtitle,edition_languages,edition_title_score,isbn,publisher,publish_date,page_count,cover_id,cover_state,cover_width,cover_height,cover_format,cover_local_path,collection_flag,suspicious_flag,pre_cover_score,final_score,classification,classification_reason,selection_state,selection_reason,page_count_state,page_count_source,cross_language_collision,cross_language_owner_count
NL,CONTEMPORARY,Adriaan van Dis,1,8,12,/works/OL2415128W,"Zilver, of, Het verlies van de onschuld",Adriaan van Dis,1.0000,1988,/books/OL2236422M,"Zilver, of, Het verlies van de onschuld",,dut,1.0000,9029039396,Meulenhoff,1988,159,12161369,VALID_COVER,300,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL2236422M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_TIER1_EXTENSION,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Anna Enquist,1,7,10,/works/OL17589518W,Quatuor,Anna Enquist,1.0000,2016,/books/OL26192725M,Quatuor,,dut,1.0000,9782330057961,Actes Sud,2016,300,7877597,VALID_COVER,264,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL26192725M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_TIER1_EXTENSION,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Anna Enquist,1,7,10,/works/OL30942350W,Sloop,Anna Enquist,1.0000,2021,/books/OL42508395M,Sloop,,dut,1.0000,9789029545136,Arbeiderspers,2021,304,13012244,VALID_COVER,314,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL42508395M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_TIER1_EXTENSION,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Anna Enquist,1,7,10,/works/OL817053W,The fire was here,Anna Enquist,1.0000,2003,/books/OL3320848M,The fire was here,poems about mothers and children,eng | dut,1.0000,1902881818,Toby Press,2003,99,2106742,VALID_COVER,286,475,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL3320848M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_TIER1_EXTENSION,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Stefan Hertmans,1,7,10,/works/OL974323W,Sneeuwdoosjes,Stefan Hertmans,1.0000,1989,/books/OL1805384M,Sneeuwdoosjes,Essays over literatuur,dut,1.0000,9789029036726,Meulenhoff,1989,176,6832153,VALID_COVER,312,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL1805384M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_TIER1_EXTENSION,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Stefan Hertmans,1,7,10,/works/OL15869570W,Zoutsneeuw,Stefan Hertmans,1.0000,1987,/books/OL24778124M,Zoutsneeuw,Elegieën,dut,1.0000,9789029022194,Meulenhoff,1987,48,6832139,VALID_COVER,310,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL24778124M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_TIER1_EXTENSION,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Herman Koch,1,8,12,/works/OL16807734W,Over de lengte van een gang,Herman Koch,1.0000,,/books/OL25432000M,Over de lengte van een gang,,dut,1.0000,9789085161615,B for Books,,,7263293,VALID_COVER,342,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL25432000M.jpeg,NO,NO,163.0000,197.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,NO_PAGE_COUNT,,NO,1
NL,CONTEMPORARY,Anna Enquist,1,7,10,/works/OL16798564W,Grieks voetbal,Anna Enquist,1.0000,,/books/OL25420220M,Grieks voetbal,,dut,1.0000,9789085161936,B for Books,,,7245778,VALID_COVER,346,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL25420220M.jpeg,NO,NO,163.0000,197.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_TIER1_EXTENSION,NO_PAGE_COUNT,,NO,1
NL,CONTEMPORARY,Arnon Grunberg,1,10,15,/works/OL15169001W,"De advocaat, de leerlooier en de forellen",Arnon Grunberg,1.0000,1994,/books/OL24300732M,"De advocaat, de leerlooier en de forellen",,dut,1.0000,,Boekhandel Lankamp & Brinkman,1994,,6426468,VALID_COVER,283,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL24300732M.jpeg,NO,NO,161.0000,190.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,NO_PAGE_COUNT,,NO,1
NL,CONTEMPORARY,Herman Koch,1,8,12,/works/OL2486920W,"Red ons, Maria Montanelli",Herman Koch,1.0000,1989,/books/OL25938087M,"Red ons, Maria Montanelli",,dut,1.0000,,De Volkskrant,2011,,7438055,VALID_COVER,336,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL25938087M.jpeg,NO,NO,161.0000,190.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,NO_PAGE_COUNT,,NO,1
NL,CONTEMPORARY,Stefan Hertmans,1,7,10,/works/OL15866781W,Ademzuil,Stefan Hertmans,1.0000,1984,/books/OL24775414M,Ademzuil,,dut,1.0000,,Grijm,1984,100,6829352,VALID_COVER,333,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL24775414M.jpeg,NO,NO,161.0000,190.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_TIER1_EXTENSION,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Kader Abdolah,1,8,12,/works/OL17107494W,De man,Kader Abdolah,1.0000,,/books/OL25677889M,De man,,dut,1.0000,,Wolters-Noordhoff,,,7347809,VALID_COVER,282,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL25677889M.jpeg,NO,NO,157.0000,186.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,NO_PAGE_COUNT,,NO,1
NL,CONTEMPORARY,Annelies Verbeke,2,6,9,/works/OL23244072W,Veronderstellingen,Annelies Verbeke,1.0000,2012,/books/OL31080798M,Veronderstellingen,,dut,1.0000,9789044523744,De Geus,2012,185,14006300,VALID_COVER,311,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL31080798M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Esther Gerritsen,2,6,9,/works/OL23424339W,Dorst,Esther Gerritsen,1.0000,2012,/books/OL31281646M,Dorst,,dut,1.0000,9789044525182,De Geus,2012,216,12925137,VALID_COVER,289,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL31281646M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Esther Gerritsen,2,6,9,/works/OL37982932W,Gebied 19,Esther Gerritsen,1.0000,2023,/books/OL51439181M,Gebied 19,,dut,1.0000,9789044547917,de Geus,2023,212,14598197,VALID_COVER,312,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL51439181M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Esther Gerritsen,2,6,9,/works/OL27975419W,Jij hebt iets leuks over je,Esther Gerritsen,1.0000,2011,/books/OL38246503M,Jij hebt iets leuks over je,,dut,1.0000,9789044518788,De Geus,2011,219,12792753,VALID_COVER,288,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL38246503M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Esther Gerritsen,2,6,9,/works/OL24712513W,Toneel,Esther Gerritsen,1.0000,2004,/books/OL32804131M,Toneel,1999-2003,dut,1.0000,9789044504231,De Geus,2004,221,11436322,VALID_COVER,304,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL32804131M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Griet Op de Beeck,2,6,9,/works/OL24440493W,Het beste wat we hebben,Griet Op de Beeck,1.0000,2017,/books/OL32371211M,Het beste wat we hebben,,dut,1.0000,9789044629378,Prometheus,"Sep 22, 2017",318,11025814,VALID_COVER,322,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL32371211M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Griet Op de Beeck,2,6,9,/works/OL24318637W,Kom hier dat ik u kus,Griet Op de Beeck,1.0000,2014,/books/OL32180693M,Kom hier dat ik u kus,,dut,1.0000,9789044623109,Prometheus,"Sep 26, 2014",381,10836746,VALID_COVER,312,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL32180693M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Lize Spit,2,5,8,/works/OL34323377W,Het smelt,Lize Spit,1.0000,2015,/books/OL46543686M,Het smelt,,dut,1.0000,9789082410617,Das Mag Uitgeverij B.V.,"Nov 20, 2015",480,13303384,VALID_COVER,312,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL46543686M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Lize Spit,2,5,8,/works/OL24326452W,Ik ben er niet,Lize Spit,1.0000,2020,/books/OL32195464M,Ik ben er niet,,dut,1.0000,9789493168718,Das Mag Uitgeverij B.V.,"Dec 10, 2020",570,10846568,VALID_COVER,313,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL32195464M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Manon Uphoff,2,6,9,/works/OL23920980W,De bastaard,Manon Uphoff,1.0000,2004,/books/OL31626978M,De bastaard,novelle,dut,1.0000,9057593947,Podium,2004,89,12172626,VALID_COVER,321,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL31626978M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Manon Uphoff,2,6,9,/works/OL23217759W,De ochtend valt,Manon Uphoff,1.0000,2012,/books/OL31052779M,De ochtend valt,novelle,dut,1.0000,9789023463115,De Bezige Bij,2012,60,12624638,VALID_COVER,300,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL31052779M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Manon Uphoff,2,6,9,/works/OL26413031W,De zoetheid van geweld,Manon Uphoff,1.0000,2013,/books/OL35658102M,De zoetheid van geweld,,dut,1.0000,9789023473688,De Bezige Bij,2013,190,12364728,VALID_COVER,291,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL35658102M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Manon Uphoff,2,6,9,/works/OL24013668W,Koudvuur,Manon Uphoff,1.0000,2005,/books/OL36695804M,Koudvuur,roman,dut,1.0000,9789023422167,De Bezige Bij,2006,174,12583502,VALID_COVER,290,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL36695804M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Manon Uphoff,2,6,9,/works/OL24317781W,Vallen is als vliegen,Manon Uphoff,1.0000,2018,/books/OL32178843M,Vallen is als vliegen,,dut,1.0000,9789021408026,Querido,"Jan 30, 2018",208,10835800,VALID_COVER,314,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL32178843M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Marente de Moor,2,6,9,/works/OL22368164W,De Nederlandse maagd,Marente de Moor,1.0000,2010,/books/OL32092459M,De Nederlandse maagd,,dut,1.0000,9789021440293,Querido,2011,297,10747427,VALID_COVER,303,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL32092459M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Marente de Moor,2,6,9,/works/OL941330W,De overtreder,Marente de Moor,1.0000,2007,/books/OL16825588M,De overtreder,roman,dut,1.0000,9789021433530,Querido,2007,244,11617239,VALID_COVER,288,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL16825588M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Marente de Moor,2,6,9,/works/OL941331W,Petersburgse vertellingen,Marente de Moor,1.0000,1999,/books/OL125074M,Petersburgse vertellingen,fragmenten van de Russische werkelijkheid,dut,1.0000,9025497624,Contact,1999,110,6327877,VALID_COVER,344,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL125074M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Peter Terrin,2,6,9,/works/OL17362801W,Post Mortem,Peter Terrin,1.0000,2012,/books/OL31052273M,Post mortem,roman,dut,1.0000,9789029583442,De Arbeiderspers,2012,283,13104772,VALID_COVER,307,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL31052273M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Saskia Noort,2,7,10,/works/OL26184134W,Aan de goede kant van 30,Saskia Noort,1.0000,2005,/books/OL35334036M,Aan de goede kant van 30,,dut,1.0000,9789041409843,Anthos,2005,165,12154752,VALID_COVER,292,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL35334036M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Saskia Noort,2,7,10,/works/OL45586866W,Adem,Saskia Noort,1.0000,2025,/books/OL62083371M,Adem,thriller,dut,1.0000,9789044369267,The House of Books,24 September 2025,256,15225998,VALID_COVER,320,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL62083371M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Saskia Noort,2,7,10,/works/OL17203627W,Afgunst,Saskia Noort,1.0000,2007,/books/OL25775413M,Afgunst,,dut,1.0000,9789059650497,Stichting Collectieve Propaganda van het Nederlandse Boek,2007,,7371263,VALID_COVER,331,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL25775413M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,NO_PAGE_COUNT,,NO,1
NL,CONTEMPORARY,Saskia Noort,2,7,10,/works/OL20906472W,De eetclub,Saskia Noort,1.0000,2006,/books/OL32867868M,De eetclub,,dut,1.0000,9789041409218,Anthos,2007,238,11500939,VALID_COVER,323,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL32867868M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Saskia Noort,2,7,10,/works/OL17366771W,De verbouwing,Saskia Noort,1.0000,2009,/books/OL25945566M,De verbouwing,,dut,1.0000,9789041409713,Anthos,[2009],,7444999,VALID_COVER,313,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL25945566M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,NO_PAGE_COUNT,,NO,1
NL,CONTEMPORARY,Saskia Noort,2,7,10,/works/OL24173760W,Debet,Saskia Noort,1.0000,2014,/books/OL31911578M,Debet,,dut,1.0000,9789026328824,Ambo|Anthos,2014,253,10591842,VALID_COVER,321,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL31911578M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Saskia Noort,2,7,10,/works/OL44255136W,Huidpijn,Saskia Noort,1.0000,2016,/books/OL60491860M,Huidpijn,,dut,1.0000,9789026331398,Ambo|Anthos,"July 5, 2016",288,15133370,VALID_COVER,326,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL60491860M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Saskia Noort,2,7,10,/works/OL19964029W,Koorts,Saskia Noort,1.0000,2011,/books/OL27144248M,Koorts,,dut,1.0000,9789041417664,Anthos,11-11-2011,267,14841240,VALID_COVER,316,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL27144248M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Saskia Noort,2,7,10,/works/OL8937618W,Nieuwe buren,Saskia Noort,1.0000,2006,/books/OL9099501M,Nieuwe buren,,dut,1.0000,9041409696,Anthos,2006,279,7358749,VALID_COVER,315,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL9099501M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Saskia Noort,2,7,10,/works/OL24302287W,Terug naar de kust,Saskia Noort,1.0000,2004,/books/OL35638728M,Terug naar de kust,,dut,1.0000,9789041413475,Anthos,2008,244,12345761,VALID_COVER,304,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL35638728M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Simone van der Vlugt,2,8,12,/works/OL16800672W,Aan niemand vertellen,Simone van der Vlugt,1.0000,2012,/books/OL25422848M,Aan niemand vertellen,,dut,1.0000,9789041423474,Anthos,2012,,7251150,VALID_COVER,250,395,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL25422848M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,NO_PAGE_COUNT,,NO,1
NL,CONTEMPORARY,Simone van der Vlugt,2,8,12,/works/OL20936876W,De reünie,Simone van der Vlugt,1.0000,2004,/books/OL28366163M,De reünie,,dut,1.0000,9789041418531,Anthos,2011,358,10305306,VALID_COVER,324,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL28366163M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Simone van der Vlugt,2,8,12,/works/OL24269313W,Herfstlied,Simone van der Vlugt,1.0000,2010,/books/OL32104800M,Herfstlied,,dut,1.0000,9789041415929,Anthos,2010,,10762042,VALID_COVER,321,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL32104800M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,NO_PAGE_COUNT,,NO,1
NL,CONTEMPORARY,Simone van der Vlugt,2,8,12,/works/OL24442457W,Hester de witte heks,Simone van der Vlugt,1.0000,2001,/books/OL32373864M,Hester de witte heks,,dut,1.0000,9789027681805,Zwijsen,2001,82,11030300,VALID_COVER,305,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL32373864M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Simone van der Vlugt,2,8,12,/works/OL24269387W,Het laatste offer,Simone van der Vlugt,1.0000,2008,/books/OL32104895M,Het laatste offer,,dut,1.0000,9789041412973,Anthos,2008,310,10762169,VALID_COVER,307,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL32104895M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Simone van der Vlugt,2,8,12,/works/OL33327566W,"Jacoba, dochter van Holland",Simone van der Vlugt,1.0000,2009,/books/OL45229982M,"Jacoba, dochter van Holland",,dut,1.0000,9789041415318,Anthos,2009,317,15142343,VALID_COVER,319,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL45229982M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Simone van der Vlugt,2,8,12,/works/OL15515870W,Jehanne,Simone van der Vlugt,1.0000,2001,/books/OL24475343M,Jehanne,,dut,1.0000,9056373439,Lemniscaat,2001,208,13636949,VALID_COVER,336,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL24475343M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Simone van der Vlugt,2,8,12,/works/OL26171618W,Mijn zusje wordt vermist,Simone van der Vlugt,1.0000,1999,/books/OL35320619M,Mijn zusje wordt vermist,,dut,1.0000,9789027643193,Zwijsen,1999,76,12131856,VALID_COVER,296,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL35320619M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Simone van der Vlugt,2,8,12,/works/OL24290121W,Op klaarlichte dag,Simone van der Vlugt,1.0000,2011,/books/OL32130973M,Op klaarlichte dag,,dut,1.0000,9789041418159,Anthos,2011,279,10793435,VALID_COVER,313,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL32130973M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
NL,CONTEMPORARY,Simone van der Vlugt,2,8,12,/works/OL17352652W,Schaduwzuster,Simone van der Vlugt,1.0000,2011,/books/OL25930318M,Schaduwzuster,,dut,1.0000,9789041420343,Anthos,2011,,7430565,VALID_COVER,328,500,JPEG,data/cache/nl-mass-editorial-engine/covers/NL-OL25930318M.jpeg,NO,NO,147.0000,181.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,CATEGORY_TARGET_NORMAL_CAP,NO_PAGE_COUNT,,NO,1
