language,category,policy_author,tier,max_selected,max_total,work_key,work_title,work_authors,author_score,first_publish_year,edition_key,edition_title,edition_subtitle,edition_languages,edition_title_score,isbn,publisher,publish_date,page_count,cover_id,cover_state,cover_width,cover_height,cover_format,cover_local_path,collection_flag,suspicious_flag,pre_cover_score,final_score,classification,classification_reason,selection_state,selection_reason,page_count_state,page_count_source,cross_language_collision,cross_language_owner_count
EN,ENGLISH_LANGUAGE_CANON,Henry James,1,9,13,/works/OL276426W,Embarrassments,Henry James,1.0000,1896,/books/OL4448109M,Embarrassments.,,eng,1.0000,0836933532,Books for Libraries Press,1970,320,5813052,VALID_COVER,309,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL4448109M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Henry James,1,9,13,/works/OL276442W,Glasses,Henry James,1.0000,1916,/books/OL11858210M,Glasses,,eng,1.0000,9781425007669,ReadHowYouWant.com,"September 4, 2007",112,2821223,VALID_COVER,333,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL11858210M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Henry James,1,9,13,/works/OL276471W,Henry James,Henry James,1.0000,1930,/books/OL7770273M,Henry James,Selected Fiction,eng,1.0000,9780525471400,Dutton,"April 21, 1964",609,13024047,VALID_COVER,288,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL7770273M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Henry James,1,9,13,/works/OL276400W,The art of the novel,Henry James,1.0000,1934,/books/OL16401974M,The art of the novel,critical prefaces,eng,1.0000,068410281,Scribner,1962,348,6694751,VALID_COVER,330,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL16401974M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Henry James,1,9,13,/works/OL14861111W,The complete plays of Henry James,Henry James,1.0000,1949,/books/OL1854951M,The complete plays of Henry James,,eng,1.0000,0195043790,Oxford University Press,1990,846,4023844,VALID_COVER,128,201,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL1854951M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Henry James,1,9,13,/works/OL276440W,The diary of a man of fifty,Henry James,1.0000,1880,/books/OL23537017M,The diary of a man of fifty,,eng,1.0000,9781843911784,Hesperus,2008,113,10310040,VALID_COVER,300,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL23537017M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Herman Melville,1,7,10,/works/OL29754251W,"Bartleby, the Scrivener",Herman Melville,1.0000,2018,/books/OL40994340M,"Bartleby, the Scrivener",A Story of Wall-Street,eng,1.0000,9781090933850,Independently Published,2019,55,13630681,VALID_COVER,333,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL40994340M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Herman Melville,1,7,10,/works/OL27875583W,"Bartleby, the Scrivener Illustrated",Herman Melville,1.0000,2021,/books/OL38143978M,Bartleby the Scrivener Illustrated,,eng,1.0000,9798435089837,Independently Published,2022,56,15247865,VALID_COVER,377,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL38143978M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:pagination,NO,1
EN,ENGLISH_LANGUAGE_CANON,Herman Melville,1,7,10,/works/OL102708W,Billy Budd and Other Tales,Herman Melville,1.0000,1961,/books/OL7576998M,Billy Budd,and Other Tales,eng,1.0000,9780451522375,Signet Classic/New American Library,1979,334,9220727,VALID_COVER,286,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL7576998M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Herman Melville,1,7,10,/works/OL14953547W,"Billy Budd, Sailor and Other Stories",Herman Melville,1.0000,1982,/books/OL7820435M,"Billy Budd, Sailor and Other Stories",,eng,1.0000,9780553212747,Bantam Books,1984 January,278,9220717,VALID_COVER,291,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL7820435M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Herman Melville,1,7,10,/works/OL102647W,"Billy Budd, Sailor and Selected Tales",Herman Melville,1.0000,1997,/books/OL3581869M,"Billy Budd, Sailor",and Selected Tales,eng,1.0000,9780192839039,Oxford University Press,1998,410,8757141,VALID_COVER,327,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL3581869M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Herman Melville,1,7,10,/works/OL102730W,Clarel,Herman Melville,1.0000,1876,/books/OL1891408M,Clarel,a poem and pilgrimage in the Holy Land,eng,1.0000,0810109069,Northwestern University Press,1991,893,10720490,VALID_COVER,305,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL1891408M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Herman Melville,1,7,10,/works/OL25645167W,Confidence-Man,Herman Melville,1.0000,1857,/books/OL34792074M,Confidence-Man,,eng,1.0000,9781513207735,West Margin Press,2021,254,14707032,VALID_COVER,250,400,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL34792074M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:pagination,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jane Austen,1,10,14,/works/OL66513W,Emma,Jane Austen,1.0000,1815,/books/OL50293425M,Emma,,eng,1.0000,9781905716890,Prospero Books,/1993,,14552684,VALID_COVER,307,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL50293425M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,NO_PAGE_COUNT,,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jane Austen,1,10,14,/works/OL15165302W,Jane Austen's Letters,Jane Austen | Deirdre Le Faye,1.0000,1995,/books/OL999408M,Jane Austen's letters,,eng,1.0000,0192832972,Oxford University Press,1997,643,12646448,VALID_COVER,324,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL999408M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jane Austen,1,10,14,/works/OL66524W,Pride and Prejudice,Jane Austen,1.0000,2002,/books/OL37173497M,Pride and Prejudice,,eng,1.0000,9780321105073,Longman,2007,496,12648559,VALID_COVER,314,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL37173497M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jane Austen,1,10,14,/works/OL15093171W,Pride and Prejudice and Zombies,Seth Grahame-Smith | Jane Austen | Katherine Kellgren,1.0000,2009,/books/OL39810451M,Pride and Prejudice and Zombies,The Classic Regency Romance—Nowow With Ultraviolent Zombie Mayhem,eng,1.0000,9780545206785,Scholastic,2009,319,12927981,VALID_COVER,329,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL39810451M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jane Austen,1,10,14,/works/OL15080318W,Pride & Prejudice,Jane Austen,1.0000,1999,/books/OL10123388M,Pride & Prejudice,,eng,1.0000,9780174325581,Nelson,1999,98,2326899,VALID_COVER,387,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL10123388M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jane Austen,1,10,14,/works/OL45224661W,Sense and Sensibility,Jane Austen,1.0000,1813,/books/OL61659307M,Sense and Sensibility,,eng,1.0000,9789380914589,Samaira Book Publishers,"April 17, 2017",,15215039,VALID_COVER,338,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL61659307M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,NO_PAGE_COUNT,,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jane Austen,1,10,14,/works/OL14903331W,Sense and Sensibility and Sea Monsters,Ben H. Winters | Jane Austen,1.0000,2009,/books/OL24790847M,Sense and sensibility and sea monsters,,eng,1.0000,9781594744426,Quirk Books,2009,343,9278302,VALID_COVER,312,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL24790847M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jane Austen,1,10,14,/works/OL15079942W,The Beautifull Cassandra,Jane Austen,1.0000,1993,/books/OL27487354M,The Beautifull Cassandra,,eng,1.0000,9780141397078,Penguin Books,2015,60,12645117,VALID_COVER,331,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL27487354M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,John Milton,1,6,9,/works/OL810980W,Complete prose works of John Milton,John Milton,1.0000,1953,/books/OL18756460M,Complete prose works of John Milton.,,eng,1.0000,0300010559,Yale University Press,1970,1073,13214016,VALID_COVER,350,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL18756460M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,John Milton,1,6,9,/works/OL29609413W,Paradise Lost,John Milton,1.0000,2017,/books/OL40914481M,Paradise Lost,,eng,1.0000,9781549689772,Independently Published,2017,114,13234006,VALID_COVER,350,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL40914481M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:pagination,NO,1
EN,ENGLISH_LANGUAGE_CANON,John Milton,1,6,9,/works/OL266952W,Paradise Lost and Other Poems,John Milton,1.0000,1943,/books/OL3688253M,Paradise lost and other poems,,eng,1.0000,0451529189,Signet Classic,2003,400,295788,VALID_COVER,294,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL3688253M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jonathan Swift,1,7,10,/works/OL18173352W,A Modest Proposal,Jonathan Swift,1.0000,1980,/books/OL11310892M,A Modest Proposal,,eng,1.0000,9780895987389,Perfection Learning,"January 31, 1980",,8334975,VALID_COVER,332,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL11310892M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,NO_PAGE_COUNT,,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jonathan Swift,1,7,10,/works/OL20634W,A modest proposal and other satires,Jonathan Swift,1.0000,1995,/books/OL1099886M,A modest proposal and other satires,,eng,1.0000,0879759194,Prometheus Books,1995,277,676034,VALID_COVER,316,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL1099886M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jonathan Swift,1,7,10,/works/OL14905209W,A modest proposal and other satirical works,Jonathan Swift,1.0000,1996,/books/OL813807M,A modest proposal and other satirical works,,eng,1.0000,0486287599,Dover,1996,59,311836,VALID_COVER,297,475,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL813807M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jonathan Swift,1,7,10,/works/OL1168159W,Animal Farm with Connections,George Orwell | James Thurber | Jonathan Swift | Charles Lane | Amos Bronson Alcott | John Dickinson,1.0000,1999,/books/OL9226691M,Animal Farm With Connections,,eng,1.0000,9780030554346,Holt Rinehart & Winston,August 1999,,14859244,VALID_COVER,328,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL9226691M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,NO_PAGE_COUNT,,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jonathan Swift,1,7,10,/works/OL20733W,Cadenus and Vanessa,Jonathan Swift,1.0000,1726,/books/OL8470382M,Cadenus And Vanessa,,eng,1.0000,9781419111501,Kessinger Publishing,"June 30, 2004",48,1799246,VALID_COVER,405,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL8470382M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jonathan Swift,1,7,10,/works/OL20704W,Guilliver's travels,Jonathan Swift,1.0000,1945,/books/OL3966312M,Guilliver's travels,,eng,1.0000,0618031499,Nextext,2001,206,1324312,VALID_COVER,308,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL3966312M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Jonathan Swift,1,7,10,/works/OL33851072W,Gulliver's Travels,Jonathan Swift,1.0000,1925,/books/OL46120597M,Gulliver's Travels,SeaWolf Press Illustrated Classic,eng,1.0000,9798886000634,MiraVista Press,2022,,15165916,VALID_COVER,233,350,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL46120597M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,NO_PAGE_COUNT,,NO,1
EN,ENGLISH_LANGUAGE_CANON,Joseph Conrad,1,9,13,/works/OL15010409W,Congo diary and other uncollected pieces,Joseph Conrad,1.0000,1978,/books/OL5306331M,Congo diary and other uncollected pieces,,eng,1.0000,038500771X,Doubleday,1978,158,6757285,VALID_COVER,320,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL5306331M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Joseph Conrad,1,9,13,/works/OL39015W,End of the Tether,Joseph Conrad,1.0000,1902,/books/OL9429378M,End Of The Tether,,eng,1.0000,9781419117770,Kessinger Publishing,"June 30, 2004",132,1799636,VALID_COVER,405,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL9429378M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Joseph Conrad,1,9,13,/works/OL39045W,Falk,Joseph Conrad,1.0000,1997,/books/OL8962927M,Falk,,eng,1.0000,9781846372384,Paperbackshop.Co.UK Ltd - Echo Library,"December 31, 2005",164,2037317,VALID_COVER,316,475,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL8962927M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Joseph Conrad,1,9,13,/works/OL39024W,Gaspar Ruiz,Joseph Conrad,1.0000,1979,/books/OL11829901M,Gaspar Ruiz,,eng,1.0000,9781421995373,IndyPublish.com,"May 30, 2006",116,2813976,VALID_COVER,333,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL11829901M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Joseph Conrad,1,9,13,/works/OL38977W,Great short works of Joseph Conrad,Joseph Conrad,1.0000,1958,/books/OL9237310M,Great Short Works of Joseph Conrad,,eng,1.0000,9780060830397,Harpercollins,October 1958,416,4941338,VALID_COVER,128,215,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL9237310M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Joseph Conrad,1,9,13,/works/OL30072645W,Heart of Darkness,Joseph Conrad,1.0000,2018,/books/OL41569906M,Heart of Darkness,Novella,eng,1.0000,9781699536971,Independently Published,2019,56,13249335,VALID_COVER,400,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL41569906M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:pagination,NO,1
EN,ENGLISH_LANGUAGE_CANON,Joseph Conrad,1,9,13,/works/OL38893W,Heart of darkness and other tales,Joseph Conrad,1.0000,1982,/books/OL479640M,Heart of darkness and other tales,,eng,1.0000,0192833731,Oxford University Press,1998,285,119131,VALID_COVER,314,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL479640M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Joseph Conrad,1,9,13,/works/OL15010790W,Heart of darkness and selected short fiction,Joseph Conrad,1.0000,2003,/books/OL3696057M,Heart of darkness and selected short fiction,,eng,1.0000,1593080212,Barnes & Noble Classics,2003,261,8363353,VALID_COVER,295,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL3696057M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Joseph Conrad,1,9,13,/works/OL15010471W,Heart of Darkness (English Library),Joseph Conrad,1.0000,1984,/books/OL7354743M,Heart of Darkness (English Library),,eng,1.0000,9780140431681,Penguin Classics,"April 3, 1984",128,6748208,VALID_COVER,301,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL7354743M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Mark Twain,1,10,15,/works/OL413540W,"A Murder, a Mystery and a Marriage",Mark Twain,1.0000,2001,/books/OL3949698M,"A murder, a mystery, and a marriage",,eng,1.0000,0393043762,W.W. Norton,2001,112,9173925,VALID_COVER,370,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL3949698M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Mark Twain,1,10,15,/works/OL15290069W,A pen warmed-up in hell,Mark Twain,1.0000,1972,/books/OL20945145M,A pen warmed up in Hell,Mark Twain in protest,eng,1.0000,0060802790,Harper & Row,1973,,12634613,VALID_COVER,290,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL20945145M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,NO_PAGE_COUNT,,NO,1
EN,ENGLISH_LANGUAGE_CANON,Mark Twain,1,10,15,/works/OL54045W,Life as I Find It,Mark Twain,1.0000,1961,/books/OL31960169M,Life as I Find It,,eng,1.0000,0060804114,Harper & Row Publishers,1978,,10639729,VALID_COVER,300,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL31960169M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,NO_PAGE_COUNT,,NO,1
EN,ENGLISH_LANGUAGE_CANON,Mark Twain,1,10,15,/works/OL54097W,Mark Twain on the art of writing,Mark Twain,1.0000,1961,/books/OL4879534M,Mark Twain on the art of writing,,eng,1.0000,088305681X,Norwood Editions,1976,29,10730764,VALID_COVER,320,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL4879534M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Mark Twain,1,10,15,/works/OL15703887W,Mark Twain's sketches,Mark Twain,1.0000,1874,/books/OL24628403M,Mark Twain's sketches,,eng,1.0000,0665466005,Musson,1889,189,9163709,VALID_COVER,369,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL24628403M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Mark Twain,1,10,15,/works/OL413502W,Mark Twain speaking,Mark Twain,1.0000,1976,/books/OL4885774M,Mark Twain speaking,,eng,1.0000,0877450560,University of Iowa Press,1976,688,9164742,VALID_COVER,338,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL4885774M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Mark Twain,1,10,15,/works/OL54062W,Sketches,Mark Twain,1.0000,1875,/books/OL24339836M,Sketches,,eng,1.0000,0665340931,"Belfords, Clarke",1879,169,6484965,VALID_COVER,387,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL24339836M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Mark Twain,1,10,15,/works/OL53913W,The Bible according to Mark Twain,Mark Twain,1.0000,1995,/books/OL1433403M,The Bible according to Mark Twain,"writings on Heaven, Eden, and the Flood",eng,1.0000,0820316504,University of Georgia Press,1995,384,12374983,VALID_COVER,320,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL1433403M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Mary Shelley,1,6,9,/works/OL450086W,Bernie Wrightson's Frankenstein,Mary Shelley,1.0000,1994,/books/OL8198121M,Bernie Wrightson's Frankenstein,Or the Modern Prometheus,eng,1.0000,9780887331930,Underwood-Miller,January 1995,,9569665,VALID_COVER,359,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL8198121M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,NO_PAGE_COUNT,,NO,1
EN,ENGLISH_LANGUAGE_CANON,Mary Shelley,1,6,9,/works/OL450093W,Frankenstein (Oxford Playscripts),Mary Shelley | Philip Pullman,1.0000,1990,/books/OL10138712M,Frankenstein (Oxford Playscripts),,eng,1.0000,9780198312673,Oxford University Press,"May 24, 1990",78,2331229,VALID_COVER,385,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL10138712M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
EN,ENGLISH_LANGUAGE_CANON,Mary Shelley,1,6,9,/works/OL21580010W,Mary and Maria - Matilda,Mary Shelley,1.0000,2016,/books/OL29292850M,Mary and Maria - Matilda,,eng,1.0000,9780241251874,"Penguin Books, Limited",2016,128,13327061,VALID_COVER,315,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL29292850M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,,RECOVERED,OPEN_LIBRARY_EDITION:number_of_pages,NO,1
