target_index,language,category,priority,target_author,target_work,query_mode,work_key,work_title,work_authors,edition_key,edition_title,edition_subtitle,edition_languages,isbn,publisher,publish_date,page_count,cover_id,title_score,author_score,candidate_score,cover_state,cover_width,cover_height,cover_format,cover_local_path,recovery_state
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL37684909W,Wilhelm Meisters Lehrjahre; Volume 1,Johann Wolfgang von Goethe,/books/OL50819851M,Wilhelm Meisters Lehrjahre; Volume 1,,ger,9781020400070,"Creative Media Partners, LLC",2023,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL37766910W,Wilhelm Meisters Lehrjahre,Johann Wolfgang von Goethe,/books/OL50963870M,Wilhelm Meisters Lehrjahre,,ger,9783968655376,"Liese. Outside The Box, Andreas",2021,,,1.0,1.0,0.9400000000000001,NOT_PROBED,,,,,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL37823773W,Wilhelm Meisters Lehrjahre,Johann Wolfgang von Goethe,/books/OL51035711M,Wilhelm Meisters Lehrjahre,,ger,9781911495321,"Bollinger, Max",2016,,14670130,1.0,1.0,0.9900000000000001,VALID_COVER,267,400,JPEG,data/audit/reconstruction-DE-recovery-covers/DE-recovery-003-OL51035711M.jpeg,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL37977761W,Wilhelm Meisters Lehrjahre; Volume 1,Johann Wolfgang von Goethe,/books/OL51420683M,Wilhelm Meisters Lehrjahre; Volume 1,,ger,9781022525221,"Creative Media Partners, LLC",2023,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL39249326W,Wilhelm Meisters Lehrjahre,Johann Wolfgang von Goethe,/books/OL53432184M,Wilhelm Meisters Lehrjahre,,ger,353806301X,Artemis & Winkler,2006,,,1.0,1.0,0.9400000000000001,NOT_PROBED,,,,,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL39717770W,Wilhelm Meisters Lehrjahre (Großdruck),Johann Wolfgang von Goethe,/books/OL54119278M,Wilhelm Meisters Lehrjahre (Großdruck),,ger,9781484040089,CreateSpace Independent Publishing Platform,2013,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL39943093W,Wilhelm Meisters Lehrjahre,Johann Wolfgang von Goethe,/books/OL54385030M,Wilhelm Meisters Lehrjahre,,ger,9781482500394,CreateSpace Independent Publishing Platform,2013,,,1.0,1.0,0.9400000000000001,NOT_PROBED,,,,,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL41296960W,Wilhelm Meisters Lehrjahre,Johann Wolfgang von Goethe,/books/OL56095615M,Wilhelm Meisters Lehrjahre,Roman,ger,9781494970338,CreateSpace Independent Publishing Platform,2014,,,1.0,1.0,0.9400000000000001,NOT_PROBED,,,,,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL43050702W,Wilhelm Meisters Lehrjahre,Johann Wolfgang von Goethe,/books/OL58644595M,Wilhelm Meisters Lehrjahre,,ger,,Deutscher Taschenbuch,1977,,,1.0,1.0,0.915,NOT_PROBED,,,,,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL43400405W,Wilhelm Meisters Lehrjahre,Johann Wolfgang von Goethe,/books/OL59112780M,Wilhelm Meisters Lehrjahre,,ger,,G. Grote,1872,,,1.0,1.0,0.915,NOT_PROBED,,,,,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL43491053W,Wilhelm Meisters Lehrjahre,Johann Wolfgang von Goethe,/books/OL59274639M,Wilhelm Meisters Lehrjahre,,ger,,Cotta,1836,,,1.0,1.0,0.915,NOT_PROBED,,,,,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL43785956W,Wilhelm Meisters Lehrjahre,Johann Wolfgang von Goethe,/books/OL59687731M,Wilhelm Meisters Lehrjahre,,ger,,Artemis Verlag,1948,,,1.0,1.0,0.915,NOT_PROBED,,,,,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_AUTHOR,/works/OL44908183W,Wilhelm Meisters Lehrjahre,Johann Wolfgang von Goethe,/books/OL61286973M,Wilhelm Meisters Lehrjahre,Ein Roman,ger,,J.F. Unger,1795,,,1.0,1.0,0.915,NOT_PROBED,,,,,
3,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wilhelm Meisters Lehrjahre,TITLE_ONLY,/works/OL45573534W,Wilhelm Meisters Lehrjahre,Johann Wolfgang von Goethe | Hermann Hesse,/books/OL62067876M,Wilhelm Meisters Lehrjahre,Eingeleitet von Hermann Hesse,ger,,Im Verlag Ullstein,1923,,,1.0,1.0,0.915,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL26988893W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL36585774M,Die Wahlverwandtschaften,,ger,9798655750753,Independently Published,2020,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL29710471W,Die Wahlverwandtschaften (illustriert),Marcus Stone | Wilhelm von Kaulbach | Johann Wolfgang von Goethe,/books/OL40927417M,Die Wahlverwandtschaften (Illustriert),,ger,9781980420262,Independently Published,2018,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,BROAD,/works/OL29845013W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL41117741M,Die Wahlverwandtschaften,,ger,9781090787439,Independently Published,2019,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL29845013W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL41607262M,Die Wahlverwandtschaften,Large Print,ger,9781697822137,Independently Published,2019,,13696875,0.95,1.0,0.9635,VALID_COVER,386,500,JPEG,data/audit/reconstruction-DE-recovery-covers/DE-recovery-004-OL41607262M.jpeg,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL30586317W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL42313565M,Die Wahlverwandtschaften,,ger,9781650039855,Independently Published,2020,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL31751734W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL43443345M,Die Wahlverwandtschaften,,ger,9783958550841,Insel,1981,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL33121065W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL44993951M,Die Wahlverwandtschaften,ein Roman,ger,,In der J.G. Cottaischen Buchhandlung,1809,,,0.95,1.0,0.8885,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL34188555W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL46340767M,Die Wahlverwandtschaften,,ger,9781018431604,"Creative Media Partners, LLC",2022,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL34293162W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL46505155M,Die Wahlverwandtschaften,,ger,9781018436869,"Creative Media Partners, LLC",2022,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL35791464W,Die Wahlverwandtschaften (Illustriert),Johann Wolfgang von Goethe,/books/OL48296602M,Die Wahlverwandtschaften (Illustriert),,ger,9798715540737,Independently Published,2021,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL36557839W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL49534768M,Die Wahlverwandtschaften,,ger,9783746092881,Books on Demand GmbH,2018,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL37387772W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL50386961M,Die Wahlverwandtschaften,ein Roman,ger,,P. Reclam,1986,,,0.95,1.0,0.8885,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL37448013W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL50461620M,Die Wahlverwandtschaften,,ger,,Normalverlag,1971,,,0.95,1.0,0.8885,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL38570119W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL52482795M,Die Wahlverwandtschaften,,ger,,Akademie-Verlag,1963,,,0.95,1.0,0.8885,NOT_PROBED,,,,,
