source_key,language,original_title,original_authors,work_candidates,works_with_editions,edition_records_examined,matching_editions,cover_candidates
/books/OL10084983M,EN,Prentice Hall Reference to Practical Grammar and Usage,Muriel Harris | Harris,1,0,0,0,0
/books/OL10085057M,EN,Language Arts for Young Children,Gail E. Tompkins,1,0,0,0,0
/books/OL10085710M,EN,"World History, Survey Edition",Esler | Elizabeth Ellis,1,0,0,0,0
/books/OL10086126M,EN,The Handbook of Wildlife Management,Paul R. Krausman,1,0,0,0,0
/books/OL10086172M,EN,"Test item file, third edition, environmental science",Bernard J. Nebel,1,0,0,0,0
/books/OL10086494M,EN,Art Since the Mid-Century,Wheeler. | Reid,1,0,0,0,0
/books/OL10086692M,EN,Fibre Failure and Wear of Materials,J. W. S. Hearle | B. Lomas | W. D. Cooke | I. J. Duerdon,3,1,2,0,0
/books/OL10086808M,EN,Florida Road Atlas and Visitor's Guide (Gousha State Atlases),Susan Farewell | H.M. Gousha Co. | Naomi Cutner,1,0,0,0,0
/books/OL10086931M,EN,Baedeker Map of France,Jarrold Baedeker,1,0,0,0,0
/books/OL10086977M,EN,Fundamentals of English (2nd Edition),Torrey | Sloat,1,0,0,0,0
/books/OL10087000M,EN,San Francisco with Kids (Frommer's Family Travel Guides),George McDonald | Charlene M. Solomon | Marmer Solomon,1,0,0,0,0
/books/OL10087004M,EN,Seattle and Portland (Frommer's City Guides),George McDonald | Karl Samson,1,0,0,0,0
/books/OL10087005M,EN,"Frommer's Guide to Arizona, 1992",George McDonald | Karl Samson,1,0,0,0,0
/books/OL10087037M,EN,Virginia (Frommer's Comprehensive Travel Guides),George McDonald | Rena Bulkin,1,0,0,0,0
/books/OL10087040M,EN,Frmr NW Zeal 92,Poole | Poole Susan,1,0,0,0,0
/books/OL10087076M,EN,Mexico City and Acapulco (Frommer's City Guides),George McDonald | Arthur Frommer,2,1,1,0,0
/books/OL10087303M,EN,Baedeker Map of Germany,Jarrold Baedeker,1,0,0,0,0
/books/OL10087339M,EN,Gousha Charlotte Street Atlas,H.M. Gousha Co. | Gousha,1,0,0,0,0
/books/OL10087425M,EN,Gousha Kansas City Street Atlas,Gousha | Ozark Map Co,1,0,0,0,0
/books/OL10087585M,EN,American Government Action,Schultz - undifferentiated,1,0,0,0,0
/books/OL10087593M,EN,Digital Fundamentals/Keys to Success,Floyd,1,0,0,0,0
/books/OL10088753M,EN,Human Geography,David Stephens | Stephens,1,0,0,0,0
/books/OL10089118M,EN,Insight South East Asia (Insight Guide),Joseph R. Yogerst,1,0,0,0,0
/books/OL10089121M,EN,Egypt (Insight Guide Egypt),Insight Guides | Apa Productions,1,0,0,0,0
/books/OL10089142M,EN,Nepal-Insight Guide (Insight Guide Nepal),Insight Guides | Apa Productions,1,0,0,0,0
/books/OL10089167M,EN,Insight Guide Eastern Europe,Insight Guides | Hofer Communications,2,1,1,0,0
/books/OL10089169M,EN,Insight Los Angeles (Insight Guide Los Angeles),Insight Guides | Apa Publications,1,0,0,0,0
/books/OL10089207M,EN,Instant Byline (Ibm Version 1.1),Steven J. Bennett | Peter G. Randall | Kate Hatsy Thompson,1,0,0,0,0
/books/OL10089296M,EN,Insight Tokyo (Insight City Guide Tokyo),Insight Guides | Apa Publications,1,0,0,0,0
/books/OL10089425M,EN,Introduction to the Design and Analysis of Algorithms,Lee,1,0,0,0,0
/books/OL10089636M,EN,Progress in High Energy Physics,W. Y. Pauchy Hwang | Shih-Chang Lee | Chien-Er Lee,2,1,1,0,0
/books/OL10089762M,EN,Baedeker Map of Italy (Baedeker's Maps),Jarrold Baedeker,1,0,0,0,0
/books/OL10089899M,EN,"International Relations, Brief Edition (4th Edition)",Joshua S. Goldstein | Jon C. Pevehouse,1,0,0,0,0
/books/OL10090056M,EN,A First Course in Applied Mathematics,Manfred Konig | Ronald B. Guenther,1,0,0,0,0
/books/OL10090362M,EN,Looking at English,Deborah S. Pires | Fred Malkemes,3,0,0,0,0
/books/OL10090758M,EN,AutoCAD Release 13 Update Manual,John M. Leetch | Steve Helba,1,0,0,0,0
/books/OL10090958M,EN,Mixtures in Chemistry,M. Murphy | T. Harrison,1,0,0,0,0
/books/OL10091399M,EN,Map-Netherlands,Jarrold Baedeker,1,0,0,0,0
/books/OL10091484M,EN,Design of Experiments,John W. Sutherland | Tsong-how Chang | Richard E. DeVor,2,1,1,0,0
/books/OL10091538M,EN,Gousha New York Road Atlas,Susan Farewell | H.M. Gousha Co. | Mary T. Mulkerin,1,0,0,0,0
/books/OL10091597M,EN,"United States, Canada, Mexico Road Atlas, 1990",Gousha | H.M. Gousha,1,0,0,0,0
/books/OL10091721M,EN,Simulations for Transistors Using EWB,James L. Antonakos,1,0,0,0,0
/books/OL10091722M,EN,Simulations for Transistors Using PSpice,James L. Antonakos,1,0,0,0,0
/books/OL10091786M,EN,Goldstein Statistics 1-2-3,Goldstein,1,0,0,0,0
/books/OL10091896M,EN,National Mechanical Estimator Ottaviano/Fair,Fairmont Press | Victor B. Ottaviano,1,0,0,0,0
/books/OL10091913M,EN,Simulations for Digital Electronics Using Pspice,James L. Antonakos,1,0,0,0,0
/books/OL10091914M,EN,Simulations for Electric Circuits Using Electronic Workbench,James L. Antonakos,1,0,0,0,0
/books/OL10091915M,EN,Simulations for Electric Circuits Using Pspice,James L. Antonakos,1,0,0,0,0
/books/OL10091917M,EN,Simulations for Electronic Devices Using PSpice,James L. Antonakos,1,0,0,0,0
/books/OL10092053M,EN,Gousha Pennsylvania Road Atlas (Gousha State Road Atlas),H.M. Gousha Co. | Lisa Volpe,1,0,0,0,0
/books/OL10092139M,EN,Physics Scientists Eng Transp Fishbane,Paul M. Fishbane | Stephen Gasiorowicz,1,0,0,0,0
/books/OL10092258M,EN,Teachers manual with keys to laboratory manual and tests,Milton O. Pella,1,0,0,0,0
/books/OL10092265M,EN,Physics Career Education,Dale Ewen | Michael A. Topper,1,0,0,0,0
/books/OL10092895M,EN,Process and Pollution Control Equipment Series,Nicholas P. Cheremisinoff | Paul N. Cheremisinoff,1,0,0,0,0
/books/OL10093176M,EN,Radioanalytical Chemistry (Ellis Horwood Series in Analytical Chemistry),J. Tolgyessy | M. Kyrs,1,0,0,0,0
/books/OL10093177M,EN,Radioanalytical Chemistry (Ellis Harwood Series in Analytical Chemistry),J. Tolgyessy | M. Kyrs,1,0,0,0,0
/books/OL10093181M,EN,Camp Interstate-5,Rand McNally,1,0,0,0,0
/books/OL10093192M,EN,Favorite National Parks,Michael Frome | National Park Foundations,2,1,4,0,0
/books/OL10093511M,EN,College Physics/With Physics on the Internet,Jerry D. Wilson,1,0,0,0,0
/books/OL10093647M,EN,Microbiological Analysis in Water Distribution Networks,A. Maul | D. Vagost | J. C. Block,1,0,0,0,0
/books/OL10093854M,EN,Baedkr Map Europe,Mairs Geographischer Verlag,1,0,0,0,0
/books/OL10094034M,EN,Baedeker Map of Spain/Portugal,Jarrold Baedeker,1,0,0,0,0
/books/OL10094859M,EN,Mastering Design Patterns in C++,Tim DeBruine | Luke Hohmann,1,0,0,0,0
/books/OL10094907M,EN,An Introduction to PSpice for Windows,Tim Christensen | J. Michael O'Malley,1,0,0,0,0
/books/OL10095072M,EN,Gousha Virginia Road Atlas (Road Atlas Series),H.M. Gousha Co. | H. M. Gousha | Robert Fleming,1,0,0,0,0
/books/OL10095164M,EN,Texas Road Atlas and Visitor's Guide (Gousha State Atlases),Susan Farewell | H.M. Gousha Co. | Mary T. Mulkerin,1,0,0,0,0
/books/OL10095165M,EN,Street Map of Phoenix (Gousha Travel Publication),H.M. Gousha Co. | H. M. Gousha,1,0,0,0,0
/books/OL10095166M,EN,Trucker's Road Atlas (Laminated),Will Balliett | F. Stop Fitzgerald,1,0,0,0,0
/books/OL10095567M,EN,Vector and Parallel Computing,Iain Duff | Jack Dongarra | Patrick Gaffney,1,0,0,0,0
/books/OL10098545M,EN,Sheep Pig (Puffin Cover to Cover),Jean Little,1,0,0,0,0
/books/OL10101794M,EN,"Proofreading Skills for Word Processing, 1986",Lee | Jo Ann Lee,1,0,0,0,0
/books/OL10101795M,EN,Communication Skills for Word Processing 1986,Luke | Cheryl M. Luke,1,0,0,0,0
/books/OL10102489M,EN,Tests - Harcourt Brace Language,Strickland | Dorothy S. Strickland,3,0,0,0,0
/books/OL10102490M,EN,Tests - Harcourt Brace Language,Strickland | Dorothy S. Strickland,3,0,0,0,0
/books/OL10102492M,EN,Tests - Harcourt Brace Language,Strickland | Dorothy S. Strickland,3,0,0,0,0
/books/OL10103225M,EN,Resource Book for HBJ Handwriting (Resource Book for HBJ Handwriting),Johnson | Betty Kracht Johnson,3,0,0,0,0
/books/OL10103226M,EN,Resource Book for HBJ Handwriting (Resource Book for HBJ Handwriting),Johnson | Betty Kracht Johnson,3,0,0,0,0
/books/OL10103227M,EN,Resource Book for HBJ Handwriting (Resource Book for HBJ Handwriting),Johnson | Betty Kracht Johnson,3,0,0,0,0
/books/OL10103228M,EN,Resource Book for HBJ Handwriting (Resource Book for HBJ Handwriting),Johnson | Betty Kracht Johnson,3,0,0,0,0
/books/OL10103229M,EN,Resource Book for HBJ Handwriting (Resource Book for HBJ Handwriting),Johnson | Betty Kracht Johnson,3,0,0,0,0
/books/OL10103451M,EN,"Widening Circles 83, Level 8 (HBJ Bookmark Reading Program, Eagle Edition)",Earley | Margaret Early,1,0,0,0,0
/books/OL10104465M,EN,Hbj Mathematics Grade K,Lola J. May | Shirley M. Frye | Donna Cyier Jacobs,1,0,0,0,0
/books/OL10105211M,EN,Ethical Foundations for Journalists,Merrill,1,0,0,0,0
/books/OL10105283M,EN,Logic & Critical Thinking,Wesley C. Salmon | Merrilee H. Salmon,1,0,0,0,0
/books/OL10105592M,EN,First Course in Syntax,Anthony Kroch | Ken Kasee | Michael Rosenberg,1,0,0,0,0
/books/OL10105659M,EN,Intro to Critical Reading,Thomas Barnwell | Leah McCraney,1,0,0,0,0
/books/OL10105739M,EN,1998 Writer's Advice Calendar,Harcourt Brace Jovanovich. | Harcourt Brace College Publishers,1,0,0,0,0
/books/OL10105745M,EN,Ethical Theory and Social Issues 3e,Goldberg,1,0,0,0,0
/books/OL10105813M,EN,Answer Key,Paul R. Frommer | Edward Finegan | Frommer's,2,1,1,0,0
/books/OL10105889M,EN,The Speaker's Handbook & Ron Adler's Understanding Human Communication,Jo Sprague,1,0,0,0,0
/books/OL10106051M,EN,Harbrace College Workbook,Larry G. Mapp | Sheila Y. Graham,0,0,0,0,0
/books/OL10106064M,EN,"The Harbrace College Workbook, Form 11b",Larry G. Mapp | Map,0,0,0,0,0
/books/OL10106267M,EN,Shortcut Basic Writing Skills,Gary G. Steele,1,0,0,0,0
/books/OL10106737M,EN,Depraved and Insulting English Copy-6 Cntr Disp,Peter Novobatzky | Ammon Shea,1,0,0,0,0
/books/OL10107060M,EN,English Writing Skills,Winterowd | W. Ross Winterowd,1,0,0,0,0
/books/OL10107077M,EN,"Reading Today and Tomorrow Level 1: Sundrops, Level 1 (Hrw Reading: Reading Today and Tomorrow<>)",Isabel L. Beck | Beck,1,0,0,0,0
/books/OL10107230M,EN,Diagnostic Evaluation of Language Variation-Criterion Referenced,Harry Seymour | Thomas Roeper | Jill Villiers | Peter Villiers,3,0,0,0,0
/books/OL10107231M,EN,Diagnostic Evaluation of Language Variation-Criterion Referenced,Harry Seymour | Thomas Roeper | Jill Villiers | Peter Villiers,3,0,0,0,0
/books/OL10107232M,EN,Diagnostic Evaluation of Language Variation-Criterion Referenced,Harry Seymour | Thomas Roeper | Jill Villiers | Peter Villiers,3,0,0,0,0
/books/OL10107233M,EN,Diagnostic Evaluation of Language Variation-Criterion Referenced,Harry Seymour | Thomas Roeper | Jill Villiers | Peter Villiers,3,0,0,0,0
/books/OL10107234M,EN,Diagnostic Evaluation of Language Variation-Screening Test,Harry Seymour | Thomas Roeper | Jill De Villiers | Peter De Villiers,3,0,0,0,0
/books/OL10107235M,EN,Diagnostic Evaluation of Language Variation-Screening Test,Harry Seymour | Thomas Roeper | Jill De Villiers | Peter De Villiers,3,0,0,0,0
/books/OL10107236M,EN,Diagnostic Evaluation of Language Variation-Screening Test,Harry Seymour | Thomas Roeper | Jill De Villiers | Peter De Villiers,3,0,0,0,0
/books/OL10107237M,EN,Diagnostic Evaluation of Language Variation-Screening Test,Harry Seymour | Thomas Roeper | Jill De Villiers | Peter De Villiers,3,0,0,0,0
/books/OL10107238M,EN,Diagnostic Evaluation of Language Variation-Screening Test,Harry Seymour | Thomas Roeper | Jill De Villiers | Peter De Villiers,3,0,0,0,0
/books/OL10107239M,EN,Diagnostic Evaluation of Language Variation-Criterion Referenced,Harry Seymour | Thomas Roeper | Jill Villiers | Peter Villiers,3,0,0,0,0
/books/OL10107309M,EN,Receptive-Expressive Emergent Language Test,Richard League | Kenneth Bzoch,3,0,0,0,0
/books/OL10107310M,EN,Receptive-Expressive Emergent Language Test,Richard League | Kenneth Bzoch,3,0,0,0,0
/books/OL10107311M,EN,Receptive-Expressive Emergent Language Test,Richard League | Kenneth Bzoch,3,0,0,0,0
/books/OL10107345M,EN,Rice/Wexler Test of Early Grammatical Impairment,Mabel Rice | Kenneth Wexler,3,2,2,0,0
/books/OL10107348M,EN,Test of Adolescent and Adult Language,Virginia Brown | Donald Hammill | Stephen Larsen,3,0,0,0,0
/books/OL10107349M,EN,Test of Adolescent and Adult Language,Virginia Brown | Donald Hammill | Stephen Larsen,3,0,0,0,0
/books/OL10107350M,EN,Test of Adolescent and Adult Language,Virginia Brown | Donald Hammill | Stephen Larsen,3,0,0,0,0
/books/OL10107365M,EN,Test of Language Development-Primary,Donald Hammill | Phyllis Newcomer,2,0,0,0,0
/books/OL10107366M,EN,Test of Language Development-Primary,Donald Hammill | Phyllis Newcomer,2,0,0,0,0
/books/OL10107367M,EN,Test of Language Development-Intermediate,Donald Hammill | Phyllis Newcomer,3,1,1,0,0
/books/OL10107368M,EN,Test of Language Development-Intermediate,Donald Hammill | Phyllis Newcomer,3,1,1,0,0
/books/OL10107375M,EN,Useful Field of View (Ufov,Karlene Ball | Daniel Roenker,1,0,0,0,0
/books/OL10116832M,EN,Fire Dynamics Tools (FDTs),Nareem Iqbal | Mark Henry Salley | Sunil Weerakkody,1,0,0,0,0
/books/OL10125585M,EN,Focus on Advanced English Cae Grammar Practice No Key (Focus on Advanced English CAE),Walton,1,0,0,0,0
/books/OL10125602M,EN,Steps to Handwriting (Steps to),Clark | Ashworth,1,0,0,0,0
/books/OL10127497M,EN,Max O'Million,Alex Brychta | Anji Loman,1,0,0,0,0
/books/OL10147741M,EN,Selected Recipe Steps and Newsletters to Accompany Cook and Learn,T. Harms | B. Veitch,1,0,0,0,0
/books/OL10151163M,EN,The Yoga of the Ancient Hebrews,David L'Hrar | Helen Kolikow Garber,1,0,0,0,0
/books/OL10153454M,EN,"""Two Butterflies on My Head...""",M. Leuzinger-Bohleber | H. Schneider,0,0,0,0,0
/books/OL10157922M,EN,Readings on Race and Ethnicity in the United States,Gary Sandefur | Susan Mannon,1,0,0,0,0
/books/OL10158765M,EN,Hand Hand Finger Thumb/Book and Cassette,Perkins,1,0,0,0,0
/books/OL10161534M,EN,"Radar, Antenna and Gyro (Interaction: a student-centered language arts program, comics)",James Morrow,1,0,0,0,0
/books/OL10162844M,EN,Journeys Workbook,William K. Durr | John J. Pikulski,0,0,0,0,0
/books/OL10162845M,EN,Explorations,Na,1,0,0,0,0
/books/OL10162875M,EN,Caravans,Na,1,0,0,0,0
/books/OL10163242M,EN,Discovering French,Marie-Claire Antoine | Sophie Masliah,1,0,0,0,0
/books/OL10165834M,EN,Understanding Sociology,Armand,2,1,1,0,0
/books/OL10167312M,EN,Problem-Solving Experiences in Mathematics Grade 1/Teacher Sourcebook and Blackline Master Booklet,Randall I. Charles | Frank K. Lester | Anne M. Bloomer,1,0,0,0,0
/books/OL10168903M,EN,Chemistry Asap,Waterman | Wilbraham | Matta | Staley,1,0,0,0,0
/books/OL10168934M,EN,Addison Wesley Secondary Math,Na,1,0,0,0,0
/books/OL10169472M,EN,"Quantitative Reasoning, Preliminary Version, with Student Solutions",Bennett,1,0,0,0,0
/books/OL10169494M,EN,Algebra 1 Skills Practice,Paul A. Foerster,1,0,0,0,0
/books/OL10169819M,EN,Ghost Rider: Is He Alive or Dead?,Gary Friedrich | Stan Lee,3,0,0,0,0
/books/OL10171597M,EN,Sociology Down to Earth/the Press Reader,James M. Henslin,1,0,0,0,0
/books/OL10172025M,EN,Boundaries,Bradley R.E. Wright | Ralph B. McNeal,2,1,1,0,0
/books/OL10172137M,EN,Casebook,George Grant | Jerry L. Johnson,3,0,0,0,0
/books/OL10172139M,EN,Casebook,George Grant | Jerry L. Johnson,3,0,0,0,0
/books/OL10172141M,EN,Casebook,George Grant | Jerry L. Johnson,3,0,0,0,0
/books/OL10172177M,EN,Understanding Sports & Society,Marvin Dawkins | Jomills Braddok,1,0,0,0,0
/books/OL10173531M,EN,Serafina's recovery (Watch me read),Philemon Sturges,1,0,0,0,0
/books/OL10173802M,EN,Math Passport,Na,1,0,0,0,0
/books/OL10174354M,EN,Wonders of Snails and Slugs,David Franz | Morris Jacobson,1,0,0,0,0
/books/OL10178256M,EN,Book of Ballymote,Robert Atkinson,2,0,0,0,0
/books/OL10184798M,EN,The Public Services Yearbook 1993,Peter Jackson,1,0,0,0,0
/books/OL10185267M,EN,Dynamica,Peter Henderson | P. Henderson | R. Seaby | Richard Seaby,1,0,0,0,0
/books/OL10189029M,EN,"Hero for Hire: Luke Cage: Watch Out, Luke Cage, When You Shake Hands with Stiletto!",Jenny Isabella | Stan Lee,1,0,0,0,0
/books/OL10189030M,EN,Power Man: Luke Cage: The First and Still the Greatest Black Superhero of All!: Guest Starring the Armored Might of Iron Man!,Stan Lee | Len Wein,1,0,0,0,0
/books/OL10189404M,EN,Frankenstein: The Monster Of,Gary Friedrich | Stan Lee,1,0,0,0,0
/books/OL10190623M,EN,My First Duck (Bath Books),Various,1,0,0,0,0
/books/OL10215511M,EN,Team Yankee,David Drake,2,2,2,0,0
/books/OL10225637M,EN,Gerry's House,John Stringer | Sinclair MacLeod | Martin Skelton,1,0,0,0,0
/books/OL10227160M,EN,"Creatures on the Loose: Featuring Thongor, Warrior of the Lost Land!: Sword Vs. Sorcery, in the Great Tradition of Conan!",Gardner F. Fox | Stan Lee,1,0,0,0,0
/books/OL10227163M,EN,"Amazing Adventures: Featuring War of the Worlds, Based on Concepts Created in the Novel By H.G. Wells: Starring Killraven!: They're Bigger Than Ben, Wilder Than Willard, & They're Out for Blood!",Don McGregor | Stan Lee,1,0,0,0,0
/books/OL10250184M,EN,Orangutans (Animal safari),Mary-Claire Helldorfer,1,0,0,0,0
/books/OL10255491M,EN,Nirvana (Who's Hot!),Fonda Marx | Anita Bier,1,0,0,0,0
/books/OL10262378M,EN,Capture the Sun,Shirl Henke,1,1,1,0,0
/books/OL10262524M,EN,"Bristling Mad (Mad, No 93)",Mad Magazine | Editors Mad,1,0,0,0,0
/books/OL10283441M,EN,Medieval Philosophy & Theology (1993),Norman Kretzmann | Mark D. Jordan,2,1,2,1,1
/books/OL10305265M,EN,"Applied Calculus for Business, Social Sciences and Life Sciences",D. Hughes-Hallett | A.M. Gleason,1,0,0,0,0
/books/OL10319758M,EN,"Action Comics: In This Issue, Action Plus with Green Arrow",Cary Bates | Elliot Maggin,1,0,0,0,0
/books/OL10319760M,EN,Adventure Comics,Michael Fleisher | Shelly Mayer,1,0,0,0,0
/books/OL10321974M,EN,"The Flash: Solo Starring in This Issue, Green Lantern: You'll Never Guess What Happens When the Fastest Man Alive Is Haunted By the Fastest Man Dead!",Cary Bates | Denny O'Neil,1,0,0,0,0
/books/OL10322049M,EN,"Ghosts: If You Don't Believe In, We Challenge You to Read True Tales of the Weird and Supernatural",Ken Barr | Paul Levitz,1,0,0,0,0
/books/OL10322103M,EN,Our Army At War: Featuring Sgt. Rock,Henry Boltinoff | Bob Kanigher,1,0,0,0,0
/books/OL10322104M,EN,Our Army At War: Featuring Sgt. Rock,U.S.S. Stevens | Sam Glanzman,1,0,0,0,0
/books/OL10322105M,EN,"Our Fighting Forces: Featuring the Losers (Capt. Storm, Johnny Cloud, Gunner, & Sarge): A Flag for Losers! (Vol. 1, No. 145, October 1973)",Bob Kanigher | J. David Warner,1,0,0,0,0
/books/OL10322158M,EN,The Phantom Stranger,Steve Skeates | Arnold Drake,2,0,0,0,0
/books/OL10322159M,EN,The Phantom Stranger,Steve Skeates | Arnold Drake,2,0,0,0,0
/books/OL10341176M,EN,Reversing Landscape History,James Fairhead | Melissa Leach,1,0,0,0,0
/books/OL10345038M,EN,Social Problems,Stout | Dello Buono | William J. Chambliss,3,2,3,0,0
/books/OL10345271M,EN,HUMAN DEVELOPMENT PSY 311 at Portland State University,CAROL K. SIGELMAN The George Washington University | ELIZABETH A. RIDER Elizabethtown College,1,0,0,0,0
/books/OL10345448M,EN,Cengage Advantage Books,John S. Dempsey | Linda S. Forst,1,0,0,0,0
/books/OL10351555M,EN,Weird War Tales: The Mystery and Madness Of,Arnold Drake | Paul Levitz,1,0,0,0,0
/books/OL10359628M,EN,Church as a Community,Willow Creek Resources | Gilbert Bilzikian,1,0,0,0,0
/books/OL10359634M,EN,How to Survive a Growing Church,Willow Creek Resources | Stu Boehmig,1,0,0,0,0
/books/OL10359641M,EN,How to Rally Teams for Ministry,Willow Creek Resources | Tim Celeck,1,0,0,0,0
/books/OL10359652M,EN,Relating to Baby Busters,Willow Creek Resources | Tim Celek,1,0,0,0,0
/books/OL10360072M,EN,New Rules for Fund Raising,Willow Creek Resources | Larry Entwistle,1,0,0,0,0
/books/OL10385873M,EN,Truly Tasteless Jokes Cube-1995 Calendar,Daily | Blanche Knott,1,0,0,0,0
/books/OL10389380M,EN,Society and Culture of Japan,Burns,1,0,0,0,0
/books/OL10391000M,EN,Bedford Anthology of World Literature V1 & V2 & V3 & Othello,William Shakespeare,1,1,1,0,0
/books/OL10391247M,EN,Bedford Companion to Shakespeare 2e & Measure for Measure & Taming the Shrew & Merchant of Venice,William Shakespeare,1,1,1,0,0
/books/OL10391325M,EN,Bedford Anthology of World Literature V1 & V2 & V3 & Hamlet,William Shakespeare,1,1,1,0,0
/books/OL10391362M,EN,12 Plays and Merchant of Venice,William Shakespeare,1,1,1,0,0
/books/OL10391684M,EN,250 Poems & 40 Short Stories 2e & Measure for Measure,Michael Meyer | William Shakespeare,1,1,1,0,0
/books/OL10431561M,EN,Quebec (Discover Canada),Jean Provencher | Danielle Ouellet,1,0,0,0,0
/books/OL10436798M,EN,Jump Start 7 & 8,Chrissy Collins | Donna Davies | Leanne Compton | Sally Lasslett | Arena Nilsson | Catherine Murphy,2,1,3,0,0
/books/OL10436800M,EN,Jump Start 9 & 10,Margaret Stone | Donna Davies | Leanne Compton | Sally Lasslett | Catherine Murphy,1,0,0,0,0
/books/OL10471288M,EN,Black Ash and White Clay,William Curran Rogers | William Curran Rogers Sr.,1,0,0,0,0
/books/OL10471668M,EN,Room for Doubt,Veronica Boyle | Nicholas Churchich,2,1,1,0,0
/books/OL10473129M,EN,Student supplement for Basic statistics in business and economics,George William Summers,2,1,2,0,0
/books/OL10473190M,EN,Irony of Democracy Im,ZEIGLER | DYE,1,0,0,0,0
/books/OL10474018M,EN,Introductory Statistics for the Behavioral Sciences/Book With Flashcards and Study Guide,Lise Miller | Larry E. Toothaker,0,0,0,0,0
/books/OL10475199M,EN,"Essentials of Sociology, Media Edition (High School/Retail Version)",David B. Brinkerhoff | Lynn K. White | Suzanne T. Ortega | Rose Weitz,1,0,0,0,0
/books/OL10475497M,EN,Study Guide for Samaha's Criminal Justice,Tom McAninch | Helen McAninch,0,0,0,0,0
/books/OL10475650M,EN,"Community, Self, and the Sacred",Alison k.cohen | Canin,1,0,0,0,0
/books/OL10475651M,EN,CD-ROM for Greene's Social Work Practice,Michael Wright | Roberta R. Greene,1,0,0,0,0
/books/OL10475709M,EN,Homo Sapiens,Deacon | Laden,2,0,0,0,0
/books/OL10475792M,EN,Micro Level Roles and Intervention in Social Work,Richard K. James | Burl E. Gilliland,2,1,1,0,0
/books/OL10523844M,EN,"The Human Mosaic, Ninth Edition & Study Guide",Terry G. Jordan-Bychkov | Mona Domosh,0,0,0,0,0
/books/OL10524819M,EN,The Wilding of America & Myth of Self-Esteem,"Hewitt, John P. | Charles Derber",1,0,0,0,0
/books/OL10524928M,EN,Study Guide for Human Mosaic 9e & Premier World Atlas,Terry G. Jordan-Bychkov | Michael Kukral | Mona Domosh,0,0,0,0,0
/books/OL10525120M,EN,"Race, Class, and Gender in the United States, White Privilege & A Writer's Reference 5e",Paula S. Rothenberg | Diana Hacker,1,0,0,0,0
/books/OL10525419M,EN,Human Mosaic & Atlas of World Geography,Lydia M. Pulsipher | Patricia L. Price | Roderick P. Neumann | Terry G. Jordan-Bychkov | Mona Domosh,1,0,0,0,0
/books/OL10525420M,EN,"Human Mosaic, Atlas of World Geography & Exploring Human Geography with Maps Workbook",Lydia M. Pulsipher | Patricia L. Price | Roderick P. Neumann | Terry G. Jordan-Bychkov | Mona Domosh,0,0,0,0,0
/books/OL10525421M,EN,"Human Mosaic, Study Guide & Atlas of Word Geography",Lydia M. Pulsipher | Patricia L. Price | Roderick P. Neumann | Terry G. Jordan-Bychkov | Michael Kukral | Mona Domosh,0,0,0,0,0
/books/OL10525431M,EN,Human Mosaic & Exploring Human Geography with Maps Workbook,Patricia L. Price | Roderick P. Neumann | Terry G. Jordan-Bychkov | Margaret Pearce | Mona Domosh,0,0,0,0,0
/books/OL10525723M,EN,"Race, Class, and Gender in the United States & College How Race is Lived in America",Correspondents of The New York Times | Paula S. Rothenberg,1,0,0,0,0
/books/OL10525741M,EN,"Race, Class and Gender & I-Clicker",iclicker | Paula S. Rothenberg,1,0,0,0,0
/books/OL10526209M,EN,Beyond Borders & From Critical Thinking to Argument,Sylvan Barnet | Paula S. Rothenberg | Hugo Bedau,1,0,0,0,0
/books/OL10526266M,EN,"The Human Mosaic, Ninth Edition & Atlas of World Geography",Terry G. Jordan-Bychkov | Mona Domosh,1,0,0,0,0
/books/OL10526302M,EN,The Human Mosaic & Premier World Atlas,Terry G. Jordan-Bychkov | Mona Domosh,1,0,0,0,0
/books/OL10526308M,EN,The Human Mosaic & Exploring Human Geography with Maps & Atlas of World Geography,Terry G. Jordan-Bychkov | Margaret Pearce | Mona Domosh,1,0,0,0,0
/books/OL10526309M,EN,"The Human Mosaic, Ninth Edition, Study Guide & Rand McNally Atlas",Terry G. Jordan-Bychkov | Mona Domosh,0,0,0,0,0
/books/OL10561801M,EN,Understanding Policing (Crime & Justice S.),Trevor Jones | Amanda Robinson | Mike Maguire,1,0,0,0,0
/books/OL10561954M,EN,Older Women's Lives and Voices,Joanne Cook | Lorna Warren,2,1,2,0,0
/books/OL10602749M,EN,Warfare and Weapons,Kim Covert | Tracey Boraas | Edward Voeller | Andrea Weiser | Michael Burgman,1,0,0,0,0
/books/OL1075623M,EN,African philosophical projections and prospects for the indigenisation of political and intellectual discourse,Archie Mafeje,1,1,1,0,0
/books/OL11077801M,EN,Christopher Pike Gift Set,Christopher Pike,0,0,0,0,0
/books/OL11077939M,EN,Christopher Pike's Final Friends Gift Set 1,Christopher Pike,0,0,0,0,0
/books/OL11397304M,EN,"Chemistry In The Philosophical Melting Pot (Dia-Logos (Frankfurt Am Main, Germany), Bd. 5.)",Danuta Sobczynska,1,1,2,0,0
/books/OL1234486M,EN,"Estevan, walking across America",Mary Dodson Wade,1,1,1,1,1
/books/OL12626196M,EN,Havana,Xavier Galmiche,1,1,1,0,0
/books/OL12634558M,EN,Zarou,Patrice de La Perriere,1,1,1,0,0
/books/OL12639471M,EN,Bridges Across Chasms,Bénédicte Ledent,1,1,1,0,0
