language,category,editorial_rank,target_author,target_work,query_mode,work_key,work_title,work_authors,edition_key,edition_title,edition_subtitle,edition_languages,isbn,publisher,publish_date,page_count,cover_id,title_score,author_score,candidate_score,cover_state,cover_width,cover_height,cover_format,cover_local_path,search_result
DE,TWENTIETH_CENTURY,1,Stefan Zweig,Die Welt von Gestern,BROAD,/works/OL20358185W,Die Welt von Gestern,Stefan Zweig,/books/OL28200925M,Die Welt von Gestern,Erinnerungen eines Europäers,ger,9783100024091,"FISCHER, S.","Nov 01, 2017",,10136386,1.0,1.0,0.9900000000000001,VALID_COVER,326,500,JPEG,data/audit/reconstruction-DE-replacement-covers/DE-replacement-TWENTIETH_CENTURY-01-OL28200925M.jpeg,BEST_CANDIDATE_FOUND
DE,TWENTIETH_CENTURY,2,Joseph Roth,Hiob,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
DE,TWENTIETH_CENTURY,3,Anna Seghers,Transit,TITLE_AUTHOR,/works/OL8769633W,Transit,Anna Seghers,/books/OL16387546M,Transit,,ger,,Luchterhand,1963,,9672443,1.0,1.0,0.9650000000000001,VALID_COVER,285,500,JPEG,data/audit/reconstruction-DE-replacement-covers/DE-replacement-TWENTIETH_CENTURY-03-OL16387546M.jpeg,BEST_CANDIDATE_FOUND
DE,TWENTIETH_CENTURY,4,Heinrich Böll,Billard um halb zehn,TITLE_AUTHOR,/works/OL16042102W,Billard um Halb zehn,Heinrich Böll,/books/OL24943189M,Billard um Halb zehn,Roman,ger,9783426000083,Droemer Knaur,1963,,6949059,1.0,1.0,0.9900000000000001,VALID_COVER,318,500,JPEG,data/audit/reconstruction-DE-replacement-covers/DE-replacement-TWENTIETH_CENTURY-04-OL24943189M.jpeg,BEST_CANDIDATE_FOUND
DE,TWENTIETH_CENTURY,5,Günter Grass,Hundejahre,TITLE_AUTHOR,/works/OL24832303W,Hundejahre,Günter Grass,/books/OL33002128M,Hundejahre,Roman,ger,,Luchterhand,1963,,11649469,1.0,1.0,0.9650000000000001,VALID_COVER,303,500,JPEG,data/audit/reconstruction-DE-replacement-covers/DE-replacement-TWENTIETH_CENTURY-05-OL33002128M.jpeg,BEST_CANDIDATE_FOUND
DE,TWENTIETH_CENTURY,6,Max Frisch,Andorra,TITLE_AUTHOR,/works/OL865425W,Andorra. Stück in zwölf Bildern,Max Frisch,/books/OL9050014M,Andorra. Stück in zwölf Bildern.,,ger,9783518011010,Suhrkamp,"January 1, 1961",,1015638,0.95,1.0,0.9635,VALID_COVER,301,475,JPEG,data/audit/reconstruction-DE-replacement-covers/DE-replacement-TWENTIETH_CENTURY-06-OL9050014M.jpeg,BEST_CANDIDATE_FOUND
DE,TWENTIETH_CENTURY,7,Friedrich Dürrenmatt,Das Versprechen,TITLE_AUTHOR,/works/OL19830411W,Das Versprechen,Friedrich Dürrenmatt,/books/OL39816338M,Das Versprechen,Requiem auf den Kriminalroman,ger,9783866152298,Süddt. Zeitung GmbH,2006,,12938571,1.0,1.0,0.9900000000000001,VALID_COVER,273,500,JPEG,data/audit/reconstruction-DE-replacement-covers/DE-replacement-TWENTIETH_CENTURY-07-OL39816338M.jpeg,BEST_CANDIDATE_FOUND
DE,TWENTIETH_CENTURY,8,Bertolt Brecht,Leben des Galilei,TITLE_AUTHOR,/works/OL9072682W,Leben DES Galilei,Bertolt Brecht,/books/OL9050182M,Leben DES Galilei,,ger,9783518100011,Suhrkamp Verlag,"January 1, 2002",,1015809,1.0,1.0,0.9900000000000001,VALID_COVER,282,475,JPEG,data/audit/reconstruction-DE-replacement-covers/DE-replacement-TWENTIETH_CENTURY-08-OL9050182M.jpeg,BEST_CANDIDATE_FOUND
DE,YOUTH,1,Otfried Preußler,Die kleine Hexe,TITLE_AUTHOR,/works/OL2589222W,Die kleine Hexe,Otfried Preußler,/books/OL23042013M,Die kleine Hexe,,ger,352210580X,K. Thienemanns,1957,,7393510,1.0,1.0,0.9900000000000001,VALID_COVER,328,500,JPEG,data/audit/reconstruction-DE-replacement-covers/DE-replacement-YOUTH-01-OL23042013M.jpeg,BEST_CANDIDATE_FOUND
DE,YOUTH,2,Michael Ende,Jim Knopf und Lukas der Lokomotivführer,TITLE_AUTHOR,/works/OL2271583W,Jim Knopf und Lukas der Lokomotivführer,Michael Ende,/books/OL23042198M,Jim Knopf und Lukas der Lokomotivführer,,ger,3522149807,K. Thienemann,1990,,15120844,1.0,1.0,0.9900000000000001,VALID_COVER,307,500,JPEG,data/audit/reconstruction-DE-replacement-covers/DE-replacement-YOUTH-02-OL23042198M.jpeg,BEST_CANDIDATE_FOUND
DE,YOUTH,3,Erich Kästner,Das fliegende Klassenzimmer,TITLE_AUTHOR,/works/OL970151W,Das fliegende Klassenzimmer,Erich Kästner,/books/OL22031667M,Das fliegende Klassenzimmer,ein Roman für Kinder,ger,3791530151,Cecilie Dressler,1935,,8635126,1.0,1.0,0.9900000000000001,VALID_COVER,351,500,JPEG,data/audit/reconstruction-DE-replacement-covers/DE-replacement-YOUTH-03-OL22031667M.jpeg,BEST_CANDIDATE_FOUND
DE,YOUTH,4,Cornelia Funke,Tintenherz,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
