language,category,policy_author,tier,max_selected,max_total,work_key,work_title,work_authors,author_score,first_publish_year,edition_key,edition_title,edition_subtitle,edition_languages,edition_title_score,isbn,publisher,publish_date,page_count,cover_id,cover_state,cover_width,cover_height,cover_format,cover_local_path,collection_flag,suspicious_flag,pre_cover_score,final_score,classification,classification_reason,selection_state
FR,CONTEMPORARY,Tahar Ben Jelloun,1,16,24,/works/OL164859W,La Reclusion Solitaire,Tahar Ben Jelloun,1.0000,1987,/books/OL8834585M,La Reclusion Solitaire,,fre,1.0000,9782020259132,Points French,"December 31, 1998",,963895,VALID_COVER,287,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL8834585M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Tahar Ben Jelloun,1,16,24,/works/OL456663W,La soudure fraternelle,Tahar Ben Jelloun,1.0000,1994,/books/OL1164632M,La soudure fraternelle,,fre,1.0000,2869591934,Arléa,1994,,3897458,VALID_COVER,128,213,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL1164632M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Tahar Ben Jelloun,1,16,24,/works/OL28587784W,Le bonheur conjugal,Tahar Ben Jelloun,1.0000,2015,/books/OL39197604M,Le bonheur conjugal,,fre,1.0000,9782070456116,Gallimard,2015,,12827308,VALID_COVER,267,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL39197604M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Tahar Ben Jelloun,1,16,24,/works/OL23244256W,Le bonheur conjugal,Tahar Ben Jelloun,1.0000,2012,/books/OL31080984M,Le bonheur conjugal,roman,fre,1.0000,9782070138340,Gallimard,2012,,12850910,VALID_COVER,323,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL31080984M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Tahar Ben Jelloun,1,16,24,/works/OL456691W,Le dernier ami,Tahar Ben Jelloun,1.0000,2004,/books/OL16407149M,Le dernier ami,roman,fre,1.0000,2020798328,Éditions du Seuil,2004,,11667324,VALID_COVER,292,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL16407149M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Yasmina Khadra,1,16,24,/works/OL2291662W,La part du mort,Yasmina Khadra,1.0000,2004,/books/OL15589834M,La part du mort,roman,fre,1.0000,2260016448,Julliard,2004,,12290380,VALID_COVER,305,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL15589834M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Yasmina Khadra,1,16,24,/works/OL2291667W,Les agneaux du Seigneur,Yasmina Khadra,1.0000,1998,/books/OL495140M,Les agneaux du Seigneur,roman,fre,1.0000,2260015034,Editions Julliard,1998,,2152954,VALID_COVER,316,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL495140M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Yasmina Khadra,1,16,24,/works/OL2291668W,Les hirondelles de Kaboul,Yasmina Khadra,1.0000,2002,/books/OL3655283M,Les hirondelles de Kaboul,roman,fre,1.0000,2260015964,Julliard,2002,,978369,VALID_COVER,315,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL3655283M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Yasmina Khadra,1,16,24,/works/OL13557346W,Les hirondelles de Kaboul,Yasmina Khadra,1.0000,2003,/books/OL32378806M,Les hirondelles de Kaboul,,fre,1.0000,9782744163296,Éd. France loisirs,2003,,11040035,VALID_COVER,300,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL32378806M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Yasmina Khadra,1,16,24,/works/OL24693974W,Les sirènes de Bagdad,Yasmina Khadra,1.0000,2007,/books/OL32774485M,Les sirènes de Bagdad,,fre,1.0000,9782266172714,Pocket,2007,,11405690,VALID_COVER,287,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL32774485M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
