language,category,priority,author,target_work,target_index,match_state,match_score,author_score,title_score,matched_source_key,matched_title,matched_subtitle,matched_authors,matched_isbn,matched_year,matched_publisher,matched_decision,candidate_1_score,candidate_1_title,candidate_1_authors,candidate_1_source_key,candidate_2_score,candidate_2_title,candidate_2_authors,candidate_2_source_key,candidate_3_score,candidate_3_title,candidate_3_authors,candidate_3_source_key
ES,SPANISH_CANON,1,Miguel de Unamuno,Niebla,32,NO_MATCH,0.6211,0.2069,0.9600,/books/OL27582920M,Nuestra señora de las tinieblas,,Charles Busch | Fritz Leiber,9788495741196,2002,Pulp,KEEP_TRANSLATION,0.6211,Nuestra señora de las tinieblas,Charles Busch | Fritz Leiber,/books/OL27582920M,0.6211,Espadas entre la niebla,Fritz Leiber,/books/OL22915766M,0.5590,La feria de las tinieblas,Ray Bradbury,/books/OL27578906M
ES,SPANISH_CANON,1,Miguel de Unamuno,"San Manuel Bueno, mártir",33,NO_MATCH,0.5509,0.6667,0.4561,/books/OL13000748M,Miguel D'Arienzo,Commedia in Carta,Miguel D'Arienzo,9789508890818,2004,La Marca Editora,KEEP_CORE,0.5509,Miguel D'Arienzo,Miguel D'Arienzo,/books/OL13000748M,0.5250,La verdad bajo la tierra,Miquel Dewever-Plana,/books/OL13364735M,0.4783,Los baños de Argel ; Pedro de Urdemalas,Miguel de Cervantes Saavedra,/books/OL1182139M
ES,SPANISH_CANON,1,Miguel de Unamuno,Abel Sánchez,34,NO_MATCH,0.5357,0.6667,0.4286,/books/OL13000748M,Miguel D'Arienzo,Commedia in Carta,Miguel D'Arienzo,9789508890818,2004,La Marca Editora,KEEP_CORE,0.5357,Miguel D'Arienzo,Miguel D'Arienzo,/books/OL13000748M,0.5055,El Rufian Dichoso,Miguel de Cervantes Saavedra,/books/OL24311796M,0.4526,"Arbol del Verano, El",Guy Gavriel Kay,/books/OL13270009M
ES,SPANISH_CANON,1,Pío Baroja,El árbol de la ciencia,35,NO_MATCH,0.5500,0.3333,0.7273,/books/OL13203821M,El Fin de La Inocencia,Ensayos Sobre La Corrupcion y La Ilegalidad del Poder,Jose Maria Simonetti,9789879173831,2002,Universidad Nacional de Quilmes,KEEP_CORE,0.5500,El Fin de La Inocencia,Jose Maria Simonetti,/books/OL13203821M,0.5275,María de Sanabria,Diego Bracco,/books/OL23108419M,0.5073,Enciclopedia De Las Ciencias,Catherine Headlam,/books/OL13220267M
ES,SPANISH_CANON,1,Pío Baroja,Zalacaín el aventurero,36,NO_MATCH,0.4223,0.4800,0.3750,/books/OL3798072M,Volavérunt,novela,Antonio Larreta,9788432055355,1980,Planeta,KEEP_CORE,0.4223,Volavérunt,Antonio Larreta,/books/OL3798072M,0.4197,Las ciencias naturales en México,Hugo Arechiga,/books/OL22163247M,0.4102,Una cancion de piedra,Iain Banks,/books/OL19744789M
ES,SPANISH_CANON,1,Ramón del Valle-Inclán,Luces de bohemia,37,NO_MATCH,0.4641,0.3438,0.5625,/books/OL20735513M,Teoría del poema,la enunciación lírica,Fernando y German GULLON CABO ASEGUINOLAZA,9789042003781,1998,Rodopi,KEEP_CORE,0.4641,Teoría del poema,Fernando y German GULLON CABO ASEGUINOLAZA,/books/OL20735513M,0.4550,Francisco de Vitoria,María del Carmen Rovira,/books/OL16309880M,0.4550,Quincas Borba,Machado de Assis,/books/OL39334884M
ES,SPANISH_CANON,1,Ramón del Valle-Inclán,Sonata de otoño,38,NO_MATCH,0.4787,0.4737,0.4828,/books/OL12999986M,El Arte Objeto,Interrogantes Ante La Sociedad Cultural del Tercer Milenio (Libro Argentino),Raul Vera Ocampo,9789508435460,2004,Vinciguerra,KEEP_CORE,0.4787,El Arte Objeto,Raul Vera Ocampo,/books/OL12999986M,0.4652,Arte Y Toros,Maria Dolores Palacios Lopez,/books/OL13193030M,0.4513,No robarás las botas de los muertos,Mario Delgado Aparaín,/books/OL3608282M
ES,SPANISH_CANON,1,Antonio Machado,Campos de Castilla,39,NO_MATCH,0.5699,0.6875,0.4737,/books/OL13228223M,El Canto de la Plaza,,Ana Maria Machado,9788427932302,2001,Lectorum Publications,KEEP_TRANSLATION,0.5699,El Canto de la Plaza,Ana Maria Machado,/books/OL13228223M,0.4884,"Ah, Pajarita Si Yo Pudiera",Ana Maria Machado,/books/OL13068286M,0.4744,Un Pajarito Me Conto/ a Little Bird Told Me,Ana Maria Machado,/books/OL13115611M
ES,SPANISH_CANON,1,Antonio Machado,"Soledades, galerías y otros poemas",40,NO_MATCH,0.4754,0.6875,0.3019,/books/OL13228223M,El Canto de la Plaza,,Ana Maria Machado,9788427932302,2001,Lectorum Publications,KEEP_TRANSLATION,0.4754,El Canto de la Plaza,Ana Maria Machado,/books/OL13228223M,0.4723,La tortuga sabia y el mono entrometido/ The Wise Turtle and the Fresh Monkey,Ana Maria Machado,/books/OL13071232M,0.4662,"Asclepiades De Samos, Epigramas Y Fragmentos",Luis Arturo Guichard,/books/OL12660289M
ES,SPANISH_CANON,1,Juan Ramón Jiménez,Platero y yo,41,NO_MATCH,0.4774,0.3478,0.5833,/books/OL13193030M,Arte Y Toros,Estampa E Ilustracion Taurina (Libros Singulares (Ls)),Maria Dolores Palacios Lopez,9788420677446,2005,Alianza Editorial,KEEP_CORE,0.4774,Arte Y Toros,Maria Dolores Palacios Lopez,/books/OL13193030M,0.4156,"Plano, El",Emmanuel Siety,/books/OL13273110M,0.4095,El Latino,Alejandro Giménez Rodríguez,/books/OL16283083M
ES,SPANISH_CANON,1,Juan Ramón Jiménez,Diario de un poeta recién casado,42,NO_MATCH,0.4891,0.3704,0.5862,/books/OL13264724M,Donde Esta Carmen Sandiego?,,John Peel,9788440642103,1998,Ediciones B,KEEP_TRANSLATION,0.4891,Donde Esta Carmen Sandiego?,John Peel,/books/OL13264724M,0.4868,La seducción de un orden,Ana María Stuven,/books/OL17061018M,0.4538,La Ilustración y las ciencias,"J. L., J. Moscoso, J. Primentel (Eds.) Barona",/books/OL22104377M
ES,SPANISH_CANON,1,Federico García Lorca,Romancero gitano,43,NO_MATCH,0.4527,0.4375,0.4651,/books/OL13308870M,Tomando Cartas En El Asunto,Las Amistades Peligrosas de Las Mujeres Con El Genero Epistolar (Coleccion Sagardiana),Meri Torras,9788477335504,2001,Prensas Universitarias Universidad de Zaragoz,KEEP_CORE,0.4527,Tomando Cartas En El Asunto,Meri Torras,/books/OL13308870M,0.4386,Francisco de Vitoria,María del Carmen Rovira,/books/OL16309880M,0.4303,Raices de Un Nuevo Milenio,Ricardo Crivelli,/books/OL13197692M
ES,SPANISH_CANON,1,Federico García Lorca,La casa de Bernarda Alba,44,NO_MATCH,0.4759,0.4091,0.5306,/books/OL487112M,La formación de las almas,el imaginario de la República en el Brasil,José Murilo de Carvalho,9789879173107,1997,Universidad Nacional de Quilmes,KEEP_TRANSLATION,0.4759,La formación de las almas,José Murilo de Carvalho,/books/OL487112M,0.4673,La ciudad de los elegidos,Adriana María Suárez Mayorga,/books/OL16303770M,0.4658,El Canto de la Plaza,Ana Maria Machado,/books/OL13228223M
ES,SPANISH_CANON,1,Federico García Lorca,Bodas de sangre,45,NO_MATCH,0.4412,0.3333,0.5294,/books/OL13270009M,"Arbol del Verano, El",,Guy Gavriel Kay,9788448031923,2000,Timun Mas,KEEP_TRANSLATION,0.4412,"Arbol del Verano, El",Guy Gavriel Kay,/books/OL13270009M,0.4404,La ciudad de los elegidos,Adriana María Suárez Mayorga,/books/OL16303770M,0.4326,Tomando Cartas En El Asunto,Meri Torras,/books/OL13308870M
ES,LATIN_AMERICAN_CANON,1,Jorge Luis Borges,Ficciones,46,NO_MATCH,0.4792,0.2500,0.6667,/books/OL13073280M,Indagaciones,El Nuevo Arte Cubano y Su Estetica (Coleccion Saturno),Magaly Espinosa,9789597150091,2003,Ediciones de Almargen,KEEP_CORE,0.4792,Indagaciones,Magaly Espinosa,/books/OL13073280M,0.4665,El Circulo De Bellas Artes,Jose Luis Temes,/books/OL13193031M,0.4564,El financiero,Theodore Dreiser,/books/OL6479060M
ES,LATIN_AMERICAN_CANON,1,Jorge Luis Borges,El Aleph,47,NO_MATCH,0.4711,0.6875,0.2941,/books/OL13193031M,El Circulo De Bellas Artes,"Madrid, De 1939 a Nuestros Dias (Libros Singulares (Ls))",Jose Luis Temes,9788420677453,2005,Alianza Editorial,KEEP_CORE,0.4711,El Circulo De Bellas Artes,Jose Luis Temes,/books/OL13193031M,0.4664,El Alienista,Machado de Assis,/books/OL13279231M,0.4528,El financiero,Theodore Dreiser,/books/OL6479060M
ES,LATIN_AMERICAN_CANON,1,Jorge Luis Borges,Historia universal de la infamia,48,NO_MATCH,0.5015,0.3600,0.6173,/books/OL12993977M,Historia General del Arte En La Argentina - Tomo 10,,Nacional de Bellas Artes Academia,9789506120054,2005,Academia Nacional de Bellas Artes,KEEP_CORE,0.5015,Historia General del Arte En La Argentina - Tomo 10,Nacional de Bellas Artes Academia,/books/OL12993977M,0.5000,Responsabilidad de la poesía,Jorge Arbeleche,/books/OL319249M,0.4993,El Museo Nacional De Bellas Artes,Jose Linares,/books/OL13073252M
