source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason
/books/OL2055295M,Chantal,,Yvone Lenard,1,9780385297837,1989,Delacorte Press,Fiction,0,,
/books/OL49147M,The magic of Provence,pleasures of southern France,Yvone Lenard,1,9780871272126,2000,Elysian Editions,Voyage,0,,
/books/OL23273988M,Tutankhamun,the mystery of the boy king,Zahi A. Hawass,1,9780792283546,2005,National Geographic,Biographie | Histoire | Jeunesse,0,,
/books/OL12845748M,Clay Geosynthetic Barriers (W/cd),,Zanzinger,1,9789058093806,2002,SWETS,,0,,
