source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason,audit_flags
/books/OL10107357M,Test of Language Competence,Administration Manual,Wayne Secord | Elisabeth Wiig,2,9780158955599,1989,Psychological Corporation,,2,,,DUPLICATE_LIKE_2
/books/OL10107358M,Test of Language Competence,Technical Manual,Wayne Secord | Elisabeth Wiig,2,9780158955605,1989,Harcourt,,2,,,DUPLICATE_LIKE_2
/books/OL21529674M,"Aufbau, Absicht und Form der Pragmateiai Philodems.",,Werner Liebich,1,,1960,Berlin-Steglitz,,0,,,FOREIGN_TITLE_DE_2
/books/OL10076029M,The American Journey,A History of the United States,William L. Barney | Jo Ann E. Argersinger | Carl Abbott | Virginia Dejohn Anderson | Robert M. Weir | David R. Goldfield | Peter H. Argersinger,7,9780130401496,1999,Prentice Hall College Div,,2,,,MULTI_AUTHOR_7 | DUPLICATE_LIKE_2
/books/OL10076030M,The American Journey,A History of the United States,William L. Barney | Jo Ann E. Argersinger | Carl Abbott | Virginia Dejohn Anderson | Robert M. Weir | David R. Goldfield | Peter H. Argersinger,7,9780130401519,1999,Prentice Hall College Div,,2,,,MULTI_AUTHOR_7 | DUPLICATE_LIKE_2
/books/OL10076028M,The American Journey: A History of the United States,Combined Edition,William L. Barney | Jo Ann E. Argersinger | Carl Abbott | Virginia Dejohn Anderson | Robert M. Weir | David R. Goldfield | Peter H. Argersinger,7,9780130401465,1999,Prentice Hall College Div,,0,,,MULTI_AUTHOR_7
/books/OL22536453M,"HENRY IV, PART II",,William Shakespeare,1,9780571216284,,FABER AND FABER,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL43530392M,King Henry the Fourth Part I,,William Shakespeare,1,,1922,Ginn & Company,Fiction | Histoire | Théâtre,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL23546098M,Select Plays of William Shakspeare in Six Volumes,Vol. VI,William Shakespeare,1,,1820,"Printed for the proprietors, by G.L . Austin",Fiction | Jeunesse | Théâtre,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL32195049M,Shakspeare's Dramatic Works,In Eight Volumes: Volume VI,William Shakespeare,1,,1830,Printed and sold by J.F. Dove,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL23534894M,The Complete Works of William Shakspeare in Two Volumes,Vol. II,William Shakespeare,1,,1838,Baudry's European Library,Fiction | Jeunesse | Théâtre,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL32183896M,The Plays of William Shakspeare,Volume the Seventh,William Shakespeare,1,,1778,"Printed for C. Bathurst, etc.",,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL25678404M,The Works of Mr. William Shakespear,"the seventh volume : containing Venus and Adonis, Tarquin and Lucrece, and Mr. Shakespear's miscellany poems : to which is prefix'd An essay on the art, rise, and progress of the stage in Greece, Rome, and England : and a glossary of the old words us'd in these works : the whole revis'd and corrected, with a preface",William Shakespeare,1,,1725,"Printed by J. Darby, for A. Bettesworth",,2,,,DUPLICATE_LIKE_2 | SERIAL_OR_ACADEMIC_TITLE
/books/OL32225364M,The Works of Mr. William Shakespear,Volume the Seventh,William Shakespeare,1,,1747,"Printed for J. and P. Knapton, S. Birt, T. Longma[n] and T. Shewell, H. Lintott, C. Hitch, J. Brindley, J. and R. Tonson and S. Draper, R. Wellington, E. New, and B. Dod",,2,,,DUPLICATE_LIKE_2 | SERIAL_OR_ACADEMIC_TITLE
/books/OL32239416M,The Works of Shakespeare,Volume the Eighth,William Shakespeare,1,,1740,"Printed for H. Lintott, C. Hitch, J. and R. Tonson, C. Corbet, R. and B. Wellington, J. Brindley, and E. New",Fiction | Jeunesse | Théâtre,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL32235076M,The Works of William Shakespeare,In Eight Volumes: Vol. VIII,William Shakespeare,1,,1843,Whittaker & Co.,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL20469481M,Tragedies,Troilus and Cressida / Coriolanus / Titus Andronicus,William Shakespeare,1,,1861,"Little, Brown and company",,2,,,DUPLICATE_LIKE_2
/books/OL12798886M,Kleine Schriften Zur Hellenistisch-Romischen Philosophie (Philosophia Antiqua),,Woldemar Gorler,1,9789004137363,2004,Brill Academic Publishers,Philosophie,0,,,FOREIGN_TITLE_DE_3
/books/OL12804517M,BESCHREIBUNG DER WELT. Zur Poetik der Reise- und Länderberichte. Vorträge eines interdisziplinären Symposiums vom 8. bis 13. Juni 1998 an der Justus-Liebig-Universität Gießen. (Chloe 31),,Xenja Von Ertzdorff,1,9789042004801,2000,Rodopi Bv Editions,,0,,,FOREIGN_TITLE_DE_3
/books/OL12664878M,Royal Autobiography in the Book of Qoheleth (Beihefte Zur Zeitschrift Fur die Alttestamentliche Wissenschaft 369) (Beiheft Zur Zeitschrift Fur Die Alttestamentliche Wissenschaft),,Y V Koh,1,9783110192285,2006,Walter de Gruyter,Histoire,0,,,FOREIGN_TITLE_DE_3
/books/OL12845317M,"Presence and Pre-Expressivity, Part I (Contemporary Theatre Review)",,YARROW,1,9789057021749,1998,Routledge,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL12798360M,The Essentials of Medicine in Ancient China and Japan,,Yasuyori Tamba,1,9789004078055,1986,Brill,,2,,,DUPLICATE_LIKE_2
/books/OL12798362M,The Essentials of Medicine in Ancient China and Japan,Yasuyori Tamba's Shimpo,Yasuyori Tamba,1,9789004078086,1997,Brill Academic Pub,,2,,,DUPLICATE_LIKE_2
/books/OL13168328M,Einstein,,YKids,1,9789810549442,2007,YoungJin Singapore Pte. Ltd.,Biographie,2,,,DUPLICATE_LIKE_2
/books/OL12770507M,Public Key Cryptography - PKC 2003,"6th International Workshop on Theory and Practice in Public Key Cryptography, Miami, FL, USA, January 6-8, 2003, Proceedings (Lecture Notes in Computer Science)",Yvo Desmedt,1,9783540003243,2003,Springer,Technologie,0,,,SERIAL_OR_ACADEMIC_TITLE
