source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason,audit_flags
/books/OL15008848M,"Nice Shot, Snoopy","Selected Cartoons from 'The Way of the Fussbudget Is not Easy', Vol. 3",Charles M. Schulz,1,9780340484845,1988,Coronet,Fiction,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL24942369M,"Slide, Charlie Brown! Slide!","Selected Cartoons from 'It's a Dog's Life, Charlie Brown!', Vol. 2",Charles M. Schulz,1,,1962,Fawcett Publications,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL22977758M,Snoopy,,Charles M. Schulz,1,,1958,Rinehart,Jeunesse,3,,,DUPLICATE_LIKE_3
/books/OL17151676M,The Complete Peanuts,1983 to 1984,Charles M. Schulz,1,9781560975892,2004,Fantagraphics Books,BD et romans graphiques,4,,,DUPLICATE_LIKE_4
/books/OL20928999M,The complete Peanuts,1961 to 1962,Charles M. Schulz,1,9781560976721,2006,Fantagraphics Books,BD et romans graphiques,4,,,DUPLICATE_LIKE_4
/books/OL20929000M,The Complete Peanuts,1957 to 1958,Charles M. Schulz,1,9781560976707,2005,Fantagraphics Books,BD et romans graphiques,4,,,DUPLICATE_LIKE_4
/books/OL8619271M,The Complete Peanuts,1959 to 1960,Charles M. Schulz,1,9781560976714,2006,Fantagraphics,BD et romans graphiques,4,,,DUPLICATE_LIKE_4
/books/OL24956939M,The Wonderful World of Peanuts,"Selected Cartoons from 'More Peanuts', Vol. 1",Charles M. Schulz,1,,1954,Fawcett Crest,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL15007234M,We're All in this Together,"Selected Cartoons from 'Dr. Beagle and Mr. Hyde', Volume 1",Charles M. Schulz,1,9780340334744,1983,Coronet,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL7567499M,"What Next, Charlie Brown","Selected Cartoons from 'You're Out of Your Mind, Charlie Brown!', Vol. 2",Charles M. Schulz,1,9780449237793,1981,Ballantine Books,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL24957102M,"Who Was that Dog I Saw You With, Charlie Brown?","Selected Cartoons from 'You're You, Charlie Brown', Vol. 1",Charles M. Schulz,1,9780449238660,1968,Fawcett Crest,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL15008789M,"You're an Ace, Snoopy!","Selected Cartoons from 'The Way of the Fussbudget Is not Easy', Vol. 1",Charles M. Schulz,1,9780340425756,1988,Coronet,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL7565408M,You're Hopeless Charlie Brown,"Selected Cartoons from 'You're Weird, Sir!', Vol. 3",Charles M. Schulz,1,9780449202685,1984,Ballantine Books,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL15004143M,"You're not for Real, Snoopy!","Selected Cartoons from 'You Need Help, Charlie Brown', Vol. 1",Charles M. Schulz,1,9780340156988,1972,Coronet,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL24628502M,"You're On Your Own, Snoopy","Selected Cartoons from '“Ha Ha Herman,” Charlie Brown', Vol. 1",Charles M. Schulz,1,,1972,Fawcett Publications,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL21308346M,"You're So Smart, Snoopy","Selected Cartoons from 'You're Out of Sight, Charlie Brown', Vol. 1",Charles M. Schulz,1,9780340199275,1976,Coronet Books,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL24942175M,"You're Something Special, Snoopy!","Selected Cartoons from 'The Unsinkable Charlie Brown', Vol. 2",Charles M. Schulz,1,9780449238813,1972,Fawcett Crest,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL7567617M,"You've Got It Made, Snoopy","Selected Cartoons from 'You've had it, Charlie Brown', Vol. 1",Charles M. Schulz,1,9780449239452,1981,Ballantine Books,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL24946519M,"You've Got to Be You, Snoopy","Selected Cartoons from 'You've Come a Long Way, Charlie Brown', Vol. 2",Charles M. Schulz,1,,1971,Fawcett Publications,,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL22982520M,胸懷壯志的史奴比 = Snoopy,Snoopy,Charles M. Schulz,1,9789576183294,2000,Shuang da chu ban you xian gong si,,3,,,DUPLICATE_LIKE_3
/books/OL22926567M,花生漫畫 = Snoopy,,Charles M. Schulz,1,9789625530017,1993,Bo zhi chu ban she,,3,,,DUPLICATE_LIKE_3
/books/OL10071328M,Academic Press Dictionary of Science and Technology/Cd-Rom Version 1.0,,Christopher Morris | Academic Press,2,9780122004018,1996,Academic Press,,0,,,INSTITUTIONAL_AUTHOR
/books/OL17528907M,Monster,and Die softly,Christopher Pike,1,9780340616857,1995,Hodder Children's Books,,2,,,DUPLICATE_LIKE_2
/books/OL7664034M,Monster,,Christopher Pike,1,9780671745073,1992,Simon Pulse,,2,,,DUPLICATE_LIKE_2
/books/OL34850036M,Spooksville,Night of the Vampire,Christopher Pike,1,9780340726587,1998,Hoddern Children's Books,Jeunesse,2,,,DUPLICATE_LIKE_2
/books/OL37038815M,Spooksville,The Wicked Cat,Christopher Pike,1,9781481410861,2015,Aladdin,,2,,,DUPLICATE_LIKE_2
/books/OL1873680M,Near to the wild heart,,Clarice Lispector,1,9780811211390,1990,New Directions,,2,,,DUPLICATE_LIKE_2
/books/OL25223655M,Near to the wild heart,,Clarice Lispector,1,9780811220026,2012,New Directions,,2,,,DUPLICATE_LIKE_2
/books/OL12805066M,Chasing Tales,"Travel Writing, Journalism and the History of British Ideas about Afghanistan. (Studia Imagologica)",Corinne Fowler,1,9789042022621,2007,Rodopi,Histoire | Voyage,0,,,SERIAL_OR_ACADEMIC_TITLE
/books/OL12760576M,Die Auswanderung aus dem Herzogtum Braunschweig im Kräftespiel staatlicher Einflußnahme und öffentlicher Resonanz 1720-1,,Cornelia Pohlmann,1,9783515080545,2002,Steiner (Franz),Histoire,0,,,FOREIGN_TITLE_DE_2
