source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason,decision,reason
/books/OL20337810M,Obras maestras españolas del Museo Goya de Castres,,Jean-Louis Augé,1,9788495163714,2002,Fundación BBVA,Arts,0,,,,
/books/OL13322024M,El trabajo de campo en la educacion primaria,Situacion en Asturias,Jesus Garcia Alba,1,9788483171240,1999,"Universidad de Oviedo, Servicio de Publicaciones",Sciences | Sciences sociales,0,,,,
/books/OL13307478M,La Politica Del Consenso,Una Lectura Critica De «el Liberalismo Politico» De John Rawls,Jesus Rodriguez Zepeda,1,9788476586471,2003,Anthropos Research & Publications,Philosophie | Politique,0,,,,
/books/OL13324701M,Comerciantes Españoles En La Lima Borbonica,Anatomia De Una Elite De Poder 1701-1761,Jesus Turiso Sebastian,1,9788484481515,2002,Universidad de Valladolid,Biographie | Histoire,0,,,,
/books/OL12804743M,La Generacion Del 98 Frente Al Nuevo Fin De Siglo.,,Jesús Torrecilla,1,9789042012547,2000,Rodopi Bv Editions,,0,,,,
/books/OL16804731M,James Ensor,grabador (1860-1949),Joachim Heusinger von Waldegg | Rudolf Schmitz | Xavier Tricot | James Ensor,4,9788498440737,2007,"Fundación Mapfre, Instituto de Cultura",Arts | Biographie,0,,,,
/books/OL11740945M,Historia del Futuro que Nos Pertenece,,Joherdi Hernandez | Ottilia Robers,2,9780966347210,2001,Terra Incognito Inc,Politique | Sciences sociales | Économie et entreprise,0,,,,
/books/OL26424729M,Mindhunter,,John E. Douglas | Mark Olshaker,2,9788417067595,2017,Crítica,Biographie | Sciences sociales,0,,,,
/books/OL13264724M,Donde Esta Carmen Sandiego?,,John Peel,1,9788440642103,1998,Ediciones B,Histoire | Jeunesse,0,,,,
/books/OL13283739M,Hay Alguien Ahi (Quintaesencia),,Jordi Urmeneta | Antoni Navarrete,2,9788475561585,2002,Grupo Oceano,Sciences,0,,,,
/books/OL319249M,Responsabilidad de la poesía,,Jorge Arbeleche,1,9789974440654,1997,Ediciones Rosgal,,0,,,,
/books/OL2499192M,Fictions,,Jorge Luis Borges,1,9780714540832,1985,J. Calder,Fiction,0,,,,
/books/OL16783606M,El espacio público de las ciencias sociales y humanas,"el papel político y los paradigmas : estudio comparativo Francia-América Latina : Jornadas Internacionales, 2006","Jornadas Internacionales ""El espacio público de las ciencias sociales y humanas"" (2006 Buenos Aires, Argentina?)",1,9789879120996,2007,Editores Del Puerto,Sciences sociales,0,,,,
/books/OL13118235M,El Sonido Y La Furia,La Persuasion Multicultural en Mexico Y Estados Unidos,Jose Antonio Aguilar Rivera,1,9789681909642,2004,Aguilar Editor,,0,,,,
/books/OL13154039M,Periodismo Cientifico En El Siglo XVIII,Jose Antonio de Alzate y Ramirez (Coleccion CSH),Jose Antonio de Alzate y. Ramirez,1,9789706547897,2001,Universidad Autonoma Metropolitana Unidad Xoc,Histoire | Sciences,0,,,,
/books/OL12956259M,Nacion Y Estado En Iberoamerica (Sudamericana Pensamiento),,Jose C. Chiaramonte,1,9789500725071,2004,Sudamericana,Histoire | Politique,0,,,,
/books/OL22554044M,Tendencias en desvertebración social y en políticas de solidaridad,sexto foro sobre tendencias sociales,Jose Felix Tezanos,1,9788486497590,2003,Editorial Sistema,Sciences,0,,,,
/books/OL12999271M,La Izquierda Argentina Que No Fue,Estudios de Historia Ideologica,Jose Gabriel Vazeilles,1,9789507863431,2003,Editorial Biblos,Histoire | Politique,0,,,,
/books/OL13073252M,El Museo Nacional De Bellas Artes,,Jose Linares,1,9789597030799,2004,Museo Nacional de Bellas Artes,,0,,,,
/books/OL13193031M,El Circulo De Bellas Artes,"Madrid, De 1939 a Nuestros Dias (Libros Singulares (Ls))",Jose Luis Temes,1,9788420677453,2005,Alianza Editorial,Histoire,0,,,,
/books/OL12807109M,Montajes Y Fragmentos: Una Aproximacion A La Narrativa Espanola De Vanguardia.,Teoria Literaria 15),Jose M. Del Pino,1,9789051838275,1995,Rodopi Bv Editions,,0,,,,
/books/OL13203821M,El Fin de La Inocencia,Ensayos Sobre La Corrupcion y La Ilegalidad del Poder,Jose Maria Simonetti,1,9789879173831,2002,Universidad Nacional de Quilmes,,0,,,,
/books/OL13116533M,"Revelaciones Las artes en America Latina, 1492-1820 (Arte Universal) (Arte Universal)",,Joseph Rishel,1,9789681684297,2007,Fondo de Cultura Economica,,0,,,,
/books/OL141552M,Os inimigos de Machado de Assis,,Josué Montello,1,9788520909645,1998,Editora Nova Fronteira,Biographie | Histoire,0,,,,
/books/OL12955436M,Cuyano alborotador,,José Ignacio García Hamilton,1,9789500712507,1998,Sudamericana,Fiction,0,,,,
/books/OL4464122M,Antimperialismo y nación,,José Ingenieros,1,9789682305085,1979,Siglo Veintiuno,Politique,0,,,,
/books/OL12807136M,Semiotica del Quijote. Teoria y practica de la ficcion narrativa.,,José Maria PAZ GAGO,1,9789051838787,1996,Rodopi Bv Editions,Fiction,0,,,,
/books/OL3805476M,La obra de José Medina Echavarría,,José Medina Echavarría,1,9788472322783,1980,Ediciones Cultura Hispánica del Instituto de Cooperación Iberoamericana,Histoire | Politique,0,,,,
/books/OL487112M,La formación de las almas,el imaginario de la República en el Brasil,José Murilo de Carvalho,1,9789879173107,1997,Universidad Nacional de Quilmes,Histoire | Politique,0,,,,
/books/OL13122830M,Los Cristos de Querétaro,,José Rodolfo Anaya Larios,1,9789685131032,2002,Ediciones Vieira,Arts,0,,,,
