source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason,decision,reason
/books/OL12994171M,Filosofia del Derecho - Rustico,,Georg Wilhelm Hgel,1,9789506200206,1998,Claridad,Philosophie | Politique,0,,,,
/books/OL13240501M,Psicologia del arte (COLECCION PSICOLOGIA) (Coleccion Psicologia / Ediciones Piramide),,Gisele Marty,1,9788436813401,2007,Piramide,Arts,0,,,,
/books/OL12954455M,Groria Da Comtla,,Gloria Da Cunha,1,9789500515542,2005,Corregidor,,0,,,,
/books/OL13002126M,Educacion Artistica En El Siglo XXI,,Graciela Blasi,1,9789509262188,2003,Ediciones FEPAI,,0,,,,
/books/OL13202888M,Arte Envidia y Politica En Los Aos 60 (Cultura Argentina),,Guillermo Fantoni,1,9789879035139,1998,Ediciones El Cielo Por Asalto,Histoire,0,,,,
/books/OL13270009M,"Arbol del Verano, El",,Guy Gavriel Kay,1,9788448031923,2000,Timun Mas,,0,,,,
/books/OL18309810M,De la razón antropofágica y otros ensayos,,Haroldo de Campos,1,9789682322211,2000,Siglo XXI,,0,,,,
/books/OL13126515M,Serie Por Que/Why? Series (Serie Por Que?/Why Series),,Hector Campillo Cuqutli,1,9789700300610,1996,Fernandez USA Pub Co,Jeunesse | Sciences,0,,,,
/books/OL13120683M,Oratoria De 3 En 3,,Hector Nogue,1,9789683814821,2006,Panorama Mexico,,0,,,,
/books/OL26478934M,Diablillo,,Heike Hohlbein | Wolfgang Hohlbein,2,9788420449227,2001,Alfaguara,,0,,,,
/books/OL38574734M,Moby Dick,,Herman Melville,1,9789706277138,2008,Época,Fiction | Histoire | Théâtre,0,,,,
/books/OL13124273M,Herve Di Rosa En Mexico,Decima Etapa,Herve Di Rosa,1,9789686842333,2002,Trilce,,0,,,,
/books/OL12963242M,Las Instituciones Politicas de Gobierno (Temas--Politica),,Hipolito Orlandi,1,9789502307756,1998,Eudeba,Politique,0,,,,
/books/OL12954480M,La Reformulacion de La Identidad Generica En La Narrativa de Mujeresargentinas del Siglo XX (Nueva Critica Hispanoamericana),,Holmfridur Gardarsdottir,1,9789500515924,2005,Corregidor,,0,,,,
/books/OL22163247M,Las ciencias naturales en México,,Hugo Arechiga,1,9789681656683,1999,Fondo de Estudios e Investigaciones Ricardo J. Zevada,Histoire,0,,,,
/books/OL13003200M,Tradicion Sibilina y Las Sibalas de San Telmo,,Hugo F. Bauza,1,9789509807433,1999,Fondo Nacional de Las Artes,,0,,,,
/books/OL13330440M,Veneno (Llibres de La Nostra Terra),,Hugo Fontana,1,9788489618510,2000,Grupo Oceano,Fiction,0,,,,
/books/OL13166614M,Determinismos Y Alternativas En Las Ciencias Sociales De America Latina,,Hugo Merino Zemelman,1,9789803170752,1995,Nueva Sociedad,Sciences sociales,0,,,,
/books/OL13307409M,Sujeto,Existencia y Potencia,Hugo Zemelman Merino,1,9788476585320,2001,Anthropos Research & Publications,Philosophie | Sciences sociales,0,,,,
/books/OL17526030M,"Retorica, induccion y ciencia en Aristoteles",epistemologia de la epauoue,Héctor Zagal Arreguín,1,9789686828016,1993,Universidad Panamericana,Philosophie | Sciences,0,,,,
/books/OL15420731M,El día en que murió Allende,,Ignacio González Camus,1,,1988,CESOC,Biographie | Politique,0,,,,
/books/OL18486991M,De historiografía lingüística e historia de las lenguas,,Ignacio Guzman Betancourt,1,9789682325151,2004,Siglo Veintiuno Editores,Histoire,0,,,,
/books/OL13155670M,Integrar La Educacion Artistica,"Politica Educativa, Integracion Curricular Y Formacion Docente Colectiva",Irma Fuentes Mata,1,9789707222694,2004,Universidad Autónoma de Zacatecas,Arts,0,,,,
/books/OL13237396M,Las Claves Del Arte Precolombino,,J. Alcina,1,9788434404564,1995,Planeta Pub Corp,,0,,,,
/books/OL22104377M,La Ilustración y las ciencias,para una historia de la objetividad,"J. L., J. Moscoso, J. Primentel (Eds.) Barona",1,9788437055039,2003,Universitat València,Histoire | Sciences,0,,,,
/books/OL13232351M,La filosofia aristotelica del lenguaje,,Jaime Araos San Martin,1,9788431316648,1999,Ediciones Universidad de Navarra,Philosophie | Sciences,0,,,,
/books/OL16952764M,Calderón y la máquina barroca,"escenografía, religión y cultura en El José de las mujeres",Javier Aparicio Maydeu,1,9789042007956,1999,Rodopi,,0,,,,
/books/OL13154117M,El Teatro Principal de Guadalajara,La Leyenda-- Olvidada,Javier Hernandez Larraanaga,1,9789706571373,2004,J. Hernandez Larra~naga,Histoire,0,,,,
/books/OL12806834M,"El Teatro Español A Fines Del Siglo Xvii. Historia, cultura y teatro en la espana de Carlos II. Volumen II",Dramaturgos y generos de las postrimerias. (Dialogos Hispanicos 8/II),"Javier, Harm den BOER y Fermin SIERRA MARTINEZ HUERTA CALVO",1,9789051831047,1989,Rodopi Bv Editions,Histoire,0,,,,
/books/OL12806832M,"El Teatro EspaÑOL A FINES DEL SIGLO XVII. Historia, cultura y teatro en la España de Carlos II. Volumen III",y fiestas.,"Javier, Harm den BOER y Fermín SIERRA MARTÍNEZ Huerta Calvo",1,9789051831023,1989,Editions Rodopi,Histoire,0,,,,
