source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason,decision,reason
/books/OL13072183M,Imagenes de Ciudad,Percepcion y Cognicion En Ni~nos de Bogota,Paula Gonzalez Vergara,1,9789588232140,2004,Alcaldia Mayor de Bogota D.C. Instituto Distr,,0,,,,
/books/OL23231856M,Chile,marca registrada : historia general de las marcas comerciales y el imaginario del consumo en Chile,Pedro Alvarez Caselli,1,9789568018559,2008,Ocho Libros,Histoire,0,,,,
/books/OL13057632M,Hdgch,Historia del Dise~no Grafico En Chile,Pedro Alvarez Caselli,1,9789562990813,2004,Gobierno de Chile Consejo Nacional del Libro,,0,,,,
/books/OL13232086M,El Pensamiento Politico De La Derecha Española En El Siglo XX,De La Crisis De La Restauracion Al Estado De Partidos (1898-2000) (Biblioteca Historia Pensamiento Politico),Pedro Carlos Gonzalez Cuevas,1,9788430942237,2005,Tecnos,Histoire | Politique,0,,,,
/books/OL16268654M,La última cena del ensayo,,Pedro Téllez,1,9789803761264,2005,"República Bolivariana de Venezuela, Ministerio de la Cultura, Consejo Nacional de la Cultura",Biographie | Fiction | Histoire | Philosophie | Politique | Théâtre | Éducation,0,,,,
/books/OL8233118M,Secretos sexuales,,Penny Slinger | Nik Douglas,2,9780892815883,1999,Inner Traditions en Español,,0,,,,
/books/OL12963195M,Avance de La Insignificancia,,Piera Castoriadis-Aulagnier,1,9789502306353,1997,Eudeba,Philosophie | Politique | Sciences sociales,0,,,,
/books/OL10168524M,Tratamiento Digital De Imagenes/ Digital Image Processing,,R. Wood | Rafael C. Gonzalez,2,9780201625769,1996,Addison Wesley Longman,Technologie,0,,,,
/books/OL6507361M,O quinze,romance.,Rachel de Queiroz,1,,1942,Companhia editora nacional,,0,,,,
/books/OL13222707M,Diseno Audiovisual,,Rafael Rafols,1,9788425215384,2004,Editorial Gustavo Gili,Arts,0,,,,
/books/OL13237323M,Ramon Casas - Impresionistas y Su Epoca -,,Ramon Casas,1,9788434308169,1997,Ediciones Poligrafa S.A.,,0,,,,
/books/OL13192436M,Introduccion a La Constitucion Espanola,(Texto Y Comentarios) (El Libro De Bolsillo),Ramon Tamames | Laura Tamames,2,9788420656250,2005,Alianza Editorial,Politique,0,,,,
/books/OL12991017M,Huellas del Ojo,,Raul Santana,1,9789505330072,2005,Asunto Impreso,,0,,,,
/books/OL12999986M,El Arte Objeto,Interrogantes Ante La Sociedad Cultural del Tercer Milenio (Libro Argentino),Raul Vera Ocampo,1,9789508435460,2004,Vinciguerra,Histoire,0,,,,
/books/OL17094032M,Ciencia y sátira,,René Raúl Drucker-Colín,1,9789707015661,2005,"UNAM, Dirección General de Publicaciones y Fomento Editoral",Histoire | Sciences,0,,,,
/books/OL13197692M,Raices de Un Nuevo Milenio,,Ricardo Crivelli,1,9789872046910,2005,Ricardo A. Crivelli,Arts,0,,,,
/books/OL13197545M,Mapuches del Neuquen,,Ricardo Paz,1,9789872010317,2002,Luz Editora,Histoire,0,,,,
/books/OL16771398M,La Mujer en la literatura hispánica de la Edad Media y el Siglo de Oro,,Rina Walthaus,1,9789051834468,1993,Rodopi,,0,,,,
/books/OL142508M,La innovación y las políticas en ciencia y tecnología para el Uruguay,,Rodrigo Arocena,1,9789974321939,1998,CIESU,,0,,,,
/books/OL13222930M,Barcelona 1000 Graffitis + DVD,,Rosa Puig Torres,1,9788425220227,2005,Editorial Gustavo Gili,Histoire,0,,,,
/books/OL13206982M,La tiranía del automóvil,Los costos humanos del desarrollo tecnológico,Roxana Kreimer,1,9789879893920,2006,Anarres,Sciences sociales,0,,,,
/books/OL12804356M,Del Dominio Publico: Itinerarios De La Carta Privada.,Teoria Literaria 20),Roxana PagÉS-rangel,1,9789042000520,1997,Rodopi Bv Editions,,0,,,,
/books/OL22995670M,Agosto,,Rubem Fonseca,1,9789684932524,1993,"Aguilar, León y Cal Editores",Fiction | Politique,0,,,,
/books/OL12955868M,"Libreria, La",,Ruben Loza Aguerrebere,1,9789500719315,2001,Sudamericana,Fiction,0,,,,
/books/OL12956402M,"Vernet, Caballero De Las Islas (Novela Historica)",,S Siderer De Plager,1,9789500726993,2005,Sudamericana,Fiction,0,,,,
/books/OL16919984M,Textos escolares e interculturalidad en Ecuador,,Sebastián Granda Merchán,1,9789978190647,2003,"Universidad Andina Simón Bolívar, Sede Ecuador",Sciences sociales,0,,,,
/books/OL13151879M,Retablos,"Su Restauracion, Estudio y Conservacion (Estudios de Arte y Estetica)",Seminario de Estudio del Patrimonio Art,1,9789703209811,2003,Universidad Nacional Autonoma de Mexico Tigac,,0,,,,
/books/OL36294015M,Siete Margarets,,Sheri S. Tepper,1,9788466637824,2011,Ediciones B,Fiction | Science-fiction,0,,,,
/books/OL13197892M,Arte Para Todos,La Difusion del Grabado Como Estrategia Para La Popularizacion del Arte,Silvia Dolinko,1,9789872074555,2003,Fundacion Espigas,Histoire,0,,,,
/books/OL1231535M,Enseñar ciencias sociales,,Silvia Finocchio,1,9789501630572,1993,Editorial Troquel,Sciences sociales,0,,,,
