source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason,decision,reason
/books/OL16290204M,Escritos,propuestas para una sociedad comprometida,Edgardo Juan Trucco,1,9789875082137,2003,Universidad Nacional del Litoral,Politique,0,,,,
/books/OL22971270M,Manualidades con Marina,,Editores | Marina Orcoyen,2,9789500819985,1998,Atlántida,,0,,,,
/books/OL12959580M,"La Cosa Politica, O, El Acecho de Lo Real",,Eduardo Gruner,1,9789501265453,2005,Ediciones Paidos Iberica,Philosophie | Politique,0,,,,
/books/OL12963660M,Taekwondo - Itf,,Eduardo Kuper,1,9789502404721,1991,Albatros,,0,,,,
/books/OL13122584M,Ruptura y Oposicion,"El Movimiento Henriquista, 1945-1954",Elisa Servin,1,9789684933798,2001,Cal y Arena,Politique,0,,,,
/books/OL13155642M,Vanguardias y Neovanguardias Artisticas,Un Balance de Fin de Siglo (Coleccion Polifonia),Elizabeth Sanchez Garay,1,9789707221833,2003,Plaza y Valdes,Histoire,0,,,,
/books/OL22497651M,Calamarí,,Emilio Ruiz Barrachina,1,9788423998272,2000,Espasa Calpe,Fiction,0,,,,
/books/OL13273110M,"Plano, El",En El Origen Del Cine,Emmanuel Siety,1,9788449315756,2004,Ediciones Paidos Iberica,,0,,,,
/books/OL19012273M,La máscara de los poderosos,,Enrique González Duro,1,9788479544980,1999,Ediciones Libertarias,,0,,,,
/books/OL16295422M,Kohunlich,emplazamiento y desarrollo histórico,Enrique Nalda,1,9789703503117,2004,Instituto Nacional de Antropología e Historia,,0,,,,
/books/OL13120189M,Nacar En Manos Otomies,,Enriqueta M. Olguin,1,9789683699992,2004,Universidad Nacional Autonoma,,0,,,,
/books/OL25558182M,Marx y su concepto del hombre,Karl Marx : manuscritos econo mico-filoso ficos,Erich Fromm,1,9789681601881,2000,Fondo de Cultura Económica,Économie et entreprise,0,,,,
/books/OL13191095M,¿Qué es una nación?,Cartas a Strauss,Ernest Renan,1,9788420602943,1992,Alianza,,0,,,,
/books/OL13321693M,La Naturaleza Y Los Griegos,,Erwin Schrödinger | Roger Penrose,2,9788483105337,2002,TusQuets,Philosophie | Sciences,0,,,,
/books/OL13206692M,Buenos Aires,Arquitectura y Patrimonio,Fabio Grementieri | Xavier Verstraeten | Mimi Bohm,3,9789879811634,2001,Ediciones X. Verstraeten,,0,,,,
/books/OL20801184M,El fantasma del populismo,aproximación a un tema (siempre) actual,Felipe De Lara Burbano,1,9789803171346,1998,Nueva Sociedad,Politique,0,,,,
/books/OL22499910M,Edén,,Felipe Hernández,1,9788432210709,2000,Seix Barral,,0,,,,
/books/OL13057398M,"Iconografia, Identidad Nacional y Cambio de Siglo XIX-XX",Jornadas de Historia del Arte En Chile,Fernando Guzman Schiappacasse,1,9789562842938,2003,RIL,,0,,,,
/books/OL13318831M,Ciencia Politica y Teoria Politica Contemporaneas,Una Relacion Problematica,Fernando Harto De Vera,1,9788481648225,2006,Trotta,Histoire | Politique,0,,,,
/books/OL2630683M,En torno al estado y al desarrollo,,Fernando Henrique Cardoso,1,9789684293472,1982,Centro de Estudios Económicos y Sociales del Tercer Mundo,Économie et entreprise,0,,,,
/books/OL20735513M,Teoría del poema,la enunciación lírica,Fernando y German GULLON CABO ASEGUINOLAZA,1,9789042003781,1998,Rodopi,,0,,,,
/books/OL13003720M,Arte Argentino del Siglo XX,,Fiaar,1,9789509971660,2000,Fiaar,,0,,,,
/books/OL23199168M,"Hombre, política, y sociedad en nuestro mundo",,Francisco Rodríguez Adrados,1,9788467028805,2008,Espasa,Politique | Sciences sociales,0,,,,
/books/OL12807174M,Ibero-America y el Cine (Foro Hispanico 10),,Francisco Y Guido Podestá Lasarte,1,9789051839883,1996,Rodopi Bv Editions,Histoire,0,,,,
/books/OL13071847M,El Sol del Poder,Simbologia y Politica Entre Los Muiscas del Norte de Los Andes (Coleccion Sede),Francois Correa Rubio,1,9789587013955,2004,Universidad Nacional de Colombia Facultad de,Politique,0,,,,
/books/OL12955800M,Y Ahora Traeme... (Caminadores),,G. Keselman Porter,1,9789500718462,2000,Sudamericana,Fiction,0,,,,
/books/OL13202420M,Impecable-Implacable,,Gabriel F. Gutnisky,1,9789875910225,2006,Editorial Brujas,,0,,,,
/books/OL23057558M,Muñecos y animales de tela,,Gabriela Caporale | Norberto Alayón,2,9789500820738,1999,Editorial Atlántida,,0,,,,
/books/OL22587045M,La noche se hizo para los hombres,sexualidad en los procesos de cortejo entre jóvenes campesinos y campesinas,Gabriela Rodriguez | Benno De Keijzer,2,9789706611680,2002,Population Council,,0,,,,
/books/OL13362737M,Técnicas de investigación en ciencias humanas,,Gemma Muñoz-Alonso López,1,9788497720809,2003,Dykinson,Sciences sociales,0,,,,
