source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason,decision,reason
/books/OL13262814M,Herederas Y Heridas (Feminismos),,Maria A. Garcia De Leon,1,9788437620176,2004,Catedra,,0,,,,
/books/OL13198355M,Arte Argentino y Latinoamericano del Siglo XX,Sus Interrelaciones,Maria Amalia Garcia,1,9789872160210,2005,Fundacion Espigas,,0,,,,
/books/OL13124587M,Entre El Cuerpo Y El Alma,Imagineria De Los Siglo Xvii Y Xviii,Maria del Rosario Farga,1,9789687507798,2002,Universidad Autonoma de Puebla,Arts | Histoire,0,,,,
/books/OL13193030M,Arte Y Toros,Estampa E Ilustracion Taurina (Libros Singulares (Ls)),Maria Dolores Palacios Lopez,1,9788420677446,2005,Alianza Editorial,,0,,,,
/books/OL12995569M,Arte Argentino Para El Tercer Milenio,,Maria Esther Fernandez Navarro,1,9789507200687,1999,Gaglianone S.A.,Arts | Biographie,0,,,,
/books/OL12660457M,Delmira Agustini,"Dandismo, Genero Y Reescritura Del Imaginario Modernista (Perspectivas Hispanicas)",Maria Jose Bruna Bragado,1,9783039106868,2005,Peter Lang Publishing,,0,,,,
/books/OL13307470M,Politica De La Memoria,Una Mirada Sobre Occidente Desde El Margen (Pensamiento Critico),Maria Teresa De La Garza,1,9788476586341,2002,Anthropos Editorial,Philosophie | Politique,0,,,,
/books/OL3052265M,Artículos,,Mariano José de Larra,1,9788432038525,1981,Planeta,,0,,,,
/books/OL13282247M,Galileo En Roma/ Galileo in Rome,Cronica De 500 Dias,"Mariano-shea, William R. J. Artigas",1,9788474906769,2003,Ediciones Encuentro,Biographie | Histoire | Voyage,0,,,,
/books/OL1196782M,De Trujillo hacia el mundo,,Mario Briceño-Iragorry,1,9789802215713,1993,"Universidad de los Andes, Consejo de Publicaciones",Histoire,0,,,,
/books/OL3608282M,No robarás las botas de los muertos,,Mario Delgado Aparaín,1,9789974671324,2002,Alfaguara,Fiction | Histoire,0,,,,
/books/OL13155189M,Paisajes Del Limbo,,Mario Gonzalez Suarez,1,9789706990242,2002,Tusquets,,0,,,,
/books/OL13197153M,"Ver, Conocer, Dominar",Imagenes de Sudamerica a Fines del Siglo XVIII,Marta Penhos,1,9789871220182,2005,Siglo XXI Ediciones,Arts | Histoire,0,,,,
/books/OL12984744M,Claude Monet 1926,,Marta Prather,1,9783895080494,1996,Dummy Book Co,,0,,,,
/books/OL13235238M,100 Recursos Practicos En El Dibujo y La Pintura,,Martin Antonino,1,9788432971327,1992,Ceac,,0,,,,
/books/OL13196039M,El Mejor Amigo de La Ciencia,,Martin de Ambrosio,1,9789871105908,2004,Siglo XXI Ediciones,Sciences,0,,,,
/books/OL12992277M,Limbo (Tezontle),,Martin Kovensky,1,9789505575275,2002,Fondo de Cultura Economica USA,Histoire,0,,,,
/books/OL16309880M,Francisco de Vitoria,España y America : el poder y el hombre,María del Carmen Rovira,1,9789707015067,2004,Miguel Angel Porrúa,,0,,,,
/books/OL16333747M,Bitácora de un viaje por la gerencia social,,María Elena Silva-Díaz,1,9789806708181,2006,CENDES-UCV,,0,,,,
/books/OL23057702M,La casa romántica,,María José Roldán | A. Westgate | Jose Maria Roldan,3,9789500821131,1999,Atlántida,,0,,,,
/books/OL13195177M,Bricolage Contemporaneo,,Matilde Marin,1,9789870500506,2005,Asunto Impreso,,0,,,,
/books/OL13003328M,Un Patrimonio Protegido,Restauracion de Obras Maestras del Museo Juan B. Castagnino de Rosario,Mercedes de Las Carreras,1,9789509837140,2003,Ediciones Fundacion Antorchas,,0,,,,
/books/OL13308870M,Tomando Cartas En El Asunto,Las Amistades Peligrosas de Las Mujeres Con El Genero Epistolar (Coleccion Sagardiana),Meri Torras,1,9788477335504,2001,Prensas Universitarias Universidad de Zaragoz,Histoire,0,,,,
/books/OL20844728M,Las últimas obras de José Donoso,"juegos, roles y rituales en la subversión del poder",Michael Colvin,1,9788488435576,2001,Editorial Pliegos,,0,,,,
/books/OL13313881M,Rituales Con Velas,,Michele Chatellier,1,9788479272401,1998,Robin Book,,0,,,,
/books/OL13123760M,Estilo Mexicano,Sus Espacios Interiores (Artes Visuales),Miguel Angel Fernandez,1,9789686258684,2000,Bbva Bancomer,,0,,,,
/books/OL18915156M,Génesis del patrimonialismo en México,dominación política y legitimidad del poder,Miguel Angel Rodríguez,1,9789687787015,1997,LunArena,Histoire | Politique,0,,,,
/books/OL13000748M,Miguel D'Arienzo,Commedia in Carta,Miguel D'Arienzo,1,9789508890818,2004,La Marca Editora,,0,,,,
/books/OL24327589M,Compendio del Quijote,,Miguel de Cervantes Saavedra,1,,1905,"Perlado, Páez",,0,,,,
/books/OL13362533M,Don Quijote de la Mancha (Clasicos Inolvidables),,Miguel de Cervantes Saavedra,1,9788497649001,2007,Edimat Libros,,0,,,,
