source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason,decision,reason
/books/OL12153606M,Don Quijote de la Mancha by Miguel de Cervantes,An intermediate textbook,Miguel de Cervantes Saavedra,1,9781884473005,1996,Teachers Discovery,,0,,,,
/books/OL24320809M,Don Quixote,,Miguel de Cervantes Saavedra,1,9781554496631,2005,eBooksLib,Fiction,0,,,,
/books/OL24316909M,El Coloquio de los Perros,,Miguel de Cervantes Saavedra,1,9788492862078,2010,Albatros Digital SL,Fiction,0,,,,
/books/OL24318170M,El ingenioso Hidalgo Don Quijote de la Mancha,,Miguel de Cervantes Saavedra,1,,2004,elaleph.com,Fiction,0,,,,
/books/OL24322383M,El ingenioso Hidalgo Don Quijote de la Mancha - Segunda Parte,,Miguel de Cervantes Saavedra,1,,2004,elaleph.com,Fiction,0,,,,
/books/OL24311796M,El Rufian Dichoso,,Miguel de Cervantes Saavedra,1,9788492862351,2010,Albatros Digital SL,Fiction | Théâtre,0,,,,
/books/OL13233837M,Erase una vez Don Quijote,,Miguel de Cervantes Saavedra,1,9788431678494,2005,Vicens Vives,,0,,,,
/books/OL1182139M,Los baños de Argel ; Pedro de Urdemalas,,Miguel de Cervantes Saavedra,1,,1992,Taurus Ediciones,Théâtre,0,,,,
/books/OL16207409M,23 de abril,Dos novelas ejemplares y un entremés / Como gustéis,Miguel de Cervantes Saavedra | William Shakespeare,2,,2003,Cátedra,,0,,,,
/books/OL5517695M,Pluralismo e liberdade.,,Miguel Reale,1,,1963,Edição Saraiva,,0,,,,
/books/OL16920022M,La investigación lingüística desde la filosofía de la ciencia,a propósito de la lingüística chomskiana,Milagros Fernandez Perez,1,9788471913968,1986,Universidade de Santiago de Compostela,Philosophie | Sciences,0,,,,
/books/OL13364735M,La verdad bajo la tierra,"Guatemala, el genocidio silenciado",Miquel Dewever-Plana,1,9788498010749,2007,Blume,Histoire,0,,,,
/books/OL13241012M,"Canto, Danza y Libacion En Los Andes",,Monica Gudemos,1,9788436938340,2004,Ministerio de Cultura Direccion General de Be,,0,,,,
/books/OL13237625M,Manual Practico de Escritura Academica II,,Montolio,1,9788434428683,2005,Ariel,,0,,,,
/books/OL22012282M,Macunaíma o herói sem nenhum caráter,,Mário de Andrade,1,,1986,Editora Itatiaia Limitada,Fiction,0,,,,
/books/OL16416360M,México 2020,retos y perspectivas,"México 2020 (1998 Mexico City, Mexico?)",1,9789688232705,1999,Academia Mexicana de Investigadores y Estudiantes de Posgrado,Politique | Sciences | Technologie | Économie et entreprise,0,,,,
/books/OL12993977M,Historia General del Arte En La Argentina - Tomo 10,,Nacional de Bellas Artes Academia,1,9789506120054,2005,Academia Nacional de Bellas Artes,Histoire,0,,,,
/books/OL13072814M,"Romulo Rozo, el indoamericano universal en el centenario de su nacimiento (Biblioteca de la Academia Boyacense de Historia)",,Napoleon Peralta Barrera,1,9789589667804,1999,Academia Boyacense de Historia,Biographie,0,,,,
/books/OL3446746M,El regreso de Martín Aquino,,Napoleón Baccino Ponce de León,1,9789974771017,2003,Casa Editora,Fiction,0,,,,
/books/OL1996351M,Maluco,la novela de los descubridores,Napoleón Baccino Ponce de León,1,9788432246395,1990,Seix Barral,Fiction,0,,,,
/books/OL45427415M,Nedko Solakov,paisajes románticos con elementos ausentes,Nedko Solakov,1,,2002,Museo Nacional Centro de Arte Reina Sofía,,0,,,,
/books/OL51153409M,El príncipe,,Niccolò Machiavelli,1,9789806423367,2004,El Nacional,Fantasy | Fiction | Histoire | Philosophie | Politique,0,,,,
/books/OL19410927M,Qué es ser de izquierda?,,Nicolás Lynch,1,9789972268106,2005,Sonimagenes,,0,,,,
/books/OL13195181M,Polesello,,Nora Hochbaum,1,9789870502166,2006,Centro Cultural Recoleta,,0,,,,
/books/OL13121130M,Abece de la Vida,,Octavio Colmenares Vargas | Colmenares Octavio,2,9789684099135,1998,Libros Para Todos,,0,,,,
/books/OL19427074M,La Malinche,poder y religión en la región del volcán,Osvaldo Romero Melgarejo,1,9789688650707,2002,Universidad Autónoma de Tlaxcala,Histoire | Religion | Économie et entreprise,0,,,,
/books/OL13312176M,Pinochet,Epitafio Para Un Tirano,Pablo Azocar,1,9788478842025,1999,Lectorum Pubns Inc,Biographie | Histoire | Politique,0,,,,
/books/OL16779588M,La nación en tiempo heterogéneo y otros estudios subalternos,,Partha Chatterjee,1,9789972511653,2007,CLACSO,Politique,0,,,,
/books/OL13206008M,Instituto Di Tella,Experiencias '68,Patricia Thompson Rizzo,1,9789879609118,1999,Proa,,0,,,,
/books/OL13307504M,Politica Mente,"de La Revolucion a la Globalizacion (Autores, Textos y Temas)",Patxi Lanceros,1,9788476587386,2005,Anthropos Research & Publications,Philosophie | Politique,0,,,,
