source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason,decision,reason
/books/OL12954517M,Para Una Intelectualidad Sin Episteme,,Silvia Kurlat Ares,1,9789500516518,2006,Corregidor,,0,,,,
/books/OL12954463M,Stella Manhattan (Vereda Brasil),,Silviano Santiago,1,9789500515696,2004,Corregidor,,0,,,,
/books/OL13197444M,Quisiera Ser Como Tu/ I Want to Be Like You,,Stefan Gemmel,1,9789871296033,2006,Unaluna,,0,,,,
/books/OL12800401M,"Juan de la Cruz, Espiritu de Llama",,Steggink O.,1,9789024224548,1991,Peeters,Histoire,0,,,,
/books/OL3888166M,Viudas,(novela),Stephen Kessler | Ariel Dorfman,2,9789682310645,1981,Siglo XXI Editores,Fiction,0,,,,
/books/OL3659105M,Tunga,"11/11 al 12/12 de 1999, Centro Cultural Recoleta.",Tunga.,1,,1999,El Centro,,0,,,,
/books/OL12654246M,Le théatre en Espagne,Perméabilité du genre et traduction,Université de Pau,1,9782911852084,1998,Covedi,Histoire,0,,,,
/books/OL13222016M,Don Quijote de La Mancha - Gredos - 3 Tomos,,Vicente Gaos | Miguel de Cervantes Saavedra,2,9788424910839,2000,Gredos,,0,,,,
/books/OL12956354M,El Derrocado,,Victor Ego,1,9789500726429,2005,Sudamericana,Fiction,0,,,,
/books/OL12957138M,Libranos del mal,,Victor Sueiro,1,9789500824491,2000,Editorial Atlantida,Fiction,0,,,,
/books/OL16319892M,"Las familias poderosas del cabildo de Culiacán, 1872-1910",,Víctor Hugo Aguilar Gaxiola,1,9789706601056,2004,Universidad Autónoma de Sinaloa,Histoire | Politique,0,,,,
/books/OL4343317M,"Estado, burocracia y sociedad civil","discusión crítica, desarrollos y alternativas a la teoría política de Karl Marx.",Víctor Pérez Díaz,1,9788420412030,1978,Ediciones Alfaguara,Politique,0,,,,
/books/OL13069679M,Happy Feet - Gran Coleccion,,Warner Bros,1,9789580497448,2006,Grupo Editorial Norma,,0,,,,
/books/OL13117049M,Expresion Plastica,,Zully Tocaven,1,9789681840518,2002,Editorial Limusa S.A. De C.V.,Arts,0,,,,
/books/OL58286432M,Nosotros,,Евгений Иванович Замятин,1,9789872416133,2010,Miluno Editorial,Biographie | Fiction | Politique | Science-fiction,0,,,,
