source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason
/books/OL12659062M,Karatedô - Meister der vier großen Schulrichtungen und ihre Lehre. Biographien - Lehrschriften - Rezeption,,Heiko Bittmann,1,9783000040986,1999,Verlag Heiko Bittmann,Histoire,0,,
/books/OL12663950M,Eschatologische Identitat,"Eine Untersuchung Uber Das Verhaltnis Von Vorsehung, Schicksal Und Zufall Bei Soren Kierkegaard (Theologische Bibliothek Topelmann)",Heiko Schulz,1,9783110140934,1994,Walter De Gruyter Inc,,0,,
/books/OL12664614M,Die Romische Gesellschaft Bei Galen,"Biographie Und Sozialgeschichte (Untersuchungen Zur Antiken Literatur Und Geschichte, Band 65)",Heinrich Schlange-Schoningen,1,9783110178500,2004,Walter De Gruyter Inc,Histoire,0,,
/books/OL12704575M,Wallfahren heute.,,Heinz-Jürgen Förg | Hermann Scharnagl,2,9783429022761,2000,Echter,,0,,
/books/OL20211191M,Deutschlernen in den polnischen Ländern vom 15. Jahrhundert bis 1918,eine teilkommentierte Bibliographie,Helmut Glück,1,9783447054713,2007,Harrassowitz,Histoire,0,,
/books/OL19221523M,Johann Ernst Glück (1654-1705),"Pastor, Philologe, Volksaufklärer im Baltikum und in Russland",Helmut Glück,1,9783447051736,2005,Harrassowitz,Biographie | Histoire,0,,
/books/OL19967773M,"Das Heer 1950 bis 1970: Konzeption, Organisation, Aufstellung",,Helmut R. Hammerich,1,9783486579741,2006,R. Oldenbourg Verlag GmbH,Histoire,0,,
/books/OL12731390M,Die Zukunft der Arbeit liegt nicht im Beruf. Neue Beschäftigungs- und Lebensmodelle.,,Helmut Saiger,1,9783466304721,1998,Kösel,Philosophie,0,,
/books/OL12774389M,Schallabsorber und Schalldämpfer,Innovative Akustik-Prüfstände (VDI-Buch),Helmut V. Fuchs,1,9783540403302,2004,Springer,Sciences,0,,
/books/OL28381695M,Die Denkform der Paradoxalität als theologisches Problem,eine Untersuchung zu Kierkegaard und der neueren Theologie als Beitrag zur theologischen Logik,Henning Schröer,1,,1960,Vandenhoeck & Ruprecht,,0,,
/books/OL12663978M,Ein Versiegeltes Buch,Der Naturbegriff in Der Theologie J.G. Hamanns,Henri Veldhuis,1,9783110144437,1994,Walter De Gruyter Inc,Religion,0,,
/books/OL12664128M,Friedrich Daniel Ernst Schleiermacher. Kritische Gasamtausgabe,Erste Abteilung (Schriften Und Entwrfe)/Erste Abteilung (Schriften Und Entwurfe,Herausgegeben Von Dirk Schmid,1,9783110156386,1998,Walter De Gruyter Inc,Philosophie,0,,
