source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason
/books/OL12971027M,Cezanne geht immer. Ein Kunst- Krimi.,,Jan Schalm,1,9783821808628,2001,Eichborn,Arts | Fiction,0,,
/books/OL12830224M,Antonio Canovas Mythologische Statuen,Zur Frage Der Ansichtigkeit (Ars Faciendi),Jan Woratschek,1,9783631527092,2005,Peter Lang Publishing,,0,,
/books/OL141130M,"Jean Siméon Chardin, 1699-1779","Werk, Herkunft, Wirkung",Jean Baptiste Siméon Chardin,1,9783775708333,1999,Staatliche Kunsthalle Karlsruhe,,0,,
/books/OL12664851M,Die Finanziergung Der Bundeshauptstadt Bonn (Veroffentlichungen der Historischen Kommission Zu Berlin 106),,Jens Krýýger,1,9783110190908,2006,Walter de Gruyter,Histoire | Politique,0,,
/books/OL12664820M,Kierkegaards Furcht und Zittern als Bild seines ethischen Erkenntnisbegriffs (Kierkegaard Studies. Monograph Series),,Joachim Boldt,1,9783110189636,2006,Walter de Gruyter,Philosophie,0,,
/books/OL2795250M,James Ensor,"meisterliche Handzeichnungen, 1880 bis 1888 : 12. Februar bis 19. März, 1983.",Joachim Heusinger von Waldegg | Rudolf Schmitz | Xavier Tricot | James Ensor,4,,1983,M. Knoedler Zürich,Arts | Biographie,0,,
/books/OL12661274M,Das Ende der Kritik,,Joachim Vahland | Ulrich Schödlbauer,2,9783050031682,1997,Akademie Verlag,,0,,
/books/OL12918529M,Der Blick durch die Wand.,,Johannes Friedrich Lehmann,1,9783793092339,2000,Rombach,Histoire,0,,
/books/OL12663196M,Supplementum Coelifodinae,,Johannes Von Paltz,1,9783110049558,1983,Walter de Gruyter,,0,,
/books/OL12663307M,Chronographia,,John Malalas,1,9783110088007,1998,Walter De Gruyter Inc,Histoire,0,,
/books/OL12806843M,Untersuchungen zur Rezeption der nationalsozialistischen Weltanschauung in den konfessionellen Periodika der Niederlande 1933-1940. Ein Beitrag zur komparatistischen Imagologie.,,Joop Wekking,1,9789051831399,1990,Editions Rodopi,Histoire,0,,
/books/OL22602733M,Kant - die fremde Vernunft und die Sprache der Philosophie,,Josef Simon,1,9783110178623,,Walter de Gruyter GmbH & Co. KG,Histoire | Philosophie,0,,
/books/OL21814654M,Philosophie und linguistische Theorie.,,Josef Simon,1,9783110035698,1971,de Gruyter,Philosophie,0,,
/books/OL12862283M,Inselglück. Rousseau auf Sankt Peter.,,Jost Imbach,1,9783729606388,2002,Zytglogge-Verlag,Fiction,0,,
/books/OL12663383M,Nachrichtenauswahl Und Medienrealitaet in Vier Jahrhunderten,Eine Modellstudie Zur Vergindung Von Historischer Und Empirischer Publizistikwissensch,Juergen Wilke,1,9783110099591,1984,Walter De Gruyter Inc,Histoire,0,,
/books/OL22516117M,"Hegels Begriff der politischen Gesinnung: Zutrauen, Patriotismus und Vertrauen",,Jun-Ho Won,1,9783826022609,,K onigshausen & Neumann GmbH,Philosophie | Politique,0,,
/books/OL21815098M,Das Bistum Konstanz.,,Juregen Sydow,1,9783110096477,1984,de Gruyter,,0,,
/books/OL12767853M,"Laser, Licht Und Leben",,Jurgen Popp | Susanne Liedtke,2,9783527406364,2006,Wiley-VCH,,0,,
/books/OL12740287M,Harmonia,Materialien Und Skizzen,Jurgen-Eckardt Pleines,1,9783487126517,2004,Olms George,,0,,
/books/OL16968935M,Das Sanssouci Kaiser Wilhelms II.,"der letzte deutsche Kaiser, das Achilleion und Korfu",Jörg Michael Henneberg,1,9783899950403,2004,Isensee,,0,,
/books/OL12880003M,Denken vor Gott. Philosophie als Wahrheits- Liebe.,,Jörg Splett,1,9783782007375,1996,"Knecht, Frankfurt",,0,,
/books/OL12696861M,Zerbrechende Zeit. Über den Sinn der Geschichte.,,Jörn Rüsen,1,9783412130008,2001,Böhlau,Histoire | Philosophie,0,,
/books/OL12973235M,Wissenschaftssprache und populärwissenschaftliche Vermittlung,,Jürg Niederhauser,1,9783823353584,1999,Narr,Sciences | Technologie,0,,
/books/OL12919772M,Gegenüberstellungen alter und neuer Kunst. Im Museum am Dom.,,Jürgen Emmert,1,9783795415563,2003,Schnell & Steiner,Arts,0,,
/books/OL12877172M,Karl May und der Wettermacher,,Jürgen Heinzerling,1,9783776622522,2001,Herbig,Fiction,0,,
/books/OL12877632M,Snuff Bottles. Kostbarkeiten chinesischer Kleinkunst.,,Jürgen Ludwig Fischer,1,9783777495804,2003,Hirmer,Histoire,0,,
/books/OL23038733M,Roberta und ich,,Jürgen Rieckhoff | Sibylle Rieckhoff,2,9783806749793,2002,Gerstenberg Verlag,Fiction,0,,
/books/OL12877591M,Archaische Koren.,,K. Karakasi,1,9783777488400,2003,Hirmer,,0,,
/books/OL12664654M,Untersuchungen Zur Zeitkonzeption in Kants Kritik Der Reinen Vernunft (Kantstudien-Erganzungshete),,Karin Michel,1,9783110180299,2003,Walter De Gruyter Inc,Philosophie,0,,
/books/OL12664608M,"Augustin, Contra Academicos (Vel De Academicis) Buch 1: Einleitung Und Kommentar (Patristische Texte Und Studien)",,Karin Schlapbach,1,9783110178111,2003,Walter De Gruyter Inc,,0,,
