source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason,dominant_authors,dominant_author_counts,mixed_review_authors
/books/OL24261842M,The Palo Duro Trail,,Ralph Compton,1,9781101082973,2009,"Penguin USA, Inc.",Fiction,0,,,Ralph Compton,Ralph Compton=13,Ralph Compton
/books/OL7574003M,Whiskey River (The Sundown Riders),,Ralph Compton,1,9780451193322,1999,Signet,Fiction,0,,,Ralph Compton,Ralph Compton=13,Ralph Compton
/books/OL25238098M,A Breath of Life: Pulsations,,Johnny Lorenz | Clarice Lispector,2,9780811219624,2012,New Directions,Fiction,0,,,Clarice Lispector,Clarice Lispector=12,Clarice Lispector
/books/OL2708763M,"An apprenticeship, or, The book of delights",,Clarice Lispector,1,9780292790308,1986,University of Texas Press,Fiction,0,,,Clarice Lispector,Clarice Lispector=12,Clarice Lispector
/books/OL1349265M,Discovering the world,,Clarice Lispector,1,9780856359545,1992,Carcanet,,0,,,Clarice Lispector,Clarice Lispector=12,Clarice Lispector
/books/OL5282268M,Family ties.,,Clarice Lispector,1,9780292724044,1972,University of Texas Press,Fiction,0,,,Clarice Lispector,Clarice Lispector=12,Clarice Lispector
/books/OL2185024M,Soulstorm,stories,Clarice Lispector,1,9780811210911,1989,New Directions Pub.,Fiction,0,,,Clarice Lispector,Clarice Lispector=12,Clarice Lispector
/books/OL2742179M,The apple in the dark,,Benjamin Moser | Elena Losada | Clarice Lispector,3,9780292703926,1986,University of Texas Press,Fiction | Policier et mystère,0,,,Clarice Lispector,Clarice Lispector=12,Clarice Lispector
/books/OL27342607M,The Besieged City,,Johnny Lorenz | Clarice Lispector,2,9780811226714,2019,New Directions,Fiction,0,,,Clarice Lispector,Clarice Lispector=12,Clarice Lispector
/books/OL1550305M,The Foreign Legion,stories and chronicles,Clarice Lispector,1,9780811211895,1992,New Directions Pub. Corp.,,0,,,Clarice Lispector,Clarice Lispector=12,Clarice Lispector
/books/OL24896411M,The hour of the star,,Clarice Lispector,1,9780811219495,2011,New Directions,Fiction,0,,,Clarice Lispector,Clarice Lispector=12,Clarice Lispector
/books/OL2529359M,The passion according to G.H.,,Clarice Lispector,1,9780816617111,1988,University of Minnesota Press,Fiction | Philosophie | Romance,0,,,Clarice Lispector,Clarice Lispector=12,Clarice Lispector
/books/OL2186678M,The stream of life,,Clarice Lispector,1,9780816617814,1989,University of Minnesota Press,,0,,,Clarice Lispector,Clarice Lispector=12,Clarice Lispector
/books/OL25223654M,Água viva,,Clarice Lispector,1,9780811219907,2012,New Directions,Fiction,0,,,Clarice Lispector,Clarice Lispector=12,Clarice Lispector
/books/OL17634609M,Being and event,,Oliver Feltham | Alain Badiou | Alain Badiou,3,9780826495297,2007,Continuum,Histoire | Philosophie,0,,,Alain Badiou | Alain Badiou,Alain Badiou=8 | Alain Badiou=8,Alain Badiou
/books/OL8070282M,Deleuze,The Clamor of Being,Alain Badiou,1,9780816631391,1999,University of Minnesota Press,,0,,,Alain Badiou,Alain Badiou=8,Alain Badiou
/books/OL26155045M,Ethics Radical Thinkers,,Peter Hallward | Alain Badiou,2,9781781680186,2013,Verso,,0,,,Alain Badiou,Alain Badiou=8,Alain Badiou
/books/OL8168901M,Infinite Thought,Truth And The Return To Philosophy,Alain Badiou,1,9780826473202,2004,Continuum International Publishing Group,,0,,,Alain Badiou,Alain Badiou=8,Alain Badiou
/books/OL3402521M,Metapolitics,,Alain Badiou,1,9781844670352,2005,Verso,Philosophie | Politique,0,,,Alain Badiou,Alain Badiou=8,Alain Badiou
/books/OL8956194M,Polemics,,Alain Badiou,1,9781844670895,2006,Verso,Philosophie | Politique,0,,,Alain Badiou,Alain Badiou=8,Alain Badiou
/books/OL11842369M,The Concept of Model,An Introduction to the Materialist Epistemology of Mathematics (Transmission),Alain Badiou,1,9780980305234,2007,re.press,Philosophie,0,,,Alain Badiou,Alain Badiou=8,Alain Badiou
/books/OL22671664M,Theory of the subject,,Alain Badiou | Bruno Bosteels | Alain Badiou | BADIOU ALAIN,4,9780826496737,2009,Continuum,,0,,,Alain Badiou | Alain Badiou,Alain Badiou=8 | Alain Badiou=8,Alain Badiou
/books/OL24060389M,Self-knowledge,an essay in autobiography,Nikolaĭ Berdi͡aev,1,9781597312585,2009,Semantron Press,Biographie | Philosophie | Religion,0,,,Nikolaĭ Berdi͡aev,Nikolaĭ Berdi͡aev=8,Nikolaĭ Berdi͡aev
/books/OL24060390M,Spirit and reality,,Nikolaĭ Berdi͡aev,1,9781597312547,2009,Semantron Press,Philosophie | Religion,0,,,Nikolaĭ Berdi͡aev,Nikolaĭ Berdi͡aev=8,Nikolaĭ Berdi͡aev
/books/OL16677031M,The destiny of man.,,Nikolaĭ Berdi͡aev,1,,1937,C. Scribner's sons,,0,,,Nikolaĭ Berdi͡aev,Nikolaĭ Berdi͡aev=8,Nikolaĭ Berdi͡aev
/books/OL22802763M,The destiny of man. [Translated from the Russian by Natalie Duddingron],,Nikolaĭ Berdi͡aev,1,,1937,G. Bles,Technologie,0,,,Nikolaĭ Berdi͡aev,Nikolaĭ Berdi͡aev=8,Nikolaĭ Berdi͡aev
/books/OL23530545M,The end of our time,together with an essay on the general line of Soviet philosophy.,Nikolaĭ Berdi͡aev,1,,1933,"Sheed & Ward, inc.",Histoire | Philosophie,0,,,Nikolaĭ Berdi͡aev,Nikolaĭ Berdi͡aev=8,Nikolaĭ Berdi͡aev
/books/OL21172291M,The fate of man in the modern world,,Nikolaĭ Berdi͡aev,1,,1961,University of Michigan Press,Philosophie,0,,,Nikolaĭ Berdi͡aev,Nikolaĭ Berdi͡aev=8,Nikolaĭ Berdi͡aev
/books/OL14636899M,The origin of Russian communism,,Nikolaĭ Berdi͡aev,1,,1937,"G. Bles, The Centenary Press",Histoire | Religion,0,,,Nikolaĭ Berdi͡aev,Nikolaĭ Berdi͡aev=8,Nikolaĭ Berdi͡aev
/books/OL16352009M,The realm of spirit and the realm of Caesar,,Nikolaĭ Berdi͡aev,1,,1953,Harper,Philosophie,0,,,Nikolaĭ Berdi͡aev,Nikolaĭ Berdi͡aev=8,Nikolaĭ Berdi͡aev
